Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2016-03-17,1,Virginia 1,ACC,27-7,.9513,118.7,9,91.6,4,61.2,351,-.039,274,.7495,4,109.6,6,99.6,9,.6087,54
2016-03-17,2,Kansas 1,B12,30-4,.9494,118.9,8,92.1,5,69.7,127,+.062,40,.7603,2,109.5,7,99.1,4,.5778,93
2016-03-17,3,Michigan St. 2,B10,29-5,.9461,121.5,2,94.7,20,67.4,252,-.004,184,.6538,59,105.9,75,100.2,19,.4799,206
2016-03-17,4,North Carolina 1,ACC,28-6,.9420,119.6,5,93.8,12,72.0,46,-.043,282,.7234,14,109.3,8,100.6,30,.5684,102
2016-03-17,5,Villanova 2,BE,29-5,.9373,117.5,11,92.8,7,67.4,250,+.012,141,.6934,31,107.8,40,100.4,25,.5887,77
2016-03-17,6,West Virginia 3,B12,26-8,.9230,114.8,23,92.5,6,70.5,93,+.008,152,.7483,5,109.3,9,99.5,7,.5357,140
2016-03-17,7,Oklahoma 2,B12,25-7,.9188,115.4,21,93.4,10,70.8,86,+.008,154,.7562,3,109.6,5,99.3,5,.5391,136
2016-03-17,8,Kentucky 4,SEC,26-8,.9185,122.2,1,99.0,71,67.7,242,-.035,270,.6873,34,106.9,55,99.8,11,.6038,61
2016-03-17,9,Wichita St. 11,MVC,25-8,.9141,108.8,81,88.6,1,67.1,263,-.078,331,.5532,105,102.5,244,100.6,29,.6516,26
2016-03-17,10,Oregon 1,P12,28-6,.9109,119.2,6,97.4,47,68.7,183,+.035,87,.6992,27,107.1,52,99.5,8,.5155,166
2016-03-17,11,Purdue 5,B10,26-8,.9094,115.5,19,94.5,19,68.3,206,-.031,255,.6595,56,107.5,44,101.5,73,.4268,266
2016-03-17,12,Louisville,ACC,23-8,.9045,109.9,69,90.3,3,66.9,271,-.024,241,.6677,50,109.0,15,102.6,111,.3843,307
2016-03-17,13,Miami FL 3,ACC,25-7,.8998,117.4,12,97.0,43,66.8,278,+.054,56,.7393,10,109.6,4,100.1,18,.5449,128
2016-03-17,14,Xavier 2,BE,27-5,.8981,116.1,15,96.1,36,72.9,29,+.067,37,.6787,37,106.6,63,99.9,12,.5300,149
2016-03-17,15,Indiana 5,B10,25-7,.8979,119.1,7,98.6,63,68.8,178,-.003,183,.6184,73,106.6,64,102.2,98,.4203,270
2016-03-17,16,Iowa St. 4,B12,22-11,.8921,120.6,3,100.3,104,72.0,51,-.067,322,.7411,6,108.0,33,98.5,1,.5185,162
2016-03-17,17,Arizona 6,P12,25-8,.8910,115.9,16,96.6,41,69.2,150,-.033,265,.6277,69,106.1,73,101.4,67,.3881,304
2016-03-17,18,Texas A&M 3,SEC,26-8,.8902,112.5,34,93.8,11,67.4,251,+.002,170,.6705,47,107.6,41,101.2,58,.5521,117
2016-03-17,19,SMU,Amer,25-5,.8876,116.2,14,97.1,45,66.6,290,+.015,135,.5749,91,104.1,146,101.4,70,.4672,220
2016-03-17,20,Iowa 7,B10,21-10,.8859,114.6,24,95.9,30,70.0,116,-.099,342,.6911,33,108.4,24,101.0,50,.5295,150
2016-03-17,21,Duke 4,ACC,24-10,.8778,120.1,4,101.1,118,68.6,194,-.032,260,.7288,13,109.9,3,100.8,40,.5738,98
2016-03-17,22,California 4,P12,23-10,.8747,111.2,47,93.9,15,68.8,180,-.051,295,.6727,46,108.1,28,101.5,76,.4554,232
2016-03-17,23,Maryland 5,B10,25-8,.8742,113.9,26,96.3,37,68.1,219,+.006,159,.6815,36,107.3,47,100.5,28,.4747,211
2016-03-17,24,Seton Hall 6,BE,25-8,.8727,110.9,50,93.8,13,70.3,105,+.008,153,.6755,42,106.3,67,99.8,10,.4404,253
2016-03-17,25,Baylor 5,B12,22-11,.8676,116.8,13,99.1,73,67.3,259,+.002,168,.7404,8,108.1,27,98.7,2,.4566,231
2016-03-17,26,Connecticut 9,Amer,25-10,.8669,110.7,56,94.0,17,66.4,297,-.032,262,.6087,76,105.4,92,101.4,69,.4663,221
2016-03-17,27,Gonzaga 11,WCC,26-7,.8581,114.4,25,97.8,52,68.0,223,-.025,243,.5453,113,105.5,85,103.9,156,.6260,41
2016-03-17,28,Utah 3,P12,26-8,.8529,113.6,27,97.5,50,66.5,295,+.110,13,.7009,26,107.9,36,100.2,20,.5193,161
2016-03-17,29,Vanderbilt 11,SEC,19-14,.8484,111.6,42,96.1,34,68.7,186,-.105,346,.7025,23,107.9,35,100.1,17,.6227,43
2016-03-17,30,Texas 6,B12,20-12,.8459,111.4,45,96.1,35,66.3,303,+.037,81,.7694,1,109.9,2,99.0,3,.6040,60
2016-03-17,31,Wisconsin 7,B10,20-12,.8402,110.0,65,95.2,24,64.3,342,-.031,257,.7014,24,108.0,31,100.3,24,.5391,137
