Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2017-11-24,1,Kansas,B12,5-0,+27.29,117.5,7,90.2,3,72.8,77,+.022,150,-0.79,199,103.0,207,103.8,198,-0.79,199
2017-11-24,2,Villanova,BE,6-0,+26.63,118.1,4,91.5,11,68.6,295,+.069,83,-2.86,251,101.4,262,104.3,221,-2.86,251
2017-11-24,3,Virginia,ACC,6-0,+25.94,113.3,24,87.3,1,63.1,351,+.042,111,+2.04,142,104.4,149,102.4,145,+2.04,142
2017-11-24,4,Wichita St.,Amer,4-1,+25.52,117.6,6,92.1,12,70.4,203,-.038,235,+5.04,95,106.2,90,101.1,95,+5.04,95
2017-11-24,5,Duke,ACC,7-0,+24.94,120.7,1,95.8,39,71.7,120,+.029,136,+1.10,162,104.2,156,103.1,172,+1.10,162
2017-11-24,6,Texas A&M,SEC,4-0,+24.64,115.6,13,91.0,7,70.2,216,+.000,184,+12.56,10,109.3,29,96.7,9,+12.56,10
2017-11-24,7,Cincinnati,Amer,6-0,+23.82,113.5,23,89.7,2,69.0,280,+.025,142,-9.06,322,98.0,331,107.1,310,-9.06,322
2017-11-24,8,North Carolina,ACC,5-0,+23.60,117.3,8,93.7,22,75.3,14,+.000,187,+4.96,96,105.9,99,101.0,91,+4.96,96
2017-11-24,9,Kentucky,SEC,5-1,+23.23,114.1,18,90.9,6,70.6,184,-.023,219,+1.85,148,104.2,158,102.3,143,+1.85,148
2017-11-24,10,Florida,SEC,4-0,+23.08,115.6,14,92.5,13,72.8,75,+.046,107,-7.43,312,99.5,308,106.9,305,-7.43,312
2017-11-24,11,Arizona,P12,3-2,+23.05,118.0,5,95.0,30,70.7,180,-.179,336,-2.83,249,101.8,250,104.7,241,-2.83,249
2017-11-24,12,Michigan St.,B10,3-1,+22.90,116.1,11,93.2,16,71.0,161,-.104,299,-0.19,188,104.9,133,105.1,262,-0.19,188
2017-11-24,13,Notre Dame,ACC,6-0,+22.71,118.4,2,95.7,36,67.0,334,+.071,81,+0.06,185,104.3,153,104.2,219,+0.06,185
2017-11-24,14,West Virginia,B12,5-1,+22.26,113.0,28,90.7,4,74.9,17,+.030,132,-5.09,290,100.2,298,105.2,269,-5.09,290
2017-11-24,15,USC,P12,4-0,+21.57,115.7,12,94.1,27,73.0,63,+.111,47,-3.80,268,100.6,284,104.4,228,-3.80,268
2017-11-24,16,Gonzaga,WCC,4-0,+21.07,114.8,16,93.7,23,70.8,171,+.001,179,-7.27,310,100.0,299,107.3,314,-7.27,310
2017-11-24,17,Texas Tech,B12,5-0,+21.00,112.2,38,91.2,9,68.9,287,+.010,167,-4.83,282,100.3,294,105.1,266,-4.83,282
2017-11-24,18,Miami FL,ACC,4-0,+20.13,111.3,48,91.1,8,68.5,297,+.004,173,-9.20,324,96.9,336,106.1,289,-9.20,324
2017-11-24,19,Baylor,B12,5-0,+20.02,113.2,25,93.2,17,66.7,339,+.087,62,-4.73,280,101.6,256,106.3,292,-4.73,280
2017-11-24,20,Purdue,B10,4-2,+19.83,115.3,15,95.5,33,71.0,163,-.148,330,-3.28,256,101.7,254,104.9,253,-3.28,256
2017-11-24,21,Xavier,BE,5-1,+19.44,116.8,9,97.4,53,71.9,107,+.015,156,-1.68,225,103.3,193,105.0,255,-1.68,225
2017-11-24,22,Louisville,ACC,4-0,+19.10,112.4,34,93.3,18,71.2,151,+.115,44,-7.76,313,99.6,307,107.3,315,-7.76,313
2017-11-24,23,Minnesota,B10,6-0,+18.82,112.9,29,94.1,25,73.3,50,+.023,148,-8.45,317,99.3,309,107.8,322,-8.45,317
2017-11-24,24,Alabama,SEC,5-0,+18.62,111.3,49,92.6,14,69.5,262,+.107,50,-2.44,239,102.4,224,104.8,247,-2.44,239
2017-11-24,25,Oklahoma,B12,3-1,+18.56,112.0,40,93.4,19,76.3,7,-.068,265,-2.71,247,103.2,199,105.9,286,-2.71,247
2017-11-24,26,TCU,B12,5-0,+18.50,112.2,37,93.7,21,70.9,166,+.142,25,-7.12,308,100.5,289,107.6,318,-7.12,308
2017-11-24,27,Texas,B12,4-1,+18.30,109.2,69,90.9,5,70.2,215,-.048,247,+0.23,179,104.5,145,104.3,224,+0.23,179
2017-11-24,28,Seton Hall,BE,4-1,+18.01,113.0,26,95.0,31,70.2,211,-.106,302,-3.57,260,102.1,233,105.7,280,-3.57,260
2017-11-24,29,SMU,Amer,5-2,+17.45,111.0,53,93.5,20,66.7,337,-.087,283,-5.98,300,100.4,291,106.4,294,-5.98,300
2017-11-24,30,Saint Mary's,WCC,5-1,+17.41,118.2,3,100.8,110,65.7,346,-.101,294,-4.50,276,100.4,293,104.9,250,-4.50,276
2017-11-24,31,Providence,BE,4-1,+16.96,112.9,30,95.9,40,68.5,303,+.071,79,+0.06,184,104.3,151,104.3,223,+0.06,184
2017-11-24,32,Wisconsin,B10,2-3,+16.83,111.0,54,94.2,28,67.6,327,-.267,351,+6.90,70,107.9,50,101.0,92,+6.90,70
2017-11-24,33,Maryland,B10,5-0,+16.77,111.5,43,94.8,29,70.4,200,+.130,35,-5.95,299,101.0,275,106.9,306,-5.95,299
2017-11-24,34,Tennessee,SEC,4-1,+16.53,110.6,56,94.0,24,71.4,135,+.030,133,+4.48,105,106.4,85,101.9,123,+4.48,105
2017-11-24,35,Penn St.,B10,6-1,+16.50,109.3,66,92.8,15,73.3,51,+.011,166,-4.61,278,102.0,237,106.7,298,-4.61,278
2017-11-24,36,Creighton,BE,4-1,+16.32,114.1,19,97.8,62,74.4,26,+.025,141,+8.50,48,108.8,40,100.3,78,+8.50,48
2017-11-24,37,Kansas St.,B12,5-1,+16.03,111.6,41,95.6,34,67.9,320,-.077,275,-8.70,321,99.0,312,107.7,319,-8.70,321
2017-11-24,38,South Carolina,SEC,4-1,+15.78,107.2,89,91.5,10,71.2,152,-.106,301,+0.87,168,103.7,177,102.9,164,+0.87,168
2017-11-24,39,Oregon,P12,4-1,+15.74,111.5,44,95.8,38,72.2,93,-.049,248,-13.03,342,96.2,339,109.2,342,-13.03,342
2017-11-24,40,Arkansas,SEC,4-1,+15.68,112.2,36,96.5,46,74.6,22,+.083,65,+8.06,55,109.8,18,101.8,117,+8.06,55
2017-11-24,41,UCLA,P12,4-1,+15.26,113.6,21,98.4,68,74.3,28,+.143,23,+2.46,134,104.5,146,102.0,125,+2.46,134
2017-11-24,42,Florida St.,ACC,5-0,+15.25,111.6,42,96.3,45,74.1,33,+.000,185,-8.17,315,98.9,314,107.1,312,-8.17,315
2017-11-24,43,Michigan,B10,5-1,+14.59,113.0,27,98.4,69,64.6,350,-.082,280,-5.88,297,102.5,223,108.3,327,-5.88,297
2017-11-24,44,Oklahoma St.,B12,4-1,+14.31,110.9,55,96.6,48,70.8,172,+.044,110,-4.84,284,102.0,244,106.8,301,-4.84,284
2017-11-24,45,Auburn,SEC,4-1,+14.30,113.5,22,99.2,79,75.7,10,+.009,169,-2.52,242,101.8,253,104.3,222,-2.52,242
2017-11-24,46,Temple,Amer,3-0,+14.29,110.5,57,96.2,44,70.0,228,+.001,182,+12.03,14,109.5,25,97.5,15,+12.03,14
2017-11-24,47,Virginia Tech,ACC,4-1,+13.97,114.1,17,100.2,93,73.6,47,-.110,306,-8.64,319,100.9,278,109.5,345,-8.64,319
2017-11-24,48,Nevada,MWC,5-0,+13.85,112.5,32,98.7,71,72.1,102,+.029,134,+2.01,143,104.6,139,102.6,152,+2.01,143
2017-11-24,49,Northwestern,B10,4-2,+13.58,112.4,33,98.9,74,70.0,232,+.131,33,-1.44,215,101.2,272,102.6,153,-1.44,215
2017-11-24,50,St. John's,BE,5-1,+13.47,111.1,51,97.6,57,73.8,42,-.014,208,-2.83,250,101.3,267,104.2,215,-2.83,250
2017-11-24,51,Clemson,ACC,5-1,+13.26,110.5,58,97.2,51,69.8,248,+.002,175,-5.44,292,101.2,271,106.6,297,-5.44,292
2017-11-24,52,Marquette,BE,3-2,+12.93,113.9,20,101.0,115,72.0,105,+.042,112,+8.33,50,109.6,23,101.3,102,+8.33,50
2017-11-24,53,Rhode Island,A10,3-2,+12.79,110.3,60,97.5,54,70.8,175,+.002,174,+10.57,33,108.1,48,97.5,16,+10.57,33
2017-11-24,54,Syracuse,ACC,5-0,+12.41,109.2,70,96.8,49,67.5,331,+.049,103,-6.43,303,102.0,242,108.4,328,-6.43,303
2017-11-24,55,Butler,BE,4-2,+12.27,110.1,62,97.8,63,68.6,294,+.086,63,+2.77,129,104.6,144,101.8,120,+2.77,129
2017-11-24,56,Mississippi,SEC,4-1,+12.17,112.6,31,100.4,100,71.5,126,+.028,137,-2.08,233,102.2,230,104.3,225,-2.08,233
2017-11-24,57,Utah,P12,5-1,+12.09,109.3,65,97.2,52,71.2,149,+.116,41,-3.52,259,101.6,255,105.1,264,-3.52,259
2017-11-24,58,Vanderbilt,SEC,2-3,+11.66,109.3,67,97.6,55,68.9,284,-.015,209,+7.39,62,107.3,61,99.9,69,+7.39,62
2017-11-24,59,Connecticut,Amer,4-0,+11.54,107.3,86,95.8,37,69.5,260,+.012,163,-2.55,244,101.8,252,104.3,226,-2.55,244
2017-11-24,60,Arizona St.,P12,6-0,+11.50,116.2,10,104.7,203,73.0,62,+.028,138,-1.32,212,102.2,231,103.5,187,-1.32,212
2017-11-24,61,Missouri,SEC,5-1,+11.49,109.3,68,97.8,61,69.2,273,+.050,100,+3.73,110,105.3,123,101.6,113,+3.73,110
2017-11-24,62,Iowa St.,B12,3-2,+11.31,111.3,47,100.0,91,70.9,168,+.192,8,+3.51,118,105.6,106,102.1,133,+3.51,118
2017-11-24,63,San Diego St.,MWC,5-1,+11.22,106.5,100,95.3,32,72.5,84,+.041,113,-3.76,267,102.1,234,105.9,283,-3.76,267
2017-11-24,64,Georgia Tech,ACC,3-1,+10.96,105.0,119,94.1,26,68.0,318,-.033,228,-10.76,334,98.0,330,108.8,332,-10.76,334
2017-11-24,65,Mississippi St.,SEC,4-0,+10.76,107.8,79,97.0,50,73.1,56,+.078,72,-15.83,346,93.7,347,109.5,344,-15.83,346
2017-11-24,66,Houston,Amer,3-1,+10.52,111.5,45,100.9,114,68.9,288,+.037,118,-2.08,232,103.7,176,105.8,282,-2.08,232
2017-11-24,67,Iowa,B10,4-2,+10.13,111.3,46,101.2,122,71.6,123,-.070,269,-10.62,332,98.3,324,109.0,338,-10.62,332
