week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
8,2013,331024027,2013-10-25T00:25Z,Carolina Panthers,CAR,31,Tampa Bay Buccaneers,TB,13,Carolina Panthers,18,Final,21,11,9,1,5,12,1,1,62,324,5.2,10,195,23,32,5.6,0,3,26,129,27,4.8,4-5,6,59,0,0,0,34:33,19,13,3,3,4,14,0,2,68,297,4.4,11,249,30,51,4.6,0,3,26,48,14,3.4,1-2,3,21,1,1,0,25:27,59073,Raymond James Stadium,Tampa,FL
8,2013,331027008,2013-10-27T17:00Z,Dallas Cowboys,DAL,30,Detroit Lions,DET,31,Detroit Lions,1,Final,13,8,3,2,3,13,0,0,56,268,4.8,15,206,14,30,6.9,0,0,0,62,26,2.4,1-1,2,31,0,0,0,24:49,29,17,11,1,3,11,1,2,78,623,8.0,14,480,33,48,9.8,2,1,8,143,29,4.9,4-5,8,61,4,2,0,35:11,64379,Ford Field,Detroit,MI
8,2013,331027012,2013-10-27T17:00Z,Cleveland Browns,CLE,17,Kansas City Chiefs,KC,23,Kansas City Chiefs,6,Final,13,9,4,0,3,12,1,2,52,340,6.5,11,283,22,36,7.6,0,1,10,57,15,3.8,1-1,9,70,1,1,0,23:55,20,12,6,2,10,19,0,0,71,331,4.7,11,195,24,36,4.6,0,6,30,136,29,4.7,1-2,5,31,0,0,0,36:05,74307,GEHA Field at Arrowhead Stadium,Kansas City,MO
8,2013,331027017,2013-10-27T17:00Z,Miami Dolphins,MIA,17,New England Patriots,NE,27,New England Patriots,10,Final,23,14,9,0,8,17,1,2,79,301,3.8,12,145,22,42,3.0,2,6,47,156,31,5.0,2-4,7,61,3,1,0,34:59,19,6,9,4,2,10,1,1,62,252,4.1,13,100,13,22,4.0,1,3,16,152,37,4.1,3-4,5,35,1,0,0,25:01,68756,Gillette Stadium,Foxborough,MA
8,2013,331027018,2013-10-27T17:00Z,Buffalo Bills,BUF,17,New Orleans Saints,NO,35,New Orleans Saints,18,Final,20,13,5,2,5,13,0,1,68,299,4.4,12,211,22,39,4.9,1,4,23,88,25,3.5,2-3,6,45,3,2,0,27:30,21,14,4,3,7,15,1,1,64,386,6.0,12,309,26,34,8.1,0,4,23,77,26,3.0,3-5,8,59,0,0,0,32:30,72405,Caesars Superdome,New Orleans,LA
8,2013,331027021,2013-10-27T17:00Z,New York Giants,NYG,15,Philadelphia Eagles,PHI,7,New York Giants,8,Final,16,12,3,1,8,19,0,1,71,325,4.6,13,237,25,39,5.9,0,1,9,88,31,2.8,0-2,11,92,1,1,0,38:05,15,10,3,2,3,12,0,2,58,200,3.4,12,152,23,35,3.9,2,4,36,48,19,2.5,0-1,4,48,3,1,1,21:55,69144,Lincoln Financial Field,Philadelphia,PA
8,2013,331027030,2013-10-27T17:00Z,San Francisco 49ers,SF,42,Jacksonville Jaguars,JAX,10,San Francisco 49ers,32,Final,25,9,14,2,6,9,2,2,55,398,7.2,9,177,11,17,10.4,0,0,0,221,38,5.8,5-5,4,35,1,1,2,28:29,20,10,8,2,4,14,3,5,70,318,4.5,9,228,29,45,5.1,0,0,0,90,25,3.6,0-2,6,76,1,1,0,31:31,83559,Wembley Stadium,London,
8,2013,331027004,2013-10-27T20:05Z,New York Jets,NYJ,9,Cincinnati Bengals,CIN,49,Cincinnati Bengals,40,Final,15,7,6,2,6,15,0,1,65,240,3.7,13,147,23,37,3.6,2,4,29,93,24,3.9,0-0,4,69,2,0,0,33:17,20,16,3,1,6,11,0,1,56,402,7.2,10,323,19,30,10.4,1,1,2,79,25,3.2,5-6,4,45,1,0,4,26:43,62576,Paycor Stadium,Cincinnati,OH
8,2013,331027013,2013-10-27T20:05Z,Pittsburgh Steelers,PIT,18,Oakland Raiders,OAK,21,Oakland Raiders,3,Final,20,13,5,2,4,15,0,0,69,276,4.0,15,241,29,45,4.8,2,5,34,35,19,1.8,2-4,3,12,2,0,0,29:59,13,5,8,0,5,14,0,0,59,279,4.7,15,82,10,19,3.9,2,2,6,197,38,5.2,2-2,6,39,3,1,0,30:01,52950,Oakland Coliseum,Oakland,CA
8,2013,331027007,2013-10-27T20:25Z,Washington Redskins,WSH,21,Denver Broncos,DEN,45,Denver Broncos,24,Final,22,11,8,3,6,14,0,0,70,266,3.8,14,154,20,39,3.7,4,3,26,112,28,4.0,2-2,1,5,5,1,2,28:00,29,23,6,0,4,12,2,2,80,446,5.6,15,339,30,44,7.4,3,2,15,107,34,3.1,3-4,6,57,4,1,2,32:00,77031,Empower Field at Mile High,Denver,CO
8,2013,331027022,2013-10-27T20:25Z,Atlanta Falcons,ATL,13,Arizona Cardinals,ARI,27,Arizona Cardinals,14,Final,20,17,1,2,8,20,1,2,79,292,3.7,13,265,34,61,4.1,4,4,36,27,14,1.9,1-3,10,55,4,0,0,34:19,17,9,5,3,3,10,0,0,51,348,6.8,11,147,13,18,7.0,1,3,25,201,30,6.7,2-3,8,52,1,0,0,25:41,60671,State Farm Stadium,Glendale,AZ
8,2013,331027016,2013-10-28T00:30Z,Green Bay Packers,GB,44,Minnesota Vikings,MIN,31,Green Bay Packers,13,Final,26,13,11,2,13,18,2,2,73,464,6.4,9,282,24,29,9.1,0,2,3,182,42,4.3,2-4,6,120,0,0,1,40:54,15,7,5,3,2,8,0,0,43,243,5.7,10,132,14,21,5.5,0,3,13,111,19,5.8,3-4,7,46,0,0,1,19:06,64134,Mall of America Field,Minneapolis,MN
