week,season,game_id,date,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,winner,point_differential,status,away_firstDowns,away_firstDownsPassing,away_firstDownsRushing,away_firstDownsPenalty,away_thirdDownConversions,away_thirdDownAttempts,away_fourthDownConversions,away_fourthDownAttempts,away_totalOffensivePlays,away_totalYards,away_yardsPerPlay,away_totalDrives,away_netPassingYards,away_completions,away_passAttempts,away_yardsPerPass,away_interceptions,away_sacks,away_sackYardsLost,away_rushingYards,away_rushingAttempts,away_yardsPerRushAttempt,away_redZoneAttempts,away_penalties,away_penaltyYards,away_turnovers,away_fumblesLost,away_defensiveTouchdowns,away_possessionTime,home_firstDowns,home_firstDownsPassing,home_firstDownsRushing,home_firstDownsPenalty,home_thirdDownConversions,home_thirdDownAttempts,home_fourthDownConversions,home_fourthDownAttempts,home_totalOffensivePlays,home_totalYards,home_yardsPerPlay,home_totalDrives,home_netPassingYards,home_completions,home_passAttempts,home_yardsPerPass,home_interceptions,home_sacks,home_sackYardsLost,home_rushingYards,home_rushingAttempts,home_yardsPerRushAttempt,home_redZoneAttempts,home_penalties,home_penaltyYards,home_turnovers,home_fumblesLost,home_defensiveTouchdowns,home_possessionTime,attendance,venue,venue_city,venue_state
4,2013,330926014,2013-09-27T00:25Z,San Francisco 49ers,SF,35,St. Louis Rams,STL,11,San Francisco 49ers,24,Final,19,8,8,3,6,15,1,1,65,370,5.7,16,151,15,23,6.0,0,2,16,219,40,5.5,3-3,10,85,2,2,0,31:45,14,12,0,2,3,17,0,0,65,188,2.9,16,170,19,41,3.7,1,5,32,18,19,0.9,1-1,8,82,2,1,0,28:15,56640,The Dome at America's Center,St. Louis,MO
4,2013,330929002,2013-09-29T17:00Z,Baltimore Ravens,BAL,20,Buffalo Bills,BUF,23,Buffalo Bills,3,Final,15,13,0,2,3,16,1,1,63,345,5.5,17,321,25,50,5.9,5,4,26,24,9,2.7,1-4,8,59,5,0,0,23:34,19,7,10,2,5,18,0,0,79,350,4.4,16,147,10,22,6.1,2,2,20,203,55,3.7,1-4,11,99,3,1,0,36:26,68296,Highmark Stadium,Orchard Park,NY
4,2013,330929005,2013-09-29T17:00Z,Cincinnati Bengals,CIN,6,Cleveland Browns,CLE,17,Cleveland Browns,11,Final,16,10,3,3,4,14,1,3,64,266,4.2,10,203,23,42,4.6,1,2,3,63,20,3.2,0-2,3,25,2,1,0,28:51,18,14,4,0,9,18,0,0,71,336,4.7,11,247,25,38,6.0,0,3,22,89,30,3.0,2-3,5,80,0,0,0,31:09,71481,Huntington Bank Field,Cleveland,OH
4,2013,330929008,2013-09-29T17:00Z,Chicago Bears,CHI,32,Detroit Lions,DET,40,Detroit Lions,8,Final,18,13,4,1,1,13,2,2,66,417,6.3,16,286,27,47,5.7,3,3,31,131,16,8.2,2-5,4,30,4,1,0,28:11,23,13,10,0,2,10,0,0,66,387,5.9,14,228,23,35,6.3,1,1,14,159,30,5.3,2-5,3,25,3,2,2,31:49,64552,Ford Field,Detroit,MI
4,2013,330929012,2013-09-29T17:00Z,New York Giants,NYG,7,Kansas City Chiefs,KC,31,Kansas City Chiefs,24,Final,11,8,3,0,1,14,1,2,61,298,4.9,14,200,18,37,5.0,1,3,17,98,21,4.7,0-0,7,65,3,2,0,24:04,21,15,4,2,9,16,0,0,70,390,5.6,15,288,24,41,6.9,2,1,0,102,28,3.6,2-2,7,62,3,1,1,35:56,73386,GEHA Field at Arrowhead Stadium,Kansas City,MO
4,2013,330929016,2013-09-29T17:00Z,Pittsburgh Steelers,PIT,27,Minnesota Vikings,MIN,34,Minnesota Vikings,7,Final,29,21,5,3,8,15,0,0,77,434,5.6,12,357,36,51,6.4,1,5,26,77,21,3.7,3-6,4,50,2,1,0,36:27,16,7,7,2,4,11,0,0,51,393,7.7,12,248,16,25,9.5,0,1,0,145,25,5.8,2-3,5,89,0,0,0,23:33,83518,Wembley Stadium,London,
4,2013,330929027,2013-09-29T17:00Z,Arizona Cardinals,ARI,13,Tampa Bay Buccaneers,TB,10,Arizona Cardinals,3,Final,17,11,4,2,1,10,0,0,59,296,5.0,14,240,21,38,6.2,2,1,8,56,20,2.8,1-3,10,90,3,1,0,25:55,20,13,4,3,7,18,1,1,76,253,3.3,14,173,24,43,3.8,2,2,20,80,31,2.6,1-1,8,73,3,1,0,34:05,44956,Raymond James Stadium,Tampa,FL
4,2013,330929030,2013-09-29T17:00Z,Indianapolis Colts,IND,37,Jacksonville Jaguars,JAX,3,Indianapolis Colts,34,Final,26,16,8,2,6,13,0,0,70,437,6.2,11,280,23,38,7.0,1,2,14,157,30,5.2,2-5,7,58,1,0,2,36:38,14,10,0,4,2,11,0,1,54,205,3.8,12,165,17,32,4.6,3,4,14,40,18,2.2,0-1,9,65,3,0,0,23:22,59695,EverBank Stadium,Jacksonville,FL
4,2013,330929034,2013-09-29T17:00Z,Seattle Seahawks,SEA,23,Houston Texans,HOU,20,Seattle Seahawks,3,Final,15,6,6,3,3,14,1,1,58,270,4.7,13,91,12,23,3.3,1,5,32,179,30,6.0,1-1,9,62,2,1,2,31:48,29,20,7,2,6,17,0,0,88,476,5.4,15,325,31,49,6.1,2,4,30,151,35,4.3,1-3,6,86,3,1,0,39:53,71756,NRG Stadium,Houston,TX
4,2013,330929010,2013-09-29T20:05Z,New York Jets,NYJ,13,Tennessee Titans,TEN,38,Tennessee Titans,25,Final,16,11,5,0,4,13,0,1,62,330,5.3,13,239,23,34,6.1,2,5,50,91,23,4.0,0-0,10,66,4,2,0,29:22,17,11,4,2,10,18,0,0,65,322,5.0,14,244,21,32,7.2,0,2,13,78,31,2.5,3-4,4,30,0,0,2,30:38,69143,Nissan Stadium,Nashville,TN
4,2013,330929007,2013-09-29T20:25Z,Philadelphia Eagles,PHI,20,Denver Broncos,DEN,52,Denver Broncos,32,Final,21,12,9,0,8,16,0,0,69,450,6.5,11,284,17,31,8.4,0,3,13,166,35,4.7,2-5,8,62,0,0,0,26:38,35,19,11,5,5,8,0,0,71,472,6.6,10,331,30,37,8.7,0,1,6,141,33,4.3,5-5,2,25,0,0,2,33:22,77002,Empower Field at Mile High,Denver,CO
4,2013,330929013,2013-09-29T20:25Z,Washington Redskins,WSH,24,Oakland Raiders,OAK,14,Washington Redskins,10,Final,15,10,5,0,5,16,0,1,64,339,5.3,13,217,18,31,6.8,0,1,10,122,32,3.8,2-3,3,29,1,1,2,27:38,14,11,3,0,5,17,1,2,65,298,4.6,14,194,21,32,5.0,1,7,33,104,26,4.0,1-2,4,25,3,2,1,32:22,53549,Oakland Coliseum,Oakland,CA
4,2013,330929024,2013-09-29T20:25Z,Dallas Cowboys,DAL,21,San Diego Chargers,SD,30,San Diego Chargers,9,Final,21,15,3,3,3,9,0,0,56,319,5.7,10,227,27,37,5.7,0,3,19,92,16,5.8,1-2,5,33,1,1,2,25:57,27,20,5,2,5,12,0,0,70,506,7.2,12,394,35,42,9.2,1,1,7,112,27,4.1,1-3,7,85,1,0,0,34:03,68601,SDCCU Stadium,San Diego,CA
4,2013,330929001,2013-09-30T00:30Z,New England Patriots,NE,30,Atlanta Falcons,ATL,23,New England Patriots,7,Final,21,14,5,2,7,13,0,1,62,448,7.2,11,316,20,31,10.2,0,0,0,132,31,4.3,2-3,9,93,0,0,0,30:39,26,20,3,3,6,14,0,2,71,457,6.4,11,399,34,54,7.1,1,2,22,58,15,3.9,1-6,6,55,1,0,0,29:21,70744,Georgia Dome,Atlanta,GA
4,2013,330930018,2013-10-01T00:30Z,Miami Dolphins,MIA,17,New Orleans Saints,NO,38,New Orleans Saints,21,Final,19,13,5,1,3,9,0,0,58,331,5.7,12,216,22,35,5.5,3,4,33,115,19,6.1,2-3,5,25,4,1,0,26:11,23,18,4,1,6,13,0,0,65,465,7.2,12,397,30,39,9.7,0,2,16,68,24,2.8,3-4,6,45,1,1,0,33:49,73118,Caesars Superdome,New Orleans,LA
