game_id,season,week,neutral_site,conference_game,attendance,home_team,home_team_id,home_conference,home_points,away_team,away_team_id,away_conference,away_points
400944846,2017,6,False,True,13781.0,Georgia Southern,290,Sun Belt,25,Arkansas State,2032,Sun Belt,43
400951404,2017,6,False,True,,Alabama State,2011,SWAC,10,Alcorn State,2016,SWAC,24
400937487,2017,6,False,True,56107.0,NC State,152,ACC,39,Louisville,97,ACC,25
400941814,2017,6,False,True,19230.0,UConn,41,American Athletic,31,Memphis,235,American Athletic,70
400952232,2017,6,False,True,,South Carolina State,2569,MEAC,35,Morgan State,2415,MEAC,14
400945267,2017,6,False,False,59753.0,BYU,252,FBS Independents,7,Boise State,68,Mountain West,24
400941819,2017,6,False,True,11971.0,Tulane,2655,American Athletic,62,Tulsa,202,American Athletic,28
400952329,2017,6,False,True,,SE Louisiana,2545,Southland,49,Incarnate Word,2916,Southland,30
400941817,2017,6,False,True,31326.0,East Carolina,151,American Athletic,10,Temple,218,American Athletic,34
400934525,2017,6,False,True,21050.0,Kansas,2305,Big 12,19,Texas Tech,2641,Big 12,65
400951022,2017,6,False,False,,Marist,2368,Pioneer,17,Columbia,171,Ivy,41
400933885,2017,6,False,True,36282.0,Vanderbilt,238,SEC,14,Georgia,61,SEC,45
400935374,2017,6,False,True,41061.0,Northwestern,77,Big Ten,7,Penn State,213,Big Ten,31
400933880,2017,6,False,True,86700.0,Auburn,2,SEC,44,Ole Miss,145,SEC,23
400937489,2017,6,False,True,80567.0,Clemson,228,ACC,28,Wake Forest,154,ACC,14
400935371,2017,6,False,True,69894.0,Iowa,2294,Big Ten,45,Illinois,356,Big Ten,16
400934523,2017,6,False,True,86019.0,Oklahoma,201,Big 12,31,Iowa State,66,Big 12,38
400952344,2017,6,False,True,,Nicholls,2447,Southland,14,Northwestern State,2466,Southland,10
400944991,2017,6,False,True,22681.0,Toledo,2649,Mid-American,20,Eastern Michigan,2199,Mid-American,15
400937490,2017,6,False,True,38638.0,Virginia,258,ACC,28,Duke,150,ACC,21
400952305,2017,6,False,False,,Stetson,56,Pioneer,17,Brown,225,Ivy,13
400937491,2017,6,False,True,33290.0,Syracuse,183,ACC,27,Pittsburgh,221,ACC,24
400951539,2017,6,False,True,,North Carolina A&T,2448,MEAC,44,Delaware State,2169,MEAC,3
400952225,2017,6,False,True,,Howard,47,MEAC,7,North Carolina Central,2428,MEAC,13
400952274,2017,6,False,True,,Jacksonville,294,Pioneer,35,Davidson,2166,Pioneer,21
400951055,2017,6,False,True,,Indiana State,282,MVFC,0,North Dakota State,2449,MVFC,52
400951222,2017,6,False,False,,Central Connecticut,2115,NEC,42,Pennsylvania,219,Ivy,21
400952257,2017,6,False,True,,Morehead State,2413,Pioneer,6,Butler,2086,Pioneer,44
400951230,2017,6,False,True,,Duquesne,2184,NEC,38,Wagner,2681,NEC,0
400951337,2017,6,False,True,,Colgate,2142,Patriot,38,Lehigh,2329,Patriot,41
400951348,2017,6,False,False,,Princeton,163,Ivy,50,Georgetown,46,Patriot,30
400950868,2017,6,False,True,,Montana State,147,Big Sky,30,Portland State,2502,Big Sky,22
400950949,2017,6,False,False,,Presbyterian,2506,Big South,26,St. Francis (PA),2598,NEC,14
400950979,2017,6,False,True,,Villanova,222,CAA,31,Maine,311,CAA,0
400950942,2017,6,False,False,,Holy Cross,107,Patriot,36,Monmouth,2405,Big South,48
400950916,2017,6,False,False,,Gardner-Webb,2241,Big South,42,Shorter,2560,Gulf South,14
400951031,2017,6,False,True,,Cornell,172,Ivy,17,Harvard,108,Ivy,14
400951040,2017,6,False,True,,Dartmouth,159,Ivy,28,Yale,43,Ivy,27
400951389,2017,6,False,True,,VMI,2678,Southern,7,Samford,2535,Southern,26
