gameid,season,seasontype,startdate,team,conference,opponent,opponentconference,seasonlabel,tournament,starttimetbd,teamid,teamseed,opponentid,opponentseed,neutralsite,ishome,conferencegame,gametype,notes
80813,2012,regular,2012-01-14T21:00:00.000Z,Stanford,Pac-12,Colorado,Pac-12,20112012,,False,281,,56,,False,True,True,STD,
80813,2012,regular,2012-01-14T21:00:00.000Z,Colorado,Pac-12,Stanford,Pac-12,20112012,,False,56,,281,,False,False,True,STD,
80815,2012,regular,2012-01-14T21:30:00.000Z,San Francisco,WCC,Pepperdine,WCC,20112012,,False,259,,228,,False,True,True,STD,
80815,2012,regular,2012-01-14T21:30:00.000Z,Pepperdine,WCC,San Francisco,WCC,20112012,,False,228,,259,,False,False,True,STD,
80816,2012,regular,2012-01-14T21:30:00.000Z,Northern Illinois,MAC,Central Michigan,MAC,20112012,,False,208,,45,,False,True,True,STD,
80816,2012,regular,2012-01-14T21:30:00.000Z,Central Michigan,MAC,Northern Illinois,MAC,20112012,,False,45,,208,,False,False,True,STD,
80819,2012,regular,2012-01-14T21:30:00.000Z,Bethune-Cookman,MEAC,South Carolina State,MEAC,20112012,,False,23,,267,,False,True,True,STD,
80819,2012,regular,2012-01-14T21:30:00.000Z,South Carolina State,MEAC,Bethune-Cookman,MEAC,20112012,,False,267,,23,,False,False,True,STD,
80818,2012,regular,2012-01-14T21:30:00.000Z,Long Island University,NEC,Monmouth,NEC,20112012,,False,146,,178,,False,True,True,STD,
80818,2012,regular,2012-01-14T21:30:00.000Z,Monmouth,NEC,Long Island University,NEC,20112012,,False,178,,146,,False,False,True,STD,
80814,2012,regular,2012-01-14T21:30:00.000Z,St. Francis Brooklyn,NEC,Fairleigh Dickinson,NEC,20112012,,False,364,,84,,False,True,True,STD,
80814,2012,regular,2012-01-14T21:30:00.000Z,Fairleigh Dickinson,NEC,St. Francis Brooklyn,NEC,20112012,,False,84,,364,,False,False,True,STD,
80817,2012,regular,2012-01-14T21:30:00.000Z,Morgan State,MEAC,Norfolk State,MEAC,20112012,,False,182,,196,,False,True,True,STD,
80817,2012,regular,2012-01-14T21:30:00.000Z,Norfolk State,MEAC,Morgan State,MEAC,20112012,,False,196,,182,,False,False,True,STD,
80820,2012,regular,2012-01-14T21:30:00.000Z,Coastal Carolina,Big South,Presbyterian,Big South,20112012,,False,54,,233,,False,True,True,STD,
80820,2012,regular,2012-01-14T21:30:00.000Z,Presbyterian,Big South,Coastal Carolina,Big South,20112012,,False,233,,54,,False,False,True,STD,
80822,2012,regular,2012-01-14T22:00:00.000Z,Texas State,Southland,McNeese,Southland,20112012,,False,297,,162,,False,True,True,STD,
80822,2012,regular,2012-01-14T22:00:00.000Z,McNeese,Southland,Texas State,Southland,20112012,,False,162,,297,,False,False,True,STD,
80821,2012,regular,2012-01-14T22:00:00.000Z,Briar Cliff,,Omaha,,20112012,,False,1417,,221,,False,True,True,STD,
80821,2012,regular,2012-01-14T22:00:00.000Z,Omaha,,Briar Cliff,,20112012,,False,221,,1417,,False,False,True,STD,
80823,2012,regular,2012-01-14T22:30:00.000Z,Mississippi Valley State,SWAC,Alcorn State,SWAC,20112012,,False,175,,7,,False,True,True,STD,
80823,2012,regular,2012-01-14T22:30:00.000Z,Alcorn State,SWAC,Mississippi Valley State,SWAC,20112012,,False,7,,175,,False,False,True,STD,
80824,2012,regular,2012-01-14T23:00:00.000Z,Miami (OH),MAC,Buffalo,MAC,20112012,,False,167,,33,,False,True,True,STD,
80824,2012,regular,2012-01-14T23:00:00.000Z,Buffalo,MAC,Miami (OH),MAC,20112012,,False,33,,167,,False,False,True,STD,
80748,2012,regular,2012-01-14T23:00:00.000Z,Syracuse,Big East,Providence,Big East,20112012,,False,286,,235,,False,True,True,STD,
80748,2012,regular,2012-01-14T23:00:00.000Z,Providence,Big East,Syracuse,Big East,20112012,,False,235,,286,,False,False,True,STD,
80758,2012,regular,2012-01-14T23:00:00.000Z,Murray State,OVC,Tennessee Tech,OVC,20112012,,False,184,,291,,False,True,True,STD,
80758,2012,regular,2012-01-14T23:00:00.000Z,Tennessee Tech,OVC,Murray State,OVC,20112012,,False,291,,184,,False,False,True,STD,
80825,2012,regular,2012-01-14T23:00:00.000Z,Boise State,Mountain West,Air Force,Mountain West,20112012,,False,25,,2,,False,True,True,STD,
80825,2012,regular,2012-01-14T23:00:00.000Z,Air Force,Mountain West,Boise State,Mountain West,20112012,,False,2,,25,,False,False,True,STD,
80826,2012,regular,2012-01-14T23:05:00.000Z,Northern Colorado,Big Sky,Eastern Washington,Big Sky,20112012,,False,207,,80,,False,True,True,STD,
80826,2012,regular,2012-01-14T23:05:00.000Z,Eastern Washington,Big Sky,Northern Colorado,Big Sky,20112012,,False,80,,207,,False,False,True,STD,
80829,2012,regular,2012-01-14T23:30:00.000Z,Alabama State,SWAC,Alabama A&M,SWAC,20112012,,False,6,,4,,False,True,True,STD,
80829,2012,regular,2012-01-14T23:30:00.000Z,Alabama A&M,SWAC,Alabama State,SWAC,20112012,,False,4,,6,,False,False,True,STD,
80828,2012,regular,2012-01-14T23:30:00.000Z,Jackson State,SWAC,Prairie View A&M,SWAC,20112012,,False,126,,232,,False,True,True,STD,
80828,2012,regular,2012-01-14T23:30:00.000Z,Prairie View A&M,SWAC,Jackson State,SWAC,20112012,,False,232,,126,,False,False,True,STD,
80830,2012,regular,2012-01-14T23:30:00.000Z,Florida A&M,MEAC,Savannah State,MEAC,20112012,,False,85,,380,,False,True,True,STD,
80830,2012,regular,2012-01-14T23:30:00.000Z,Savannah State,MEAC,Florida A&M,MEAC,20112012,,False,380,,85,,False,False,True,STD,
80827,2012,regular,2012-01-14T23:30:00.000Z,Grambling,SWAC,Texas Southern,SWAC,20112012,,False,103,,296,,False,True,True,STD,
80827,2012,regular,2012-01-14T23:30:00.000Z,Texas Southern,SWAC,Grambling,SWAC,20112012,,False,296,,103,,False,False,True,STD,
80845,2012,regular,2012-01-15T00:00:00.000Z,Marshall,CUSA,UCF,CUSA,20112012,,False,158,,312,,False,True,True,STD,
80845,2012,regular,2012-01-15T00:00:00.000Z,UCF,CUSA,Marshall,CUSA,20112012,,False,312,,158,,False,False,True,STD,
80833,2012,regular,2012-01-15T00:00:00.000Z,Wagner,NEC,Central Connecticut,NEC,20112012,,False,341,,44,,False,True,True,STD,
80833,2012,regular,2012-01-15T00:00:00.000Z,Central Connecticut,NEC,Wagner,NEC,20112012,,False,44,,341,,False,False,True,STD,
80838,2012,regular,2012-01-15T00:00:00.000Z,Liberty,Big South,Winthrop,Big South,20112012,,False,142,,354,,False,True,True,STD,
80838,2012,regular,2012-01-15T00:00:00.000Z,Winthrop,Big South,Liberty,Big South,20112012,,False,354,,142,,False,False,True,STD,
80844,2012,regular,2012-01-15T00:00:00.000Z,UNC Wilmington,CAA,Drexel,CAA,20112012,,False,321,,71,,False,True,True,STD,
80844,2012,regular,2012-01-15T00:00:00.000Z,Drexel,CAA,UNC Wilmington,CAA,20112012,,False,71,,321,,False,False,True,STD,
80851,2012,regular,2012-01-15T00:00:00.000Z,IU Indianapolis,Summit,Oral Roberts,Summit,20112012,,False,115,,222,,False,True,True,STD,
80851,2012,regular,2012-01-15T00:00:00.000Z,Oral Roberts,Summit,IU Indianapolis,Summit,20112012,,False,222,,115,,False,False,True,STD,
80850,2012,regular,2012-01-15T00:00:00.000Z,Columbia,Ivy,Princeton,Ivy,20112012,,False,58,,234,,False,True,True,STD,
80850,2012,regular,2012-01-15T00:00:00.000Z,Princeton,Ivy,Columbia,Ivy,20112012,,False,234,,58,,False,False,True,STD,
80849,2012,regular,2012-01-15T00:00:00.000Z,Cornell,Ivy,Pennsylvania,Ivy,20112012,,False,60,,227,,False,True,True,STD,
80849,2012,regular,2012-01-15T00:00:00.000Z,Pennsylvania,Ivy,Cornell,Ivy,20112012,,False,227,,60,,False,False,True,STD,
80848,2012,regular,2012-01-15T00:00:00.000Z,Charleston,SoCon,Elon,SoCon,20112012,,False,46,,81,,False,True,True,STD,
80848,2012,regular,2012-01-15T00:00:00.000Z,Elon,SoCon,Charleston,SoCon,20112012,,False,81,,46,,False,False,True,STD,
80847,2012,regular,2012-01-15T00:00:00.000Z,James Madison,CAA,George Mason,CAA,20112012,,False,129,,95,,False,True,True,STD,
80847,2012,regular,2012-01-15T00:00:00.000Z,George Mason,CAA,James Madison,CAA,20112012,,False,95,,129,,False,False,True,STD,
80846,2012,regular,2012-01-15T00:00:00.000Z,Richmond,A-10,Temple,A-10,20112012,,False,242,,289,,False,True,True,STD,
80846,2012,regular,2012-01-15T00:00:00.000Z,Temple,A-10,Richmond,A-10,20112012,,False,289,,242,,False,False,True,STD,
80843,2012,regular,2012-01-15T00:00:00.000Z,UAlbany,Am. East,Maine,Am. East,20112012,,False,306,,154,,False,True,True,STD,
80843,2012,regular,2012-01-15T00:00:00.000Z,Maine,Am. East,UAlbany,Am. East,20112012,,False,154,,306,,False,False,True,STD,
80842,2012,regular,2012-01-15T00:00:00.000Z,Dayton,A-10,La Salle,A-10,20112012,,False,64,,137,,False,True,True,STD,
80842,2012,regular,2012-01-15T00:00:00.000Z,La Salle,A-10,Dayton,A-10,20112012,,False,137,,64,,False,False,True,STD,
80841,2012,regular,2012-01-15T00:00:00.000Z,Florida Atlantic,Sun Belt,Middle Tennessee,Sun Belt,20112012,,False,86,,171,,False,True,True,STD,
80841,2012,regular,2012-01-15T00:00:00.000Z,Middle Tennessee,Sun Belt,Florida Atlantic,Sun Belt,20112012,,False,171,,86,,False,False,True,STD,
80840,2012,regular,2012-01-15T00:00:00.000Z,High Point,Big South,UNC Asheville,Big South,20112012,,False,109,,319,,False,True,True,STD,
80840,2012,regular,2012-01-15T00:00:00.000Z,UNC Asheville,Big South,High Point,Big South,20112012,,False,319,,109,,False,False,True,STD,
80839,2012,regular,2012-01-15T00:00:00.000Z,Kent State,MAC,Bowling Green,MAC,20112012,,False,134,,28,,False,True,True,STD,
80839,2012,regular,2012-01-15T00:00:00.000Z,Bowling Green,MAC,Kent State,MAC,20112012,,False,28,,134,,False,False,True,STD,
80837,2012,regular,2012-01-15T00:00:00.000Z,Manhattan,MAAC,Siena,MAAC,20112012,,False,155,,264,,False,True,True,STD,
80837,2012,regular,2012-01-15T00:00:00.000Z,Siena,MAAC,Manhattan,MAAC,20112012,,False,264,,155,,False,False,True,STD,
80836,2012,regular,2012-01-15T00:00:00.000Z,North Florida,ASUN,South Carolina Upstate,ASUN,20112012,,False,203,,268,,False,True,True,STD,
80836,2012,regular,2012-01-15T00:00:00.000Z,South Carolina Upstate,ASUN,North Florida,ASUN,20112012,,False,268,,203,,False,False,True,STD,
80835,2012,regular,2012-01-15T00:00:00.000Z,Robert Morris,NEC,Sacred Heart,NEC,20112012,,False,244,,250,,False,True,True,STD,
80835,2012,regular,2012-01-15T00:00:00.000Z,Sacred Heart,NEC,Robert Morris,NEC,20112012,,False,250,,244,,False,False,True,STD,
80832,2012,regular,2012-01-15T00:00:00.000Z,Wofford,SoCon,Georgia Southern,SoCon,20112012,,False,356,,99,,False,True,True,STD,
80832,2012,regular,2012-01-15T00:00:00.000Z,Georgia Southern,SoCon,Wofford,SoCon,20112012,,False,99,,356,,False,False,True,STD,
80831,2012,regular,2012-01-15T00:00:00.000Z,Purdue Fort Wayne,Summit,Oakland,Summit,20112012,,False,237,,214,,False,True,True,STD,
80831,2012,regular,2012-01-15T00:00:00.000Z,Oakland,Summit,Purdue Fort Wayne,Summit,20112012,,False,214,,237,,False,False,True,STD,
80761,2012,regular,2012-01-15T00:00:00.000Z,South Carolina,SEC,Florida,SEC,20112012,,False,266,,87,,False,True,True,STD,
80761,2012,regular,2012-01-15T00:00:00.000Z,Florida,SEC,South Carolina,SEC,20112012,,False,87,,266,,False,False,True,STD,
80834,2012,regular,2012-01-15T00:00:00.000Z,Stephen F. Austin,Southland,UTSA,Southland,20112012,,False,282,,328,,False,True,True,STD,
80834,2012,regular,2012-01-15T00:00:00.000Z,UTSA,Southland,Stephen F. Austin,Southland,20112012,,False,328,,282,,False,False,True,STD,
80853,2012,regular,2012-01-15T00:05:00.000Z,Long Beach State,Big West,Pacific,Big West,20112012,,False,145,,225,,False,True,True,STD,
80853,2012,regular,2012-01-15T00:05:00.000Z,Pacific,Big West,Long Beach State,Big West,20112012,,False,225,,145,,False,False,True,STD,
80852,2012,regular,2012-01-15T00:05:00.000Z,The Citadel,SoCon,UNC Greensboro,SoCon,20112012,,False,299,,320,,False,True,True,STD,
80852,2012,regular,2012-01-15T00:05:00.000Z,UNC Greensboro,SoCon,The Citadel,SoCon,20112012,,False,320,,299,,False,False,True,STD,
80853,2012,regular,2012-01-15T00:05:00.000Z,Long Beach State,Big West,Pacific,WCC,20112012,,False,145,,225,,False,True,True,STD,
80853,2012,regular,2012-01-15T00:05:00.000Z,Pacific,WCC,Long Beach State,Big West,20112012,,False,225,,145,,False,False,True,STD,
80854,2012,regular,2012-01-15T00:30:00.000Z,Delaware State,MEAC,Maryland Eastern Shore,MEAC,20112012,,False,67,,159,,False,True,True,STD,
80854,2012,regular,2012-01-15T00:30:00.000Z,Maryland Eastern Shore,MEAC,Delaware State,MEAC,20112012,,False,159,,67,,False,False,True,STD,
80855,2012,regular,2012-01-15T00:30:00.000Z,Lipscomb,ASUN,Florida Gulf Coast,ASUN,20112012,,False,143,,88,,False,True,True,STD,
80855,2012,regular,2012-01-15T00:30:00.000Z,Florida Gulf Coast,ASUN,Lipscomb,ASUN,20112012,,False,88,,143,,False,False,True,STD,
80856,2012,regular,2012-01-15T00:45:00.000Z,Morehead State,OVC,Eastern Kentucky,OVC,20112012,,False,181,,78,,False,True,True,STD,
80856,2012,regular,2012-01-15T00:45:00.000Z,Eastern Kentucky,OVC,Morehead State,OVC,20112012,,False,78,,181,,False,False,True,STD,
80861,2012,regular,2012-01-15T01:00:00.000Z,Milwaukee,Horizon,Detroit Mercy,Horizon,20112012,,False,172,,69,,False,True,True,STD,
80861,2012,regular,2012-01-15T01:00:00.000Z,Detroit Mercy,Horizon,Milwaukee,Horizon,20112012,,False,69,,172,,False,False,True,STD,
80862,2012,regular,2012-01-15T01:00:00.000Z,BYU,WCC,Santa Clara,WCC,20112012,,False,18,,261,,False,True,True,STD,
80862,2012,regular,2012-01-15T01:00:00.000Z,Santa Clara,WCC,BYU,WCC,20112012,,False,261,,18,,False,False,True,STD,
80863,2012,regular,2012-01-15T01:00:00.000Z,Arizona State,Pac-12,Oregon State,Pac-12,20112012,,False,10,,224,,False,True,True,STD,
80863,2012,regular,2012-01-15T01:00:00.000Z,Oregon State,Pac-12,Arizona State,Pac-12,20112012,,False,224,,10,,False,False,True,STD,
80763,2012,regular,2012-01-15T01:00:00.000Z,Loyola Marymount,WCC,Gonzaga,WCC,20112012,,False,153,,102,,False,True,True,STD,
80763,2012,regular,2012-01-15T01:00:00.000Z,Gonzaga,WCC,Loyola Marymount,WCC,20112012,,False,102,,153,,False,False,True,STD,
80857,2012,regular,2012-01-15T01:00:00.000Z,Western Illinois,Summit,Southern Utah,Summit,20112012,,False,349,,276,,False,True,True,STD,
80857,2012,regular,2012-01-15T01:00:00.000Z,Southern Utah,Summit,Western Illinois,Summit,20112012,,False,276,,349,,False,False,True,STD,
80858,2012,regular,2012-01-15T01:00:00.000Z,VMI,Big South,Radford,Big South,20112012,,False,334,,239,,False,True,True,STD,
80858,2012,regular,2012-01-15T01:00:00.000Z,Radford,Big South,VMI,Big South,20112012,,False,239,,334,,False,False,True,STD,
80858,2012,regular,2012-01-15T01:00:00.000Z,VMI,SoCon,Radford,Big South,20112012,,False,334,,239,,False,True,True,STD,
80858,2012,regular,2012-01-15T01:00:00.000Z,Radford,Big South,VMI,SoCon,20112012,,False,239,,334,,False,False,True,STD,
80859,2012,regular,2012-01-15T01:00:00.000Z,Tulane,CUSA,Rice,CUSA,20112012,,False,303,,241,,False,True,True,STD,
80859,2012,regular,2012-01-15T01:00:00.000Z,Rice,CUSA,Tulane,CUSA,20112012,,False,241,,303,,False,False,True,STD,
80860,2012,regular,2012-01-15T01:00:00.000Z,SE Louisiana,Southland,Texas A&M-Corpus Christi,Southland,20112012,,False,246,,294,,False,True,True,STD,
80860,2012,regular,2012-01-15T01:00:00.000Z,Texas A&M-Corpus Christi,Southland,SE Louisiana,Southland,20112012,,False,294,,246,,False,False,True,STD,
80864,2012,regular,2012-01-15T01:05:00.000Z,Arkansas State,Sun Belt,Little Rock,Sun Belt,20112012,,False,13,,144,,False,True,True,STD,
80864,2012,regular,2012-01-15T01:05:00.000Z,Little Rock,Sun Belt,Arkansas State,Sun Belt,20112012,,False,144,,13,,False,False,True,STD,
80865,2012,regular,2012-01-15T01:15:00.000Z,Belmont,ASUN,Stetson,ASUN,20112012,,False,22,,283,,False,True,True,STD,
80865,2012,regular,2012-01-15T01:15:00.000Z,Stetson,ASUN,Belmont,ASUN,20112012,,False,283,,22,,False,False,True,STD,
80866,2012,regular,2012-01-15T01:30:00.000Z,South Dakota State,Summit,Kansas City,Summit,20112012,,False,270,,130,,False,True,True,STD,
80866,2012,regular,2012-01-15T01:30:00.000Z,Kansas City,Summit,South Dakota State,Summit,20112012,,False,130,,270,,False,False,True,STD,
80868,2012,regular,2012-01-15T01:30:00.000Z,Louisiana,Sun Belt,Florida International,Sun Belt,20112012,,False,148,,89,,False,True,True,STD,
80868,2012,regular,2012-01-15T01:30:00.000Z,Florida International,Sun Belt,Louisiana,Sun Belt,20112012,,False,89,,148,,False,False,True,STD,
80867,2012,regular,2012-01-15T01:30:00.000Z,North Dakota State,Summit,South Dakota,Summit,20112012,,False,202,,269,,False,True,True,STD,
80867,2012,regular,2012-01-15T01:30:00.000Z,South Dakota,Summit,North Dakota State,Summit,20112012,,False,269,,202,,False,False,True,STD,
80869,2012,regular,2012-01-15T01:35:00.000Z,Northern Arizona,Big Sky,Montana State,Big Sky,20112012,,False,206,,180,,False,True,True,STD,
80869,2012,regular,2012-01-15T01:35:00.000Z,Montana State,Big Sky,Northern Arizona,Big Sky,20112012,,False,180,,206,,False,False,True,STD,
80870,2012,regular,2012-01-15T01:45:00.000Z,Austin Peay,OVC,Jacksonville State,ASUN,20112012,,False,17,,128,,False,True,True,STD,
80870,2012,regular,2012-01-15T01:45:00.000Z,Jacksonville State,ASUN,Austin Peay,OVC,20112012,,False,128,,17,,False,False,True,STD,
80870,2012,regular,2012-01-15T01:45:00.000Z,Austin Peay,OVC,Jacksonville State,OVC,20112012,,False,17,,128,,False,True,True,STD,
80870,2012,regular,2012-01-15T01:45:00.000Z,Jacksonville State,OVC,Austin Peay,OVC,20112012,,False,128,,17,,False,False,True,STD,
80877,2012,regular,2012-01-15T02:00:00.000Z,New Mexico State,WAC,Idaho,WAC,20112012,,False,192,,117,,False,True,True,STD,
80877,2012,regular,2012-01-15T02:00:00.000Z,Idaho,WAC,New Mexico State,WAC,20112012,,False,117,,192,,False,False,True,STD,
80878,2012,regular,2012-01-15T02:00:00.000Z,Colorado State,Mountain West,TCU,Mountain West,20112012,,False,57,,287,,False,True,True,STD,
80878,2012,regular,2012-01-15T02:00:00.000Z,TCU,Mountain West,Colorado State,Mountain West,20112012,,False,287,,57,,False,False,True,STD,
80872,2012,regular,2012-01-15T02:00:00.000Z,Troy,Sun Belt,South Alabama,Sun Belt,20112012,,False,302,,265,,False,True,True,STD,
80872,2012,regular,2012-01-15T02:00:00.000Z,South Alabama,Sun Belt,Troy,Sun Belt,20112012,,False,265,,302,,False,False,True,STD,
80871,2012,regular,2012-01-15T02:00:00.000Z,Weber State,Big Sky,Montana,Big Sky,20112012,,False,345,,179,,False,True,True,STD,
80871,2012,regular,2012-01-15T02:00:00.000Z,Montana,Big Sky,Weber State,Big Sky,20112012,,False,179,,345,,False,False,True,STD,
80873,2012,regular,2012-01-15T02:00:00.000Z,UTEP,CUSA,SMU,CUSA,20112012,,False,327,,248,,False,True,True,STD,
80873,2012,regular,2012-01-15T02:00:00.000Z,SMU,CUSA,UTEP,CUSA,20112012,,False,248,,327,,False,False,True,STD,
80874,2012,regular,2012-01-15T02:00:00.000Z,Tennessee State,OVC,SIU Edwardsville,OVC,20112012,,False,290,,247,,False,True,True,STD,
80874,2012,regular,2012-01-15T02:00:00.000Z,SIU Edwardsville,OVC,Tennessee State,OVC,20112012,,False,247,,290,,False,False,True,STD,
80875,2012,regular,2012-01-15T02:00:00.000Z,Southeast Missouri State,OVC,Eastern Illinois,OVC,20112012,,False,272,,77,,False,True,True,STD,
80875,2012,regular,2012-01-15T02:00:00.000Z,Eastern Illinois,OVC,Southeast Missouri State,OVC,20112012,,False,77,,272,,False,False,True,STD,
80879,2012,regular,2012-01-15T02:00:00.000Z,Arkansas,SEC,LSU,SEC,20112012,,False,12,,136,,False,True,True,STD,
80879,2012,regular,2012-01-15T02:00:00.000Z,LSU,SEC,Arkansas,SEC,20112012,,False,136,,12,,False,False,True,STD,
80876,2012,regular,2012-01-15T02:00:00.000Z,Houston,CUSA,Memphis,CUSA,20112012,,False,113,,163,,False,True,True,STD,
80876,2012,regular,2012-01-15T02:00:00.000Z,Memphis,CUSA,Houston,CUSA,20112012,,False,163,,113,,False,False,True,STD,
80877,2012,regular,2012-01-15T02:00:00.000Z,New Mexico State,WAC,Idaho,Big Sky,20112012,,False,192,,117,,False,True,True,STD,
80877,2012,regular,2012-01-15T02:00:00.000Z,Idaho,Big Sky,New Mexico State,WAC,20112012,,False,117,,192,,False,False,True,STD,
80880,2012,regular,2012-01-15T02:30:00.000Z,Louisiana Tech,WAC,Utah State,WAC,20112012,,False,149,,329,,False,True,True,STD,
80880,2012,regular,2012-01-15T02:30:00.000Z,Utah State,WAC,Louisiana Tech,WAC,20112012,,False,329,,149,,False,False,True,STD,
80882,2012,regular,2012-01-15T03:00:00.000Z,UC Santa Barbara,Big West,UC Irvine,Big West,20112012,,False,311,,308,,False,True,True,STD,
80882,2012,regular,2012-01-15T03:00:00.000Z,UC Irvine,Big West,UC Santa Barbara,Big West,20112012,,False,308,,311,,False,False,True,STD,
80884,2012,regular,2012-01-15T03:00:00.000Z,Fresno State,WAC,San José State,WAC,20112012,,False,92,,260,,False,True,True,STD,
80884,2012,regular,2012-01-15T03:00:00.000Z,San José State,WAC,Fresno State,WAC,20112012,,False,260,,92,,False,False,True,STD,
80885,2012,regular,2012-01-15T03:00:00.000Z,UC Riverside,Big West,Cal Poly,Big West,20112012,,False,309,,35,,False,True,True,STD,
80885,2012,regular,2012-01-15T03:00:00.000Z,Cal Poly,Big West,UC Riverside,Big West,20112012,,False,35,,309,,False,False,True,STD,
80881,2012,regular,2012-01-15T03:00:00.000Z,Cal State Bakersfield,Indep.,Cal State Fullerton,Big West,20112012,,False,36,,37,,False,True,False,STD,
80881,2012,regular,2012-01-15T03:00:00.000Z,Cal State Fullerton,Big West,Cal State Bakersfield,Indep.,20112012,,False,37,,36,,False,False,False,STD,
80883,2012,regular,2012-01-15T03:00:00.000Z,Nevada,WAC,Hawai'i,WAC,20112012,,False,189,,108,,False,True,True,STD,
80883,2012,regular,2012-01-15T03:00:00.000Z,Hawai'i,WAC,Nevada,WAC,20112012,,False,108,,189,,False,False,True,STD,
80887,2012,regular,2012-01-15T03:05:00.000Z,Sacramento State,Big Sky,Idaho State,Big Sky,20112012,,False,249,,116,,False,True,True,STD,
80887,2012,regular,2012-01-15T03:05:00.000Z,Idaho State,Big Sky,Sacramento State,Big Sky,20112012,,False,116,,249,,False,False,True,STD,
80886,2012,regular,2012-01-15T03:05:00.000Z,Cal State Northridge,Big West,UC Davis,Big West,20112012,,False,38,,307,,False,True,True,STD,
80886,2012,regular,2012-01-15T03:05:00.000Z,UC Davis,Big West,Cal State Northridge,Big West,20112012,,False,307,,38,,False,False,True,STD,
80888,2012,regular,2012-01-15T03:30:00.000Z,California,Pac-12,Utah,Pac-12,20112012,,False,40,,331,,False,True,True,STD,
80888,2012,regular,2012-01-15T03:30:00.000Z,Utah,Pac-12,California,Pac-12,20112012,,False,331,,40,,False,False,True,STD,
80889,2012,regular,2012-01-15T04:00:00.000Z,Saint Mary's,WCC,Portland,WCC,20112012,,False,253,,230,,False,True,True,STD,
80889,2012,regular,2012-01-15T04:00:00.000Z,Portland,WCC,Saint Mary's,WCC,20112012,,False,230,,253,,False,False,True,STD,
80892,2012,regular,2012-01-15T17:00:00.000Z,St. John's,Big East,Georgetown,Big East,20112012,,False,279,,97,,False,True,True,STD,
80892,2012,regular,2012-01-15T17:00:00.000Z,Georgetown,Big East,St. John's,Big East,20112012,,False,97,,279,,False,False,True,STD,
80896,2012,regular,2012-01-15T19:00:00.000Z,Binghamton,Am. East,Hartford,Am. East,20112012,,False,24,,363,,False,True,True,STD,
80896,2012,regular,2012-01-15T19:00:00.000Z,Hartford,Am. East,Binghamton,Am. East,20112012,,False,363,,24,,False,False,True,STD,
80895,2012,regular,2012-01-15T19:00:00.000Z,Butler,Horizon,Youngstown State,Horizon,20112012,,False,34,,361,,False,True,True,STD,
80895,2012,regular,2012-01-15T19:00:00.000Z,Youngstown State,Horizon,Butler,Horizon,20112012,,False,361,,34,,False,False,True,STD,
80898,2012,regular,2012-01-15T19:00:00.000Z,Bradley,MVC,Northern Iowa,MVC,20112012,,False,29,,209,,False,True,True,STD,
80898,2012,regular,2012-01-15T19:00:00.000Z,Northern Iowa,MVC,Bradley,MVC,20112012,,False,209,,29,,False,False,True,STD,
80897,2012,regular,2012-01-15T19:00:00.000Z,Niagara,MAAC,Marist,MAAC,20112012,,False,194,,156,,False,True,True,STD,
80897,2012,regular,2012-01-15T19:00:00.000Z,Marist,MAAC,Niagara,MAAC,20112012,,False,156,,194,,False,False,True,STD,
80894,2012,regular,2012-01-15T19:00:00.000Z,Canisius,MAAC,Saint Peter's,MAAC,20112012,,False,42,,254,,False,True,True,STD,
80894,2012,regular,2012-01-15T19:00:00.000Z,Saint Peter's,MAAC,Canisius,MAAC,20112012,,False,254,,42,,False,False,True,STD,
80899,2012,regular,2012-01-15T19:35:00.000Z,Valparaiso,Horizon,Cleveland State,Horizon,20112012,,False,335,,53,,False,True,True,STD,
80899,2012,regular,2012-01-15T19:35:00.000Z,Cleveland State,Horizon,Valparaiso,Horizon,20112012,,False,53,,335,,False,False,True,STD,
80900,2012,regular,2012-01-15T20:00:00.000Z,Denver,Sun Belt,Western Kentucky,Sun Belt,20112012,,False,68,,350,,False,True,True,STD,
80900,2012,regular,2012-01-15T20:00:00.000Z,Western Kentucky,Sun Belt,Denver,Sun Belt,20112012,,False,350,,68,,False,False,True,STD,
80901,2012,regular,2012-01-15T20:05:00.000Z,Missouri State,MVC,Evansville,MVC,20112012,,False,176,,82,,False,True,True,STD,
80901,2012,regular,2012-01-15T20:05:00.000Z,Evansville,MVC,Missouri State,MVC,20112012,,False,82,,176,,False,False,True,STD,
80902,2012,regular,2012-01-15T20:05:00.000Z,Chicago State,Indep.,St. Francis (IL),,20112012,,False,50,,545,,False,True,True,STD,
80902,2012,regular,2012-01-15T20:05:00.000Z,St. Francis (IL),,Chicago State,Indep.,20112012,,False,545,,50,,False,False,True,STD,
80902,2012,regular,2012-01-15T20:05:00.000Z,Chicago State,Great West,St. Francis (IL),,20112012,,False,50,,545,,False,True,True,STD,
80902,2012,regular,2012-01-15T20:05:00.000Z,St. Francis (IL),,Chicago State,Great West,20112012,,False,545,,50,,False,False,True,STD,
80903,2012,regular,2012-01-15T20:30:00.000Z,Iona,MAAC,Loyola Maryland,MAAC,20112012,,False,123,,152,,False,True,True,STD,
80903,2012,regular,2012-01-15T20:30:00.000Z,Loyola Maryland,MAAC,Iona,MAAC,20112012,,False,152,,123,,False,False,True,STD,
80905,2012,regular,2012-01-15T21:00:00.000Z,Maryland,ACC,Georgia Tech,ACC,20112012,,False,160,,101,,False,True,True,STD,
