week,season,team,conference,offense.plays,offense.drives,offense.ppa,offense.totalPPA,offense.successRate,offense.explosiveness,offense.powerSuccess,offense.stuffRate,offense.lineYards,offense.lineYardsTotal,offense.secondLevelYards,offense.secondLevelYardsTotal,offense.openFieldYards,offense.openFieldYardsTotal,offense.totalOpportunies,offense.pointsPerOpportunity,offense.fieldPosition.averageStart,offense.fieldPosition.averagePredictedPoints,offense.havoc.total,offense.havoc.frontSeven,offense.havoc.db,offense.standardDowns.rate,offense.standardDowns.ppa,offense.standardDowns.successRate,offense.standardDowns.explosiveness,offense.passingDowns.rate,offense.passingDowns.ppa,offense.passingDowns.successRate,offense.passingDowns.explosiveness,offense.rushingPlays.rate,offense.rushingPlays.ppa,offense.rushingPlays.totalPPA,offense.rushingPlays.successRate,offense.rushingPlays.explosiveness,offense.passingPlays.rate,offense.passingPlays.ppa,offense.passingPlays.totalPPA,offense.passingPlays.successRate,offense.passingPlays.explosiveness,defense.plays,defense.drives,defense.ppa,defense.totalPPA,defense.successRate,defense.explosiveness,defense.powerSuccess,defense.stuffRate,defense.lineYards,defense.lineYardsTotal,defense.secondLevelYards,defense.secondLevelYardsTotal,defense.openFieldYards,defense.openFieldYardsTotal,defense.totalOpportunies,defense.pointsPerOpportunity,defense.fieldPosition.averageStart,defense.fieldPosition.averagePredictedPoints,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,defense.standardDowns.rate,defense.standardDowns.ppa,defense.standardDowns.successRate,defense.standardDowns.explosiveness,defense.passingDowns.rate,defense.passingDowns.ppa,defense.passingDowns.totalPPA,defense.passingDowns.successRate,defense.passingDowns.explosiveness,defense.rushingPlays.rate,defense.rushingPlays.ppa,defense.rushingPlays.totalPPA,defense.rushingPlays.successRate,defense.rushingPlays.explosiveness,defense.passingPlays.rate,defense.passingPlays.ppa,defense.passingPlays.totalPPA,defense.passingPlays.successRate,defense.passingPlays.explosiveness
1,2024,Air Force,Mountain West,69,11,0.0408394585007352,2.817922636550734,0.3768115942028985,0.7766189954094084,0.8461538461538461,0.1454545454545454,2.6563636363636363,146,0.4181818181818181,23,0.0363636363636363,2.0,4,5.25,60.6,2.049,0.072463768115942,0.0434782608695652,0.0289855072463768,0.7246376811594203,0.0581037697962215,0.46,0.6442921651916448,0.2753623188405797,-0.0045929396452812,0.1578947368421052,1.7911246937455958,0.7971014492753623,0.0368803146418089,2.0284173052994934,0.4,0.6383806823851242,0.2028985507246377,0.0563932379465172,0.7895053312512408,0.2857142857142857,1.536929717042971,56,11,-0.0269788705898994,-1.510816753034369,0.2857142857142857,0.9859319724456336,0.6666666666666666,0.1785714285714285,2.685714285714285,75,0.9285714285714286,26,0.8214285714285714,23.0,3,2.333333333333333,72.0,-1.326,0.1964285714285714,0.1607142857142857,0.0357142857142857,0.6428571428571429,-0.144218710318002,0.3611111111111111,0.6402115968224061,0.3571428571428571,0.1840528409206852,-1.1704524091154824,0.15,2.484053600146286,0.5,-0.0121558694256745,-0.3403643439188866,0.3571428571428571,0.7222634469711425,0.5,-0.0418018717541243,-1.1704524091154824,0.2142857142857142,1.4253795149031183
1,2024,Akron,Mid-American,63,13,-0.2697542707006518,-16.994519054141062,0.3492063492063492,0.982626108626955,0.4,0.1034482758620689,3.2758620689655173,95,0.7931034482758621,23,0.7931034482758621,23.0,4,-0.25,76.1,0.854,0.2539682539682539,0.1746031746031746,0.0793650793650793,0.6825396825396826,-0.2179233409551277,0.4418604651162791,0.874695401584486,0.3174603174603174,-0.3811907696535285,0.15,1.6661872532292583,0.4603174603174603,-0.1870048765577463,-5.423141420174644,0.4482758620689655,0.7049911726719239,0.5238095238095238,-0.3495269777866147,-11.534390266958289,0.2727272727272727,1.3836543494508888,64,11,0.3713798927738626,23.76831313752721,0.515625,1.2525086167954025,1.0,0.0909090909090909,3.8666666666666663,128,1.5151515151515151,50,0.8787878787878788,29.0,7,5.428571428571429,67.3,-1.672,0.09375,0.015625,0.078125,0.6875,0.3096630314745623,0.5681818181818182,0.9857510506656474,0.3125,0.5071569876323233,11.908276933996722,0.4,2.0861260109508875,0.515625,0.3593950364706207,11.860036203530486,0.5454545454545454,0.9729772791042186,0.484375,0.3841379656127975,11.908276933996722,0.4838709677419355,1.5879462220248235
1,2024,Alabama,SEC,65,14,0.6713101824596565,43.63516185987767,0.4923076923076923,1.8654192229517157,0.625,0.1489361702127659,2.41063829787234,113,1.2340425531914894,58,3.7659574468085104,177.0,7,6.0,64.6,1.739,0.0923076923076923,0.0769230769230769,0.0153846153846153,0.7692307692307693,0.3857745331345852,0.46,1.4906035016209331,0.2307692307692307,1.6230956802098937,0.6,2.8232816219081585,0.7230769230769231,0.445090994676674,20.91927674980368,0.425531914893617,1.6798529499382475,0.2769230769230769,1.2619936172263326,22.71588511007399,0.6666666666666666,2.1746963446408283,67,14,-0.260305236404921,-17.440450839129706,0.1492537313432835,1.3837925679195786,1.0,0.3461538461538461,1.6461538461538463,43,0.3846153846153846,10,0.0,0.0,3,0.0,72.0,-1.119,0.2537313432835821,0.1044776119402985,0.1492537313432835,0.4626865671641791,-0.3931915398978581,0.1612903225806451,0.9933554798226492,0.5373134328358209,-0.1458753639526695,-6.630965534555182,0.1388888888888889,1.774229656016508,0.3880597014925373,-0.4157494347913279,-10.809485304574526,0.1153846153846153,0.8173898850207414,0.6119402985074627,-0.1617308666964678,-6.630965534555182,0.1707317073170731,1.6265365748762233
1,2024,App State,Sun Belt,67,11,0.4535770240058589,30.389660608392543,0.4626865671641791,1.5695167350218688,1.0,0.1290322580645161,3.3870967741935485,105,1.096774193548387,34,1.5483870967741935,48.0,5,4.8,72.2,1.227,0.1044776119402985,0.0298507462686567,0.0746268656716417,0.6716417910447762,0.3131289359106051,0.5111111111111111,1.1984689611267267,0.3283582089552239,0.7408572042006963,0.3636363636363636,2.6362790849704023,0.4626865671641791,0.4185693915468793,12.97565113795326,0.5806451612903226,1.074246413024652,0.5373134328358209,0.4837224852899803,17.41400947043929,0.3611111111111111,2.255275642402631,59,11,0.152692350723579,9.008848692691162,0.3728813559322034,1.3309790180844616,1.0,0.0277777777777777,3.361111111111111,121,0.7222222222222222,26,2.0,72.0,3,1.0,75.6,-0.906,0.1016949152542373,0.1016949152542373,0.0,0.6949152542372882,0.2651778303023527,0.4634146341463415,1.2282479933675916,0.3050847457627119,-0.1035245749836277,1.8865555453765133,0.1666666666666666,1.9816088412913044,0.6101694915254238,0.1978414763142958,7.122293147314649,0.3611111111111111,1.1840697212038822,0.3898305084745763,0.0820241541468049,1.8865555453765133,0.391304347826087,1.543181335800854
1,2024,Arizona,Big 12,57,12,0.6436983367968028,36.69080519741775,0.5263157894736842,1.904071987363425,0.6666666666666666,0.3076923076923077,2.746153846153846,71,1.6923076923076923,44,3.615384615384616,94.0,7,5.857142857142857,66.3,1.782,0.1929824561403508,0.0701754385964912,0.1228070175438596,0.7368421052631579,0.5848714380986031,0.5714285714285714,1.661680909837814,0.2631578947368421,0.8084136531517617,0.4,2.87363629746587,0.4561403508771929,0.3559079584156907,9.253606918807955,0.4615384615384615,1.654014387621219,0.543859649122807,0.8850709122132193,27.4371982786098,0.5806451612903226,2.070777053858229,80,14,0.2848923329373609,22.79138663498887,0.4,1.4334892194419286,1.0,0.131578947368421,3.3157894736842106,126,1.3157894736842104,50,1.368421052631579,52.0,7,5.428571428571429,72.2,-1.218,0.0875,0.0375,0.05,0.7,0.0414785046693827,0.3928571428571428,0.9450096531686604,0.3,0.85285793222931,17.72450442949606,0.4166666666666667,2.5081442652431187,0.475,0.1333390054077055,5.066882205492811,0.3421052631578947,1.0843379211595632,0.525,0.4220120102260967,17.72450442949606,0.4523809523809524,1.672382213003547
1,2024,Arizona State,Big 12,71,10,0.37794399985816,26.83402398992936,0.4929577464788732,1.267004282129192,1.0,0.0638297872340425,3.9361702127659575,185,1.3829787234042552,65,1.0638297872340423,50.0,8,3.375,69.8,1.469,0.0845070422535211,0.0704225352112676,0.0140845070422535,0.676056338028169,0.3417969391540834,0.5625,0.958752110857195,0.323943661971831,0.4533813439362328,0.3478260869565217,2.307355360172182,0.6619718309859155,0.3214373546040588,15.107555666390768,0.4468085106382978,1.1240874856648198,0.3380281690140845,0.4886028468141081,11.726468323538594,0.5833333333333334,1.4813794768257509,52,13,-0.3337112327041125,-17.352984100613853,0.2307692307692307,1.1486342200025312,1.0,0.2068965517241379,2.441379310344828,71,0.4482758620689655,13,0.4137931034482758,12.0,1,7.0,75.6,-0.885,0.2115384615384615,0.1346153846153846,0.0769230769230769,0.5576923076923077,-0.3896527446237796,0.3103448275862069,1.0637367327848737,0.4423076923076923,-0.2631762828923584,-9.091593936455208,0.1304347826086956,1.4033266816555046,0.5576923076923077,-0.2848755229020222,-8.261390164158644,0.2758620689655172,0.9865254045852452,0.4423076923076923,-0.3952866928893568,-9.091593936455208,0.1739130434782608,1.4728518508371031
1,2024,Arkansas,SEC,70,10,0.7892002562904246,55.24401794032972,0.7428571428571429,1.2402575527985085,0.75,0.0606060606060606,4.618181818181818,152,1.696969696969697,56,2.696969696969697,89.0,9,7.0,67.2,1.675,0.0857142857142857,0.0571428571428571,0.0285714285714285,0.8285714285714286,0.666395729529824,0.7413793103448276,1.0811140753157065,0.1714285714285714,1.3827554689666608,0.75,2.0006097229941178,0.4714285714285714,0.8534109998066075,28.16256299361805,0.7575757575757576,1.22112870768137,0.5285714285714286,0.7319312147759912,27.081454946711677,0.7297297297297297,1.2579694464254882,46,11,-0.1456557075141807,-6.700162545652316,0.2608695652173913,1.4042679065159835,1.0,0.4210526315789473,1.0789473684210529,21,0.5789473684210527,11,0.0526315789473684,1.0,2,0.0,75.3,-0.905,0.3043478260869565,0.217391304347826,0.0869565217391304,0.5652173913043478,-0.4123138968620614,0.2692307692307692,0.8427342734349434,0.4347826086956521,0.2009999386380639,3.0366003845852827,0.25,2.19041499282944,0.4130434782608695,-0.5124612068546105,-9.7367629302376,0.2631578947368421,0.5631754287562142,0.5869565217391305,0.112466680910566,3.0366003845852827,0.2592592592592592,2.0050482477729616
1,2024,Arkansas State,Sun Belt,90,14,0.1373125862371524,12.358132761343716,0.3777777777777777,1.361946543162827,0.8571428571428571,0.125,3.32,133,0.575,23,0.25,10.0,8,4.25,67.6,1.606,0.1888888888888888,0.0666666666666666,0.1222222222222222,0.6444444444444445,0.1074391273235193,0.4482758620689655,1.1204316319065275,0.3555555555555555,0.1914582305181122,0.25,2.1468700047458,0.4444444444444444,0.2182065761900132,8.72826304760053,0.475,0.8529821371494704,0.5555555555555556,0.0725973942748637,3.629869713743187,0.3,2.0066347907797457,60,15,0.31245152163222,18.7470912979332,0.4333333333333333,1.3488470712421388,0.75,0.2333333333333333,3.18,95,1.4,42,4.366666666666667,131.0,6,4.0,74.9,-1.159,0.1666666666666666,0.15,0.0166666666666666,0.6333333333333333,0.3545124121766023,0.5526315789473685,1.1423414284287636,0.3666666666666666,0.239800892510105,4.869371966580536,0.2272727272727272,2.2161707710583145,0.5,0.4625906443784221,13.877719331352663,0.4333333333333333,1.4367380546972282,0.5,0.1623123988860178,4.869371966580536,0.4333333333333333,1.2609560877870494
1,2024,Army,American Athletic,62,7,0.5646543402558846,35.00856909586484,0.7258064516129032,0.9045527163136255,0.9285714285714286,0.0185185185185185,4.212962962962963,228,1.462962962962963,79,1.9074074074074077,103.0,6,7.0,75.6,0.962,0.0161290322580645,0.0161290322580645,0.0,0.9193548387096774,0.5730530197615828,0.7368421052631579,0.913522064725986,0.0806451612903225,0.4689093938909244,0.6,0.7789818385405796,0.8709677419354839,0.6164388881610297,33.2876999606956,0.7407407407407407,0.9043294213269204,0.1290322580645161,0.2151086418961553,1.720869135169243,0.625,0.9063390762072684,53,7,0.1318728979014084,6.989263588774646,0.490566037735849,1.017858285181999,1.0,0.0909090909090909,4.136363636363637,137,1.303030303030303,43,0.4545454545454545,15.0,3,2.333333333333333,75.7,-0.878,0.1132075471698113,0.0566037735849056,0.0566037735849056,0.7358490566037735,0.3380287910665245,0.5897435897435898,0.9644395257612044,0.2641509433962264,-0.4424185187728437,3.4055452406800764,0.2142857142857142,1.4274021074080927,0.6226415094339622,0.2351501969066642,7.759956497919921,0.5454545454545454,0.7432253063350127,0.3584905660377358,0.1792392231936882,3.4055452406800764,0.4210526315789473,1.6357824875877185
1,2024,Auburn,SEC,44,13,0.8857187166902177,38.971623534369584,0.6136363636363636,1.712636962574564,1.0,0.0,5.0,90,2.111111111111111,38,4.5,81.0,6,6.333333333333333,61.2,2.047,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.7954545454545454,0.7626803274530521,0.6285714285714286,1.5250986232247234,0.2045454545454545,1.3642013415014176,0.5555555555555556,2.537805655713861,0.4090909090909091,0.5326919573247847,9.588455231846124,0.7222222222222222,0.8257733110672786,0.5909090909090909,1.1301218577893637,29.38316830252346,0.5384615384615384,2.536153210402757,70,15,-0.1994536516108467,-13.961755612759273,0.2428571428571428,1.3728300766067616,0.3333333333333333,0.3636363636363636,1.3666666666666667,45,0.2121212121212121,7,0.0,0.0,4,0.75,74.8,-1.02,0.2142857142857142,0.1714285714285714,0.0428571428571428,0.6428571428571429,-0.3491236165111664,0.2888888888888888,0.9501669613352496,0.3571428571428571,0.0699522852097286,6.161676638884214,0.16,2.746485201239176,0.4714285714285714,-0.4032132617177774,-13.306037636686655,0.2121212121212121,0.4268610873758033,0.5142857142857142,0.1711576844134504,6.161676638884214,0.2777777777777778,2.035008369068432
