season,team,conference,offense.plays,offense.drives,offense.ppa,offense.totalPPA,offense.successRate,offense.explosiveness,offense.powerSuccess,offense.stuffRate,offense.lineYards,offense.lineYardsTotal,offense.secondLevelYards,offense.secondLevelYardsTotal,offense.openFieldYards,offense.openFieldYardsTotal,offense.totalOpportunies,offense.pointsPerOpportunity,offense.fieldPosition.averageStart,offense.fieldPosition.averagePredictedPoints,offense.havoc.total,offense.havoc.frontSeven,offense.havoc.db,offense.standardDowns.rate,offense.standardDowns.ppa,offense.standardDowns.successRate,offense.standardDowns.explosiveness,offense.passingDowns.rate,offense.passingDowns.ppa,offense.passingDowns.successRate,offense.passingDowns.explosiveness,offense.rushingPlays.rate,offense.rushingPlays.ppa,offense.rushingPlays.totalPPA,offense.rushingPlays.successRate,offense.rushingPlays.explosiveness,offense.passingPlays.rate,offense.passingPlays.ppa,offense.passingPlays.totalPPA,offense.passingPlays.successRate,offense.passingPlays.explosiveness,defense.plays,defense.drives,defense.ppa,defense.totalPPA,defense.successRate,defense.explosiveness,defense.powerSuccess,defense.stuffRate,defense.lineYards,defense.lineYardsTotal,defense.secondLevelYards,defense.secondLevelYardsTotal,defense.openFieldYards,defense.openFieldYardsTotal,defense.totalOpportunies,defense.pointsPerOpportunity,defense.fieldPosition.averageStart,defense.fieldPosition.averagePredictedPoints,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,defense.standardDowns.rate,defense.standardDowns.ppa,defense.standardDowns.successRate,defense.standardDowns.explosiveness,defense.passingDowns.rate,defense.passingDowns.ppa,defense.passingDowns.totalPPA,defense.passingDowns.successRate,defense.passingDowns.explosiveness,defense.rushingPlays.rate,defense.rushingPlays.ppa,defense.rushingPlays.totalPPA,defense.rushingPlays.successRate,defense.rushingPlays.explosiveness,defense.passingPlays.rate,defense.passingPlays.ppa,defense.passingPlays.totalPPA,defense.passingPlays.successRate,defense.passingPlays.explosiveness,week
2018,Air Force,Mountain West,86,12,0.1462553902357034,12.577963560270495,0.4186046511627907,0.99715745981958,0.75,0.1428571428571428,2.955844155844156,228,0.8571428571428571,66,0.5974025974025974,46.0,7,4.428571428571429,67.3,1.68,0.1162790697674418,0.0813953488372093,0.0348837209302325,0.813953488372093,0.201687018398294,0.4571428571428571,1.0873429986832723,0.1860465116279069,-0.0962579829756306,0.25,0.2756731489100403,0.8953488372093024,0.1583620067489999,12.193874519672995,0.4285714285714285,0.9996075086729088,0.0930232558139534,-0.2011323292436754,-1.6090586339494035,0.25,0.4587365463759927,50,13,-0.4899649397948626,-24.498246989743134,0.1,1.188380163201067,0.3333333333333333,0.25,1.5535714285714286,44,0.1071428571428571,3,0.0,,3,0.0,66.1,-1.528,0.24,0.12,0.12,0.5,-0.6398002238911491,0.08,0.6217382134196427,0.5,-0.3401296556985763,-14.77505836541084,0.12,1.56614146305535,0.56,-0.3472567365832962,-9.723188624332296,0.1071428571428571,0.5954687895203704,0.44,-0.671593562064129,-14.77505836541084,0.0909090909090909,2.077747223722112,1
2018,Alabama,SEC,69,12,0.3903948113428275,26.937241982655102,0.5507246376811594,1.0773895242083855,0.875,0.0476190476190476,4.026190476190476,169,1.238095238095238,52,0.9523809523809524,40.0,8,4.75,69.0,1.477,0.0434782608695652,0.0289855072463768,0.0144927536231884,0.8260869565217391,0.2286704260019554,0.5789473684210527,0.7491481059982047,0.1739130434782608,1.1585856417119704,0.4166666666666667,3.243782884395579,0.6086956521739131,0.2251728081578323,9.457257942628958,0.5238095238095238,0.6644894344521486,0.3768115942028985,0.6878047035065279,17.882922291169724,0.5769230769230769,1.7816648408743307,65,15,-0.0329693212620223,-2.1430058820314537,0.3076923076923077,1.7670051854335271,,0.391304347826087,0.5,12,0.5652173913043478,13,0.7391304347826086,17.0,7,2.0,69.8,-1.347,0.2076923076923077,0.1461538461538461,0.0615384615384615,0.5692307692307692,-0.4200411534330543,0.3513513513513513,0.9826728122451568,0.4307692307692308,0.4785184569639841,-0.8911682379067657,0.25,3.2236224499262147,0.3538461538461538,-0.3119193092666216,-7.174144113132296,0.1739130434782608,1.6488791867212371,0.6307692307692307,-0.0217358106806528,-0.8911682379067657,0.3658536585365853,1.521485366185199,1
2018,App State,Sun Belt,77,13,0.2291687456776943,17.645993417182467,0.4415584415584415,1.2549572299363956,1.0,0.2222222222222222,2.9194444444444443,105,1.1944444444444444,43,0.9444444444444444,34.0,6,5.166666666666667,69.8,1.429,0.1428571428571428,0.0909090909090909,0.0519480519480519,0.6753246753246753,0.0537027639955725,0.5,1.056208175323059,0.3246753246753247,0.5941379875765079,0.32,1.900891657429739,0.4675324675324675,0.0893537116948261,3.2167336210137414,0.3611111111111111,0.8993166280012669,0.5194805194805194,0.3708049511828077,14.832198047312309,0.5,1.5690183952482282,80,15,0.2148366440652392,17.186931525219137,0.475,1.0846806546098118,0.8,0.1666666666666666,3.419047619047619,144,1.3095238095238095,55,0.7380952380952381,31.0,7,5.428571428571429,70.6,-1.429,0.0625,0.025,0.0375,0.75,0.1072307311265748,0.4833333333333333,0.9175791588459188,0.25,0.5376543828812325,3.4021724167650347,0.45,1.6231188076268002,0.525,0.3463275883288224,14.54575870981054,0.4761904761904761,1.1607838553723824,0.4625,0.0919506058585144,3.4021724167650347,0.4594594594594595,1.1037169040636254,1
2018,Arizona,Big 12,70,10,0.1356430146034703,9.495011022242924,0.3857142857142857,1.2736741208672957,0.6666666666666666,0.1176470588235294,2.7823529411764705,95,0.7647058823529411,26,0.8823529411764706,30.0,5,4.8,74.8,0.995,0.0857142857142857,0.0285714285714285,0.0571428571428571,0.6428571428571429,0.2196945433579632,0.4888888888888889,1.1175776700967954,0.3571428571428571,-0.0156497371546169,0.2,1.960498504257496,0.4857142857142857,0.1032558029179067,3.510697299208828,0.3823529411764705,0.954632489717944,0.5,0.1972686161321762,6.904401564626168,0.3714285714285714,1.7614666722058292,69,11,0.2820379544006608,19.460618853645595,0.5072463768115942,1.026428835087131,0.8333333333333334,0.0697674418604651,3.497674418604652,150,0.8837209302325582,38,0.0697674418604651,3.0,7,4.0,68.6,-1.478,0.0869565217391304,0.0289855072463768,0.0579710144927536,0.7391304347826086,0.2239327724021014,0.5882352941176471,0.823604548882726,0.2608695652173913,0.4466693033965789,8.493420448422944,0.2777777777777778,2.243374552313558,0.6231884057971014,0.2550511257028524,10.967198405222652,0.5116279069767442,0.871085648257004,0.3768115942028985,0.3266700172470362,8.493420448422944,0.5,1.289317305107345,1
2018,Arizona State,Big 12,60,12,0.4509330336081386,27.055982016488315,0.5666666666666667,1.254955585400503,0.8333333333333334,0.2222222222222222,3.591666666666667,129,1.805555555555556,65,2.305555555555556,83.0,7,5.0,66.6,1.763,0.0833333333333333,0.0833333333333333,0.0,0.7333333333333333,0.4935364140839373,0.6590909090909091,1.1364754693571937,0.2666666666666666,0.333773737299692,0.3125,1.942140258451699,0.6,0.2693046256788863,9.69496652443991,0.6111111111111112,0.7976447267663831,0.4,0.7233756455020169,17.361015492048406,0.5,2.0933588262297227,77,13,-0.0792391674396197,-6.101415892850717,0.3506493506493506,1.2445904905073626,0.8,0.28,1.72,43,0.72,18,0.92,23.0,7,1.0,80.2,-0.738,0.3246753246753247,0.2337662337662337,0.0909090909090909,0.5714285714285714,-0.214964265373819,0.3181818181818182,1.0329194832307065,0.4285714285714285,0.1017276298059794,-6.003270918339395,0.3939393939393939,1.4725438829591462,0.3246753246753247,-0.0039257989804528,-0.098144974511322,0.4,0.9563993608993157,0.6753246753246753,-0.1154475176603729,-6.003270918339395,0.3269230769230769,1.414114684394449,1
2018,Arkansas,SEC,68,14,0.3247045794114452,22.079911399978275,0.4852941176470588,1.1823447746117144,0.75,0.3055555555555556,1.8833333333333333,68,0.5,18,0.0,0.0,6,4.5,64.5,1.786,0.1470588235294117,0.088235294117647,0.0588235294117647,0.6470588235294118,0.2675136299398298,0.5227272727272727,1.0790952623095078,0.3529411764705882,0.4295546534427402,0.4166666666666667,1.419818652906789,0.5294117647058824,-0.1077430976348551,-3.878751514854785,0.3611111111111111,0.5910308762168369,0.4411764705882353,0.9124082041759254,27.37224612527776,0.6,1.819308854545133,81,15,0.1194389782738474,9.674557240181644,0.382716049382716,1.0274613755201325,0.5,0.225,2.505,100,0.825,33,0.575,23.0,7,2.0,72.1,-1.264,0.2345679012345679,0.1728395061728395,0.0617283950617283,0.691358024691358,0.0807505706440598,0.3928571428571428,1.0155728747615564,0.3086419753086419,0.2061010113645717,9.134828388884497,0.36,1.056522155152207,0.4938271604938271,0.0134932212824287,0.5397288512971504,0.375,0.7526876052277607,0.5061728395061729,0.2228006924118169,9.134828388884497,0.3902439024390244,1.285061785169231,1
2018,Arkansas State,Sun Belt,79,15,0.4387496714152071,34.66122404180136,0.5189873417721519,1.4946972657876962,0.6,0.2051282051282051,3.017948717948718,118,1.1538461538461535,45,0.4615384615384615,18.0,7,4.0,70.0,1.482,0.1265822784810126,0.0759493670886076,0.050632911392405,0.7341772151898734,0.3343291427987701,0.5517241379310345,1.1654588360071498,0.2658227848101265,0.7271492266415569,0.4285714285714285,2.6653227938963053,0.4936708860759494,-0.0847412149281415,-3.304907382197519,0.4102564102564102,0.6044472194224538,0.5063291139240507,0.949153285599972,37.96613142399888,0.625,2.0644572954614517,59,14,0.0886490992026815,5.230296852958212,0.3050847457627119,1.489318181599086,0.25,0.2857142857142857,2.021428571428572,57,1.1071428571428572,31,2.9285714285714284,82.0,4,3.5,73.1,-1.159,0.2372881355932203,0.2033898305084746,0.0338983050847457,0.5932203389830508,0.0578627999003276,0.4,1.1544373056753396,0.4067796610169492,0.133545785685281,1.4278692183891668,0.1666666666666666,2.661401247332197,0.4745762711864407,0.1358009869488944,3.802427634569045,0.3214285714285714,1.4963149936650442,0.5254237288135594,0.0460602973673924,1.4278692183891668,0.2903225806451613,1.4823213695331274,1
2018,Army,American Athletic,68,9,0.1966230360447048,13.370366451039928,0.3823529411764705,1.461471774153715,0.75,0.1063829787234042,2.931914893617021,138,0.8936170212765957,42,0.1914893617021276,9.0,4,1.75,74.6,1.021,0.1323529411764706,0.1029411764705882,0.0294117647058823,0.6911764705882353,0.1060064594721099,0.4042553191489361,1.1024569357512972,0.3088235294117647,0.399431564564322,0.3333333333333333,2.435940621245993,0.6911764705882353,0.0728158082703381,3.4223429887058945,0.425531914893617,0.9684775474361982,0.3088235294117647,0.4737154029682873,9.948023462334032,0.2857142857142857,3.104785863212105,54,10,0.3239208517972315,17.4917259970505,0.5370370370370371,1.0814067352297898,0.6666666666666666,0.1470588235294117,3.917647058823529,133,1.5588235294117647,53,0.5882352941176471,20.0,7,4.857142857142857,60.7,-2.156,0.1111111111111111,0.1111111111111111,0.0,0.7407407407407407,0.2779343273767103,0.575,1.1383851748332583,0.2592592592592592,0.4553109215701492,5.381852529052202,0.4285714285714285,0.8629893834164938,0.6296296296296297,0.3995051942328453,13.58317660391674,0.5,1.0924144498026966,0.3333333333333333,0.2989918071695668,5.381852529052202,0.5555555555555556,1.4263052810936503,1
2018,Auburn,SEC,85,13,0.2181189292310135,18.540108984636152,0.4470588235294118,1.1235087083253017,0.5,0.1555555555555555,2.373333333333333,107,0.8666666666666667,39,0.9777777777777776,44.0,8,2.875,69.4,1.411,0.0705882352941176,0.0470588235294117,0.0235294117647058,0.6,0.1271705467351489,0.4705882352941176,0.9374067171772642,0.4,0.3545415029748104,0.4117647058823529,1.442540693150509,0.5294117647058824,-0.0809528818876292,-3.642879684943318,0.2888888888888888,1.0150670159868895,0.4352941176470588,0.579984284622649,21.45941853103801,0.5945945945945946,1.307904071363202,66,11,0.0805220575731567,5.314455799828344,0.3939393939393939,1.180971630995441,,0.25,2.125,60,1.3571428571428572,38,1.2142857142857142,34.0,8,2.0,70.5,-1.305,0.2575757575757575,0.1515151515151515,0.106060606060606,0.5606060606060606,0.1073660630809642,0.4594594594594595,1.1573413328311022,0.4393939393939394,0.0462728091666436,9.64618369441785,0.3103448275862069,1.2256066386391922,0.4242424242424242,-0.1303414097859554,-3.649559474006752,0.3928571428571428,0.9305956792593904,0.5303030303030303,0.2756052484119385,9.64618369441785,0.3428571428571428,1.7625731962175772,1
2018,BYU,Big 12,69,11,0.2820379544006608,19.460618853645595,0.5072463768115942,1.026428835087131,0.8333333333333334,0.0697674418604651,3.497674418604652,150,0.8837209302325582,38,0.0697674418604651,3.0,7,4.0,68.6,1.478,0.0869565217391304,0.0289855072463768,0.0579710144927536,0.7391304347826086,0.2239327724021014,0.5882352941176471,0.823604548882726,0.2608695652173913,0.4466693033965789,0.2777777777777778,2.243374552313558,0.6231884057971014,0.2550511257028524,10.967198405222652,0.5116279069767442,0.871085648257004,0.3768115942028985,0.3266700172470362,8.493420448422944,0.5,1.289317305107345,70,10,0.1356430146034703,9.495011022242924,0.3857142857142857,1.2736741208672957,0.6666666666666666,0.1176470588235294,2.7823529411764705,95,0.7647058823529411,26,0.8823529411764706,30.0,5,4.8,74.8,-0.995,0.0857142857142857,0.0285714285714285,0.0571428571428571,0.6428571428571429,0.2196945433579632,0.4888888888888889,1.1175776700967954,0.3571428571428571,-0.0156497371546169,6.904401564626168,0.2,1.960498504257496,0.4857142857142857,0.1032558029179067,3.510697299208828,0.3823529411764705,0.954632489717944,0.5,0.1972686161321762,6.904401564626168,0.3714285714285714,1.7614666722058292,1
