TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,45.0,26.0,66.0,0.394,4.0,24.0,0.167,20.0,25.0,0.8,7.0,28.0,35.0,16.0,18.0,13.0,1.0,3.0,20.0,21.0,76.0,3.0,1,1,1,1,1,11,8,10,11,5,12,1,1,7,8,2,4,11,11,1,11,4,10,2,10,4,09/15/2024
1611661329,Chicago Sky,1,0,1,0.0,40.0,32.0,72.0,0.444,14.0,25.0,0.56,10.0,15.0,0.667,11.0,26.0,37.0,26.0,7.0,4.0,3.0,2.0,16.0,15.0,88.0,-5.0,1,7,7,7,3,8,4,8,2,4,1,10,9,10,3,6,1,3,1,10,4,3,5,9,5,10,09/15/2024
1611661323,Connecticut Sun,1,0,1,0.0,40.0,27.0,64.0,0.422,6.0,19.0,0.316,11.0,17.0,0.647,7.0,27.0,34.0,20.0,10.0,2.0,3.0,4.0,11.0,14.0,71.0,-13.0,1,7,7,7,3,9,11,9,9,10,8,9,7,12,8,3,6,7,4,12,4,10,1,11,12,12,09/15/2024
1611661321,Dallas Wings,1,0,1,0.0,40.0,42.0,74.0,0.568,11.0,24.0,0.458,14.0,15.0,0.933,11.0,22.0,33.0,28.0,13.0,7.0,3.0,4.0,23.0,16.0,109.0,-1.0,1,7,7,7,3,1,2,1,3,5,4,7,9,1,3,8,7,2,7,5,4,10,12,6,2,7,09/15/2024
1611661325,Indiana Fever,1,1,0,1.0,40.0,38.0,76.0,0.5,16.0,34.0,0.471,18.0,21.0,0.857,10.0,16.0,26.0,21.0,10.0,5.0,4.0,3.0,16.0,23.0,110.0,1.0,1,1,1,1,3,2,1,4,1,1,3,3,4,4,6,12,11,6,4,8,2,4,5,1,1,6,09/15/2024
1611661319,Las Vegas Aces,1,1,0,1.0,40.0,35.0,71.0,0.493,10.0,24.0,0.417,4.0,6.0,0.667,4.0,29.0,33.0,24.0,7.0,5.0,4.0,3.0,14.0,11.0,84.0,13.0,1,1,1,1,3,4,5,5,4,5,5,12,12,10,10,1,7,5,1,8,2,4,2,12,8,1,09/15/2024
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,33.0,73.0,0.452,3.0,16.0,0.188,18.0,20.0,0.9,13.0,23.0,36.0,18.0,16.0,13.0,1.0,3.0,16.0,17.0,87.0,-3.0,1,7,7,7,3,6,3,7,12,12,11,3,6,2,2,7,2,9,8,1,11,4,5,5,7,8,09/15/2024
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,35.0,66.0,0.53,9.0,18.0,0.5,9.0,11.0,0.818,9.0,27.0,36.0,26.0,16.0,6.0,3.0,5.0,18.0,15.0,88.0,9.0,1,1,1,1,3,4,8,3,6,11,2,11,11,5,7,3,2,3,8,6,4,12,9,9,5,2,09/15/2024
1611661313,New York Liberty,1,0,1,0.0,40.0,27.0,69.0,0.391,8.0,28.0,0.286,17.0,23.0,0.739,14.0,21.0,35.0,17.0,12.0,8.0,5.0,3.0,15.0,18.0,79.0,-9.0,1,7,7,7,3,9,7,11,8,3,9,5,2,8,1,10,4,10,6,4,1,4,3,4,9,11,09/15/2024
1611661317,Phoenix Mercury,1,1,0,1.0,40.0,36.0,66.0,0.545,9.0,24.0,0.375,12.0,17.0,0.706,3.0,27.0,30.0,29.0,8.0,4.0,2.0,3.0,15.0,16.0,93.0,5.0,1,1,1,1,3,3,8,2,6,5,6,8,7,9,12,3,10,1,3,10,10,4,3,6,3,3,09/15/2024
1611661328,Seattle Storm,1,1,0,1.0,40.0,33.0,71.0,0.465,5.0,22.0,0.227,19.0,22.0,0.864,11.0,21.0,32.0,19.0,16.0,13.0,3.0,1.0,17.0,16.0,90.0,3.0,1,1,1,1,3,6,5,6,10,9,10,2,3,3,3,10,9,8,8,1,4,1,8,6,4,4,09/15/2024
1611661322,Washington Mystics,1,0,1,0.0,45.0,23.0,59.0,0.39,10.0,31.0,0.323,17.0,21.0,0.81,4.0,22.0,26.0,14.0,20.0,6.0,3.0,1.0,21.0,20.0,73.0,-3.0,1,7,7,7,1,12,12,12,4,2,7,5,4,6,10,8,11,12,12,6,4,1,11,3,11,8,09/15/2024
