TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661329,Chicago Sky,1,0,1,0.0,40.0,28.0,64.0,0.438,8.0,17.0,0.471,18.0,22.0,0.818,9.0,12.0,21.0,18.0,13.0,13.0,3.0,4.0,24.0,16.0,82.0,-4.0,1,6,6,6,1,8,8,6,7,9,4,2,1,8,4,10,10,7,2,1,7,5,10,3,7,6,05/25/2024
1611661323,Connecticut Sun,1,1,0,1.0,40.0,31.0,63.0,0.492,6.0,17.0,0.353,18.0,21.0,0.857,16.0,22.0,38.0,17.0,20.0,5.0,4.0,3.0,16.0,24.0,86.0,4.0,1,1,1,1,1,5,9,3,10,9,8,2,2,6,1,6,1,9,10,9,5,2,6,1,5,5,05/25/2024
1611661321,Dallas Wings,1,1,0,1.0,40.0,39.0,75.0,0.52,10.0,20.0,0.5,19.0,21.0,0.905,14.0,24.0,38.0,23.0,19.0,10.0,5.0,6.0,14.0,15.0,107.0,15.0,1,1,1,1,1,1,1,2,5,7,2,1,2,4,2,5,1,5,8,2,4,8,2,6,1,4,05/25/2024
1611661325,Indiana Fever,1,0,1,0.0,40.0,30.0,70.0,0.429,10.0,27.0,0.37,10.0,13.0,0.769,6.0,30.0,36.0,20.0,13.0,4.0,3.0,4.0,16.0,14.0,80.0,-19.0,1,6,6,6,1,7,4,7,5,5,7,8,8,10,8,1,3,6,2,10,7,5,6,8,8,9,05/25/2024
1611661319,Las Vegas Aces,1,1,0,1.0,40.0,35.0,73.0,0.479,13.0,35.0,0.371,16.0,18.0,0.889,6.0,30.0,36.0,24.0,8.0,7.0,4.0,3.0,14.0,16.0,99.0,19.0,1,1,1,1,1,3,3,4,3,1,6,4,4,5,8,1,3,4,1,5,5,2,2,3,3,2,05/25/2024
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,32.0,67.0,0.478,14.0,28.0,0.5,6.0,6.0,1.0,8.0,27.0,35.0,26.0,16.0,8.0,7.0,3.0,16.0,11.0,84.0,17.0,1,1,1,1,1,4,7,5,1,4,2,10,10,1,6,4,5,2,5,3,1,2,6,10,6,3,05/25/2024
1611661313,New York Liberty,1,0,1,0.0,40.0,26.0,68.0,0.382,7.0,29.0,0.241,8.0,10.0,0.8,9.0,21.0,30.0,18.0,18.0,8.0,3.0,7.0,11.0,16.0,67.0,-17.0,1,6,6,6,1,9,6,9,8,3,10,9,9,9,4,7,7,7,7,3,7,10,1,3,10,8,05/25/2024
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,31.0,75.0,0.413,14.0,35.0,0.4,16.0,17.0,0.941,8.0,17.0,25.0,26.0,19.0,7.0,6.0,5.0,15.0,14.0,92.0,-15.0,1,6,6,6,1,5,1,8,1,1,5,4,6,2,6,8,9,2,8,5,2,7,4,8,4,7,05/25/2024
1611661328,Seattle Storm,1,1,0,1.0,40.0,37.0,60.0,0.617,12.0,22.0,0.545,15.0,18.0,0.833,5.0,28.0,33.0,27.0,17.0,6.0,6.0,0.0,19.0,15.0,101.0,32.0,1,1,1,1,1,2,10,1,4,6,1,6,4,7,10,3,6,1,6,8,2,1,9,6,2,1,05/25/2024
1611661322,Washington Mystics,1,0,1,0.0,40.0,24.0,70.0,0.343,7.0,20.0,0.35,14.0,15.0,0.933,12.0,15.0,27.0,13.0,15.0,7.0,0.0,6.0,15.0,19.0,69.0,-32.0,1,6,6,6,1,10,4,10,8,7,9,7,7,3,3,9,8,10,4,5,10,8,4,2,9,10,05/25/2024
