game_id,season,week,neutral_site,conference_game,attendance,home_team,home_team_id,home_conference,home_points,away_team,away_team_id,away_conference,away_points
63071,2000,1,False,,,Texas Tech,2641,Big 12,24,New Mexico,167,Mountain West,3
63070,2000,1,False,,,Louisiana Tech,2348,FBS Independents,63,Mississippi Valley State,2400,,10
63069,2000,1,False,,,Kansas State,2306,Big 12,27,Iowa,2294,Big Ten,7
63068,2000,1,False,,,Florida State,52,ACC,29,BYU,252,Mountain West,3
63072,2000,1,False,,,USC,30,Pac-10,29,Penn State,213,Big Ten,5
63509,2000,10,False,True,,BYU,252,Mountain West,19,Wyoming,2751,Mountain West,7
63557,2000,10,False,True,,Kent State,2309,Mid-American,0,Western Michigan,2711,Mid-American,42
63553,2000,10,False,True,,Utah State,328,Big West,44,Arkansas State,2032,Big West,31
63549,2000,10,False,True,,TCU,2628,Western Athletic,37,Rice,242,Western Athletic,0
63548,2000,10,False,True,,Texas A&M,245,Big 12,26,Kansas State,2306,Big 12,10
63546,2000,10,False,True,,South Carolina,2579,SEC,14,Tennessee,2633,SEC,17
63544,2000,10,False,True,,SMU,2567,Western Athletic,21,Nevada,2440,Western Athletic,7
63543,2000,10,False,True,,UConn,41,FBS Independents,13,South Florida,58,FBS Independents,21
63542,2000,10,False,True,,Hawai'i,62,Western Athletic,48,San José State,23,Western Athletic,57
63540,2000,10,False,True,,Indiana,84,Big Ten,24,Penn State,213,Big Ten,27
63538,2000,10,False,True,,Arizona State,9,Pac-10,55,Oregon,2483,Pac-10,56
63537,2000,10,False,True,,Oklahoma,201,Big 12,31,Nebraska,158,Big 12,14
63535,2000,10,False,True,,Minnesota,135,Big Ten,35,Northwestern,77,Big Ten,41
63534,2000,10,False,True,,Northern Illinois,2459,Mid-American,73,Buffalo,2084,Mid-American,10
63527,2000,10,False,True,,Duke,150,ACC,9,Maryland,120,ACC,20
63526,2000,10,False,True,,Akron,2006,Mid-American,28,Marshall,276,Mid-American,31
63522,2000,10,False,True,,Fresno State,278,Western Athletic,34,Tulsa,202,Western Athletic,12
63521,2000,10,False,True,,NC State,152,ACC,14,Florida State,52,ACC,58
63520,2000,10,False,True,,Florida,57,SEC,34,Georgia,61,SEC,23
63512,2000,10,False,True,,Central Michigan,2117,Mid-American,34,Ball State,2050,Mid-American,38
63511,2000,10,False,True,,Auburn,2,SEC,21,Arkansas,8,SEC,19
63556,2000,10,False,True,,Stanford,24,Pac-10,28,Washington,264,Pac-10,31
63555,2000,10,False,True,,Virginia Tech,259,Big East,37,Pittsburgh,221,Big East,34
63554,2000,10,False,True,,Virginia,258,ACC,17,North Carolina,153,ACC,6
63552,2000,10,False,True,,Arizona,12,Pac-10,24,UCLA,26,Pac-10,27
63550,2000,10,False,True,,Kansas,2305,Big 12,39,Texas Tech,2641,Big 12,45
63547,2000,10,False,True,,Texas,251,Big 12,48,Baylor,239,Big 12,14
63545,2000,10,False,True,,Houston,248,Conference USA,3,Southern Miss,2572,Conference USA,6
63541,2000,10,False,True,,Purdue,2509,Big Ten,31,Ohio State,194,Big Ten,27
63539,2000,10,False,True,,Oregon State,204,Pac-10,38,Washington State,265,Pac-10,9
63532,2000,10,False,True,,New Mexico,167,Mountain West,10,Utah,254,Mountain West,3
63529,2000,10,False,True,,Michigan State,127,Big Ten,14,Illinois,356,Big Ten,10
63525,2000,10,False,True,,Louisville,97,Conference USA,35,Tulane,2655,Conference USA,32
63524,2000,10,False,True,,Iowa State,66,Big 12,39,Missouri,142,Big 12,20
63523,2000,10,False,True,,Clemson,228,ACC,28,Georgia Tech,59,ACC,31
63519,2000,10,False,True,,San Diego State,21,Mountain West,22,Colorado State,36,Mountain West,34
63518,2000,10,False,True,,Colorado,38,Big 12,37,Oklahoma State,197,Big 12,21
