gameId,date,season,teamId,team,isHome,opponentId,opponent,team_points,opp_points,team_fieldGoalsMade,team_fieldGoalsAttempted,team_freeThrowsMade,team_freeThrowsAttempted,team_threePointsMade,team_threePointsAttempted,team_offensiveRebounds,team_totalRebounds,team_assists,team_turnovers,team_personalFouls,team_steals,team_blockedShots,team_fieldGoalPercentage,team_threePointPercentage,team_freeThrowPercentage,opp_fieldGoalsMade,opp_fieldGoalsAttempted,opp_freeThrowsMade,opp_freeThrowsAttempted,opp_threePointsMade,opp_threePointsAttempted,opp_offensiveRebounds,opp_totalRebounds,opp_assists,opp_turnovers,opp_personalFouls,opp_steals,opp_blockedShots,opp_fieldGoalPercentage,opp_threePointPercentage,opp_freeThrowPercentage
6066545,2023-01-01,2023,2142,George Mason,True,1093,Dayton,66,71,22,66,19,37,3,16,21,44,11,11,18,6,1,0.0%,0.0%,0.0%,24,53,19,25,4,11,8,44,9,15,26,3,3,0.0%,0.0%,0.0%
6066545,2023-01-01,2023,1093,Dayton,False,2142,George Mason,71,66,24,53,19,25,4,11,8,44,9,15,26,3,3,0.0%,0.0%,0.0%,22,66,19,37,3,16,21,44,11,11,18,6,1,0.0%,0.0%,0.0%
6066546,2023-01-01,2023,2683,VCU,True,2321,Saint Louis,83,86,28,67,17,25,10,26,14,42,18,17,19,8,5,0.0%,0.0%,0.0%,31,70,17,23,7,22,14,41,19,15,18,12,4,0.0%,0.0%,0.0%
6066546,2023-01-01,2023,2321,Saint Louis,False,2683,VCU,86,83,31,70,17,23,7,22,14,41,19,15,18,12,4,0.0%,0.0%,0.0%,28,67,17,25,10,26,14,42,18,17,19,8,5,0.0%,0.0%,0.0%
6066547,2023-01-01,2023,101,Mercer,True,1433,Anderson (SC),62,67,25,62,8,8,4,17,11,39,13,16,14,4,2,0.0%,0.0%,0.0%,28,68,9,13,2,9,13,39,7,8,11,8,3,0.0%,0.0%,0.0%
6066547,2023-01-01,2023,1433,Anderson (SC),False,101,Mercer,67,62,28,68,9,13,2,9,13,39,7,8,11,8,3,0.0%,0.0%,0.0%,25,62,8,8,4,17,11,39,13,16,14,4,2,0.0%,0.0%,0.0%
6066548,2023-01-01,2023,925,Oregon St.,True,702,UCLA,77,72,24,55,24,27,5,11,11,44,16,14,14,4,4,0.0%,0.0%,0.0%,25,66,10,12,12,28,9,29,13,9,25,5,4,0.0%,0.0%,0.0%
6066548,2023-01-01,2023,702,UCLA,False,925,Oregon St.,72,77,25,66,10,12,12,28,9,29,13,9,25,5,4,0.0%,0.0%,0.0%,24,55,24,27,5,11,11,44,16,14,14,4,4,0.0%,0.0%,0.0%
6066549,2023-01-01,2023,1370,Washington,True,2025,Utah,53,61,24,60,3,4,2,15,9,36,17,16,18,6,6,0.0%,0.0%,0.0%,20,56,14,20,7,22,11,36,13,13,10,5,5,0.0%,0.0%,0.0%
6066549,2023-01-01,2023,2025,Utah,False,1370,Washington,61,53,20,56,14,20,7,22,11,36,13,13,10,5,5,0.0%,0.0%,0.0%,24,60,3,4,2,15,9,36,17,16,18,6,6,0.0%,0.0%,0.0%
6066550,2023-01-01,2023,347,Belmont,True,758,UIC,72,59,25,51,14,21,8,19,10,37,8,16,20,5,5,0.0%,0.0%,0.0%,16,58,25,28,2,15,16,34,7,11,15,6,5,0.0%,0.0%,0.0%
6066550,2023-01-01,2023,758,UIC,False,347,Belmont,59,72,16,58,25,28,2,15,16,34,7,11,15,6,5,0.0%,0.0%,0.0%,25,51,14,21,8,19,10,37,8,16,20,5,5,0.0%,0.0%,0.0%
6066551,2023-01-01,2023,1096,Duke,True,2176,Louisville,63,56,21,52,14,16,7,19,10,28,11,11,15,6,2,0.0%,0.0%,0.0%,25,54,2,2,4,16,10,32,7,17,16,6,1,0.0%,0.0%,0.0%
6066551,2023-01-01,2023,2176,Louisville,False,1096,Duke,56,63,25,54,2,2,4,16,10,32,7,17,16,6,1,0.0%,0.0%,0.0%,21,52,14,16,7,19,10,28,11,11,15,6,2,0.0%,0.0%,0.0%
6066552,2023-01-01,2023,1702,Tennessee,True,815,Alabama,89,76,36,67,13,16,4,14,15,43,26,14,16,7,4,0.0%,0.0%,0.0%,32,72,6,8,6,21,11,27,11,10,17,5,4,0.0%,0.0%,0.0%
6066552,2023-01-01,2023,815,Alabama,False,1702,Tennessee,76,89,32,72,6,8,6,21,11,27,11,10,17,5,4,0.0%,0.0%,0.0%,36,67,13,16,4,14,15,43,26,14,16,7,4,0.0%,0.0%,0.0%
6066553,2023-01-01,2023,1885,Xavier,True,638,Villanova,49,77,19,48,8,14,3,9,5,22,12,17,17,10,4,0.0%,0.0%,0.0%,30,58,9,12,8,19,11,37,23,17,13,10,9,0.0%,0.0%,0.0%
6066553,2023-01-01,2023,638,Villanova,False,1885,Xavier,77,49,30,58,9,12,8,19,11,37,23,17,13,10,9,0.0%,0.0%,0.0%,19,48,8,14,3,9,5,22,12,17,17,10,4,0.0%,0.0%,0.0%
6066554,2023-01-01,2023,16,Central Mich.,True,2419,Chicago St.,80,62,32,78,8,12,8,28,19,43,13,11,17,4,2,0.0%,0.0%,0.0%,22,53,16,21,2,12,8,37,7,20,17,4,0,0.0%,0.0%,0.0%
6066554,2023-01-01,2023,2419,Chicago St.,False,16,Central Mich.,62,80,22,53,16,21,2,12,8,37,7,20,17,4,0,0.0%,0.0%,0.0%,32,78,8,12,8,28,19,43,13,11,17,4,2,0.0%,0.0%,0.0%
6066555,2023-01-01,2023,761,Indiana,True,2273,Nebraska,74,62,23,59,24,30,4,16,7,38,13,13,10,12,7,0.0%,0.0%,0.0%,24,60,5,9,9,22,7,38,12,21,21,7,2,0.0%,0.0%,0.0%
6066555,2023-01-01,2023,2273,Nebraska,False,761,Indiana,62,74,24,60,5,9,9,22,7,38,12,21,21,7,2,0.0%,0.0%,0.0%,23,59,24,30,4,16,7,38,13,13,10,12,7,0.0%,0.0%,0.0%
6066556,2023-01-01,2023,2671,Texas A&M,True,2138,Florida,48,55,18,43,8,14,4,9,2,27,12,13,17,3,5,0.0%,0.0%,0.0%,22,55,9,15,2,13,10,33,7,9,13,4,1,0.0%,0.0%,0.0%
6066556,2023-01-01,2023,2138,Florida,False,2671,Texas A&M,55,48,22,55,9,15,2,13,10,33,7,9,13,4,1,0.0%,0.0%,0.0%,18,43,8,14,4,9,2,27,12,13,17,3,5,0.0%,0.0%,0.0%
6066557,2023-01-01,2023,1284,Notre Dame,True,474,Boston College,85,48,32,60,19,25,2,7,13,46,20,19,13,15,6,0.0%,0.0%,0.0%,20,64,8,14,0,9,12,28,6,18,20,8,10,0.0%,0.0%,0.0%
6066557,2023-01-01,2023,474,Boston College,False,1284,Notre Dame,48,85,20,64,8,14,0,9,12,28,6,18,20,8,10,0.0%,0.0%,0.0%,32,60,19,25,2,7,13,46,20,19,13,15,6,0.0%,0.0%,0.0%
6066558,2023-01-01,2023,267,Siena,True,1445,Canisius,72,62,29,60,12,17,2,14,16,42,17,16,17,4,3,0.0%,0.0%,0.0%,20,63,15,18,7,23,16,34,7,11,17,13,1,0.0%,0.0%,0.0%
6066558,2023-01-01,2023,1445,Canisius,False,267,Siena,62,72,20,63,15,18,7,23,16,34,7,11,17,13,1,0.0%,0.0%,0.0%,29,60,12,17,2,14,16,42,17,16,17,4,3,0.0%,0.0%,0.0%
6066559,2023-01-01,2023,565,Northeastern,True,1571,William & Mary,71,57,26,55,14,20,5,15,15,50,12,26,13,14,4,0.0%,0.0%,0.0%,20,60,10,14,7,20,9,26,10,18,19,12,3,0.0%,0.0%,0.0%
6066559,2023-01-01,2023,1571,William & Mary,False,565,Northeastern,57,71,20,60,10,14,7,20,9,26,10,18,19,12,3,0.0%,0.0%,0.0%,26,55,14,20,5,15,15,50,12,26,13,14,4,0.0%,0.0%,0.0%
6066560,2023-01-01,2023,413,Illinois,True,2165,Iowa,90,86,34,65,15,19,7,17,11,36,16,15,22,7,4,0.0%,0.0%,0.0%,30,64,14,18,12,23,9,30,19,14,17,5,1,0.0%,0.0%,0.0%
6066560,2023-01-01,2023,2165,Iowa,False,413,Illinois,86,90,30,64,14,18,12,23,9,30,19,14,17,5,1,0.0%,0.0%,0.0%,34,65,15,19,7,17,11,36,16,15,22,7,4,0.0%,0.0%,0.0%
6066561,2023-01-01,2023,1952,New Hampshire,True,1543,UAlbany,46,71,15,45,12,16,4,12,9,31,6,19,14,4,2,0.0%,0.0%,0.0%,23,56,13,17,12,29,13,35,15,10,14,8,3,0.0%,0.0%,0.0%
6066561,2023-01-01,2023,1543,UAlbany,False,1952,New Hampshire,71,46,23,56,13,17,12,29,13,35,15,10,14,8,3,0.0%,0.0%,0.0%,15,45,12,16,4,12,9,31,6,19,14,4,2,0.0%,0.0%,0.0%
6066562,2023-01-01,2023,2298,Pittsburgh,True,1159,Miami (FL),67,74,23,61,15,21,6,19,11,33,10,20,17,12,4,0.0%,0.0%,0.0%,27,60,12,18,8,24,14,44,17,24,20,9,1,0.0%,0.0%,0.0%
6066562,2023-01-01,2023,1159,Miami (FL),False,2298,Pittsburgh,74,67,27,60,12,18,8,24,14,44,17,24,20,9,1,0.0%,0.0%,0.0%,23,61,15,21,6,19,11,33,10,20,17,12,4,0.0%,0.0%,0.0%
6066563,2023-01-01,2023,1464,Drexel,True,1706,Towson,75,67,27,58,13,20,8,13,9,30,25,10,18,7,1,0.0%,0.0%,0.0%,21,56,15,24,10,18,17,41,14,21,25,4,4,0.0%,0.0%,0.0%
6066563,2023-01-01,2023,1706,Towson,False,1464,Drexel,67,75,21,56,15,24,10,18,17,41,14,21,25,4,4,0.0%,0.0%,0.0%,27,58,13,20,8,13,9,30,25,10,18,7,1,0.0%,0.0%,0.0%
6066564,2023-01-01,2023,1187,Binghamton,True,845,Bryant,57,56,23,67,6,14,5,12,17,38,10,11,11,12,1,0.0%,0.0%,0.0%,22,52,5,6,7,15,9,41,10,23,16,6,7,0.0%,0.0%,0.0%
6066564,2023-01-01,2023,845,Bryant,False,1187,Binghamton,56,57,22,52,5,6,7,15,9,41,10,23,16,6,7,0.0%,0.0%,0.0%,23,67,6,14,5,12,17,38,10,11,11,12,1,0.0%,0.0%,0.0%
6066565,2023-01-01,2023,2160,Illinois St.,True,214,UNI,64,74,19,68,15,18,11,28,15,47,13,11,21,3,4,0.0%,0.0%,0.0%,25,67,17,25,7,22,14,49,13,9,20,4,6,0.0%,0.0%,0.0%
6066565,2023-01-01,2023,214,UNI,False,2160,Illinois St.,74,64,25,67,17,25,7,22,14,49,13,9,20,4,6,0.0%,0.0%,0.0%,19,68,15,18,11,28,15,47,13,11,21,3,4,0.0%,0.0%,0.0%
6066566,2023-01-01,2023,1872,Bradley,True,38,Drake,58,87,22,59,10,12,4,16,8,34,12,16,19,7,2,0.0%,0.0%,0.0%,30,71,18,25,9,29,21,50,22,13,13,9,1,0.0%,0.0%,0.0%
6066566,2023-01-01,2023,38,Drake,False,1872,Bradley,87,58,30,71,18,25,9,29,21,50,22,13,13,9,1,0.0%,0.0%,0.0%,22,59,10,12,4,16,8,34,12,16,19,7,2,0.0%,0.0%,0.0%
6066567,2023-01-01,2023,2145,Georgia Tech,True,47,Florida St.,58,99,21,77,10,14,6,22,19,41,10,19,21,10,2,0.0%,0.0%,0.0%,32,65,22,25,13,23,12,48,18,17,17,10,7,0.0%,0.0%,0.0%
6066567,2023-01-01,2023,47,Florida St.,False,2145,Georgia Tech,99,58,32,65,22,25,13,23,12,48,18,17,17,10,7,0.0%,0.0%,0.0%,21,77,10,14,6,22,19,41,10,19,21,10,2,0.0%,0.0%,0.0%
6066568,2023-01-01,2023,788,UMass Lowell,True,1953,NJIT,56,60,17,52,20,23,2,16,8,26,11,9,20,4,3,0.0%,0.0%,0.0%,21,42,15,20,3,10,7,36,8,20,21,3,2,0.0%,0.0%,0.0%
6066568,2023-01-01,2023,1953,NJIT,False,788,UMass Lowell,60,56,21,42,15,20,3,10,7,36,8,20,21,3,2,0.0%,0.0%,0.0%,17,52,20,23,2,16,8,26,11,9,20,4,3,0.0%,0.0%,0.0%
6066569,2023-01-01,2023,405,Hofstra,True,2009,Stony Brook,55,67,21,53,10,12,3,12,10,35,9,16,17,5,6,0.0%,0.0%,0.0%,22,64,17,20,6,24,20,43,9,13,15,10,3,0.0%,0.0%,0.0%
6066569,2023-01-01,2023,2009,Stony Brook,False,405,Hofstra,67,55,22,64,17,20,6,24,20,43,9,13,15,10,3,0.0%,0.0%,0.0%,21,53,10,12,3,12,10,35,9,16,17,5,6,0.0%,0.0%,0.0%
6066570,2023-01-01,2023,776,Kentucky,True,1183,Arkansas,50,71,17,65,14,19,2,14,19,41,8,23,18,14,4,0.0%,0.0%,0.0%,27,64,9,11,8,25,12,41,22,19,15,4,7,0.0%,0.0%,0.0%
6066570,2023-01-01,2023,1183,Arkansas,False,776,Kentucky,71,50,27,64,9,11,8,25,12,41,22,19,15,4,7,0.0%,0.0%,0.0%,17,65,14,19,2,14,19,41,8,23,18,14,4,0.0%,0.0%,0.0%
6066571,2023-01-01,2023,2270,Murray St.,True,2679,Valparaiso,67,48,26,52,8,10,7,16,8,36,16,16,12,5,3,0.0%,0.0%,0.0%,18,52,5,9,7,22,8,28,7,14,14,9,0,0.0%,0.0%,0.0%
6066571,2023-01-01,2023,2679,Valparaiso,False,2270,Murray St.,48,67,18,52,5,9,7,22,8,28,7,14,14,9,0,0.0%,0.0%,0.0%,26,52,8,10,7,16,8,36,16,16,12,5,3,0.0%,0.0%,0.0%
6066572,2023-01-01,2023,2424,Clemson,True,1366,Wake Forest,60,59,22,50,11,15,5,15,13,33,13,14,15,5,4,0.0%,0.0%,0.0%,22,48,10,15,5,17,8,24,13,13,16,4,3,0.0%,0.0%,0.0%
6066572,2023-01-01,2023,1366,Wake Forest,False,2424,Clemson,59,60,22,48,10,15,5,17,8,24,13,13,16,4,3,0.0%,0.0%,0.0%,22,50,11,15,5,15,13,33,13,14,15,5,4,0.0%,0.0%,0.0%
6066573,2023-01-01,2023,1219,Elon,True,2149,Hampton,54,57,22,53,3,4,7,26,14,36,16,29,16,7,2,0.0%,0.0%,0.0%,21,48,11,20,4,9,12,28,14,25,14,17,0,0.0%,0.0%,0.0%
6066573,2023-01-01,2023,2149,Hampton,False,1219,Elon,57,54,21,48,11,20,4,9,12,28,14,25,14,17,0,0.0%,0.0%,0.0%,22,53,3,4,7,26,14,36,16,29,16,7,2,0.0%,0.0%,0.0%
6066574,2023-01-01,2023,1142,LSU,True,2027,Vanderbilt,88,63,34,64,13,21,7,17,18,53,20,17,15,6,8,0.0%,0.0%,0.0%,22,62,10,14,9,21,8,22,12,14,22,9,4,0.0%,0.0%,0.0%
6066574,2023-01-01,2023,2027,Vanderbilt,False,1142,LSU,63,88,22,62,10,14,9,21,8,22,12,14,22,9,4,0.0%,0.0%,0.0%,34,64,13,21,7,17,18,53,20,17,15,6,8,0.0%,0.0%,0.0%
6066575,2023-01-01,2023,2681,Vermont,True,96,UMBC,57,58,21,50,6,8,9,21,7,30,14,17,13,2,4,0.0%,0.0%,0.0%,24,62,7,10,3,12,15,38,5,11,10,11,4,0.0%,0.0%,0.0%
6066575,2023-01-01,2023,96,UMBC,False,2681,Vermont,58,57,24,62,7,10,3,12,15,38,5,11,10,11,4,0.0%,0.0%,0.0%,21,50,6,8,9,21,7,30,14,17,13,2,4,0.0%,0.0%,0.0%
6066576,2023-01-01,2023,1090,Cornell,True,2116,Dartmouth,61,48,19,56,17,25,6,18,14,37,12,22,15,17,1,0.0%,0.0%,0.0%,19,46,5,14,5,18,5,32,11,27,21,9,2,0.0%,0.0%,0.0%
6066576,2023-01-01,2023,2116,Dartmouth,False,1090,Cornell,48,61,19,46,5,14,5,18,5,32,11,27,21,9,2,0.0%,0.0%,0.0%,19,56,17,25,6,18,14,37,12,22,15,17,1,0.0%,0.0%,0.0%
6066577,2023-01-01,2023,49,Furman,True,271,South Carolina St.,71,51,26,64,12,15,7,19,19,46,19,16,11,14,5,0.0%,0.0%,0.0%,22,55,3,7,4,16,9,29,9,19,11,11,4,0.0%,0.0%,0.0%
6066577,2023-01-01,2023,271,South Carolina St.,False,49,Furman,51,71,22,55,3,7,4,16,9,29,9,19,11,11,4,0.0%,0.0%,0.0%,26,64,12,15,7,19,19,46,19,16,11,14,5,0.0%,0.0%,0.0%
6066578,2023-01-01,2023,116,Auburn,True,1170,Missouri,56,62,18,50,18,21,2,12,4,28,9,15,16,5,2,0.0%,0.0%,0.0%,23,53,9,14,7,21,7,33,9,16,22,8,1,0.0%,0.0%,0.0%
6066578,2023-01-01,2023,1170,Missouri,False,116,Auburn,62,56,23,53,9,14,7,21,7,33,9,16,22,8,1,0.0%,0.0%,0.0%,18,50,18,21,2,12,4,28,9,15,16,5,2,0.0%,0.0%,0.0%
6066579,2023-01-01,2023,976,Virginia Tech,True,2271,North Carolina,68,65,21,55,14,16,12,31,12,38,16,20,16,3,4,0.0%,0.0%,0.0%,26,60,8,10,5,16,9,29,5,10,19,5,3,0.0%,0.0%,0.0%
6066579,2023-01-01,2023,2271,North Carolina,False,976,Virginia Tech,65,68,26,60,8,10,5,16,9,29,5,10,19,5,3,0.0%,0.0%,0.0%,21,55,14,16,12,31,12,38,16,20,16,3,4,0.0%,0.0%,0.0%
6066580,2023-01-01,2023,2687,Washington St.,True,1454,Colorado,54,65,20,44,8,10,6,15,5,24,14,17,14,4,2,0.0%,0.0%,0.0%,25,59,14,19,1,10,19,38,12,11,14,8,2,0.0%,0.0%,0.0%
6066580,2023-01-01,2023,1454,Colorado,False,2687,Washington St.,65,54,25,59,14,19,1,10,19,38,12,11,14,8,2,0.0%,0.0%,0.0%,20,44,8,10,6,15,5,24,14,17,14,4,2,0.0%,0.0%,0.0%
6066581,2023-01-01,2023,1341,Syracuse,True,1276,NC State,54,56,21,67,6,11,6,25,15,47,9,20,14,13,5,0.0%,0.0%,0.0%,20,60,14,19,2,17,12,46,10,19,11,11,3,0.0%,0.0%,0.0%
6066581,2023-01-01,2023,1276,NC State,False,1341,Syracuse,56,54,20,60,14,19,2,17,12,46,10,19,11,11,3,0.0%,0.0%,0.0%,21,67,6,11,6,25,15,47,9,20,14,13,5,0.0%,0.0%,0.0%
6080050,2023-01-01,2023,1291,Oregon,True,1329,Southern California,73,45,27,62,12,14,7,16,14,43,17,14,15,11,6,0.0%,0.0%,0.0%,14,61,10,13,7,17,19,41,9,20,17,6,3,0.0%,0.0%,0.0%
6080050,2023-01-01,2023,1329,Southern California,False,1291,Oregon,45,73,14,61,10,13,7,17,19,41,9,20,17,6,3,0.0%,0.0%,0.0%,27,62,12,14,7,16,14,43,17,14,15,11,6,0.0%,0.0%,0.0%
6066365,2023-01-02,2023,762,Iona,True,557,Niagara,63,53,24,44,6,7,9,21,4,34,23,30,14,8,5,0.0%,0.0%,0.0%,20,66,9,13,4,14,18,34,11,19,16,19,1,0.0%,0.0%,0.0%
6066365,2023-01-02,2023,557,Niagara,False,762,Iona,53,63,20,66,9,13,4,14,18,34,11,19,16,19,1,0.0%,0.0%,0.0%,24,44,6,7,9,21,4,34,23,30,14,8,5,0.0%,0.0%,0.0%
6066521,2023-01-02,2023,1620,UNC Asheville,True,497,Winthrop,54,48,19,50,13,18,3,17,8,32,10,20,12,8,1,0.0%,0.0%,0.0%,19,54,6,9,4,15,13,39,7,25,16,8,2,0.0%,0.0%,0.0%
6066521,2023-01-02,2023,497,Winthrop,False,1620,UNC Asheville,48,54,19,54,6,9,4,15,13,39,7,25,16,8,2,0.0%,0.0%,0.0%,19,50,13,18,3,17,8,32,10,20,12,8,1,0.0%,0.0%,0.0%
6066582,2023-01-02,2023,1856,Alabama A&M,True,2394,Ark.-Pine Bluff,67,58,20,42,23,30,4,11,3,30,8,22,15,4,4,0.0%,0.0%,0.0%,23,73,10,18,2,16,22,40,9,14,23,11,3,0.0%,0.0%,0.0%
6066582,2023-01-02,2023,2394,Ark.-Pine Bluff,False,1856,Alabama A&M,58,67,23,73,10,18,2,16,22,40,9,14,23,11,3,0.0%,0.0%,0.0%,20,42,23,30,4,11,3,30,8,22,15,4,4,0.0%,0.0%,0.0%
6066583,2023-01-02,2023,390,Florida A&M,True,124,Bethune-Cookman,50,85,18,62,10,21,4,20,17,38,12,28,22,11,1,0.0%,0.0%,0.0%,27,59,23,30,8,15,14,48,8,27,16,17,2,0.0%,0.0%,0.0%
6066583,2023-01-02,2023,124,Bethune-Cookman,False,390,Florida A&M,85,50,27,59,23,30,8,15,14,48,8,27,16,17,2,0.0%,0.0%,0.0%,18,62,10,21,4,20,17,38,12,28,22,11,1,0.0%,0.0%,0.0%
6066584,2023-01-02,2023,2521,Alabama St.,True,1850,Mississippi Val.,76,65,29,59,12,15,6,15,11,31,13,15,13,7,3,0.0%,0.0%,0.0%,25,55,7,16,8,20,13,34,9,20,20,3,1,0.0%,0.0%,0.0%
6066584,2023-01-02,2023,1850,Mississippi Val.,False,2521,Alabama St.,65,76,25,55,7,16,8,20,13,34,9,20,20,3,1,0.0%,0.0%,0.0%,29,59,12,15,6,15,11,31,13,15,13,7,3,0.0%,0.0%,0.0%
6066585,2023-01-02,2023,2015,Texas Southern,True,1334,Southern U.,62,70,20,50,19,34,3,15,12,34,10,20,23,7,7,40.0%,20.0%,55.9%,24,60,20,29,2,10,16,41,8,17,27,5,5,40.0%,20.0%,69.0%
6066585,2023-01-02,2023,1334,Southern U.,False,2015,Texas Southern,70,62,24,60,20,29,2,10,16,41,8,17,27,5,5,40.0%,20.0%,69.0%,20,50,19,34,3,15,12,34,10,20,23,7,7,40.0%,20.0%,55.9%
6066586,2023-01-02,2023,280,Stetson,True,2398,North Florida,70,47,24,66,14,16,8,23,13,48,13,19,14,12,4,0.0%,0.0%,0.0%,20,60,4,9,3,16,7,37,11,23,18,9,9,0.0%,0.0%,0.0%
6066586,2023-01-02,2023,2398,North Florida,False,280,Stetson,47,70,20,60,4,9,3,16,7,37,11,23,18,9,9,0.0%,0.0%,0.0%,24,66,14,16,8,23,13,48,13,19,14,12,4,0.0%,0.0%,0.0%
6066587,2023-01-02,2023,789,Loyola Maryland,True,823,American,37,52,16,52,1,4,4,17,14,35,10,24,15,10,4,0.0%,0.0%,0.0%,19,44,11,16,3,10,7,29,12,20,16,11,4,0.0%,0.0%,0.0%
6066587,2023-01-02,2023,823,American,False,789,Loyola Maryland,52,37,19,44,11,16,3,10,7,29,12,20,16,11,4,0.0%,0.0%,0.0%,16,52,1,4,4,17,14,35,10,24,15,10,4,0.0%,0.0%,0.0%
6066588,2023-01-02,2023,1649,Northwestern,True,1162,Michigan St.,64,71,22,61,17,21,3,18,12,41,15,14,22,8,9,0.0%,0.0%,0.0%,22,59,17,27,10,21,12,40,17,13,18,6,3,0.0%,0.0%,0.0%
6066588,2023-01-02,2023,1162,Michigan St.,False,1649,Northwestern,71,64,22,59,17,27,10,21,12,40,17,13,18,6,3,0.0%,0.0%,0.0%,22,61,17,21,3,18,12,41,15,14,22,8,9,0.0%,0.0%,0.0%
6066589,2023-01-02,2023,2375,Lipscomb,True,1638,North Ala.,62,60,20,51,17,23,5,20,12,44,10,17,13,3,2,0.0%,0.0%,0.0%,23,59,7,9,7,25,5,28,9,11,22,8,7,0.0%,0.0%,0.0%
6066589,2023-01-02,2023,1638,North Ala.,False,2375,Lipscomb,60,62,23,59,7,9,7,25,5,28,9,11,22,8,7,0.0%,0.0%,0.0%,20,51,17,23,5,20,12,44,10,17,13,3,2,0.0%,0.0%,0.0%
6066590,2023-01-02,2023,2092,California,True,1182,Arizona St.,74,61,27,60,15,22,5,19,10,38,15,7,14,2,6,0.0%,0.0%,0.0%,21,57,16,22,3,11,11,37,6,10,18,2,2,0.0%,0.0%,0.0%
