gameId,date,season,teamId,team,isHome,opponentId,opponent,team_points,opp_points,team_fieldGoalsMade,team_fieldGoalsAttempted,team_freeThrowsMade,team_freeThrowsAttempted,team_threePointsMade,team_threePointsAttempted,team_offensiveRebounds,team_totalRebounds,team_assists,team_turnovers,team_personalFouls,team_steals,team_blockedShots,team_fieldGoalPercentage,team_threePointPercentage,team_freeThrowPercentage,opp_fieldGoalsMade,opp_fieldGoalsAttempted,opp_freeThrowsMade,opp_freeThrowsAttempted,opp_threePointsMade,opp_threePointsAttempted,opp_offensiveRebounds,opp_totalRebounds,opp_assists,opp_turnovers,opp_personalFouls,opp_steals,opp_blockedShots,opp_fieldGoalPercentage,opp_threePointPercentage,opp_freeThrowPercentage
6066451,2023-01-01,2023,1954,New Mexico,True,969,Air Force,70,58,28,55,8,13,6,21,7,38,15,12,9,6,5,0.0%,0.0%,0.0%,23,66,6,7,6,21,13,36,16,11,15,7,1,0.0%,0.0%,0.0%
6066451,2023-01-01,2023,969,Air Force,False,1954,New Mexico,58,70,23,66,6,7,6,21,13,36,16,11,15,7,1,0.0%,0.0%,0.0%,28,55,8,13,6,21,7,38,15,12,9,6,5,0.0%,0.0%,0.0%
6066539,2023-01-01,2023,2199,Mississippi St.,True,2200,Ole Miss,50,61,19,55,9,18,3,13,10,36,13,20,9,4,3,0.0%,0.0%,0.0%,25,59,6,8,5,22,7,37,13,17,18,10,9,0.0%,0.0%,0.0%
6066539,2023-01-01,2023,2200,Ole Miss,False,2199,Mississippi St.,61,50,25,59,6,8,5,22,7,37,13,17,18,10,9,0.0%,0.0%,0.0%,19,55,9,18,3,13,10,36,13,20,9,4,3,0.0%,0.0%,0.0%
6066540,2023-01-01,2023,935,Purdue,True,1200,Wisconsin,73,61,27,58,15,20,4,14,9,29,20,17,14,16,1,0.0%,0.0%,0.0%,23,47,9,17,6,20,7,29,16,26,19,10,2,0.0%,0.0%,0.0%
6066540,2023-01-01,2023,1200,Wisconsin,False,935,Purdue,61,73,23,47,9,17,6,20,7,29,16,26,19,10,2,0.0%,0.0%,0.0%,27,58,15,20,4,14,9,29,20,17,14,16,1,0.0%,0.0%,0.0%
6066541,2023-01-01,2023,158,Col. of Charleston,True,911,N.C. A&T,58,66,21,75,5,8,11,43,26,49,13,14,13,9,0,0.0%,0.0%,0.0%,27,61,6,10,6,20,13,43,17,18,16,10,4,0.0%,0.0%,0.0%
6066541,2023-01-01,2023,911,N.C. A&T,False,158,Col. of Charleston,66,58,27,61,6,10,6,20,13,43,17,18,16,10,4,0.0%,0.0%,0.0%,21,75,5,8,11,43,26,49,13,14,13,9,0,0.0%,0.0%,0.0%
6066542,2023-01-01,2023,1024,IU Indy,True,1578,Wright St.,85,69,32,60,12,19,9,23,11,37,17,15,9,3,3,0.0%,0.0%,0.0%,29,62,7,9,4,22,8,29,7,13,18,11,3,0.0%,0.0%,0.0%
6066542,2023-01-01,2023,1578,Wright St.,False,1024,IU Indy,69,85,29,62,7,9,4,22,8,29,7,13,18,11,3,0.0%,0.0%,0.0%,32,60,12,19,9,23,11,37,17,15,9,3,3,0.0%,0.0%,0.0%
6066543,2023-01-01,2023,31,Delaware,True,548,Monmouth,60,80,23,72,9,19,5,17,17,44,12,6,22,7,8,0.0%,0.0%,0.0%,26,66,18,23,10,28,15,51,17,10,18,4,5,0.0%,0.0%,0.0%
6066543,2023-01-01,2023,548,Monmouth,False,31,Delaware,80,60,26,66,18,23,10,28,15,51,17,10,18,4,5,0.0%,0.0%,0.0%,23,72,9,19,5,17,17,44,12,6,22,7,8,0.0%,0.0%,0.0%
6066544,2023-01-01,2023,1796,Fordham,True,2117,Davidson,67,64,28,61,11,14,0,11,5,36,13,13,15,7,1,0.0%,0.0%,0.0%,26,59,6,10,6,17,5,35,14,16,19,6,2,0.0%,0.0%,0.0%
6066544,2023-01-01,2023,2117,Davidson,False,1796,Fordham,64,67,26,59,6,10,6,17,5,35,14,16,19,6,2,0.0%,0.0%,0.0%,28,61,11,14,0,11,5,36,13,13,15,7,1,0.0%,0.0%,0.0%
