gameId,date,season,teamId,team,isHome,opponentId,opponent,team_points,opp_points,team_fieldGoalsMade,team_fieldGoalsAttempted,team_freeThrowsMade,team_freeThrowsAttempted,team_threePointsMade,team_threePointsAttempted,team_offensiveRebounds,team_totalRebounds,team_assists,team_turnovers,team_personalFouls,team_steals,team_blockedShots,team_fieldGoalPercentage,team_threePointPercentage,team_freeThrowPercentage,opp_fieldGoalsMade,opp_fieldGoalsAttempted,opp_freeThrowsMade,opp_freeThrowsAttempted,opp_threePointsMade,opp_threePointsAttempted,opp_offensiveRebounds,opp_totalRebounds,opp_assists,opp_turnovers,opp_personalFouls,opp_steals,opp_blockedShots,opp_fieldGoalPercentage,opp_threePointPercentage,opp_freeThrowPercentage
6355051,11/4/2024,2025,1456,Coppin St.,TRUE,740,Frostburg St.,72,70,30,66,8,16,4,19,14,34,13,17,17,13,3,4550.00%,2110.00%,5000.00%,29,61,6,10,6,17,14,39,14,25,18,10,6,4750.00%,3530.00%,6000.00%
6355051,11/4/2024,2025,740,Frostburg St.,FALSE,1456,Coppin St.,70,72,29,61,6,10,6,17,14,39,14,25,18,10,6,4750.00%,3530.00%,6000.00%,30,66,8,16,4,19,14,34,13,17,17,13,3,4550.00%,2110.00%,5000.00%
6355067,11/4/2024,2025,47,Florida St.,TRUE,2398,North Florida,119,49,41,88,22,31,15,38,28,60,24,9,12,17,10,4660.00%,3950.00%,7100.00%,20,59,5,11,4,21,9,31,10,26,26,5,0,3390.00%,1900.00%,4550.00%
6355067,11/4/2024,2025,2398,North Florida,FALSE,47,Florida St.,49,119,20,59,5,11,4,21,9,31,10,26,26,5,0,3390.00%,1900.00%,4550.00%,41,88,22,31,15,38,28,60,24,9,12,17,10,4660.00%,3950.00%,7100.00%
6355114,11/4/2024,2025,222,Oklahoma St.,TRUE,2394,Ark.-Pine Bluff,96,43,32,57,20,25,12,24,11,36,18,13,18,8,2,5610.00%,5000.00%,8000.00%,14,46,14,17,1,10,8,25,2,22,25,3,4,3040.00%,1000.00%,8240.00%
6355114,11/4/2024,2025,2394,Ark.-Pine Bluff,FALSE,222,Oklahoma St.,43,96,14,46,14,17,1,10,8,25,2,22,25,3,4,3040.00%,1000.00%,8240.00%,32,57,20,25,12,24,11,36,18,13,18,8,2,5610.00%,5000.00%,8000.00%
6355121,11/4/2024,2025,1087,Columbia,TRUE,2009,Stony Brook,87,47,32,72,13,20,10,27,24,52,18,13,26,16,2,4440.00%,3700.00%,6500.00%,16,47,15,23,0,8,8,28,4,22,16,6,5,3400.00%,0.00%,6520.00%
6355121,11/4/2024,2025,2009,Stony Brook,FALSE,1087,Columbia,47,87,16,47,15,23,0,8,8,28,4,22,16,6,5,3400.00%,0.00%,6520.00%,32,72,13,20,10,27,24,52,18,13,26,16,2,4440.00%,3700.00%,6500.00%
6355127,11/4/2024,2025,2668,Tennessee Tech,TRUE,2450,Emory & Henry,82,54,31,68,15,21,5,19,17,44,20,13,15,10,5,4560.00%,2630.00%,7140.00%,18,55,10,13,8,26,11,33,13,25,13,3,8,3270.00%,3080.00%,7690.00%
6355127,11/4/2024,2025,2450,Emory & Henry,FALSE,2668,Tennessee Tech,54,82,18,55,10,13,8,26,11,33,13,25,13,3,8,3270.00%,3080.00%,7690.00%,31,68,15,21,5,19,17,44,20,13,15,10,5,4560.00%,2630.00%,7140.00%
6355130,11/4/2024,2025,916,North Texas,TRUE,2206,Alcorn,84,65,27,55,24,36,6,15,17,36,12,15,17,11,0,4910.00%,4000.00%,6670.00%,28,57,7,11,2,12,12,30,12,19,23,9,4,4910.00%,1670.00%,6360.00%
6355130,11/4/2024,2025,2206,Alcorn,FALSE,916,North Texas,65,84,28,57,7,11,2,12,12,30,12,19,23,9,4,4910.00%,1670.00%,6360.00%,27,55,24,36,6,15,17,36,12,15,17,11,0,4910.00%,4000.00%,6670.00%
6355141,11/4/2024,2025,772,Kansas St.,TRUE,2232,Green Bay,92,45,34,70,13,15,11,29,17,56,24,10,12,9,8,4860.00%,3790.00%,8670.00%,19,62,3,7,4,20,5,25,8,10,19,4,1,3060.00%,2000.00%,4290.00%
6355141,11/4/2024,2025,2232,Green Bay,FALSE,772,Kansas St.,45,92,19,62,3,7,4,20,5,25,8,10,19,4,1,3060.00%,2000.00%,4290.00%,34,70,13,15,11,29,17,56,24,10,12,9,8,4860.00%,3790.00%,8670.00%
6355152,11/4/2024,2025,1189,Bowling Green,TRUE,618,Southern Miss.,71,67,23,51,18,30,7,20,14,35,15,24,27,8,5,4510.00%,3500.00%,6000.00%,25,62,16,28,1,16,23,43,12,20,24,15,3,4030.00%,620.00%,5710.00%
6355152,11/4/2024,2025,618,Southern Miss.,FALSE,1189,Bowling Green,67,71,25,62,16,28,1,16,23,43,12,20,24,15,3,4030.00%,620.00%,5710.00%,23,51,18,30,7,20,14,35,15,24,27,8,5,4510.00%,3500.00%,6000.00%
6355171,11/4/2024,2025,80,Lamar University,TRUE,1389037,TAMU-San Antonio,98,62,34,62,24,29,6,16,17,51,20,23,18,12,3,5480.00%,3750.00%,8280.00%,20,56,19,28,3,20,7,20,5,21,21,12,2,3570.00%,1500.00%,6790.00%
6355171,11/4/2024,2025,1389037,TAMU-San Antonio,FALSE,80,Lamar University,62,98,20,56,19,28,3,20,7,20,5,21,21,12,2,3570.00%,1500.00%,6790.00%,34,62,24,29,6,16,17,51,20,23,18,12,3,5480.00%,3750.00%,8280.00%
6355172,11/4/2024,2025,116,Auburn,TRUE,1331,Southern Ill.,65,31,27,67,6,10,5,10,16,47,15,18,18,16,5,4030.00%,5000.00%,6000.00%,10,50,8,13,3,11,11,35,5,29,16,8,3,2000.00%,2730.00%,6150.00%
6355172,11/4/2024,2025,1331,Southern Ill.,FALSE,116,Auburn,31,65,10,50,8,13,3,11,11,35,5,29,16,8,3,2000.00%,2730.00%,6150.00%,27,67,6,10,5,10,16,47,15,18,18,16,5,4030.00%,5000.00%,6000.00%
6355234,11/4/2024,2025,847,Western Mich.,TRUE,1551,Arkansas St.,61,52,23,44,12,17,3,11,6,37,16,20,13,6,2,5230.00%,2730.00%,7060.00%,20,63,3,6,9,33,12,31,12,13,20,8,1,3170.00%,2730.00%,5000.00%
6355234,11/4/2024,2025,1551,Arkansas St.,FALSE,847,Western Mich.,52,61,20,63,3,6,9,33,12,31,12,13,20,8,1,3170.00%,2730.00%,5000.00%,23,44,12,17,3,11,6,37,16,20,13,6,2,5230.00%,2730.00%,7060.00%
6355256,11/4/2024,2025,2333,Southern Ind.,TRUE,261817,Brescia,100,49,36,74,18,23,10,21,18,46,20,17,20,22,3,4860.00%,4760.00%,7830.00%,15,45,14,19,5,17,3,27,7,33,20,7,2,3330.00%,2940.00%,7370.00%
6355256,11/4/2024,2025,261817,Brescia,FALSE,2333,Southern Ind.,49,100,15,45,14,19,5,17,3,27,7,33,20,7,2,3330.00%,2940.00%,7370.00%,36,74,18,23,10,21,18,46,20,17,20,22,3,4860.00%,4760.00%,7830.00%
6355268,11/4/2024,2025,429,Longwood,TRUE,784,Lincoln (PA),81,70,27,60,22,34,5,15,14,35,11,20,21,17,2,4500.00%,3330.00%,6470.00%,26,62,11,17,7,16,18,40,12,30,25,5,2,4190.00%,4380.00%,6470.00%
6355268,11/4/2024,2025,784,Lincoln (PA),FALSE,429,Longwood,70,81,26,62,11,17,7,16,18,40,12,30,25,5,2,4190.00%,4380.00%,6470.00%,27,60,22,34,5,15,14,35,11,20,21,17,2,4500.00%,3330.00%,6470.00%
6355303,11/4/2024,2025,754,Harvard,TRUE,1841,Massachusetts,71,58,26,73,11,14,8,26,15,35,15,16,13,19,8,3560.00%,3080.00%,7860.00%,23,52,8,9,4,10,10,43,13,34,17,9,4,4420.00%,4000.00%,8890.00%
6355303,11/4/2024,2025,1841,Massachusetts,FALSE,754,Harvard,58,71,23,52,8,9,4,10,10,43,13,34,17,9,4,4420.00%,4000.00%,8890.00%,26,73,11,14,8,26,15,35,15,16,13,19,8,3560.00%,3080.00%,7860.00%
6355304,11/4/2024,2025,166,Grand Canyon,TRUE,699,CSU Bakersfield,93,52,30,63,19,27,14,26,4,32,21,16,16,14,0,4760.00%,5380.00%,7040.00%,21,54,10,18,0,17,7,29,9,25,21,9,4,3890.00%,0.00%,5560.00%
6355304,11/4/2024,2025,699,CSU Bakersfield,FALSE,166,Grand Canyon,52,93,21,54,10,18,0,17,7,29,9,25,21,9,4,3890.00%,0.00%,5560.00%,30,63,19,27,14,26,4,32,21,16,16,14,0,4760.00%,5380.00%,7040.00%
6355305,11/4/2024,2025,849,Wichita St.,TRUE,202153,Okla. Christian,66,52,27,73,9,22,3,16,23,57,13,17,20,12,7,3700.00%,1880.00%,4090.00%,18,59,13,20,3,14,9,37,7,22,19,6,4,3050.00%,2140.00%,6500.00%
6355305,11/4/2024,2025,202153,Okla. Christian,FALSE,849,Wichita St.,52,66,18,59,13,20,3,14,9,37,7,22,19,6,4,3050.00%,2140.00%,6500.00%,27,73,9,22,3,16,23,57,13,17,20,12,7,3700.00%,1880.00%,4090.00%
6355332,11/4/2024,2025,949,St. Thomas (MN),TRUE,144,Milwaukee,84,81,30,68,18,26,6,20,10,36,13,15,26,10,7,4410.00%,3000.00%,6920.00%,28,67,21,27,4,18,18,50,17,21,21,5,2,4180.00%,2220.00%,7780.00%
6355332,11/4/2024,2025,144,Milwaukee,FALSE,949,St. Thomas (MN),81,84,28,67,21,27,4,18,18,50,17,21,21,5,2,4180.00%,2220.00%,7780.00%,30,68,18,26,6,20,10,36,13,15,26,10,7,4410.00%,3000.00%,6920.00%
6355393,11/4/2024,2025,2093,UC Davis,TRUE,53965,Simpson (CA),93,36,34,72,10,16,15,34,17,49,25,12,17,20,12,4720.00%,4410.00%,6250.00%,12,53,11,17,1,10,11,35,3,27,11,4,0,2260.00%,1000.00%,6470.00%
6355393,11/4/2024,2025,53965,Simpson (CA),FALSE,2093,UC Davis,36,93,12,53,11,17,1,10,11,35,3,27,11,4,0,2260.00%,1000.00%,6470.00%,34,72,10,16,15,34,17,49,25,12,17,20,12,4720.00%,4410.00%,6250.00%
6355415,11/4/2024,2025,1182,Arizona St.,TRUE,417,Jacksonville St.,74,66,27,60,15,19,5,15,9,43,14,17,27,7,5,4500.00%,3330.00%,7890.00%,21,68,17,29,7,28,17,43,10,11,18,7,6,3090.00%,2500.00%,5860.00%
6355415,11/4/2024,2025,417,Jacksonville St.,FALSE,1182,Arizona St.,66,74,21,68,17,29,7,28,17,43,10,11,18,7,6,3090.00%,2500.00%,5860.00%,27,60,15,19,5,15,9,43,14,17,27,7,5,4500.00%,3330.00%,7890.00%
6355421,11/4/2024,2025,1364,Virginia,TRUE,823,American,104,68,42,80,10,14,10,28,17,53,26,14,23,9,10,5250.00%,3570.00%,7140.00%,24,69,14,20,6,23,12,36,15,17,17,3,1,3480.00%,2610.00%,7000.00%
6355421,11/4/2024,2025,823,American,FALSE,1364,Virginia,68,104,24,69,14,20,6,23,12,36,15,17,17,3,1,3480.00%,2610.00%,7000.00%,42,80,10,14,10,28,17,53,26,14,23,9,10,5250.00%,3570.00%,7140.00%
6355480,11/4/2024,2025,575,Oral Roberts,TRUE,696,Northeastern St.,99,74,37,74,15,25,10,32,17,35,17,12,20,14,2,5000.00%,3120.00%,6000.00%,25,53,14,18,10,23,9,34,12,29,19,5,0,4720.00%,4350.00%,7780.00%
6355480,11/4/2024,2025,696,Northeastern St.,FALSE,575,Oral Roberts,74,99,25,53,14,18,10,23,9,34,12,29,19,5,0,4720.00%,4350.00%,7780.00%,37,74,15,25,10,32,17,35,17,12,20,14,2,5000.00%,3120.00%,6000.00%
6355526,11/4/2024,2025,2353,Utah St.,TRUE,669,Kansas City,77,80,30,64,7,17,10,30,9,26,12,19,20,16,1,4690.00%,3330.00%,4120.00%,31,61,14,15,4,11,13,43,12,23,22,9,2,5080.00%,3640.00%,9330.00%
6355526,11/4/2024,2025,669,Kansas City,FALSE,2353,Utah St.,80,77,31,61,14,15,4,11,13,43,12,23,22,9,2,5080.00%,3640.00%,9330.00%,30,64,7,17,10,30,9,26,12,19,20,16,1,4690.00%,3330.00%,4120.00%
6355557,11/4/2024,2025,1289,Ohio,TRUE,50,Ga. Southern,70,82,24,56,10,18,12,30,11,35,13,21,15,6,4,4290.00%,4000.00%,5560.00%,34,80,8,14,6,17,24,48,14,10,20,11,5,4250.00%,3530.00%,5710.00%
6355557,11/4/2024,2025,50,Ga. Southern,FALSE,1289,Ohio,82,70,34,80,8,14,6,17,24,48,14,10,20,11,5,4250.00%,3530.00%,5710.00%,24,56,10,18,12,30,11,35,13,21,15,6,4,4290.00%,4000.00%,5560.00%
6355563,11/4/2024,2025,1767,Sacramento St.,TRUE,1388741,Jessup,78,51,29,64,15,17,5,20,10,39,18,10,22,11,2,4530.00%,2500.00%,8820.00%,14,45,19,28,4,13,6,32,5,20,21,7,3,3110.00%,3080.00%,6790.00%
6355563,11/4/2024,2025,1388741,Jessup,FALSE,1767,Sacramento St.,51,78,14,45,19,28,4,13,6,32,5,20,21,7,3,3110.00%,3080.00%,6790.00%,29,64,15,17,5,20,10,39,18,10,22,11,2,4530.00%,2500.00%,8820.00%
6355599,11/4/2024,2025,1096,Duke,TRUE,2304,Radford,89,36,30,70,25,35,4,20,18,45,12,11,22,19,6,4290.00%,2000.00%,7140.00%,10,43,13,18,3,17,6,29,5,34,24,3,2,2330.00%,1760.00%,7220.00%
6355599,11/4/2024,2025,2304,Radford,FALSE,1096,Duke,36,89,10,43,13,18,3,17,6,29,5,34,24,3,2,2330.00%,1760.00%,7220.00%,30,70,25,35,4,20,18,45,12,11,22,19,6,4290.00%,2000.00%,7140.00%
6355676,11/4/2024,2025,2008,Stanford,TRUE,2489,Le Moyne,107,43,37,67,15,20,18,34,9,45,25,6,15,9,4,5520.00%,5290.00%,7500.00%,15,56,5,9,8,24,8,32,7,18,16,2,1,2680.00%,3330.00%,5560.00%
6355676,11/4/2024,2025,2489,Le Moyne,FALSE,2008,Stanford,43,107,15,56,5,9,8,24,8,32,7,18,16,2,1,2680.00%,3330.00%,5560.00%,37,67,15,20,18,34,9,45,25,6,15,9,4,5520.00%,5290.00%,7500.00%
6355678,11/4/2024,2025,422,Kent St.,TRUE,420,James Madison,56,67,17,54,22,24,0,19,10,37,5,15,14,2,7,3150.00%,0.00%,9170.00%,26,71,12,18,3,18,19,45,9,12,22,9,3,3660.00%,1670.00%,6670.00%
6355678,11/4/2024,2025,420,James Madison,FALSE,422,Kent St.,67,56,26,71,12,18,3,18,19,45,9,12,22,9,3,3660.00%,1670.00%,6670.00%,17,54,22,24,0,19,10,37,5,15,14,2,7,3150.00%,0.00%,9170.00%
6355808,11/4/2024,2025,69,Indiana St.,TRUE,650,Western Ky.,59,71,22,53,11,15,4,13,10,33,9,26,10,11,2,4150.00%,3080.00%,7330.00%,30,62,3,4,8,20,9,31,19,22,20,20,4,4840.00%,4000.00%,7500.00%
6355808,11/4/2024,2025,650,Western Ky.,FALSE,69,Indiana St.,71,59,30,62,3,4,8,20,9,31,19,22,20,20,4,4840.00%,4000.00%,7500.00%,22,53,11,15,4,13,10,33,9,26,10,11,2,4150.00%,3080.00%,7330.00%
6355819,11/4/2024,2025,2171,Lehigh,TRUE,2175,LIU,83,59,32,56,10,16,9,25,6,27,17,15,14,14,4,5710.00%,3600.00%,6250.00%,25,55,5,10,4,13,8,30,6,23,18,6,0,4550.00%,3080.00%,5000.00%
6355819,11/4/2024,2025,2175,LIU,FALSE,2171,Lehigh,59,83,25,55,5,10,4,13,8,30,6,23,18,6,0,4550.00%,3080.00%,5000.00%,32,56,10,16,9,25,6,27,17,15,14,14,4,5710.00%,3600.00%,6250.00%
6355883,11/4/2024,2025,1946,Morehead St.,TRUE,1388160,Asbury,92,80,37,69,14,25,4,18,13,44,24,26,20,19,9,5360.00%,2220.00%,5600.00%,26,71,16,20,12,35,12,36,16,29,17,12,3,3660.00%,3430.00%,8000.00%
6355883,11/4/2024,2025,1388160,Asbury,FALSE,1946,Morehead St.,80,92,26,71,16,20,12,35,12,36,16,29,17,12,3,3660.00%,3430.00%,8000.00%,37,69,14,25,4,18,13,44,24,26,20,19,9,5360.00%,2220.00%,5600.00%
6355908,11/4/2024,2025,19,Colgate,TRUE,788,UMass Lowell,74,62,24,57,17,20,9,23,8,30,17,11,20,8,2,4210.00%,3910.00%,8500.00%,23,51,13,17,3,8,8,35,14,19,20,6,1,4510.00%,3750.00%,7650.00%
6355908,11/4/2024,2025,788,UMass Lowell,FALSE,19,Colgate,62,74,23,51,13,17,3,8,8,35,14,19,20,6,1,4510.00%,3750.00%,7650.00%,24,57,17,20,9,23,8,30,17,11,20,8,2,4210.00%,3910.00%,8500.00%
6355909,11/4/2024,2025,1338,SFA,TRUE,2015,Texas Southern,86,45,29,60,10,10,18,39,5,37,18,29,10,16,5,4830.00%,4620.00%,10000.00%,19,73,4,8,3,17,14,35,10,25,15,17,1,2600.00%,1760.00%,5000.00%
6355909,11/4/2024,2025,2015,Texas Southern,FALSE,1338,SFA,45,86,19,73,4,8,3,17,14,35,10,25,15,17,1,2600.00%,1760.00%,5000.00%,29,60,10,10,18,39,5,37,18,29,10,16,5,4830.00%,4620.00%,10000.00%
6355935,11/4/2024,2025,1910,Gardner-Webb,TRUE,647,West Ga.,67,63,27,63,7,11,6,24,13,38,15,19,15,6,3,4290.00%,2500.00%,6360.00%,25,62,9,17,4,24,11,37,12,17,12,10,2,4030.00%,1670.00%,5290.00%
6355935,11/4/2024,2025,647,West Ga.,FALSE,1910,Gardner-Webb,63,67,25,62,9,17,4,24,11,37,12,17,12,10,2,4030.00%,1670.00%,5290.00%,27,63,7,11,6,24,13,38,15,19,15,6,3,4290.00%,2500.00%,6360.00%
6355965,11/4/2024,2025,96,UMBC,TRUE,797,Maryland,32,74,10,43,7,14,5,19,5,18,6,25,21,7,2,2330.00%,2630.00%,5000.00%,29,57,14,19,2,13,17,48,8,22,21,9,2,5090.00%,1540.00%,7370.00%
6355965,11/4/2024,2025,797,Maryland,FALSE,96,UMBC,74,32,29,57,14,19,2,13,17,48,8,22,21,9,2,5090.00%,1540.00%,7370.00%,10,43,7,14,5,19,5,18,6,25,21,7,2,2330.00%,2630.00%,5000.00%
6356007,11/4/2024,2025,1284,Notre Dame,TRUE,1157,Mercyhurst,105,61,45,75,12,17,3,17,14,49,21,17,13,15,11,6000.00%,1760.00%,7060.00%,23,67,10,14,5,16,11,30,7,20,20,6,1,3430.00%,3120.00%,7140.00%
6356007,11/4/2024,2025,1157,Mercyhurst,FALSE,1284,Notre Dame,61,105,23,67,10,14,5,16,11,30,7,20,20,6,1,3430.00%,3120.00%,7140.00%,45,75,12,17,3,17,14,49,21,17,13,15,11,6000.00%,1760.00%,7060.00%
6356009,11/4/2024,2025,1849,Minnesota,TRUE,359,Central Conn. St.,89,48,34,72,11,13,10,26,18,40,20,9,10,19,2,4720.00%,3850.00%,8460.00%,20,51,1,4,7,19,11,33,11,26,15,5,0,3920.00%,3680.00%,2500.00%
6356009,11/4/2024,2025,359,Central Conn. St.,FALSE,1849,Minnesota,48,89,20,51,1,4,7,19,11,33,11,26,15,5,0,3920.00%,3680.00%,2500.00%,34,72,11,13,10,26,18,40,20,9,10,19,2,4720.00%,3850.00%,8460.00%
6356068,11/4/2024,2025,2650,South Fla.,TRUE,124,Bethune-Cookman,87,44,34,64,10,17,9,23,17,44,22,18,19,8,4,5310.00%,3910.00%,5880.00%,15,53,13,21,1,5,12,29,6,20,18,11,0,2830.00%,2000.00%,6190.00%
6356068,11/4/2024,2025,124,Bethune-Cookman,FALSE,2650,South Fla.,44,87,15,53,13,21,1,5,12,29,6,20,18,11,0,2830.00%,2000.00%,6190.00%,34,64,10,17,9,23,17,44,22,18,19,8,4,5310.00%,3910.00%,5880.00%
6356076,11/4/2024,2025,1969,Pepperdine,TRUE,1438,Cal St. Fullerton,59,57,22,47,11,14,4,12,6,38,14,19,19,4,4,4680.00%,3330.00%,7860.00%,23,63,8,18,3,12,14,34,8,12,23,10,2,3650.00%,2500.00%,4440.00%
6356076,11/4/2024,2025,1438,Cal St. Fullerton,FALSE,1969,Pepperdine,57,59,23,63,8,18,3,12,14,34,8,12,23,10,2,3650.00%,2500.00%,4440.00%,22,47,11,14,4,12,6,38,14,19,19,4,4,4680.00%,3330.00%,7860.00%
6356102,11/4/2024,2025,2092,California,TRUE,1992,Saint Mary's (CA),90,58,28,57,20,26,14,30,14,41,20,19,11,9,6,4910.00%,4670.00%,7690.00%,24,59,7,8,3,14,9,25,8,19,24,11,5,4070.00%,2140.00%,8750.00%
6356102,11/4/2024,2025,1992,Saint Mary's (CA),FALSE,2092,California,58,90,24,59,7,8,3,14,9,25,8,19,24,11,5,4070.00%,2140.00%,8750.00%,28,57,20,26,14,30,14,41,20,19,11,9,6,4910.00%,4670.00%,7690.00%
6356206,11/4/2024,2025,566,NIU,TRUE,2658,Louisiana,57,55,17,48,12,19,11,27,7,41,14,24,22,4,5,3540.00%,4070.00%,6320.00%,23,72,6,16,3,9,18,44,6,11,18,14,1,3190.00%,3330.00%,3750.00%
6356206,11/4/2024,2025,2658,Louisiana,FALSE,566,NIU,55,57,23,72,6,16,3,9,18,44,6,11,18,14,1,3190.00%,3330.00%,3750.00%,17,48,12,19,11,27,7,41,14,24,22,4,5,3540.00%,4070.00%,6320.00%
6356256,11/4/2024,2025,104,Miami (OH),TRUE,824,App State,75,48,26,64,13,16,10,26,13,44,17,22,18,11,2,4060.00%,3850.00%,8120.00%,17,59,7,18,7,29,15,42,11,24,17,12,1,2880.00%,2410.00%,3890.00%
6356256,11/4/2024,2025,824,App State,FALSE,104,Miami (OH),48,75,17,59,7,18,7,29,15,42,11,24,17,12,1,2880.00%,2410.00%,3890.00%,26,64,13,16,10,26,13,44,17,22,18,11,2,4060.00%,3850.00%,8120.00%
6356317,11/4/2024,2025,825,Arizona,TRUE,1348,UT Arlington,73,54,25,63,19,22,4,18,9,42,12,19,24,11,4,3970.00%,2220.00%,8640.00%,17,52,17,26,3,12,7,33,5,21,25,8,1,3270.00%,2500.00%,6540.00%
6356317,11/4/2024,2025,1348,UT Arlington,FALSE,825,Arizona,54,73,17,52,17,26,3,12,7,33,5,21,25,8,1,3270.00%,2500.00%,6540.00%,25,63,19,22,4,18,9,42,12,19,24,11,4,3970.00%,2220.00%,8640.00%
6356380,11/4/2024,2025,979,Wagner,TRUE,2730,Saint Elizabeth,83,39,32,60,9,16,10,23,14,49,21,19,21,6,5,5330.00%,4350.00%,5620.00%,12,59,13,20,2,21,14,29,7,19,16,7,0,2030.00%,950.00%,6500.00%
6356380,11/4/2024,2025,2730,Saint Elizabeth,FALSE,979,Wagner,39,83,12,59,13,20,2,21,14,29,7,19,16,7,0,2030.00%,950.00%,6500.00%,32,60,9,16,10,23,14,49,21,19,21,6,5,5330.00%,4350.00%,5620.00%
6356422,11/4/2024,2025,1692,Southeastern La.,TRUE,1167,Millsaps,79,45,30,69,16,25,3,15,18,45,17,11,19,16,2,4350.00%,2000.00%,6400.00%,18,46,2,7,7,23,4,28,8,29,21,3,0,3910.00%,3040.00%,2860.00%
6356422,11/4/2024,2025,1167,Millsaps,FALSE,1692,Southeastern La.,45,79,18,46,2,7,7,23,4,28,8,29,21,3,0,3910.00%,3040.00%,2860.00%,30,69,16,25,3,15,18,45,17,11,19,16,2,4350.00%,2000.00%,6400.00%
6356426,11/4/2024,2025,2652,SIUE,TRUE,1541,Mo.-St. Louis,54,60,18,60,16,22,2,17,13,40,13,17,20,9,5,3000.00%,1180.00%,7270.00%,21,60,14,20,4,13,16,47,16,19,20,8,1,3500.00%,3080.00%,7000.00%
6356426,11/4/2024,2025,1541,Mo.-St. Louis,FALSE,2652,SIUE,60,54,21,60,14,20,4,13,16,47,16,19,20,8,1,3500.00%,3080.00%,7000.00%,18,60,16,22,2,17,13,40,13,17,20,9,5,3000.00%,1180.00%,7270.00%
6356475,11/4/2024,2025,210,ULM,TRUE,17570,Central Baptist,117,60,44,81,19,21,10,27,20,48,25,6,10,16,5,5430.00%,3700.00%,9050.00%,20,56,5,8,15,35,9,26,14,23,16,4,1,3570.00%,4290.00%,6250.00%
6356475,11/4/2024,2025,17570,Central Baptist,FALSE,210,ULM,60,117,20,56,5,8,15,35,9,26,14,23,16,4,1,3570.00%,4290.00%,6250.00%,44,81,19,21,10,27,20,48,25,6,10,16,5,5430.00%,3700.00%,9050.00%
