gameId,date,season,teamId,team,isHome,opponentId,opponent,team_points,opp_points,team_fieldGoalsMade,team_fieldGoalsAttempted,team_freeThrowsMade,team_freeThrowsAttempted,team_threePointsMade,team_threePointsAttempted,team_offensiveRebounds,team_totalRebounds,team_assists,team_turnovers,team_personalFouls,team_steals,team_blockedShots,team_fieldGoalPercentage,team_threePointPercentage,team_freeThrowPercentage,opp_fieldGoalsMade,opp_fieldGoalsAttempted,opp_freeThrowsMade,opp_freeThrowsAttempted,opp_threePointsMade,opp_threePointsAttempted,opp_offensiveRebounds,opp_totalRebounds,opp_assists,opp_turnovers,opp_personalFouls,opp_steals,opp_blockedShots,opp_fieldGoalPercentage,opp_threePointPercentage,opp_freeThrowPercentage
6516047,2025-11-03,2026,2700,A&M-Corpus Christi,True,1388824,Biblical Stud. (TX),100,30,32,74,21,27,15,35,20,51,26,13,15,20,7,43.2%,42.9%,77.8%,10,48,8,9,2,15,7,30,5,30,21,4,2,20.8%,13.3%,88.9%
6516047,2025-11-03,2026,1388824,Biblical Stud. (TX),False,2700,A&M-Corpus Christi,30,100,10,48,8,9,2,15,7,30,5,30,21,4,2,20.8%,13.3%,88.9%,32,74,21,27,15,35,20,51,26,13,15,20,7,43.2%,42.9%,77.8%
6516070,2025-11-03,2026,1620,UNC Asheville,True,101,Mercer,39,48,10,45,17,19,2,11,9,37,6,28,19,6,6,22.2%,18.2%,89.5%,13,53,20,30,2,10,16,42,8,22,15,12,4,24.5%,20.0%,66.7%
6516070,2025-11-03,2026,101,Mercer,False,1620,UNC Asheville,48,39,13,53,20,30,2,10,16,42,8,22,15,12,4,24.5%,20.0%,66.7%,10,45,17,19,2,11,9,37,6,28,19,6,6,22.2%,18.2%,89.5%
6516097,2025-11-03,2026,1725,High Point,True,1822,Johnson C. Smith,84,26,31,63,15,26,7,21,16,45,15,9,6,14,3,49.2%,33.3%,57.7%,11,51,3,5,1,14,12,33,2,30,18,5,3,21.6%,7.1%,60.0%
6516097,2025-11-03,2026,1822,Johnson C. Smith,False,1725,High Point,26,84,11,51,3,5,1,14,12,33,2,30,18,5,3,21.6%,7.1%,60.0%,31,63,15,26,7,21,16,45,15,9,6,14,3,49.2%,33.3%,57.7%
6516134,2025-11-03,2026,210,ULM,True,1100,Eastern Mich.,80,71,30,62,15,20,5,15,13,37,13,12,25,8,3,48.4%,33.3%,75.0%,22,57,20,24,7,23,11,29,13,18,20,6,0,38.6%,30.4%,83.3%
6516134,2025-11-03,2026,1100,Eastern Mich.,False,210,ULM,71,80,22,57,20,24,7,23,11,29,13,18,20,6,0,38.6%,30.4%,83.3%,30,62,15,20,5,15,13,37,13,12,25,8,3,48.4%,33.3%,75.0%
6516160,2025-11-03,2026,47,Florida St.,True,390,Florida A&M,112,39,35,75,32,37,10,30,15,58,16,11,14,13,11,46.7%,33.3%,86.5%,14,74,9,14,2,12,17,43,5,23,28,1,5,18.9%,16.7%,64.3%
6516160,2025-11-03,2026,390,Florida A&M,False,47,Florida St.,39,112,14,74,9,14,2,12,17,43,5,23,28,1,5,18.9%,16.7%,64.3%,35,75,32,37,10,30,15,58,16,11,14,13,11,46.7%,33.3%,86.5%
6516194,2025-11-03,2026,762,Iona,True,2192,Mercy,65,50,26,77,9,10,4,17,21,47,13,11,18,14,3,33.8%,23.5%,90.0%,18,56,10,13,4,14,11,40,11,23,12,7,4,32.1%,28.6%,76.9%
6516194,2025-11-03,2026,2192,Mercy,False,762,Iona,50,65,18,56,10,13,4,14,11,40,11,23,12,7,4,32.1%,28.6%,76.9%,26,77,9,10,4,17,21,47,13,11,18,14,3,33.8%,23.5%,90.0%
6516269,2025-11-03,2026,826,Little Rock,True,17570,Central Baptist,99,41,35,80,23,29,6,21,23,42,17,7,18,23,3,43.8%,28.6%,79.3%,14,35,6,10,7,17,3,29,10,38,22,1,4,40.0%,41.2%,60.0%
6516269,2025-11-03,2026,17570,Central Baptist,False,826,Little Rock,41,99,14,35,6,10,7,17,3,29,10,38,22,1,4,40.0%,41.2%,60.0%,35,80,23,29,6,21,23,42,17,7,18,23,3,43.8%,28.6%,79.3%
6516298,2025-11-03,2026,2591,Tarleton St.,True,1245,Schreiner,90,35,33,74,15,17,9,28,22,53,17,17,17,17,6,44.6%,32.1%,88.2%,12,53,7,12,4,20,11,31,6,31,15,6,2,22.6%,20.0%,58.3%
6516298,2025-11-03,2026,1245,Schreiner,False,2591,Tarleton St.,35,90,12,53,7,12,4,20,11,31,6,31,15,6,2,22.6%,20.0%,58.3%,33,74,15,17,9,28,22,53,17,17,17,17,6,44.6%,32.1%,88.2%
6516354,2025-11-03,2026,935,Purdue,True,2453,FDU,67,48,22,53,18,25,5,19,13,46,11,19,21,8,6,41.5%,26.3%,72.0%,17,62,9,15,5,26,12,30,8,19,22,6,3,27.4%,19.2%,60.0%
6516354,2025-11-03,2026,2453,FDU,False,935,Purdue,48,67,17,62,9,15,5,26,12,30,8,19,22,6,3,27.4%,19.2%,60.0%,22,53,18,25,5,19,13,46,11,19,21,8,6,41.5%,26.3%,72.0%
6516364,2025-11-03,2026,436,Marquette,True,497,Winthrop,89,57,31,64,16,18,11,30,17,48,27,21,14,7,1,48.4%,36.7%,88.9%,20,62,11,15,6,20,11,28,8,18,17,9,3,32.3%,30.0%,73.3%
6516364,2025-11-03,2026,497,Winthrop,False,436,Marquette,57,89,20,62,11,15,6,20,11,28,8,18,17,9,3,32.3%,30.0%,73.3%,31,64,16,18,11,30,17,48,27,21,14,7,1,48.4%,36.7%,88.9%
6516418,2025-11-03,2026,824,App State,True,847,Western Mich.,65,45,23,55,10,12,9,21,10,42,14,17,11,6,3,41.8%,42.9%,83.3%,17,58,4,5,7,25,10,33,12,18,15,9,1,29.3%,28.0%,80.0%
6516418,2025-11-03,2026,847,Western Mich.,False,824,App State,45,65,17,58,4,5,7,25,10,33,12,18,15,9,1,29.3%,28.0%,80.0%,23,55,10,12,9,21,10,42,14,17,11,6,3,41.8%,42.9%,83.3%
6516442,2025-11-03,2026,1653,Oklahoma,True,347,Belmont,84,67,33,71,15,30,3,23,18,61,22,18,20,6,5,46.5%,13.0%,50.0%,23,72,11,22,10,34,12,38,14,12,23,9,2,31.9%,29.4%,50.0%
6516442,2025-11-03,2026,347,Belmont,False,1653,Oklahoma,67,84,23,72,11,22,10,34,12,38,14,12,23,9,2,31.9%,29.4%,50.0%,33,71,15,30,3,23,18,61,22,18,20,6,5,46.5%,13.0%,50.0%
6516452,2025-11-03,2026,2165,Iowa,True,1334,Southern U.,86,51,30,58,22,28,4,18,18,52,22,24,17,10,5,51.7%,22.2%,78.6%,18,56,8,17,7,23,8,21,9,21,29,16,4,32.1%,30.4%,47.1%
6516452,2025-11-03,2026,1334,Southern U.,False,2165,Iowa,51,86,18,56,8,17,7,23,8,21,9,21,29,16,4,32.1%,30.4%,47.1%,30,58,22,28,4,18,18,52,22,24,17,10,5,51.7%,22.2%,78.6%
6516477,2025-11-03,2026,2160,Illinois St.,True,1093,Dayton,87,76,35,68,12,16,5,26,18,40,24,12,14,10,2,51.5%,19.2%,75.0%,30,57,9,15,7,17,10,27,14,15,19,5,4,52.6%,41.2%,60.0%
6516477,2025-11-03,2026,1093,Dayton,False,2160,Illinois St.,76,87,30,57,9,15,7,17,10,27,14,15,19,5,4,52.6%,41.2%,60.0%,35,68,12,16,5,26,18,40,24,12,14,10,2,51.5%,19.2%,75.0%
6516487,2025-11-03,2026,772,Kansas St.,True,1263,Omaha,100,35,40,73,10,14,10,32,17,45,25,11,18,19,2,54.8%,31.3%,71.4%,12,47,7,11,4,15,8,24,8,30,14,6,1,25.5%,26.7%,63.6%
6516487,2025-11-03,2026,1263,Omaha,False,772,Kansas St.,35,100,12,47,7,11,4,15,8,24,8,30,14,6,1,25.5%,26.7%,63.6%,40,73,10,14,10,32,17,45,25,11,18,19,2,54.8%,31.3%,71.4%
6516492,2025-11-03,2026,2668,Tennessee Tech,True,53995,Cumberlands (KY),92,67,30,61,22,33,10,22,8,34,14,13,33,5,1,49.2%,45.5%,66.7%,16,50,32,50,3,11,13,39,8,20,26,5,7,32.0%,27.3%,64.0%
6516492,2025-11-03,2026,53995,Cumberlands (KY),False,2668,Tennessee Tech,67,92,16,50,32,50,3,11,13,39,8,20,26,5,7,32.0%,27.3%,64.0%,30,61,22,33,10,22,8,34,14,13,33,5,1,49.2%,45.5%,66.7%
6516526,2025-11-03,2026,916,North Texas,True,202153,Okla. Christian,106,36,38,64,18,23,12,22,14,37,21,6,13,7,2,59.4%,54.5%,78.3%,14,44,2,7,6,20,9,24,9,26,26,1,1,31.8%,30.0%,28.6%
6516526,2025-11-03,2026,202153,Okla. Christian,False,916,North Texas,36,106,14,44,2,7,6,20,9,24,9,26,26,1,1,31.8%,30.0%,28.6%,38,64,18,23,12,22,14,37,21,6,13,7,2,59.4%,54.5%,78.3%
6516536,2025-11-03,2026,849,Wichita St.,True,2173,Lincoln (MO),96,42,36,63,16,28,8,20,13,47,24,22,23,21,1,57.1%,40.0%,57.1%,11,49,15,26,5,29,9,28,6,31,23,6,2,22.4%,17.2%,57.7%
6516536,2025-11-03,2026,2173,Lincoln (MO),False,849,Wichita St.,42,96,11,49,15,26,5,29,9,28,6,31,23,6,2,22.4%,17.2%,57.7%,36,63,16,28,8,20,13,47,24,22,23,21,1,57.1%,40.0%,57.1%
6516557,2025-11-03,2026,442,McNeese,True,54114,Pensacola Christian,100,38,37,84,14,18,12,28,19,44,26,7,12,22,1,44.0%,42.9%,77.8%,16,41,2,4,4,22,1,32,7,35,14,3,1,39.0%,18.2%,50.0%
6516557,2025-11-03,2026,54114,Pensacola Christian,False,442,McNeese,38,100,16,41,2,4,4,22,1,32,7,35,14,3,1,39.0%,18.2%,50.0%,37,84,14,18,12,28,19,44,26,7,12,22,1,44.0%,42.9%,77.8%
6516576,2025-11-03,2026,289,Texas,True,1414,UIW,123,51,51,78,14,17,7,17,14,46,16,11,28,13,5,65.4%,41.2%,82.3%,13,47,22,32,3,17,7,23,2,25,17,2,1,27.7%,17.6%,68.8%
6516576,2025-11-03,2026,1414,UIW,False,289,Texas,51,123,13,47,22,32,3,17,7,23,2,25,17,2,1,27.7%,17.6%,68.8%,51,78,14,17,7,17,14,46,16,11,28,13,5,65.4%,41.2%,82.3%
6516579,2025-11-03,2026,2232,Green Bay,True,501,Wis.-Stevens Point,85,37,31,58,16,26,7,18,10,52,27,11,11,7,3,53.4%,38.9%,61.5%,15,62,2,11,5,25,8,31,5,11,25,9,2,24.2%,20.0%,18.2%
6516579,2025-11-03,2026,501,Wis.-Stevens Point,False,2232,Green Bay,37,85,15,62,2,11,5,25,8,31,5,11,25,9,2,24.2%,20.0%,18.2%,31,58,16,26,7,18,10,52,27,11,11,7,3,53.4%,38.9%,61.5%
6516601,2025-11-03,2026,100,Memphis,True,2394,Ark.-Pine Bluff,64,69,27,74,5,14,5,28,15,46,15,18,30,8,4,36.5%,17.9%,35.7%,22,70,19,36,6,17,25,62,14,17,15,7,2,31.4%,35.3%,52.8%
6516601,2025-11-03,2026,2394,Ark.-Pine Bluff,False,100,Memphis,69,64,22,70,19,36,6,17,25,62,14,17,15,7,2,31.4%,35.3%,52.8%,27,74,5,14,5,28,15,46,15,18,30,8,4,36.5%,17.9%,35.7%
6516644,2025-11-03,2026,2138,Florida,True,2398,North Florida,96,62,35,65,21,28,5,21,13,38,15,17,18,19,3,53.8%,23.8%,75.0%,23,53,10,14,6,17,8,28,11,31,26,6,2,43.4%,35.3%,71.4%
6516644,2025-11-03,2026,2398,North Florida,False,2138,Florida,62,96,23,53,10,14,6,17,8,28,11,31,26,6,2,43.4%,35.3%,71.4%,35,65,21,28,5,21,13,38,15,17,18,19,3,53.8%,23.8%,75.0%
