gameId,date,season,teamId,team,isHome,opponentId,opponent,team_points,opp_points,team_fieldGoalsMade,team_fieldGoalsAttempted,team_freeThrowsMade,team_freeThrowsAttempted,team_threePointsMade,team_threePointsAttempted,team_offensiveRebounds,team_totalRebounds,team_assists,team_turnovers,team_personalFouls,team_steals,team_blockedShots,team_fieldGoalPercentage,team_threePointPercentage,team_freeThrowPercentage,opp_fieldGoalsMade,opp_fieldGoalsAttempted,opp_freeThrowsMade,opp_freeThrowsAttempted,opp_threePointsMade,opp_threePointsAttempted,opp_offensiveRebounds,opp_totalRebounds,opp_assists,opp_turnovers,opp_personalFouls,opp_steals,opp_blockedShots,opp_fieldGoalPercentage,opp_threePointPercentage,opp_freeThrowPercentage
6531806,2025-11-01,2026,2378,FGCU,True,2695,Lynn,85,74,28,67,24,34,5,23,16,45,11,14,14,11,2,41.8%,21.7%,70.6%,29,64,6,10,10,32,9,36,13,23,26,2,4,45.3%,31.3%,60.0%
6531806,2025-11-01,2026,2695,Lynn,False,2378,FGCU,74,85,29,64,6,10,10,32,9,36,13,23,26,2,4,45.3%,31.3%,60.0%,28,67,24,34,5,23,16,45,11,14,14,11,2,41.8%,21.7%,70.6%
6531810,2025-11-01,2026,2413,Long Beach St.,True,18525,Point Loma,71,74,29,63,8,15,5,16,9,38,14,18,22,10,4,46.0%,31.3%,53.3%,30,63,9,18,5,19,6,32,20,13,17,11,6,47.6%,26.3%,50.0%
6531810,2025-11-01,2026,18525,Point Loma,False,2413,Long Beach St.,74,71,30,63,9,18,5,19,6,32,20,13,17,11,6,47.6%,26.3%,50.0%,29,63,8,15,5,16,9,38,14,18,22,10,4,46.0%,31.3%,53.3%
6515061,2025-11-03,2026,1489,George Washington,True,730,Dist. Columbia,86,47,32,61,7,9,15,27,14,38,23,19,17,8,1,52.5%,55.6%,77.8%,17,46,8,12,5,14,6,20,8,22,14,3,3,37.0%,35.7%,66.7%
6515061,2025-11-03,2026,730,Dist. Columbia,False,1489,George Washington,47,86,17,46,8,12,5,14,6,20,8,22,14,3,3,37.0%,35.7%,66.7%,32,61,7,9,15,27,14,38,23,19,17,8,1,52.5%,55.6%,77.8%
6515072,2025-11-03,2026,214,UNI,True,2284,North Dakota St.,49,63,16,52,14,27,3,9,11,40,7,17,22,3,7,30.8%,33.3%,51.8%,20,59,16,22,7,28,13,45,8,11,23,10,6,33.9%,25.0%,72.7%
6515072,2025-11-03,2026,2284,North Dakota St.,False,214,UNI,63,49,20,59,16,22,7,28,13,45,8,11,23,10,6,33.9%,25.0%,72.7%,16,52,14,27,3,9,11,40,7,17,22,3,7,30.8%,33.3%,51.8%
6515075,2025-11-03,2026,2093,UC Davis,True,1388741,Jessup,72,35,28,69,7,9,9,34,14,57,16,11,14,7,8,40.6%,26.5%,77.8%,10,60,12,21,3,18,10,34,4,9,12,8,1,16.7%,16.7%,57.1%
6515075,2025-11-03,2026,1388741,Jessup,False,2093,UC Davis,35,72,10,60,12,21,3,18,10,34,4,9,12,8,1,16.7%,16.7%,57.1%,28,69,7,9,9,34,14,57,16,11,14,7,8,40.6%,26.5%,77.8%
6515099,2025-11-03,2026,144,Milwaukee,True,432,Loyola Chicago,55,59,16,42,20,29,3,17,12,40,6,24,21,4,3,38.1%,17.6%,69.0%,23,61,9,18,4,19,14,32,9,12,23,12,5,37.7%,21.1%,50.0%
6515099,2025-11-03,2026,432,Loyola Chicago,False,144,Milwaukee,59,55,23,61,9,18,4,19,14,32,9,12,23,12,5,37.7%,21.1%,50.0%,16,42,20,29,3,17,12,40,6,24,21,4,3,38.1%,17.6%,69.0%
6515153,2025-11-03,2026,96,UMBC,True,2042,Stevenson,90,49,33,70,19,25,5,21,21,43,17,23,21,19,6,47.1%,23.8%,76.0%,17,44,13,20,2,12,8,29,6,36,22,8,2,38.6%,16.7%,65.0%
6515153,2025-11-03,2026,2042,Stevenson,False,96,UMBC,49,90,17,44,13,20,2,12,8,29,6,36,22,8,2,38.6%,16.7%,65.0%,33,70,19,25,5,21,21,43,17,23,21,19,6,47.1%,23.8%,76.0%
6515164,2025-11-03,2026,2650,South Fla.,True,2136,FIU,81,56,28,73,22,32,3,21,24,52,16,13,22,9,4,38.4%,14.3%,68.8%,18,53,14,23,6,20,10,36,9,23,25,5,2,34.0%,30.0%,60.9%
6515164,2025-11-03,2026,2136,FIU,False,2650,South Fla.,56,81,18,53,14,23,6,20,10,36,9,23,25,5,2,34.0%,30.0%,60.9%,28,73,22,32,3,21,24,52,16,13,22,9,4,38.4%,14.3%,68.8%
6515190,2025-11-03,2026,618,Southern Miss.,True,566,NIU,77,56,28,71,9,9,12,23,15,44,18,10,14,8,4,39.4%,52.2%,100.0%,19,50,13,17,5,19,5,33,10,18,13,5,3,38.0%,26.3%,76.5%
6515190,2025-11-03,2026,566,NIU,False,618,Southern Miss.,56,77,19,50,13,17,5,19,5,33,10,18,13,5,3,38.0%,26.3%,76.5%,28,71,9,9,12,23,15,44,18,10,14,8,4,39.4%,52.2%,100.0%
6515228,2025-11-03,2026,1182,Arizona St.,True,1456,Coppin St.,67,53,26,63,13,18,2,19,18,36,18,23,23,19,5,41.3%,10.5%,72.2%,18,40,10,22,7,14,9,31,13,33,19,8,2,45.0%,50.0%,45.5%
6515228,2025-11-03,2026,1456,Coppin St.,False,1182,Arizona St.,53,67,18,40,10,22,7,14,9,31,13,33,19,8,2,45.0%,50.0%,45.5%,26,63,13,18,2,19,18,36,18,23,23,19,5,41.3%,10.5%,72.2%
6515305,2025-11-03,2026,1710,Army West Point,True,576,Pace,86,50,35,71,2,5,14,41,15,43,28,10,11,6,3,49.3%,34.2%,40.0%,19,48,7,8,5,12,1,22,7,16,9,5,1,39.6%,41.7%,87.5%
6515305,2025-11-03,2026,576,Pace,False,1710,Army West Point,50,86,19,48,7,8,5,12,1,22,7,16,9,5,1,39.6%,41.7%,87.5%,35,71,2,5,14,41,15,43,28,10,11,6,3,49.3%,34.2%,40.0%
6515348,2025-11-03,2026,694,Queens (NC),True,1910,Gardner-Webb,58,47,21,54,11,17,5,29,18,46,15,25,21,12,5,38.9%,17.2%,64.7%,15,56,13,22,4,18,13,28,10,17,17,13,2,26.8%,22.2%,59.1%
6515348,2025-11-03,2026,1910,Gardner-Webb,False,694,Queens (NC),47,58,15,56,13,22,4,18,13,28,10,17,17,13,2,26.8%,22.2%,59.1%,21,54,11,17,5,29,18,46,15,25,21,12,5,38.9%,17.2%,64.7%
6515360,2025-11-03,2026,2325,Sam Houston,True,51949,Southwestern Christ.,58,39,21,78,14,29,2,15,32,56,9,23,22,13,1,26.9%,13.3%,48.3%,11,33,15,23,2,11,2,33,7,36,23,11,6,33.3%,18.2%,65.2%
6515360,2025-11-03,2026,51949,Southwestern Christ.,False,2325,Sam Houston,39,58,11,33,15,23,2,11,2,33,7,36,23,11,6,33.3%,18.2%,65.2%,21,78,14,29,2,15,32,56,9,23,22,13,1,26.9%,13.3%,48.3%
6515377,2025-11-03,2026,1692,Southeastern La.,True,12,Centenary (LA),105,49,34,67,32,41,5,18,17,42,17,7,10,16,3,50.7%,27.8%,78.0%,18,49,6,12,7,26,8,29,9,29,32,2,1,36.7%,26.9%,50.0%
6515377,2025-11-03,2026,12,Centenary (LA),False,1692,Southeastern La.,49,105,18,49,6,12,7,26,8,29,9,29,32,2,1,36.7%,26.9%,50.0%,34,67,32,41,5,18,17,42,17,7,10,16,3,50.7%,27.8%,78.0%
6515404,2025-11-03,2026,2500,Marshall,True,1193,Buffalo,53,39,22,65,1,1,8,33,17,43,14,23,14,13,2,33.9%,24.2%,100.0%,17,53,2,6,3,14,11,37,7,26,10,12,4,32.1%,21.4%,33.3%
6515404,2025-11-03,2026,1193,Buffalo,False,2500,Marshall,39,53,17,53,2,6,3,14,11,37,7,26,10,12,4,32.1%,21.4%,33.3%,22,65,1,1,8,33,17,43,14,23,14,13,2,33.9%,24.2%,100.0%
6515425,2025-11-03,2026,2687,Washington St.,True,66,Idaho,85,87,30,59,17,27,8,20,11,34,13,21,27,8,3,50.8%,40.0%,63.0%,29,68,21,28,8,20,20,44,9,21,26,11,6,42.6%,40.0%,75.0%
6515425,2025-11-03,2026,66,Idaho,False,2687,Washington St.,87,85,29,68,21,28,8,20,20,44,9,21,26,11,6,42.6%,40.0%,75.0%,30,59,17,27,8,20,11,34,13,21,27,8,3,50.8%,40.0%,63.0%
6515476,2025-11-03,2026,202147,California Baptist,True,2096,UC Riverside,56,53,17,69,16,24,6,30,18,60,11,12,18,11,10,24.6%,20.0%,66.7%,19,65,6,12,9,25,9,47,10,14,14,2,4,29.2%,36.0%,50.0%
6515476,2025-11-03,2026,2096,UC Riverside,False,202147,California Baptist,53,56,19,65,6,12,9,25,9,47,10,14,14,2,4,29.2%,36.0%,50.0%,17,69,16,24,6,30,18,60,11,12,18,11,10,24.6%,20.0%,66.7%
6515504,2025-11-03,2026,420,James Madison,True,422,Kent St.,80,48,28,69,17,23,7,28,12,43,12,14,22,16,4,40.6%,25.0%,73.9%,15,59,17,23,1,16,17,49,7,25,20,5,2,25.4%,6.3%,73.9%
6515504,2025-11-03,2026,422,Kent St.,False,420,James Madison,48,80,15,59,17,23,1,16,17,49,7,25,20,5,2,25.4%,6.3%,73.9%,28,69,17,23,7,28,12,43,12,14,22,16,4,40.6%,25.0%,73.9%
6515522,2025-11-03,2026,50,Ga. Southern,True,16,Central Mich.,98,72,37,63,11,18,13,24,9,29,22,10,20,7,3,58.7%,54.2%,61.1%,28,56,15,20,1,7,10,31,7,16,19,3,3,50.0%,14.3%,75.0%
6515522,2025-11-03,2026,16,Central Mich.,False,50,Ga. Southern,72,98,28,56,15,20,1,7,10,31,7,16,19,3,3,50.0%,14.3%,75.0%,37,63,11,18,13,24,9,29,22,10,20,7,3,58.7%,54.2%,61.1%
6515542,2025-11-03,2026,222,Oklahoma St.,True,1272,New Orleans,109,48,41,75,10,12,17,40,23,54,29,21,11,14,6,54.7%,42.5%,83.3%,19,55,7,12,3,15,7,18,5,24,20,10,0,34.5%,20.0%,58.3%
6515542,2025-11-03,2026,1272,New Orleans,False,222,Oklahoma St.,48,109,19,55,7,12,3,15,7,18,5,24,20,10,0,34.5%,20.0%,58.3%,41,75,10,12,17,40,23,54,29,21,11,14,6,54.7%,42.5%,83.3%
6515566,2025-11-03,2026,1069,UCF,True,124,Bethune-Cookman,75,36,28,59,15,22,4,16,14,45,20,23,21,12,6,47.5%,25.0%,68.2%,11,45,12,22,2,10,6,25,6,26,24,9,2,24.4%,20.0%,54.5%
6515566,2025-11-03,2026,124,Bethune-Cookman,False,1069,UCF,36,75,11,45,12,22,2,10,6,25,6,26,24,9,2,24.4%,20.0%,54.5%,28,59,15,22,4,16,14,45,20,23,21,12,6,47.5%,25.0%,68.2%
6515664,2025-11-03,2026,1339,Stonehill,True,841,Bridgewater St.,83,38,33,69,10,12,7,22,12,43,12,13,18,14,0,47.8%,31.8%,83.3%,13,43,9,17,3,17,4,30,5,30,13,5,3,30.2%,17.6%,52.9%
6515664,2025-11-03,2026,841,Bridgewater St.,False,1339,Stonehill,38,83,13,43,9,17,3,17,4,30,5,30,13,5,3,30.2%,17.6%,52.9%,33,69,10,12,7,22,12,43,12,13,18,14,0,47.8%,31.8%,83.3%
6515693,2025-11-03,2026,1352,Troy,True,2019,Toledo,88,51,35,75,11,17,7,19,11,42,16,20,21,9,6,46.7%,36.8%,64.7%,14,54,21,28,2,22,7,34,9,28,18,5,3,25.9%,9.1%,75.0%
6515693,2025-11-03,2026,2019,Toledo,False,1352,Troy,51,88,14,54,21,28,2,22,7,34,9,28,18,5,3,25.9%,9.1%,75.0%,35,75,11,17,7,19,11,42,16,20,21,9,6,46.7%,36.8%,64.7%
6515725,2025-11-03,2026,2658,Louisiana,True,1189,Bowling Green,67,82,28,67,7,14,4,15,16,34,7,20,24,7,2,41.8%,26.7%,50.0%,27,52,23,29,5,16,12,36,11,23,19,7,3,51.9%,31.3%,79.3%
6515725,2025-11-03,2026,1189,Bowling Green,False,2658,Louisiana,82,67,27,52,23,29,5,16,12,36,11,23,19,7,3,51.9%,31.3%,79.3%,28,67,7,14,4,15,16,34,7,20,24,7,2,41.8%,26.7%,50.0%
6515773,2025-11-03,2026,815,Alabama,True,280,Stetson,82,73,26,62,23,32,7,25,13,38,12,8,13,12,1,41.9%,28.0%,71.9%,26,52,9,14,12,23,5,32,15,17,26,5,4,50.0%,52.2%,64.3%
6515773,2025-11-03,2026,280,Stetson,False,815,Alabama,73,82,26,52,9,14,12,23,5,32,15,17,26,5,4,50.0%,52.2%,64.3%,26,62,23,32,7,25,13,38,12,8,13,12,1,41.9%,28.0%,71.9%
6515915,2025-11-03,2026,1056,Fresno St.,True,18532,Fresno Pacific,87,38,35,78,12,15,5,18,26,52,17,26,23,22,1,44.9%,27.8%,80.0%,11,49,15,20,1,17,13,29,1,37,18,9,2,22.4%,5.9%,75.0%
6515915,2025-11-03,2026,18532,Fresno Pacific,False,1056,Fresno St.,38,87,11,49,15,20,1,17,13,29,1,37,18,9,2,22.4%,5.9%,75.0%,35,78,12,15,5,18,26,52,17,26,23,22,1,44.9%,27.8%,80.0%
6515919,2025-11-03,2026,1638,North Ala.,True,1345,UT Martin,57,54,21,56,9,12,6,19,10,42,11,21,15,9,3,37.5%,31.6%,75.0%,18,61,14,16,4,14,9,34,7,17,14,13,3,29.5%,28.6%,87.5%
6515919,2025-11-03,2026,1345,UT Martin,False,1638,North Ala.,54,57,18,61,14,16,4,14,9,34,7,17,14,13,3,29.5%,28.6%,87.5%,21,56,9,12,6,19,10,42,11,21,15,9,3,37.5%,31.6%,75.0%
6515920,2025-11-03,2026,2271,North Carolina,True,562,N.C. Central,90,42,36,68,10,19,8,20,11,48,16,19,21,10,6,52.9%,40.0%,52.6%,15,57,7,16,5,14,4,20,7,19,19,5,3,26.3%,35.7%,43.8%
6515920,2025-11-03,2026,562,N.C. Central,False,2271,North Carolina,42,90,15,57,7,16,5,14,4,20,7,19,19,5,3,26.3%,35.7%,43.8%,36,68,10,19,8,20,11,48,16,19,21,10,6,52.9%,40.0%,52.6%
6515965,2025-11-03,2026,1024,IU Indy,True,69,Indiana St.,67,64,20,68,23,34,4,28,23,51,6,19,23,12,2,29.4%,14.3%,67.7%,24,62,14,20,2,23,13,41,12,24,27,4,5,38.7%,8.7%,70.0%
6515965,2025-11-03,2026,69,Indiana St.,False,1024,IU Indy,64,67,24,62,14,20,2,23,13,41,12,24,27,4,5,38.7%,8.7%,70.0%,20,68,23,34,4,28,23,51,6,19,23,12,2,29.4%,14.3%,67.7%
6515991,2025-11-03,2026,591,St. Bonaventure,True,95,Mansfield,82,34,30,69,14,22,8,25,22,56,16,16,16,7,6,43.5%,32.0%,63.6%,13,55,7,12,1,25,8,28,6,20,21,7,3,23.6%,4.0%,58.3%
6515991,2025-11-03,2026,95,Mansfield,False,591,St. Bonaventure,34,82,13,55,7,12,1,25,8,28,6,20,21,7,3,23.6%,4.0%,58.3%,30,69,14,22,8,25,22,56,16,16,16,7,6,43.5%,32.0%,63.6%
6515999,2025-11-03,2026,758,UIC,True,2309,Robert Morris,63,78,25,64,12,20,1,14,10,27,15,6,13,10,2,39.1%,7.1%,60.0%,32,60,7,11,7,20,8,38,18,15,19,4,2,53.3%,35.0%,63.6%
6515999,2025-11-03,2026,2309,Robert Morris,False,758,UIC,78,63,32,60,7,11,7,20,8,38,18,15,19,4,2,53.3%,35.0%,63.6%,25,64,12,20,1,14,10,27,15,6,13,10,2,39.1%,7.1%,60.0%
6516025,2025-11-03,2026,2477,Iowa St.,True,949,St. Thomas (MN),85,36,30,63,16,19,9,26,13,42,23,9,17,8,5,47.6%,34.6%,84.2%,12,48,10,15,2,19,10,29,2,20,20,4,2,25.0%,10.5%,66.7%
6516025,2025-11-03,2026,949,St. Thomas (MN),False,2477,Iowa St.,36,85,12,48,10,15,2,19,10,29,2,20,20,4,2,25.0%,10.5%,66.7%,30,63,16,19,9,26,13,42,23,9,17,8,5,47.6%,34.6%,84.2%
