season,seasonType,week,poll,rank,team,conference,points
2016,regular,5,AFCA Division II Coaches Poll,8,Tuskegee,SIAC,528
2016,regular,5,AFCA Division II Coaches Poll,9,Sioux Falls,Northern Sun,474
2016,regular,5,AFCA Division II Coaches Poll,10,Azusa Pacific,Great Northwest,436
2016,regular,5,AFCA Division II Coaches Poll,11,North Alabama,Gulf South,421
2016,regular,5,AFCA Division II Coaches Poll,12,West Georgia,Gulf South,387
2016,regular,5,AFCA Division II Coaches Poll,13,Colorado Mesa,Rocky Mountain,380
2016,regular,5,AFCA Division II Coaches Poll,14,Ferris State,GLIAC,352
2016,regular,5,AFCA Division II Coaches Poll,15,PennWest California,Pennsylvania State Athletic,315
2016,regular,5,AFCA Division II Coaches Poll,16,Harding University,Great American,312
2016,regular,5,AFCA Division II Coaches Poll,17,Ashland,GLIAC,305
2016,regular,5,AFCA Division II Coaches Poll,18,Emporia State University,Mid America,208
2016,regular,5,AFCA Division II Coaches Poll,19,Slippery Rock,Pennsylvania State Athletic,185
2016,regular,5,AFCA Division II Coaches Poll,20,Southwest Baptist,Great Lakes,148
2016,regular,5,AFCA Division II Coaches Poll,21,LIU Post,Northeast 10,134
2016,regular,5,AFCA Division II Coaches Poll,22,Assumption,Northeast 10,94
2016,regular,5,AFCA Division II Coaches Poll,23,Florida Tech,Gulf South,90
2016,regular,5,AFCA Division II Coaches Poll,24,UNC Pembroke,Independent DII,81
2016,regular,5,AFCA Division II Coaches Poll,25,Valdosta State,Gulf South,73
2016,regular,5,AFCA Division II Coaches Poll,25,Bemidji State,Northern Sun,73
2016,regular,5,AP Top 25,1,Alabama,SEC,1511
2016,regular,5,AP Top 25,2,Ohio State,Big Ten,1440
2016,regular,5,AP Top 25,3,Louisville,ACC,1409
2016,regular,5,AP Top 25,4,Michigan,Big Ten,1292
2016,regular,5,AP Top 25,5,Clemson,ACC,1267
2016,regular,5,AP Top 25,6,Houston,American Athletic,1239
2016,regular,5,AP Top 25,7,Stanford,Pac-12,1166
2016,regular,5,AP Top 25,8,Wisconsin,Big Ten,1084
2016,regular,5,AP Top 25,9,Texas A&M,SEC,1036
2016,regular,5,AP Top 25,10,Washington,Pac-12,986
2016,regular,5,AP Top 25,11,Tennessee,SEC,909
2016,regular,5,AP Top 25,12,Florida State,ACC,804
2016,regular,5,AP Top 25,13,Baylor,Big 12,729
2016,regular,5,AP Top 25,14,Miami,ACC,696
2016,regular,5,AP Top 25,15,Nebraska,Big Ten,640
2016,regular,5,AP Top 25,16,Ole Miss,SEC,540
2016,regular,5,AP Top 25,17,Michigan State,Big Ten,527
2016,regular,5,AP Top 25,18,Utah,Pac-12,493
2016,regular,5,AP Top 25,19,San Diego State,Mountain West,304
2016,regular,5,AP Top 25,20,Arkansas,SEC,241
2016,regular,5,AP Top 25,21,TCU,Big 12,239
2016,regular,5,AP Top 25,22,Texas,Big 12,217
2016,regular,5,AP Top 25,23,Florida,SEC,176
2016,regular,5,AP Top 25,24,Boise State,Mountain West,163
2016,regular,5,AP Top 25,25,Georgia,SEC,142
2016,regular,5,Coaches Poll,1,Alabama,SEC,1597
2016,regular,5,Coaches Poll,2,Ohio State,Big Ten,1506
2016,regular,5,Coaches Poll,3,Clemson,ACC,1440
2016,regular,5,Coaches Poll,4,Louisville,ACC,1411
2016,regular,5,Coaches Poll,5,Michigan,Big Ten,1333
2016,regular,5,Coaches Poll,6,Stanford,Pac-12,1269
2016,regular,5,Coaches Poll,7,Houston,American Athletic,1250
2016,regular,5,Coaches Poll,8,Wisconsin,Big Ten,1127
2016,regular,5,Coaches Poll,9,Washington,Pac-12,1049
2016,regular,5,Coaches Poll,10,Texas A&M,SEC,1016
2016,regular,5,Coaches Poll,11,Tennessee,SEC,986
2016,regular,5,Coaches Poll,12,Florida State,ACC,843
2016,regular,5,Coaches Poll,13,Baylor,Big 12,797
2016,regular,5,Coaches Poll,14,Miami,ACC,664
2016,regular,5,Coaches Poll,15,Nebraska,Big Ten,649
2016,regular,5,Coaches Poll,16,Michigan State,Big Ten,597
2016,regular,5,Coaches Poll,17,Ole Miss,SEC,558
2016,regular,5,Coaches Poll,18,Utah,Pac-12,504
2016,regular,5,Coaches Poll,19,TCU,Big 12,330
2016,regular,5,Coaches Poll,20,Georgia,SEC,271
2016,regular,5,Coaches Poll,21,Florida,SEC,254
2016,regular,5,Coaches Poll,22,Arkansas,SEC,197
2016,regular,5,Coaches Poll,23,North Carolina,ACC,173
2016,regular,5,Coaches Poll,24,San Diego State,Mountain West,156
2016,regular,5,Coaches Poll,25,Texas,Big 12,142
2016,regular,5,FCS Coaches Poll,1,North Dakota State,MVFC,650
2016,regular,5,FCS Coaches Poll,2,Sam Houston,Southland,610
2016,regular,5,FCS Coaches Poll,3,Chattanooga,Southern,587
2016,regular,5,FCS Coaches Poll,4,Jacksonville State,OVC,575
2016,regular,5,FCS Coaches Poll,5,Eastern Washington,Big Sky,541
2016,regular,5,FCS Coaches Poll,6,James Madison,CAA,494
2016,regular,5,FCS Coaches Poll,7,Richmond,CAA,479
2016,regular,5,FCS Coaches Poll,8,Charleston Southern,Big South,425
2016,regular,5,FCS Coaches Poll,8,Western Illinois,MVFC,425
2016,regular,5,FCS Coaches Poll,10,The Citadel,Southern,411
2016,regular,5,FCS Coaches Poll,11,Montana,Big Sky,356
2016,regular,5,FCS Coaches Poll,12,Northern Iowa,MVFC,331
2016,regular,5,FCS Coaches Poll,13,Eastern Illinois,OVC,323
2016,regular,5,FCS Coaches Poll,14,Villanova,CAA,312
2016,regular,5,FCS Coaches Poll,15,Youngstown State,MVFC,236
2016,regular,5,FCS Coaches Poll,16,South Dakota State,MVFC,191
2016,regular,5,FCS Coaches Poll,17,William & Mary,CAA,189
2016,regular,5,FCS Coaches Poll,18,Cal Poly,Big Sky,184
2016,regular,5,FCS Coaches Poll,19,Harvard,Ivy,169
2016,regular,5,FCS Coaches Poll,20,Illinois State,MVFC,165
2016,regular,5,FCS Coaches Poll,21,UAlbany,CAA,161
2016,regular,5,FCS Coaches Poll,22,McNeese,Southland,145
2016,regular,5,FCS Coaches Poll,23,North Carolina A&T,MEAC,127
2016,regular,5,FCS Coaches Poll,24,Southern Utah,Big Sky,88
2016,regular,5,FCS Coaches Poll,25,Colgate,Patriot,53
2016,regular,6,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,6,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,717
2016,regular,6,AFCA Division II Coaches Poll,3,Shepherd,Mountain East,686
2016,regular,6,AFCA Division II Coaches Poll,4,Midwestern State,Lone Star,665
2016,regular,6,AFCA Division II Coaches Poll,5,Tuskegee,SIAC,613
2016,regular,6,AFCA Division II Coaches Poll,6,Sioux Falls,Northern Sun,588
2016,regular,6,AFCA Division II Coaches Poll,7,PennWest California,Pennsylvania State Athletic,542
2016,regular,6,AFCA Division II Coaches Poll,8,Harding University,Great American,514
2016,regular,6,AFCA Division II Coaches Poll,9,East Texas A&M,Lone Star,485
2016,regular,6,AFCA Division II Coaches Poll,10,North Alabama,Gulf South,459
2016,regular,6,AFCA Division II Coaches Poll,11,Ashland,GLIAC,428
2016,regular,6,AFCA Division II Coaches Poll,12,Emporia State University,Mid America,364
2016,regular,6,AFCA Division II Coaches Poll,13,Indiana-Pennsylvania,Pennsylvania State Athletic,358
2016,regular,6,AFCA Division II Coaches Poll,14,LIU Post,Northeast 10,339
2016,regular,6,AFCA Division II Coaches Poll,15,Henderson State,Great American,319
2016,regular,6,AFCA Division II Coaches Poll,16,Slippery Rock,Pennsylvania State Athletic,304
2016,regular,6,AFCA Division II Coaches Poll,17,Valdosta State,Gulf South,253
2016,regular,6,AFCA Division II Coaches Poll,18,Assumption,Northeast 10,200
2016,regular,6,AFCA Division II Coaches Poll,19,Azusa Pacific,Great Northwest,179
2016,regular,6,AFCA Division II Coaches Poll,20,Florida Tech,Gulf South,149
2016,regular,6,AFCA Division II Coaches Poll,21,UNC Pembroke,Independent DII,148
2016,regular,6,AFCA Division II Coaches Poll,22,Bemidji State,Northern Sun,132
2016,regular,6,AFCA Division II Coaches Poll,23,Colorado Mesa,Rocky Mountain,118
2016,regular,6,AFCA Division II Coaches Poll,24,West Georgia,Gulf South,90
2016,regular,6,AFCA Division II Coaches Poll,25,Wayne State (MI),GLIAC,85
2016,regular,6,AP Top 25,1,Alabama,SEC,1514
2016,regular,6,AP Top 25,2,Ohio State,Big Ten,1451
2016,regular,6,AP Top 25,3,Clemson,ACC,1403
2016,regular,6,AP Top 25,4,Michigan,Big Ten,1334
2016,regular,6,AP Top 25,5,Washington,Pac-12,1234
2016,regular,6,AP Top 25,6,Houston,American Athletic,1233
2016,regular,6,AP Top 25,7,Louisville,ACC,1160
2016,regular,6,AP Top 25,8,Texas A&M,SEC,1113
2016,regular,6,AP Top 25,9,Tennessee,SEC,1045
2016,regular,6,AP Top 25,10,Miami,ACC,909
2016,regular,6,AP Top 25,11,Wisconsin,Big Ten,882
2016,regular,6,AP Top 25,12,Nebraska,Big Ten,821
2016,regular,6,AP Top 25,13,Baylor,Big 12,805
2016,regular,6,AP Top 25,14,Ole Miss,SEC,712
2016,regular,6,AP Top 25,15,Stanford,Pac-12,711
2016,regular,6,AP Top 25,16,Arkansas,SEC,528
2016,regular,6,AP Top 25,17,North Carolina,ACC,497
2016,regular,6,AP Top 25,18,Florida,SEC,391
2016,regular,6,AP Top 25,19,Boise State,Mountain West,385
2016,regular,6,AP Top 25,20,Oklahoma,Big 12,324
2016,regular,6,AP Top 25,21,Colorado,Pac-12,276
2016,regular,6,AP Top 25,22,West Virginia,Big 12,240
2016,regular,6,AP Top 25,23,Florida State,ACC,230
2016,regular,6,AP Top 25,24,Utah,Pac-12,86
2016,regular,6,AP Top 25,25,Virginia Tech,ACC,85
2016,regular,6,Coaches Poll,1,Alabama,SEC,1544
2016,regular,6,Coaches Poll,2,Ohio State,Big Ten,1474
2016,regular,6,Coaches Poll,3,Clemson,ACC,1437
2016,regular,6,Coaches Poll,4,Michigan,Big Ten,1348
2016,regular,6,Coaches Poll,5,Houston,American Athletic,1256
2016,regular,6,Coaches Poll,6,Washington,Pac-12,1250
2016,regular,6,Coaches Poll,7,Texas A&M,SEC,1132
2016,regular,6,Coaches Poll,8,Louisville,ACC,1105
2016,regular,6,Coaches Poll,9,Tennessee,SEC,1101
2016,regular,6,Coaches Poll,10,Miami,ACC,902
2016,regular,6,Coaches Poll,11,Baylor,Big 12,876
2016,regular,6,Coaches Poll,12,Nebraska,Big Ten,860
2016,regular,6,Coaches Poll,13,Wisconsin,Big Ten,844
2016,regular,6,Coaches Poll,14,Ole Miss,SEC,671
2016,regular,6,Coaches Poll,15,Stanford,Pac-12,635
2016,regular,6,Coaches Poll,16,North Carolina,ACC,587
2016,regular,6,Coaches Poll,17,Arkansas,SEC,525
2016,regular,6,Coaches Poll,18,Florida,SEC,490
2016,regular,6,Coaches Poll,19,Boise State,Mountain West,341
2016,regular,6,Coaches Poll,20,West Virginia,Big 12,309
2016,regular,6,Coaches Poll,21,Florida State,ACC,257
2016,regular,6,Coaches Poll,22,Oklahoma,Big 12,228
2016,regular,6,Coaches Poll,23,Colorado,Pac-12,144
2016,regular,6,Coaches Poll,24,Utah,Pac-12,117
2016,regular,6,Coaches Poll,25,Western Michigan,Mid-American,86
2016,regular,6,FCS Coaches Poll,1,North Dakota State,MVFC,650
2016,regular,6,FCS Coaches Poll,2,Sam Houston,Southland,615
2016,regular,6,FCS Coaches Poll,3,Chattanooga,Southern,588
2016,regular,6,FCS Coaches Poll,4,Jacksonville State,OVC,566
2016,regular,6,FCS Coaches Poll,5,Eastern Washington,Big Sky,559
2016,regular,6,FCS Coaches Poll,6,James Madison,CAA,511
2016,regular,6,FCS Coaches Poll,7,Richmond,CAA,474
2016,regular,6,FCS Coaches Poll,8,Charleston Southern,Big South,462
2016,regular,6,FCS Coaches Poll,9,The Citadel,Southern,434
2016,regular,6,FCS Coaches Poll,10,Montana,Big Sky,417
2016,regular,6,FCS Coaches Poll,11,Northern Iowa,MVFC,371
2016,regular,6,FCS Coaches Poll,12,Villanova,CAA,353
2016,regular,6,FCS Coaches Poll,13,Youngstown State,MVFC,307
2016,regular,6,FCS Coaches Poll,14,Western Illinois,MVFC,276
2016,regular,6,FCS Coaches Poll,15,South Dakota State,MVFC,273
2016,regular,6,FCS Coaches Poll,16,Harvard,Ivy,227
2016,regular,6,FCS Coaches Poll,17,UAlbany,CAA,216
2016,regular,6,FCS Coaches Poll,18,North Carolina A&T,MEAC,204
2016,regular,6,FCS Coaches Poll,19,McNeese,Southland,184
2016,regular,6,FCS Coaches Poll,20,Eastern Illinois,OVC,135
2016,regular,6,FCS Coaches Poll,21,North Dakota,Big Sky,131
2016,regular,6,FCS Coaches Poll,22,Cal Poly,Big Sky,87
2016,regular,6,FCS Coaches Poll,23,Illinois State,MVFC,73
2016,regular,6,FCS Coaches Poll,24,Central Arkansas,Southland,63
2016,regular,6,FCS Coaches Poll,25,Grambling,SWAC,55
2016,regular,7,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,7,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,717
2016,regular,7,AFCA Division II Coaches Poll,3,Shepherd,Mountain East,689
2016,regular,7,AFCA Division II Coaches Poll,4,Midwestern State,Lone Star,660
2016,regular,7,AFCA Division II Coaches Poll,5,Tuskegee,SIAC,619
2016,regular,7,AFCA Division II Coaches Poll,6,Sioux Falls,Northern Sun,596
2016,regular,7,AFCA Division II Coaches Poll,7,Harding University,Great American,537
2016,regular,7,AFCA Division II Coaches Poll,8,PennWest California,Pennsylvania State Athletic,536
2016,regular,7,AFCA Division II Coaches Poll,9,East Texas A&M,Lone Star,496
2016,regular,7,AFCA Division II Coaches Poll,10,North Alabama,Gulf South,494
2016,regular,7,AFCA Division II Coaches Poll,11,Ashland,GLIAC,458
2016,regular,7,AFCA Division II Coaches Poll,12,Emporia State University,Mid America,390
2016,regular,7,AFCA Division II Coaches Poll,13,Indiana-Pennsylvania,Pennsylvania State Athletic,387
2016,regular,7,AFCA Division II Coaches Poll,14,LIU Post,Northeast 10,343
2016,regular,7,AFCA Division II Coaches Poll,15,Henderson State,Great American,333
2016,regular,7,AFCA Division II Coaches Poll,16,Valdosta State,Gulf South,294
2016,regular,7,AFCA Division II Coaches Poll,17,Azusa Pacific,Great Northwest,239
2016,regular,7,AFCA Division II Coaches Poll,18,Assumption,Northeast 10,230
2016,regular,7,AFCA Division II Coaches Poll,19,Florida Tech,Gulf South,203
2016,regular,7,AFCA Division II Coaches Poll,20,UNC Pembroke,Independent DII,181
2016,regular,7,AFCA Division II Coaches Poll,21,Bemidji State,Northern Sun,148
2016,regular,7,AFCA Division II Coaches Poll,22,Wayne State (MI),GLIAC,141
2016,regular,7,AFCA Division II Coaches Poll,23,Fairmont State,Mountain East,87
2016,regular,7,AFCA Division II Coaches Poll,24,Minnesota Duluth,Northern Sun,56
2016,regular,7,AFCA Division II Coaches Poll,25,Ferris State,GLIAC,53
2016,regular,7,AP Top 25,1,Alabama,SEC,1520
2016,regular,7,AP Top 25,2,Ohio State,Big Ten,1444
2016,regular,7,AP Top 25,3,Clemson,ACC,1406
2016,regular,7,AP Top 25,4,Michigan,Big Ten,1339
2016,regular,7,AP Top 25,5,Washington,Pac-12,1286
2016,regular,7,AP Top 25,6,Texas A&M,SEC,1202
2016,regular,7,AP Top 25,7,Louisville,ACC,1193
2016,regular,7,AP Top 25,8,Wisconsin,Big Ten,1020
2016,regular,7,AP Top 25,9,Tennessee,SEC,962
2016,regular,7,AP Top 25,10,Nebraska,Big Ten,958
2016,regular,7,AP Top 25,11,Baylor,Big 12,934
2016,regular,7,AP Top 25,12,Ole Miss,SEC,800
2016,regular,7,AP Top 25,13,Houston,American Athletic,701
2016,regular,7,AP Top 25,14,Florida State,ACC,628
2016,regular,7,AP Top 25,15,Boise State,Mountain West,590
2016,regular,7,AP Top 25,16,Miami,ACC,576
2016,regular,7,AP Top 25,17,Virginia Tech,ACC,546
2016,regular,7,AP Top 25,18,Florida,SEC,483
2016,regular,7,AP Top 25,19,Oklahoma,Big 12,476
2016,regular,7,AP Top 25,20,West Virginia,Big 12,424
2016,regular,7,AP Top 25,21,Utah,Pac-12,287
2016,regular,7,AP Top 25,22,Arkansas,SEC,203
2016,regular,7,AP Top 25,23,Auburn,SEC,166
2016,regular,7,AP Top 25,24,Western Michigan,Mid-American,154
2016,regular,7,AP Top 25,25,Navy,American Athletic,122
2016,regular,7,Coaches Poll,1,Alabama,SEC,1570
2016,regular,7,Coaches Poll,2,Ohio State,Big Ten,1504
2016,regular,7,Coaches Poll,3,Clemson,ACC,1455
2016,regular,7,Coaches Poll,4,Michigan,Big Ten,1370
2016,regular,7,Coaches Poll,5,Washington,Pac-12,1329
2016,regular,7,Coaches Poll,6,Texas A&M,SEC,1256
2016,regular,7,Coaches Poll,7,Louisville,ACC,1201
2016,regular,7,Coaches Poll,8,Baylor,Big 12,1061
2016,regular,7,Coaches Poll,9,Nebraska,Big Ten,1052
2016,regular,7,Coaches Poll,10,Wisconsin,Big Ten,995
2016,regular,7,Coaches Poll,11,Tennessee,SEC,919
2016,regular,7,Coaches Poll,12,Houston,American Athletic,754
2016,regular,7,Coaches Poll,13,Ole Miss,SEC,746
2016,regular,7,Coaches Poll,14,Florida,SEC,661
2016,regular,7,Coaches Poll,15,Boise State,Mountain West,628
2016,regular,7,Coaches Poll,16,Florida State,ACC,584
2016,regular,7,Coaches Poll,17,Miami,ACC,580
2016,regular,7,Coaches Poll,18,West Virginia,Big 12,526
2016,regular,7,Coaches Poll,19,Virginia Tech,ACC,441
2016,regular,7,Coaches Poll,20,Oklahoma,Big 12,424
2016,regular,7,Coaches Poll,21,Utah,Pac-12,408
2016,regular,7,Coaches Poll,22,Arkansas,SEC,194
2016,regular,7,Coaches Poll,23,Western Michigan,Mid-American,185
2016,regular,7,Coaches Poll,24,Arizona State,Pac-12,116
2016,regular,7,Coaches Poll,25,LSU,SEC,81
2016,regular,7,FCS Coaches Poll,1,North Dakota State,MVFC,650
2016,regular,7,FCS Coaches Poll,2,Sam Houston,Southland,617
2016,regular,7,FCS Coaches Poll,3,Chattanooga,Southern,588
2016,regular,7,FCS Coaches Poll,4,Jacksonville State,OVC,577
2016,regular,7,FCS Coaches Poll,5,Eastern Washington,Big Sky,555
2016,regular,7,FCS Coaches Poll,6,James Madison,CAA,506
2016,regular,7,FCS Coaches Poll,7,Richmond,CAA,493
2016,regular,7,FCS Coaches Poll,8,Charleston Southern,Big South,440
2016,regular,7,FCS Coaches Poll,9,The Citadel,Southern,439
2016,regular,7,FCS Coaches Poll,10,Montana,Big Sky,413
2016,regular,7,FCS Coaches Poll,11,Villanova,CAA,376
2016,regular,7,FCS Coaches Poll,12,Youngstown State,MVFC,361
2016,regular,7,FCS Coaches Poll,13,Western Illinois,MVFC,301
2016,regular,7,FCS Coaches Poll,14,South Dakota State,MVFC,299
2016,regular,7,FCS Coaches Poll,15,Harvard,Ivy,266
2016,regular,7,FCS Coaches Poll,16,North Carolina A&T,MEAC,241
2016,regular,7,FCS Coaches Poll,17,Eastern Illinois,OVC,207
2016,regular,7,FCS Coaches Poll,18,North Dakota,Big Sky,202
2016,regular,7,FCS Coaches Poll,19,UAlbany,CAA,178
2016,regular,7,FCS Coaches Poll,20,Cal Poly,Big Sky,133
2016,regular,7,FCS Coaches Poll,21,Northern Iowa,MVFC,128
2016,regular,7,FCS Coaches Poll,22,Central Arkansas,Southland,125
2016,regular,7,FCS Coaches Poll,23,Grambling,SWAC,67
2016,regular,7,FCS Coaches Poll,24,Samford,Southern,64
2016,regular,7,FCS Coaches Poll,25,New Hampshire,CAA,51
2016,regular,8,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,8,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,717
2016,regular,8,AFCA Division II Coaches Poll,3,Shepherd,Mountain East,692
2016,regular,8,AFCA Division II Coaches Poll,4,Sioux Falls,Northern Sun,649
2016,regular,8,AFCA Division II Coaches Poll,5,Harding University,Great American,614
2016,regular,8,AFCA Division II Coaches Poll,6,PennWest California,Pennsylvania State Athletic,598
2016,regular,8,AFCA Division II Coaches Poll,7,North Alabama,Gulf South,541
2016,regular,8,AFCA Division II Coaches Poll,8,East Texas A&M,Lone Star,540
2016,regular,8,AFCA Division II Coaches Poll,9,Ashland,GLIAC,507
2016,regular,8,AFCA Division II Coaches Poll,10,Emporia State University,Mid America,448
2016,regular,8,AFCA Division II Coaches Poll,11,LIU Post,Northeast 10,432
2016,regular,8,AFCA Division II Coaches Poll,12,Indiana-Pennsylvania,Pennsylvania State Athletic,414
2016,regular,8,AFCA Division II Coaches Poll,13,Midwestern State,Lone Star,361
2016,regular,8,AFCA Division II Coaches Poll,14,Valdosta State,Gulf South,350
2016,regular,8,AFCA Division II Coaches Poll,15,Azusa Pacific,Great Northwest,325
2016,regular,8,AFCA Division II Coaches Poll,16,Assumption,Northeast 10,285
2016,regular,8,AFCA Division II Coaches Poll,17,Tuskegee,SIAC,258
2016,regular,8,AFCA Division II Coaches Poll,18,UNC Pembroke,Independent DII,253
2016,regular,8,AFCA Division II Coaches Poll,19,Wayne State (MI),GLIAC,221
2016,regular,8,AFCA Division II Coaches Poll,20,Fairmont State,Mountain East,201
2016,regular,8,AFCA Division II Coaches Poll,21,Minnesota Duluth,Northern Sun,174
2016,regular,8,AFCA Division II Coaches Poll,22,Ferris State,GLIAC,115
2016,regular,8,AFCA Division II Coaches Poll,23,Newberry,South Atlantic,98
2016,regular,8,AFCA Division II Coaches Poll,24,Wingate,South Atlantic,55
2016,regular,8,AFCA Division II Coaches Poll,25,Notre Dame College,Mountain East,27
2016,regular,8,AFCA Division II Coaches Poll,25,Southwest Baptist,Great Lakes,27
2016,regular,8,AP Top 25,1,Alabama,SEC,1524
2016,regular,8,AP Top 25,2,Ohio State,Big Ten,1457
2016,regular,8,AP Top 25,3,Michigan,Big Ten,1368
2016,regular,8,AP Top 25,4,Clemson,ACC,1337
2016,regular,8,AP Top 25,5,Washington,Pac-12,1304
2016,regular,8,AP Top 25,6,Texas A&M,SEC,1218
2016,regular,8,AP Top 25,7,Louisville,ACC,1168
2016,regular,8,AP Top 25,8,Nebraska,Big Ten,1037
2016,regular,8,AP Top 25,9,Baylor,Big 12,1021
2016,regular,8,AP Top 25,10,Wisconsin,Big Ten,935
2016,regular,8,AP Top 25,11,Houston,American Athletic,766
2016,regular,8,AP Top 25,12,West Virginia,Big 12,744
2016,regular,8,AP Top 25,13,Florida State,ACC,733
2016,regular,8,AP Top 25,14,Boise State,Mountain West,694
2016,regular,8,AP Top 25,15,Florida,SEC,626
2016,regular,8,AP Top 25,16,Oklahoma,Big 12,612
2016,regular,8,AP Top 25,17,Arkansas,SEC,584
2016,regular,8,AP Top 25,18,Tennessee,SEC,550
2016,regular,8,AP Top 25,19,Utah,Pac-12,479
2016,regular,8,AP Top 25,20,Western Michigan,Mid-American,285
2016,regular,8,AP Top 25,21,Auburn,SEC,277
2016,regular,8,AP Top 25,22,North Carolina,ACC,254
2016,regular,8,AP Top 25,23,Ole Miss,SEC,188
2016,regular,8,AP Top 25,24,Navy,American Athletic,163
2016,regular,8,AP Top 25,25,LSU,SEC,123
2016,regular,8,Coaches Poll,1,Alabama,SEC,1597
2016,regular,8,Coaches Poll,2,Ohio State,Big Ten,1524
2016,regular,8,Coaches Poll,3,Clemson,ACC,1432
2016,regular,8,Coaches Poll,4,Michigan,Big Ten,1413
2016,regular,8,Coaches Poll,5,Washington,Pac-12,1366
2016,regular,8,Coaches Poll,6,Texas A&M,SEC,1287
2016,regular,8,Coaches Poll,7,Louisville,ACC,1207
2016,regular,8,Coaches Poll,8,Baylor,Big 12,1130
2016,regular,8,Coaches Poll,9,Nebraska,Big Ten,1114
2016,regular,8,Coaches Poll,10,Wisconsin,Big Ten,874
2016,regular,8,Coaches Poll,11,Houston,American Athletic,841
2016,regular,8,Coaches Poll,12,Florida,SEC,830
2016,regular,8,Coaches Poll,13,West Virginia,Big 12,781
2016,regular,8,Coaches Poll,14,Boise State,Mountain West,772
2016,regular,8,Coaches Poll,15,Florida State,ACC,709
2016,regular,8,Coaches Poll,16,Oklahoma,Big 12,600
2016,regular,8,Coaches Poll,17,Arkansas,SEC,570
2016,regular,8,Coaches Poll,18,Utah,Pac-12,538
2016,regular,8,Coaches Poll,19,Tennessee,SEC,457
2016,regular,8,Coaches Poll,20,Western Michigan,Mid-American,317
2016,regular,8,Coaches Poll,21,North Carolina,ACC,250
2016,regular,8,Coaches Poll,22,Ole Miss,SEC,182
2016,regular,8,Coaches Poll,23,LSU,SEC,176
2016,regular,8,Coaches Poll,24,Auburn,SEC,156
2016,regular,8,Coaches Poll,25,Navy,American Athletic,133
2016,regular,8,FCS Coaches Poll,1,Sam Houston,Southland,643
2016,regular,8,FCS Coaches Poll,2,Jacksonville State,OVC,612
2016,regular,8,FCS Coaches Poll,3,Eastern Washington,Big Sky,556
2016,regular,8,FCS Coaches Poll,4,North Dakota State,MVFC,546
2016,regular,8,FCS Coaches Poll,5,James Madison,CAA,533
2016,regular,8,FCS Coaches Poll,6,The Citadel,Southern,513
2016,regular,8,FCS Coaches Poll,7,Richmond,CAA,495
2016,regular,8,FCS Coaches Poll,8,Chattanooga,Southern,439
2016,regular,8,FCS Coaches Poll,9,Charleston Southern,Big South,431
2016,regular,8,FCS Coaches Poll,10,Montana,Big Sky,428
2016,regular,8,FCS Coaches Poll,11,South Dakota State,MVFC,409
2016,regular,8,FCS Coaches Poll,12,Youngstown State,MVFC,376
2016,regular,8,FCS Coaches Poll,13,Western Illinois,MVFC,336
2016,regular,8,FCS Coaches Poll,14,North Carolina A&T,MEAC,294
2016,regular,8,FCS Coaches Poll,15,Eastern Illinois,OVC,258
2016,regular,8,FCS Coaches Poll,16,North Dakota,Big Sky,253
2016,regular,8,FCS Coaches Poll,17,Villanova,CAA,220
2016,regular,8,FCS Coaches Poll,18,Cal Poly,Big Sky,207
2016,regular,8,FCS Coaches Poll,18,Central Arkansas,Southland,207
2016,regular,8,FCS Coaches Poll,20,Samford,Southern,147
2016,regular,8,FCS Coaches Poll,21,Grambling,SWAC,95
2016,regular,8,FCS Coaches Poll,22,Stony Brook,CAA,91
2016,regular,8,FCS Coaches Poll,23,Harvard,Ivy,87
2016,regular,8,FCS Coaches Poll,24,UAlbany,CAA,50
2016,regular,8,FCS Coaches Poll,25,Tennessee State,OVC,43
2016,regular,9,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,750
2016,regular,9,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,716
2016,regular,9,AFCA Division II Coaches Poll,3,Shepherd,Mountain East,688
2016,regular,9,AFCA Division II Coaches Poll,4,Sioux Falls,Northern Sun,656
2016,regular,9,AFCA Division II Coaches Poll,5,Harding University,Great American,615
2016,regular,9,AFCA Division II Coaches Poll,6,PennWest California,Pennsylvania State Athletic,602
2016,regular,9,AFCA Division II Coaches Poll,7,North Alabama,Gulf South,561
2016,regular,9,AFCA Division II Coaches Poll,8,East Texas A&M,Lone Star,535
2016,regular,9,AFCA Division II Coaches Poll,9,Emporia State University,Mid America,493
2016,regular,9,AFCA Division II Coaches Poll,10,LIU Post,Northeast 10,463
2016,regular,9,AFCA Division II Coaches Poll,11,Indiana-Pennsylvania,Pennsylvania State Athletic,450
2016,regular,9,AFCA Division II Coaches Poll,12,Midwestern State,Lone Star,429
2016,regular,9,AFCA Division II Coaches Poll,13,Azusa Pacific,Great Northwest,372
2016,regular,9,AFCA Division II Coaches Poll,14,Tuskegee,SIAC,329
