season,seasontype,week,poll,rank,team,conference,firstplacevotes
2015,regular,5,AP Top 25,5,Baylor,Big 12,1196
2015,regular,5,AP Top 25,6,Notre Dame,FBS Independents,1163
2015,regular,5,AP Top 25,7,UCLA,Pac-12,1156
2015,regular,5,AP Top 25,8,Georgia,SEC,1147
2015,regular,5,AP Top 25,9,LSU,SEC,1075
2015,regular,5,AP Top 25,10,Utah,Pac-12,1034
2015,regular,5,AP Top 25,11,Florida State,ACC,888
2015,regular,5,AP Top 25,12,Clemson,ACC,853
2015,regular,5,AP Top 25,13,Alabama,SEC,850
2015,regular,5,AP Top 25,14,Texas A&M,SEC,776
2015,regular,5,AP Top 25,15,Oklahoma,Big 12,747
2015,regular,5,AP Top 25,16,Northwestern,Big Ten,566
2015,regular,5,AP Top 25,17,USC,Pac-12,509
2015,regular,5,AP Top 25,18,Stanford,Pac-12,486
2015,regular,5,AP Top 25,19,Wisconsin,Big Ten,309
2015,regular,5,AP Top 25,20,Oklahoma State,Big 12,281
2015,regular,5,AP Top 25,21,Mississippi State,SEC,211
2015,regular,5,AP Top 25,22,Michigan,Big Ten,209
2015,regular,5,AP Top 25,23,West Virginia,Big 12,179
2015,regular,5,AP Top 25,24,California,Pac-12,149
2015,regular,5,AP Top 25,25,Florida,SEC,140
2015,regular,5,Coaches Poll,1,Ohio State,Big Ten,1593
2015,regular,5,Coaches Poll,2,Michigan State,Big Ten,1493
2015,regular,5,Coaches Poll,3,TCU,Big 12,1401
2015,regular,5,Coaches Poll,4,Baylor,Big 12,1394
2015,regular,5,Coaches Poll,5,Ole Miss,SEC,1348
2015,regular,5,Coaches Poll,6,Georgia,SEC,1256
2015,regular,5,Coaches Poll,7,Notre Dame,FBS Independents,1114
2015,regular,5,Coaches Poll,8,LSU,SEC,1106
2015,regular,5,Coaches Poll,9,Florida State,ACC,1088
2015,regular,5,Coaches Poll,10,UCLA,Pac-12,1076
2015,regular,5,Coaches Poll,11,Clemson,ACC,971
2015,regular,5,Coaches Poll,12,Utah,Pac-12,893
2015,regular,5,Coaches Poll,13,Alabama,SEC,867
2015,regular,5,Coaches Poll,14,Oklahoma,Big 12,803
2015,regular,5,Coaches Poll,15,Texas A&M,SEC,786
2015,regular,5,Coaches Poll,16,USC,Pac-12,566
2015,regular,5,Coaches Poll,17,Northwestern,Big Ten,511
2015,regular,5,Coaches Poll,18,Wisconsin,Big Ten,418
2015,regular,5,Coaches Poll,19,Oklahoma State,Big 12,413
2015,regular,5,Coaches Poll,20,Stanford,Pac-12,401
2015,regular,5,Coaches Poll,21,West Virginia,Big 12,230
2015,regular,5,Coaches Poll,22,Mississippi State,SEC,145
2015,regular,5,Coaches Poll,23,Florida,SEC,141
2015,regular,5,Coaches Poll,24,California,Pac-12,89
2015,regular,5,Coaches Poll,24,Oregon,Pac-12,89
2015,regular,5,FCS Coaches Poll,1,Coastal Carolina,Big South,630
2015,regular,5,FCS Coaches Poll,2,North Dakota State,MVFC,610
2015,regular,5,FCS Coaches Poll,3,Jacksonville State,OVC,598
2015,regular,5,FCS Coaches Poll,4,Illinois State,MVFC,552
2015,regular,5,FCS Coaches Poll,5,James Madison,CAA,550
2015,regular,5,FCS Coaches Poll,6,Northern Iowa,MVFC,521
2015,regular,5,FCS Coaches Poll,7,South Dakota State,MVFC,520
2015,regular,5,FCS Coaches Poll,8,Chattanooga,Southern,447
2015,regular,5,FCS Coaches Poll,9,Eastern Washington,Big Sky,417
2015,regular,5,FCS Coaches Poll,10,Youngstown State,MVFC,374
2015,regular,5,FCS Coaches Poll,11,Montana State,Big Sky,360
2015,regular,5,FCS Coaches Poll,12,Montana,Big Sky,306
2015,regular,5,FCS Coaches Poll,13,Fordham,Patriot,299
2015,regular,5,FCS Coaches Poll,14,Sam Houston,Southland,280
2015,regular,5,FCS Coaches Poll,15,McNeese,Southland,261
2015,regular,5,FCS Coaches Poll,16,Portland State,Big Sky,255
2015,regular,5,FCS Coaches Poll,17,Villanova,CAA,249
2015,regular,5,FCS Coaches Poll,18,Liberty,Big South,200
2015,regular,5,FCS Coaches Poll,19,SE Louisiana,Southland,195
2015,regular,5,FCS Coaches Poll,20,Richmond,CAA,166
2015,regular,5,FCS Coaches Poll,21,Eastern Kentucky,OVC,164
2015,regular,5,FCS Coaches Poll,22,William & Mary,CAA,126
2015,regular,5,FCS Coaches Poll,23,New Hampshire,CAA,87
2015,regular,5,FCS Coaches Poll,24,Indiana State,MVFC,84
2015,regular,5,FCS Coaches Poll,25,Harvard,Ivy,62
2015,regular,6,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,795
2015,regular,6,AFCA Division II Coaches Poll,2,West Georgia,Gulf South,763
2015,regular,6,AFCA Division II Coaches Poll,3,Northwest Missouri St,Mid America,737
2015,regular,6,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,703
2015,regular,6,AFCA Division II Coaches Poll,5,Sioux Falls,Northern Sun,673
2015,regular,6,AFCA Division II Coaches Poll,6,CSU Pueblo,Rocky Mountain,599
2015,regular,6,AFCA Division II Coaches Poll,7,Colorado School Of Mines,Rocky Mountain,596
2015,regular,6,AFCA Division II Coaches Poll,8,Ashland,GLIAC,574
2015,regular,6,AFCA Division II Coaches Poll,9,Shepherd,Mountain East,518
2015,regular,6,AFCA Division II Coaches Poll,10,Humboldt State,Great Northwest,496
2015,regular,6,AFCA Division II Coaches Poll,11,Midwestern State,Lone Star,464
2015,regular,6,AFCA Division II Coaches Poll,12,Michigan Tech,GLIAC,457
2015,regular,6,AFCA Division II Coaches Poll,13,Emporia State University,Mid America,407
2015,regular,6,AFCA Division II Coaches Poll,14,East Texas A&M,Lone Star,367
2015,regular,6,AFCA Division II Coaches Poll,15,Delta State,Gulf South,363
2015,regular,6,AFCA Division II Coaches Poll,16,Lenoir-Rhyne,South Atlantic,323
2015,regular,6,AFCA Division II Coaches Poll,17,North Alabama,Gulf South,306
2015,regular,6,AFCA Division II Coaches Poll,18,Grand Valley State University,GLIAC,256
2015,regular,6,AFCA Division II Coaches Poll,19,Henderson State,Great American,134
2015,regular,6,AFCA Division II Coaches Poll,20,Slippery Rock,Pennsylvania State Athletic,131
2015,regular,6,AFCA Division II Coaches Poll,21,Minnesota Duluth,Northern Sun,123
2015,regular,6,AFCA Division II Coaches Poll,22,Pittsburg St,Mid America,100
2015,regular,6,AFCA Division II Coaches Poll,23,Tuskegee,SIAC,92
2015,regular,6,AFCA Division II Coaches Poll,24,Arkansas Tech,Great American,73
2015,regular,6,AFCA Division II Coaches Poll,25,Angelo State,Lone Star,63
2015,regular,6,AP Top 25,1,Ohio State,Big Ten,1444
2015,regular,6,AP Top 25,2,TCU,Big 12,1371
2015,regular,6,AP Top 25,3,Baylor,Big 12,1364
2015,regular,6,AP Top 25,4,Michigan State,Big Ten,1291
2015,regular,6,AP Top 25,5,Utah,Pac-12,1254
2015,regular,6,AP Top 25,6,Clemson,ACC,1217
2015,regular,6,AP Top 25,7,LSU,SEC,1212
2015,regular,6,AP Top 25,8,Alabama,SEC,1026
2015,regular,6,AP Top 25,9,Texas A&M,SEC,1009
2015,regular,6,AP Top 25,10,Oklahoma,Big 12,976
2015,regular,6,AP Top 25,11,Florida,SEC,935
2015,regular,6,AP Top 25,12,Florida State,ACC,922
2015,regular,6,AP Top 25,13,Northwestern,Big Ten,753
2015,regular,6,AP Top 25,14,Ole Miss,SEC,731
2015,regular,6,AP Top 25,15,Notre Dame,FBS Independents,721
2015,regular,6,AP Top 25,16,Stanford,Pac-12,617
2015,regular,6,AP Top 25,17,USC,Pac-12,498
2015,regular,6,AP Top 25,18,Michigan,Big Ten,452
2015,regular,6,AP Top 25,19,Georgia,SEC,441
2015,regular,6,AP Top 25,20,UCLA,Pac-12,415
2015,regular,6,AP Top 25,21,Oklahoma State,Big 12,332
2015,regular,6,AP Top 25,22,Iowa,Big Ten,254
2015,regular,6,AP Top 25,23,California,Pac-12,233
2015,regular,6,AP Top 25,24,Toledo,Mid-American,87
2015,regular,6,AP Top 25,25,Boise State,Mountain West,65
2015,regular,6,Coaches Poll,1,Ohio State,Big Ten,1523
2015,regular,6,Coaches Poll,2,TCU,Big 12,1435
2015,regular,6,Coaches Poll,3,Michigan State,Big Ten,1409
2015,regular,6,Coaches Poll,4,Baylor,Big 12,1408
2015,regular,6,Coaches Poll,5,LSU,SEC,1257
2015,regular,6,Coaches Poll,6,Clemson,ACC,1196
2015,regular,6,Coaches Poll,7,Utah,Pac-12,1118
2015,regular,6,Coaches Poll,8,Florida State,ACC,1067
2015,regular,6,Coaches Poll,9,Oklahoma,Big 12,1009
2015,regular,6,Coaches Poll,10,Alabama,SEC,990
2015,regular,6,Coaches Poll,11,Texas A&M,SEC,983
2015,regular,6,Coaches Poll,12,Florida,SEC,755
2015,regular,6,Coaches Poll,13,Ole Miss,SEC,727
2015,regular,6,Coaches Poll,14,Northwestern,Big Ten,707
2015,regular,6,Coaches Poll,15,Notre Dame,FBS Independents,674
2015,regular,6,Coaches Poll,16,Georgia,SEC,562
2015,regular,6,Coaches Poll,17,USC,Pac-12,540
2015,regular,6,Coaches Poll,18,Stanford,Pac-12,535
2015,regular,6,Coaches Poll,19,Oklahoma State,Big 12,519
2015,regular,6,Coaches Poll,20,UCLA,Pac-12,401
2015,regular,6,Coaches Poll,21,Michigan,Big Ten,322
2015,regular,6,Coaches Poll,22,California,Pac-12,311
2015,regular,6,Coaches Poll,23,Iowa,Big Ten,243
2015,regular,6,Coaches Poll,24,Boise State,Mountain West,100
2015,regular,6,Coaches Poll,25,Memphis,American Athletic,68
2015,regular,6,FCS Coaches Poll,1,Coastal Carolina,Big South,633
2015,regular,6,FCS Coaches Poll,2,North Dakota State,MVFC,622
2015,regular,6,FCS Coaches Poll,3,Jacksonville State,OVC,601
2015,regular,6,FCS Coaches Poll,4,Illinois State,MVFC,572
2015,regular,6,FCS Coaches Poll,5,James Madison,CAA,559
2015,regular,6,FCS Coaches Poll,6,Chattanooga,Southern,491
2015,regular,6,FCS Coaches Poll,7,Youngstown State,MVFC,446
2015,regular,6,FCS Coaches Poll,8,Eastern Washington,Big Sky,436
2015,regular,6,FCS Coaches Poll,9,South Dakota State,MVFC,410
2015,regular,6,FCS Coaches Poll,10,Northern Iowa,MVFC,389
2015,regular,6,FCS Coaches Poll,11,Montana,Big Sky,362
2015,regular,6,FCS Coaches Poll,12,Fordham,Patriot,358
2015,regular,6,FCS Coaches Poll,13,McNeese,Southland,331
2015,regular,6,FCS Coaches Poll,14,Sam Houston,Southland,282
2015,regular,6,FCS Coaches Poll,15,Liberty,Big South,263
2015,regular,6,FCS Coaches Poll,16,Villanova,CAA,230
2015,regular,6,FCS Coaches Poll,17,SE Louisiana,Southland,214
2015,regular,6,FCS Coaches Poll,18,Richmond,CAA,202
2015,regular,6,FCS Coaches Poll,19,Montana State,Big Sky,199
2015,regular,6,FCS Coaches Poll,20,Eastern Kentucky,OVC,165
2015,regular,6,FCS Coaches Poll,21,Indiana State,MVFC,129
2015,regular,6,FCS Coaches Poll,22,New Hampshire,CAA,126
2015,regular,6,FCS Coaches Poll,23,Portland State,Big Sky,119
2015,regular,6,FCS Coaches Poll,24,Harvard,Ivy,87
2015,regular,6,FCS Coaches Poll,25,North Dakota,Big Sky,53
2015,regular,7,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,794
2015,regular,7,AFCA Division II Coaches Poll,2,West Georgia,Gulf South,763
2015,regular,7,AFCA Division II Coaches Poll,3,Northwest Missouri St,Mid America,741
2015,regular,7,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,702
2015,regular,7,AFCA Division II Coaches Poll,5,Sioux Falls,Northern Sun,671
2015,regular,7,AFCA Division II Coaches Poll,6,CSU Pueblo,Rocky Mountain,622
2015,regular,7,AFCA Division II Coaches Poll,7,Colorado School Of Mines,Rocky Mountain,597
2015,regular,7,AFCA Division II Coaches Poll,8,Ashland,GLIAC,576
2015,regular,7,AFCA Division II Coaches Poll,9,Shepherd,Mountain East,545
2015,regular,7,AFCA Division II Coaches Poll,10,Midwestern State,Lone Star,539
2015,regular,7,AFCA Division II Coaches Poll,11,East Texas A&M,Lone Star,460
2015,regular,7,AFCA Division II Coaches Poll,12,Grand Valley State University,GLIAC,426
2015,regular,7,AFCA Division II Coaches Poll,13,North Alabama,Gulf South,424
2015,regular,7,AFCA Division II Coaches Poll,14,Henderson State,Great American,352
2015,regular,7,AFCA Division II Coaches Poll,15,Slippery Rock,Pennsylvania State Athletic,304
2015,regular,7,AFCA Division II Coaches Poll,16,Humboldt State,Great Northwest,256
2015,regular,7,AFCA Division II Coaches Poll,17,Michigan Tech,GLIAC,250
2015,regular,7,AFCA Division II Coaches Poll,18,Tuskegee,SIAC,230
2015,regular,7,AFCA Division II Coaches Poll,19,Emporia State University,Mid America,179
2015,regular,7,AFCA Division II Coaches Poll,20,Minnesota Duluth,Northern Sun,176
2015,regular,7,AFCA Division II Coaches Poll,21,Wingate,South Atlantic,147
2015,regular,7,AFCA Division II Coaches Poll,22,Delta State,Gulf South,138
2015,regular,7,AFCA Division II Coaches Poll,23,Colorado Mesa,Rocky Mountain,117
2015,regular,7,AFCA Division II Coaches Poll,24,Angelo State,Lone Star,92
2015,regular,7,AFCA Division II Coaches Poll,25,Clarion,Pennsylvania State Athletic,77
2015,regular,7,AP Top 25,1,Ohio State,Big Ten,1411
2015,regular,7,AP Top 25,2,Baylor,Big 12,1390
2015,regular,7,AP Top 25,3,TCU,Big 12,1354
2015,regular,7,AP Top 25,4,Utah,Pac-12,1350
2015,regular,7,AP Top 25,5,Clemson,ACC,1260
2015,regular,7,AP Top 25,6,LSU,SEC,1231
2015,regular,7,AP Top 25,7,Michigan State,Big Ten,1139
2015,regular,7,AP Top 25,8,Florida,SEC,1075
2015,regular,7,AP Top 25,9,Texas A&M,SEC,1046
2015,regular,7,AP Top 25,10,Alabama,SEC,1034
2015,regular,7,AP Top 25,11,Florida State,ACC,937
2015,regular,7,AP Top 25,12,Michigan,Big Ten,894
2015,regular,7,AP Top 25,13,Ole Miss,SEC,803
2015,regular,7,AP Top 25,14,Notre Dame,FBS Independents,766
2015,regular,7,AP Top 25,15,Stanford,Pac-12,662
2015,regular,7,AP Top 25,16,Oklahoma State,Big 12,614
2015,regular,7,AP Top 25,17,Iowa,Big Ten,520
2015,regular,7,AP Top 25,18,UCLA,Pac-12,487
2015,regular,7,AP Top 25,19,Oklahoma,Big 12,342
2015,regular,7,AP Top 25,20,Northwestern,Big Ten,317
2015,regular,7,AP Top 25,21,Boise State,Mountain West,260
2015,regular,7,AP Top 25,22,Toledo,Mid-American,237
2015,regular,7,AP Top 25,23,California,Pac-12,204
2015,regular,7,AP Top 25,24,Houston,American Athletic,121
2015,regular,7,AP Top 25,25,Duke,ACC,114
2015,regular,7,Coaches Poll,1,Ohio State,Big Ten,1547
2015,regular,7,Coaches Poll,2,Baylor,Big 12,1463
2015,regular,7,Coaches Poll,3,TCU,Big 12,1441
2015,regular,7,Coaches Poll,4,Michigan State,Big Ten,1358
2015,regular,7,Coaches Poll,5,LSU,SEC,1288
2015,regular,7,Coaches Poll,6,Clemson,ACC,1245
2015,regular,7,Coaches Poll,7,Utah,Pac-12,1239
2015,regular,7,Coaches Poll,8,Florida State,ACC,1080
2015,regular,7,Coaches Poll,9,Alabama,SEC,1052
2015,regular,7,Coaches Poll,10,Texas A&M,SEC,1028
2015,regular,7,Coaches Poll,11,Florida,SEC,1001
2015,regular,7,Coaches Poll,12,Ole Miss,SEC,837
2015,regular,7,Coaches Poll,13,Notre Dame,FBS Independents,786
2015,regular,7,Coaches Poll,14,Michigan,Big Ten,760
2015,regular,7,Coaches Poll,15,Oklahoma State,Big 12,689
2015,regular,7,Coaches Poll,16,Stanford,Pac-12,677
2015,regular,7,Coaches Poll,17,Iowa,Big Ten,525
2015,regular,7,Coaches Poll,18,UCLA,Pac-12,466
2015,regular,7,Coaches Poll,19,Oklahoma,Big 12,432
2015,regular,7,Coaches Poll,20,Boise State,Mountain West,321
2015,regular,7,Coaches Poll,21,Northwestern,Big Ten,242
2015,regular,7,Coaches Poll,22,Memphis,American Athletic,185
2015,regular,7,Coaches Poll,23,California,Pac-12,174
2015,regular,7,Coaches Poll,24,Duke,ACC,154
2015,regular,7,Coaches Poll,25,Toledo,Mid-American,149
2015,regular,7,FCS Coaches Poll,1,Coastal Carolina,Big South,628
2015,regular,7,FCS Coaches Poll,2,North Dakota State,MVFC,623
2015,regular,7,FCS Coaches Poll,3,Jacksonville State,OVC,600
2015,regular,7,FCS Coaches Poll,4,Illinois State,MVFC,573
2015,regular,7,FCS Coaches Poll,5,James Madison,CAA,565
2015,regular,7,FCS Coaches Poll,6,Chattanooga,Southern,515
2015,regular,7,FCS Coaches Poll,7,South Dakota State,MVFC,469
2015,regular,7,FCS Coaches Poll,8,Eastern Washington,Big Sky,455
2015,regular,7,FCS Coaches Poll,9,McNeese,Southland,402
2015,regular,7,FCS Coaches Poll,10,Fordham,Patriot,364
2015,regular,7,FCS Coaches Poll,11,Sam Houston,Southland,363
2015,regular,7,FCS Coaches Poll,12,Youngstown State,MVFC,352
2015,regular,7,FCS Coaches Poll,13,Richmond,CAA,322
2015,regular,7,FCS Coaches Poll,14,Northern Iowa,MVFC,294
2015,regular,7,FCS Coaches Poll,15,Eastern Kentucky,OVC,280
2015,regular,7,FCS Coaches Poll,16,Montana State,Big Sky,279
2015,regular,7,FCS Coaches Poll,17,Portland State,Big Sky,234
2015,regular,7,FCS Coaches Poll,18,Harvard,Ivy,157
2015,regular,7,FCS Coaches Poll,19,Montana,Big Sky,146
2015,regular,7,FCS Coaches Poll,20,New Hampshire,CAA,134
2015,regular,7,FCS Coaches Poll,21,SE Louisiana,Southland,108
2015,regular,7,FCS Coaches Poll,22,Liberty,Big South,102
2015,regular,7,FCS Coaches Poll,23,Charleston Southern,Big South,78
2015,regular,7,FCS Coaches Poll,24,Villanova,CAA,61
2015,regular,7,FCS Coaches Poll,24,William & Mary,CAA,61
2015,regular,8,AFCA Division II Coaches Poll,1,West Georgia,Gulf South,792
2015,regular,8,AFCA Division II Coaches Poll,2,Northwest Missouri St,Mid America,771
2015,regular,8,AFCA Division II Coaches Poll,3,Ferris State,GLIAC,735
2015,regular,8,AFCA Division II Coaches Poll,4,CSU Pueblo,Rocky Mountain,687
2015,regular,8,AFCA Division II Coaches Poll,5,Ashland,GLIAC,666
2015,regular,8,AFCA Division II Coaches Poll,6,Shepherd,Mountain East,633
2015,regular,8,AFCA Division II Coaches Poll,7,Minnesota State Mankato,Northern Sun,572
2015,regular,8,AFCA Division II Coaches Poll,8,East Texas A&M,Lone Star,568
2015,regular,8,AFCA Division II Coaches Poll,9,Grand Valley State University,GLIAC,552
2015,regular,8,AFCA Division II Coaches Poll,10,Sioux Falls,Northern Sun,443
2015,regular,8,AFCA Division II Coaches Poll,11,Henderson State,Great American,432
2015,regular,8,AFCA Division II Coaches Poll,12,Colorado School Of Mines,Rocky Mountain,431
2015,regular,8,AFCA Division II Coaches Poll,13,Slippery Rock,Pennsylvania State Athletic,426
2015,regular,8,AFCA Division II Coaches Poll,14,Midwestern State,Lone Star,397
2015,regular,8,AFCA Division II Coaches Poll,15,Humboldt State,Great Northwest,355
2015,regular,8,AFCA Division II Coaches Poll,16,Tuskegee,SIAC,320
2015,regular,8,AFCA Division II Coaches Poll,17,Emporia State University,Mid America,311
2015,regular,8,AFCA Division II Coaches Poll,18,Minnesota Duluth,Northern Sun,232
2015,regular,8,AFCA Division II Coaches Poll,19,Colorado Mesa,Rocky Mountain,220
2015,regular,8,AFCA Division II Coaches Poll,20,Indianapolis,Great Lakes,168
2015,regular,8,AFCA Division II Coaches Poll,21,North Alabama,Gulf South,163
2015,regular,8,AFCA Division II Coaches Poll,22,Michigan Tech,GLIAC,140
2015,regular,8,AFCA Division II Coaches Poll,23,University Of Charleston (WV),Mountain East,124
2015,regular,8,AFCA Division II Coaches Poll,24,Valdosta State,Gulf South,47
2015,regular,8,AFCA Division II Coaches Poll,25,Central Missouri,Mid America,43
2015,regular,8,AP Top 25,1,Ohio State,Big Ten,1428
2015,regular,8,AP Top 25,2,Baylor,Big 12,1416
2015,regular,8,AP Top 25,3,Utah,Pac-12,1362
2015,regular,8,AP Top 25,4,TCU,Big 12,1338
2015,regular,8,AP Top 25,5,LSU,SEC,1306
2015,regular,8,AP Top 25,6,Clemson,ACC,1252
2015,regular,8,AP Top 25,7,Michigan State,Big Ten,1202
2015,regular,8,AP Top 25,8,Alabama,SEC,1133
2015,regular,8,AP Top 25,9,Florida State,ACC,1041
2015,regular,8,AP Top 25,10,Stanford,Pac-12,917
2015,regular,8,AP Top 25,11,Notre Dame,FBS Independents,898
2015,regular,8,AP Top 25,12,Iowa,Big Ten,820
2015,regular,8,AP Top 25,13,Florida,SEC,785
2015,regular,8,AP Top 25,14,Oklahoma State,Big 12,735
2015,regular,8,AP Top 25,15,Michigan,Big Ten,614
2015,regular,8,AP Top 25,15,Texas A&M,SEC,614
2015,regular,8,AP Top 25,17,Oklahoma,Big 12,565
2015,regular,8,AP Top 25,18,Memphis,American Athletic,553
2015,regular,8,AP Top 25,19,Toledo,Mid-American,345
2015,regular,8,AP Top 25,20,California,Pac-12,336
2015,regular,8,AP Top 25,21,Houston,American Athletic,317
2015,regular,8,AP Top 25,22,Temple,American Athletic,216
2015,regular,8,AP Top 25,23,Duke,ACC,210
2015,regular,8,AP Top 25,24,Ole Miss,SEC,157
2015,regular,8,AP Top 25,25,Pittsburgh,ACC,73
2015,regular,8,Coaches Poll,1,Ohio State,Big Ten,1547
2015,regular,8,Coaches Poll,2,Baylor,Big 12,1488
2015,regular,8,Coaches Poll,3,TCU,Big 12,1417
2015,regular,8,Coaches Poll,4,Michigan State,Big Ten,1334
2015,regular,8,Coaches Poll,5,LSU,SEC,1324
2015,regular,8,Coaches Poll,6,Clemson,ACC,1271
2015,regular,8,Coaches Poll,7,Utah,Pac-12,1258
2015,regular,8,Coaches Poll,8,Alabama,SEC,1123
2015,regular,8,Coaches Poll,9,Florida State,ACC,1111
2015,regular,8,Coaches Poll,10,Notre Dame,FBS Independents,924
2015,regular,8,Coaches Poll,11,Stanford,Pac-12,898
2015,regular,8,Coaches Poll,12,Oklahoma State,Big 12,839
2015,regular,8,Coaches Poll,13,Iowa,Big Ten,833
2015,regular,8,Coaches Poll,14,Florida,SEC,751
2015,regular,8,Coaches Poll,15,Oklahoma,Big 12,665
2015,regular,8,Coaches Poll,16,Texas A&M,SEC,623
2015,regular,8,Coaches Poll,17,Memphis,American Athletic,544
2015,regular,8,Coaches Poll,17,Michigan,Big Ten,544
2015,regular,8,Coaches Poll,19,California,Pac-12,370
2015,regular,8,Coaches Poll,20,Toledo,Mid-American,322
2015,regular,8,Coaches Poll,21,Duke,ACC,305
2015,regular,8,Coaches Poll,22,Houston,American Athletic,289
2015,regular,8,Coaches Poll,23,Ole Miss,SEC,201
2015,regular,8,Coaches Poll,24,Temple,American Athletic,163
2015,regular,8,Coaches Poll,25,Georgia,SEC,95
2015,regular,8,FCS Coaches Poll,1,Coastal Carolina,Big South,610
2015,regular,8,FCS Coaches Poll,2,Jacksonville State,OVC,595
2015,regular,8,FCS Coaches Poll,3,James Madison,CAA,569
2015,regular,8,FCS Coaches Poll,4,Illinois State,MVFC,566
2015,regular,8,FCS Coaches Poll,5,Chattanooga,Southern,498
2015,regular,8,FCS Coaches Poll,6,South Dakota State,MVFC,492
2015,regular,8,FCS Coaches Poll,7,Eastern Washington,Big Sky,452
2015,regular,8,FCS Coaches Poll,8,North Dakota State,MVFC,439
2015,regular,8,FCS Coaches Poll,9,McNeese,Southland,425
2015,regular,8,FCS Coaches Poll,10,Sam Houston,Southland,378
2015,regular,8,FCS Coaches Poll,11,Fordham,Patriot,374
2015,regular,8,FCS Coaches Poll,12,Richmond,CAA,347
2015,regular,8,FCS Coaches Poll,13,Portland State,Big Sky,342
2015,regular,8,FCS Coaches Poll,14,Eastern Kentucky,OVC,311
2015,regular,8,FCS Coaches Poll,15,Harvard,Ivy,206
2015,regular,8,FCS Coaches Poll,16,William & Mary,CAA,190
2015,regular,8,FCS Coaches Poll,17,Youngstown State,MVFC,177
2015,regular,8,FCS Coaches Poll,18,Montana,Big Sky,173
2015,regular,8,FCS Coaches Poll,19,Montana State,Big Sky,155
2015,regular,8,FCS Coaches Poll,20,Charleston Southern,Big South,142
2015,regular,8,FCS Coaches Poll,21,Indiana State,MVFC,114
2015,regular,8,FCS Coaches Poll,22,Villanova,CAA,109
2015,regular,8,FCS Coaches Poll,23,Western Illinois,MVFC,99
2015,regular,8,FCS Coaches Poll,24,North Carolina A&T,MEAC,83
2015,regular,8,FCS Coaches Poll,25,Northern Iowa,MVFC,60
2015,regular,9,AFCA Division II Coaches Poll,1,West Georgia,Gulf South,790
2015,regular,9,AFCA Division II Coaches Poll,2,Northwest Missouri St,Mid America,772
2015,regular,9,AFCA Division II Coaches Poll,3,Ferris State,GLIAC,733
2015,regular,9,AFCA Division II Coaches Poll,4,CSU Pueblo,Rocky Mountain,685
2015,regular,9,AFCA Division II Coaches Poll,5,Ashland,GLIAC,672
2015,regular,9,AFCA Division II Coaches Poll,6,Shepherd,Mountain East,638
2015,regular,9,AFCA Division II Coaches Poll,7,Minnesota State Mankato,Northern Sun,619
2015,regular,9,AFCA Division II Coaches Poll,8,Sioux Falls,Northern Sun,556
2015,regular,9,AFCA Division II Coaches Poll,9,Henderson State,Great American,510
2015,regular,9,AFCA Division II Coaches Poll,10,Slippery Rock,Pennsylvania State Athletic,473
2015,regular,9,AFCA Division II Coaches Poll,11,Midwestern State,Lone Star,449
2015,regular,9,AFCA Division II Coaches Poll,12,East Texas A&M,Lone Star,423
2015,regular,9,AFCA Division II Coaches Poll,13,Humboldt State,Great Northwest,406
2015,regular,9,AFCA Division II Coaches Poll,14,Emporia State University,Mid America,372
2015,regular,9,AFCA Division II Coaches Poll,14,Tuskegee,SIAC,372
2015,regular,9,AFCA Division II Coaches Poll,16,Colorado Mesa,Rocky Mountain,325
2015,regular,9,AFCA Division II Coaches Poll,17,Grand Valley State University,GLIAC,251
2015,regular,9,AFCA Division II Coaches Poll,18,Indianapolis,Great Lakes,240
2015,regular,9,AFCA Division II Coaches Poll,19,North Alabama,Gulf South,212
2015,regular,9,AFCA Division II Coaches Poll,20,University Of Charleston (WV),Mountain East,170
2015,regular,9,AFCA Division II Coaches Poll,21,Colorado School Of Mines,Rocky Mountain,163
2015,regular,9,AFCA Division II Coaches Poll,22,Michigan Tech,GLIAC,131
2015,regular,9,AFCA Division II Coaches Poll,23,Valdosta State,Gulf South,128
2015,regular,9,AFCA Division II Coaches Poll,24,Central Missouri,Mid America,101
2015,regular,9,AFCA Division II Coaches Poll,25,Bowie State,CIAA,63
2015,regular,9,AP Top 25,1,Ohio State,Big Ten,1466
2015,regular,9,AP Top 25,2,Baylor,Big 12,1417
2015,regular,9,AP Top 25,3,Clemson,ACC,1378
2015,regular,9,AP Top 25,4,LSU,SEC,1344
2015,regular,9,AP Top 25,5,TCU,Big 12,1327
2015,regular,9,AP Top 25,6,Michigan State,Big Ten,1250
2015,regular,9,AP Top 25,7,Alabama,SEC,1163
2015,regular,9,AP Top 25,8,Stanford,Pac-12,1062
2015,regular,9,AP Top 25,9,Notre Dame,FBS Independents,997
2015,regular,9,AP Top 25,10,Iowa,Big Ten,934
2015,regular,9,AP Top 25,11,Florida,SEC,867
2015,regular,9,AP Top 25,12,Oklahoma State,Big 12,864
2015,regular,9,AP Top 25,13,Utah,Pac-12,838
2015,regular,9,AP Top 25,14,Oklahoma,Big 12,697
2015,regular,9,AP Top 25,15,Michigan,Big Ten,666
2015,regular,9,AP Top 25,16,Memphis,American Athletic,660
