season,seasontype,week,poll,rank,team,conference,firstplacevotes
2011,regular,9,AP Top 25,14,South Carolina,SEC,0
2011,regular,9,AP Top 25,15,Virginia Tech,ACC,0
2011,regular,9,AP Top 25,16,Texas A&M,Big 12,0
2011,regular,9,AP Top 25,17,Michigan,Big Ten,0
2011,regular,9,AP Top 25,18,Houston,Conference USA,0
2011,regular,9,AP Top 25,19,Texas Tech,Big 12,0
2011,regular,9,AP Top 25,20,USC,Pac-12,0
2011,regular,9,AP Top 25,21,Penn State,Big Ten,0
2011,regular,9,AP Top 25,22,Georgia,SEC,0
2011,regular,9,AP Top 25,23,Arizona State,Pac-12,0
2011,regular,9,AP Top 25,24,Cincinnati,Big East,0
2011,regular,9,AP Top 25,25,West Virginia,Big East,0
2011,regular,9,Coaches Poll,1,LSU,SEC,41
2011,regular,9,Coaches Poll,2,Alabama,SEC,18
2011,regular,9,Coaches Poll,3,Stanford,Pac-12,0
2011,regular,9,Coaches Poll,4,Oklahoma State,Big 12,0
2011,regular,9,Coaches Poll,5,Boise State,Mountain West,0
2011,regular,9,Coaches Poll,6,Clemson,ACC,0
2011,regular,9,Coaches Poll,7,Oregon,Pac-12,0
2011,regular,9,Coaches Poll,8,Arkansas,SEC,0
2011,regular,9,Coaches Poll,9,Oklahoma,Big 12,0
2011,regular,9,Coaches Poll,10,Michigan State,Big Ten,0
2011,regular,9,Coaches Poll,11,Wisconsin,Big Ten,0
2011,regular,9,Coaches Poll,12,Kansas State,Big 12,0
2011,regular,9,Coaches Poll,13,Nebraska,Big Ten,0
2011,regular,9,Coaches Poll,14,South Carolina,SEC,0
2011,regular,9,Coaches Poll,15,Virginia Tech,ACC,0
2011,regular,9,Coaches Poll,16,Texas A&M,Big 12,0
2011,regular,9,Coaches Poll,17,Michigan,Big Ten,0
2011,regular,9,Coaches Poll,18,Houston,Conference USA,0
2011,regular,9,Coaches Poll,19,Penn State,Big Ten,0
2011,regular,9,Coaches Poll,20,Arizona State,Pac-12,0
2011,regular,9,Coaches Poll,21,Georgia,SEC,0
2011,regular,9,Coaches Poll,22,Texas Tech,Big 12,0
2011,regular,9,Coaches Poll,23,Cincinnati,Big East,0
2011,regular,9,Coaches Poll,24,West Virginia,Big East,0
2011,regular,9,Coaches Poll,25,Southern Miss,Conference USA,0
2011,regular,10,BCS Standings,1,LSU,SEC,0
2011,regular,10,BCS Standings,2,Alabama,SEC,0
2011,regular,10,BCS Standings,3,Oklahoma State,Big 12,0
2011,regular,10,BCS Standings,4,Stanford,Pac-12,0
2011,regular,10,BCS Standings,5,Boise State,Mountain West,0
2011,regular,10,BCS Standings,6,Oklahoma,Big 12,0
2011,regular,10,BCS Standings,7,Arkansas,SEC,0
2011,regular,10,BCS Standings,8,Oregon,Pac-12,0
2011,regular,10,BCS Standings,9,South Carolina,SEC,0
2011,regular,10,BCS Standings,10,Nebraska,Big Ten,0
2011,regular,10,BCS Standings,11,Clemson,ACC,0
2011,regular,10,BCS Standings,12,Virginia Tech,ACC,0
2011,regular,10,BCS Standings,13,Houston,Conference USA,0
2011,regular,10,BCS Standings,14,Kansas State,Big 12,0
2011,regular,10,BCS Standings,15,Michigan,Big Ten,0
2011,regular,10,BCS Standings,16,Penn State,Big Ten,0
2011,regular,10,BCS Standings,17,Michigan State,Big Ten,0
2011,regular,10,BCS Standings,18,Georgia,SEC,0
2011,regular,10,BCS Standings,19,Arizona State,Pac-12,0
2011,regular,10,BCS Standings,20,Wisconsin,Big Ten,0
2011,regular,10,BCS Standings,21,Texas,Big 12,0
2011,regular,10,BCS Standings,22,Auburn,SEC,0
2011,regular,10,BCS Standings,23,Georgia Tech,ACC,0
2011,regular,10,BCS Standings,24,West Virginia,Big East,0
2011,regular,10,BCS Standings,25,Southern Miss,Conference USA,0
2011,regular,10,AP Top 25,1,LSU,SEC,47
2011,regular,10,AP Top 25,2,Alabama,SEC,10
2011,regular,10,AP Top 25,3,Oklahoma State,Big 12,0
2011,regular,10,AP Top 25,4,Stanford,Pac-12,0
2011,regular,10,AP Top 25,5,Boise State,Mountain West,1
2011,regular,10,AP Top 25,6,Oregon,Pac-12,0
2011,regular,10,AP Top 25,7,Oklahoma,Big 12,0
2011,regular,10,AP Top 25,8,Arkansas,SEC,0
2011,regular,10,AP Top 25,9,Nebraska,Big Ten,0
2011,regular,10,AP Top 25,10,South Carolina,SEC,0
2011,regular,10,AP Top 25,11,Clemson,ACC,0
2011,regular,10,AP Top 25,12,Virginia Tech,ACC,0
2011,regular,10,AP Top 25,13,Michigan,Big Ten,0
2011,regular,10,AP Top 25,14,Houston,Conference USA,0
2011,regular,10,AP Top 25,15,Michigan State,Big Ten,0
2011,regular,10,AP Top 25,16,Penn State,Big Ten,0
2011,regular,10,AP Top 25,17,Kansas State,Big 12,0
2011,regular,10,AP Top 25,18,Georgia,SEC,0
2011,regular,10,AP Top 25,19,Wisconsin,Big Ten,0
2011,regular,10,AP Top 25,20,Arizona State,Pac-12,0
2011,regular,10,AP Top 25,21,USC,Pac-12,0
2011,regular,10,AP Top 25,22,Georgia Tech,ACC,0
2011,regular,10,AP Top 25,23,Cincinnati,Big East,0
2011,regular,10,AP Top 25,24,West Virginia,Big East,0
2011,regular,10,AP Top 25,25,Auburn,SEC,0
2011,regular,10,Coaches Poll,1,LSU,SEC,41
2011,regular,10,Coaches Poll,2,Alabama,SEC,18
2011,regular,10,Coaches Poll,3,Stanford,Pac-12,0
2011,regular,10,Coaches Poll,4,Oklahoma State,Big 12,0
2011,regular,10,Coaches Poll,5,Boise State,Mountain West,0
2011,regular,10,Coaches Poll,6,Oregon,Pac-12,0
2011,regular,10,Coaches Poll,7,Oklahoma,Big 12,0
2011,regular,10,Coaches Poll,8,Arkansas,SEC,0
2011,regular,10,Coaches Poll,9,Nebraska,Big Ten,0
2011,regular,10,Coaches Poll,10,South Carolina,SEC,0
2011,regular,10,Coaches Poll,11,Virginia Tech,ACC,0
2011,regular,10,Coaches Poll,12,Clemson,ACC,0
2011,regular,10,Coaches Poll,13,Michigan,Big Ten,0
2011,regular,10,Coaches Poll,14,Houston,Conference USA,0
2011,regular,10,Coaches Poll,15,Penn State,Big Ten,0
2011,regular,10,Coaches Poll,16,Michigan State,Big Ten,0
2011,regular,10,Coaches Poll,17,Wisconsin,Big Ten,0
2011,regular,10,Coaches Poll,18,Arizona State,Pac-12,0
2011,regular,10,Coaches Poll,19,Kansas State,Big 12,0
2011,regular,10,Coaches Poll,20,Georgia,SEC,0
2011,regular,10,Coaches Poll,21,West Virginia,Big East,0
2011,regular,10,Coaches Poll,22,Cincinnati,Big East,0
2011,regular,10,Coaches Poll,23,Georgia Tech,ACC,0
2011,regular,10,Coaches Poll,24,Southern Miss,Conference USA,0
2011,regular,10,Coaches Poll,25,Texas,Big 12,0
2011,regular,11,BCS Standings,1,LSU,SEC,0
2011,regular,11,BCS Standings,2,Oklahoma State,Big 12,0
2011,regular,11,BCS Standings,3,Alabama,SEC,0
2011,regular,11,BCS Standings,4,Stanford,Pac-12,0
2011,regular,11,BCS Standings,5,Boise State,Mountain West,0
2011,regular,11,BCS Standings,6,Oklahoma,Big 12,0
2011,regular,11,BCS Standings,7,Oregon,Pac-12,0
2011,regular,11,BCS Standings,8,Arkansas,SEC,0
2011,regular,11,BCS Standings,9,Clemson,ACC,0
2011,regular,11,BCS Standings,10,Virginia Tech,ACC,0
2011,regular,11,BCS Standings,11,Houston,Conference USA,0
2011,regular,11,BCS Standings,12,Penn State,Big Ten,0
2011,regular,11,BCS Standings,13,South Carolina,SEC,0
2011,regular,11,BCS Standings,14,Kansas State,Big 12,0
2011,regular,11,BCS Standings,15,Georgia,SEC,0
2011,regular,11,BCS Standings,16,Texas,Big 12,0
2011,regular,11,BCS Standings,17,Michigan State,Big Ten,0
2011,regular,11,BCS Standings,18,Wisconsin,Big Ten,0
2011,regular,11,BCS Standings,19,Nebraska,Big Ten,0
2011,regular,11,BCS Standings,20,Auburn,SEC,0
2011,regular,11,BCS Standings,21,Georgia Tech,ACC,0
2011,regular,11,BCS Standings,22,Southern Miss,Conference USA,0
2011,regular,11,BCS Standings,23,Cincinnati,Big East,0
2011,regular,11,BCS Standings,24,Michigan,Big Ten,0
2011,regular,11,BCS Standings,25,Baylor,Big 12,0
2011,regular,11,AP Top 25,1,LSU,SEC,59
2011,regular,11,AP Top 25,2,Oklahoma State,Big 12,0
2011,regular,11,AP Top 25,3,Stanford,Pac-12,0
2011,regular,11,AP Top 25,4,Alabama,SEC,0
2011,regular,11,AP Top 25,5,Boise State,Mountain West,1
2011,regular,11,AP Top 25,6,Oregon,Pac-12,0
2011,regular,11,AP Top 25,7,Oklahoma,Big 12,0
2011,regular,11,AP Top 25,8,Arkansas,SEC,0
2011,regular,11,AP Top 25,9,Clemson,ACC,0
2011,regular,11,AP Top 25,10,Virginia Tech,ACC,0
2011,regular,11,AP Top 25,11,Houston,Conference USA,0
2011,regular,11,AP Top 25,12,Penn State,Big Ten,0
2011,regular,11,AP Top 25,13,Michigan State,Big Ten,0
2011,regular,11,AP Top 25,14,Georgia,SEC,0
2011,regular,11,AP Top 25,15,South Carolina,SEC,0
2011,regular,11,AP Top 25,16,Wisconsin,Big Ten,0
2011,regular,11,AP Top 25,17,Kansas State,Big 12,0
2011,regular,11,AP Top 25,18,USC,Pac-12,0
2011,regular,11,AP Top 25,19,Nebraska,Big Ten,0
2011,regular,11,AP Top 25,20,Georgia Tech,ACC,0
2011,regular,11,AP Top 25,21,Texas,Big 12,0
2011,regular,11,AP Top 25,22,Michigan,Big Ten,0
2011,regular,11,AP Top 25,23,Cincinnati,Big East,0
2011,regular,11,AP Top 25,24,Auburn,SEC,0
2011,regular,11,AP Top 25,25,Southern Miss,Conference USA,0
2011,regular,11,Coaches Poll,1,LSU,SEC,59
2011,regular,11,Coaches Poll,2,Stanford,Pac-12,0
2011,regular,11,Coaches Poll,3,Oklahoma State,Big 12,0
2011,regular,11,Coaches Poll,4,Alabama,SEC,0
2011,regular,11,Coaches Poll,5,Boise State,Mountain West,0
2011,regular,11,Coaches Poll,6,Oregon,Pac-12,0
2011,regular,11,Coaches Poll,7,Oklahoma,Big 12,0
2011,regular,11,Coaches Poll,8,Arkansas,SEC,0
2011,regular,11,Coaches Poll,9,Virginia Tech,ACC,0
2011,regular,11,Coaches Poll,10,Clemson,ACC,0
2011,regular,11,Coaches Poll,11,Houston,Conference USA,0
2011,regular,11,Coaches Poll,12,Penn State,Big Ten,0
2011,regular,11,Coaches Poll,13,Michigan State,Big Ten,0
2011,regular,11,Coaches Poll,14,Wisconsin,Big Ten,0
2011,regular,11,Coaches Poll,15,South Carolina,SEC,0
2011,regular,11,Coaches Poll,16,Georgia,SEC,0
2011,regular,11,Coaches Poll,17,Nebraska,Big Ten,0
2011,regular,11,Coaches Poll,18,Cincinnati,Big East,0
2011,regular,11,Coaches Poll,19,Georgia Tech,ACC,0
2011,regular,11,Coaches Poll,20,Texas,Big 12,0
2011,regular,11,Coaches Poll,21,Michigan,Big Ten,0
2011,regular,11,Coaches Poll,22,Kansas State,Big 12,0
2011,regular,11,Coaches Poll,23,Southern Miss,Conference USA,0
2011,regular,11,Coaches Poll,24,TCU,Mountain West,0
2011,regular,11,Coaches Poll,25,Auburn,SEC,0
2011,regular,12,BCS Standings,1,LSU,SEC,0
2011,regular,12,BCS Standings,2,Oklahoma State,Big 12,0
2011,regular,12,BCS Standings,3,Alabama,SEC,0
2011,regular,12,BCS Standings,4,Oregon,Pac-12,0
2011,regular,12,BCS Standings,5,Oklahoma,Big 12,0
2011,regular,12,BCS Standings,6,Arkansas,SEC,0
2011,regular,12,BCS Standings,7,Clemson,ACC,0
2011,regular,12,BCS Standings,8,Virginia Tech,ACC,0
2011,regular,12,BCS Standings,9,Stanford,Pac-12,0
2011,regular,12,BCS Standings,10,Boise State,Mountain West,0
2011,regular,12,BCS Standings,11,Houston,Conference USA,0
2011,regular,12,BCS Standings,12,South Carolina,SEC,0
2011,regular,12,BCS Standings,13,Kansas State,Big 12,0
2011,regular,12,BCS Standings,14,Georgia,SEC,0
2011,regular,12,BCS Standings,15,Michigan State,Big Ten,0
2011,regular,12,BCS Standings,16,Nebraska,Big Ten,0
2011,regular,12,BCS Standings,17,Wisconsin,Big Ten,0
2011,regular,12,BCS Standings,18,Michigan,Big Ten,0
2011,regular,12,BCS Standings,19,TCU,Mountain West,0
2011,regular,12,BCS Standings,20,Southern Miss,Conference USA,0
2011,regular,12,BCS Standings,21,Penn State,Big Ten,0
2011,regular,12,BCS Standings,22,Baylor,Big 12,0
2011,regular,12,BCS Standings,23,Texas,Big 12,0
2011,regular,12,BCS Standings,24,Auburn,SEC,0
2011,regular,12,BCS Standings,25,Florida State,ACC,0
2011,regular,12,AP Top 25,1,LSU,SEC,60
2011,regular,12,AP Top 25,2,Oklahoma State,Big 12,0
2011,regular,12,AP Top 25,3,Alabama,SEC,0
2011,regular,12,AP Top 25,4,Oregon,Pac-12,0
2011,regular,12,AP Top 25,5,Oklahoma,Big 12,0
2011,regular,12,AP Top 25,6,Arkansas,SEC,0
2011,regular,12,AP Top 25,7,Clemson,ACC,0
2011,regular,12,AP Top 25,8,Stanford,Pac-12,0
2011,regular,12,AP Top 25,9,Virginia Tech,ACC,0
2011,regular,12,AP Top 25,10,Boise State,Mountain West,0
2011,regular,12,AP Top 25,11,Houston,Conference USA,0
2011,regular,12,AP Top 25,12,Michigan State,Big Ten,0
2011,regular,12,AP Top 25,13,Georgia,SEC,0
2011,regular,12,AP Top 25,14,South Carolina,SEC,0
2011,regular,12,AP Top 25,15,Wisconsin,Big Ten,0
2011,regular,12,AP Top 25,16,Kansas State,Big 12,0
2011,regular,12,AP Top 25,17,Nebraska,Big Ten,0
2011,regular,12,AP Top 25,18,USC,Pac-12,0
2011,regular,12,AP Top 25,19,TCU,Mountain West,0
2011,regular,12,AP Top 25,20,Michigan,Big Ten,0
2011,regular,12,AP Top 25,21,Penn State,Big Ten,0
2011,regular,12,AP Top 25,22,Southern Miss,Conference USA,0
2011,regular,12,AP Top 25,23,Florida State,ACC,0
2011,regular,12,AP Top 25,24,Notre Dame,FBS Independents,0
2011,regular,12,AP Top 25,25,Baylor,Big 12,0
2011,regular,12,Coaches Poll,1,LSU,SEC,59
2011,regular,12,Coaches Poll,2,Oklahoma State,Big 12,0
2011,regular,12,Coaches Poll,3,Alabama,SEC,0
2011,regular,12,Coaches Poll,4,Oregon,Pac-12,0
2011,regular,12,Coaches Poll,5,Oklahoma,Big 12,0
2011,regular,12,Coaches Poll,6,Arkansas,SEC,0
2011,regular,12,Coaches Poll,7,Virginia Tech,ACC,0
2011,regular,12,Coaches Poll,8,Clemson,ACC,0
2011,regular,12,Coaches Poll,9,Stanford,Pac-12,0
2011,regular,12,Coaches Poll,10,Houston,Conference USA,0
2011,regular,12,Coaches Poll,11,Boise State,Mountain West,0
2011,regular,12,Coaches Poll,12,Michigan State,Big Ten,0
2011,regular,12,Coaches Poll,13,Wisconsin,Big Ten,0
2011,regular,12,Coaches Poll,14,South Carolina,SEC,0
2011,regular,12,Coaches Poll,15,Georgia,SEC,0
2011,regular,12,Coaches Poll,16,Nebraska,Big Ten,0
2011,regular,12,Coaches Poll,17,Kansas State,Big 12,0
2011,regular,12,Coaches Poll,18,Michigan,Big Ten,0
2011,regular,12,Coaches Poll,19,TCU,Mountain West,0
2011,regular,12,Coaches Poll,20,Southern Miss,Conference USA,0
2011,regular,12,Coaches Poll,21,Penn State,Big Ten,0
2011,regular,12,Coaches Poll,22,Florida State,ACC,0
2011,regular,12,Coaches Poll,23,Georgia Tech,ACC,0
2011,regular,12,Coaches Poll,23,West Virginia,Big East,0
2011,regular,12,Coaches Poll,25,Notre Dame,FBS Independents,0
2011,regular,13,BCS Standings,1,LSU,SEC,0
2011,regular,13,BCS Standings,2,Alabama,SEC,0
2011,regular,13,BCS Standings,3,Arkansas,SEC,0
2011,regular,13,BCS Standings,4,Oklahoma State,Big 12,0
2011,regular,13,BCS Standings,5,Virginia Tech,ACC,0
2011,regular,13,BCS Standings,6,Stanford,Pac-12,0
2011,regular,13,BCS Standings,7,Boise State,Mountain West,0
2011,regular,13,BCS Standings,8,Houston,Conference USA,0
2011,regular,13,BCS Standings,9,Oklahoma,Big 12,0
2011,regular,13,BCS Standings,10,Oregon,Pac-12,0
2011,regular,13,BCS Standings,11,Kansas State,Big 12,0
2011,regular,13,BCS Standings,12,South Carolina,SEC,0
2011,regular,13,BCS Standings,13,Georgia,SEC,0
2011,regular,13,BCS Standings,14,Michigan State,Big Ten,0
2011,regular,13,BCS Standings,15,Michigan,Big Ten,0
2011,regular,13,BCS Standings,16,Wisconsin,Big Ten,0
2011,regular,13,BCS Standings,17,Clemson,ACC,0
2011,regular,13,BCS Standings,18,Baylor,Big 12,0
2011,regular,13,BCS Standings,19,Penn State,Big Ten,0
2011,regular,13,BCS Standings,20,TCU,Mountain West,0
2011,regular,13,BCS Standings,21,Nebraska,Big Ten,0
2011,regular,13,BCS Standings,22,Notre Dame,FBS Independents,0
2011,regular,13,BCS Standings,23,Georgia Tech,ACC,0
2011,regular,13,BCS Standings,24,Auburn,SEC,0
2011,regular,13,BCS Standings,25,Texas,Big 12,0
2011,regular,13,AP Top 25,1,LSU,SEC,60
2011,regular,13,AP Top 25,2,Alabama,SEC,0
2011,regular,13,AP Top 25,3,Arkansas,SEC,0
2011,regular,13,AP Top 25,4,Stanford,Pac-12,0
2011,regular,13,AP Top 25,5,Oklahoma State,Big 12,0
2011,regular,13,AP Top 25,6,Virginia Tech,ACC,0
2011,regular,13,AP Top 25,7,Boise State,Mountain West,0
2011,regular,13,AP Top 25,8,Houston,Conference USA,0
2011,regular,13,AP Top 25,9,Oregon,Pac-12,0
2011,regular,13,AP Top 25,10,USC,Pac-12,0
2011,regular,13,AP Top 25,11,Michigan State,Big Ten,0
2011,regular,13,AP Top 25,12,Oklahoma,Big 12,0
2011,regular,13,AP Top 25,13,Georgia,SEC,0
2011,regular,13,AP Top 25,14,South Carolina,SEC,0
2011,regular,13,AP Top 25,15,Wisconsin,Big Ten,0
2011,regular,13,AP Top 25,16,Kansas State,Big 12,0
2011,regular,13,AP Top 25,17,Michigan,Big Ten,0
2011,regular,13,AP Top 25,18,Clemson,ACC,0
2011,regular,13,AP Top 25,19,TCU,Mountain West,0
2011,regular,13,AP Top 25,20,Penn State,Big Ten,0
2011,regular,13,AP Top 25,21,Baylor,Big 12,0
2011,regular,13,AP Top 25,22,Notre Dame,FBS Independents,0
2011,regular,13,AP Top 25,22,Nebraska,Big Ten,0
2011,regular,13,AP Top 25,24,Virginia,ACC,0
2011,regular,13,AP Top 25,25,Georgia Tech,ACC,0
2011,regular,13,Coaches Poll,1,LSU,SEC,59
2011,regular,13,Coaches Poll,2,Alabama,SEC,0
2011,regular,13,Coaches Poll,3,Arkansas,SEC,0
2011,regular,13,Coaches Poll,4,Virginia Tech,ACC,0
2011,regular,13,Coaches Poll,5,Stanford,Pac-12,0
2011,regular,13,Coaches Poll,6,Oklahoma State,Big 12,0
2011,regular,13,Coaches Poll,7,Houston,Conference USA,0
2011,regular,13,Coaches Poll,8,Boise State,Mountain West,0
2011,regular,13,Coaches Poll,9,Oregon,Pac-12,0
2011,regular,13,Coaches Poll,10,Michigan State,Big Ten,0
2011,regular,13,Coaches Poll,11,Oklahoma,Big 12,0
2011,regular,13,Coaches Poll,12,Wisconsin,Big Ten,0
2011,regular,13,Coaches Poll,13,South Carolina,SEC,0
2011,regular,13,Coaches Poll,14,Georgia,SEC,0
2011,regular,13,Coaches Poll,15,Kansas State,Big 12,0
2011,regular,13,Coaches Poll,16,Michigan,Big Ten,0
2011,regular,13,Coaches Poll,17,Clemson,ACC,0
2011,regular,13,Coaches Poll,18,TCU,Mountain West,0
2011,regular,13,Coaches Poll,19,Penn State,Big Ten,0
2011,regular,13,Coaches Poll,20,Baylor,Big 12,0
2011,regular,13,Coaches Poll,21,Georgia Tech,ACC,0
2011,regular,13,Coaches Poll,22,Nebraska,Big Ten,0
2011,regular,13,Coaches Poll,23,West Virginia,Big East,0
2011,regular,13,Coaches Poll,24,Notre Dame,FBS Independents,0
2011,regular,13,Coaches Poll,25,Virginia,ACC,0
2011,regular,14,BCS Standings,1,LSU,SEC,0
2011,regular,14,BCS Standings,2,Alabama,SEC,0
2011,regular,14,BCS Standings,3,Oklahoma State,Big 12,0
2011,regular,14,BCS Standings,4,Stanford,Pac-12,0
2011,regular,14,BCS Standings,5,Oregon,Pac-12,0
2011,regular,14,BCS Standings,6,Arkansas,SEC,0
2011,regular,14,BCS Standings,7,Boise State,Mountain West,0
2011,regular,14,BCS Standings,8,Kansas State,Big 12,0
2011,regular,14,BCS Standings,9,South Carolina,SEC,0
2011,regular,14,BCS Standings,10,Wisconsin,Big Ten,0
2011,regular,14,BCS Standings,11,Virginia Tech,ACC,0
2011,regular,14,BCS Standings,12,Baylor,Big 12,0
2011,regular,14,BCS Standings,13,Michigan,Big Ten,0
2011,regular,14,BCS Standings,14,Oklahoma,Big 12,0
2011,regular,14,BCS Standings,15,Clemson,ACC,0
2011,regular,14,BCS Standings,16,Georgia,SEC,0
2011,regular,14,BCS Standings,17,Michigan State,Big Ten,0
2011,regular,14,BCS Standings,18,TCU,Mountain West,0
2011,regular,14,BCS Standings,19,Houston,Conference USA,0
2011,regular,14,BCS Standings,20,Nebraska,Big Ten,0
2011,regular,14,BCS Standings,21,Southern Miss,Conference USA,0
2011,regular,14,BCS Standings,22,Penn State,Big Ten,0
2011,regular,14,BCS Standings,23,West Virginia,Big East,0
2011,regular,14,BCS Standings,24,Texas,Big 12,0
2011,regular,14,BCS Standings,25,Auburn,SEC,0
2011,regular,14,AP Top 25,1,LSU,SEC,60
2011,regular,14,AP Top 25,2,Alabama,SEC,0
2011,regular,14,AP Top 25,3,Oklahoma State,Big 12,0
2011,regular,14,AP Top 25,4,Stanford,Pac-12,0
2011,regular,14,AP Top 25,5,Virginia Tech,ACC,0
2011,regular,14,AP Top 25,6,Arkansas,SEC,0
2011,regular,14,AP Top 25,7,Houston,Conference USA,0
2011,regular,14,AP Top 25,8,Oregon,Pac-12,0
2011,regular,14,AP Top 25,9,Boise State,Mountain West,0
2011,regular,14,AP Top 25,9,USC,Pac-12,0
2011,regular,14,AP Top 25,11,Michigan State,Big Ten,0
2011,regular,14,AP Top 25,12,Georgia,SEC,0
2011,regular,14,AP Top 25,13,Oklahoma,Big 12,0
2011,regular,14,AP Top 25,14,South Carolina,SEC,0
2011,regular,14,AP Top 25,15,Wisconsin,Big Ten,0
2011,regular,14,AP Top 25,16,Kansas State,Big 12,0
2011,regular,14,AP Top 25,17,Michigan,Big Ten,0
2011,regular,14,AP Top 25,18,TCU,Mountain West,0
2011,regular,14,AP Top 25,19,Baylor,Big 12,0
2011,regular,14,AP Top 25,20,Nebraska,Big Ten,0
2011,regular,14,AP Top 25,21,Clemson,ACC,0
2011,regular,14,AP Top 25,22,West Virginia,Big East,0
2011,regular,14,AP Top 25,23,Penn State,Big Ten,0
2011,regular,14,AP Top 25,24,Southern Miss,Conference USA,0
2011,regular,14,AP Top 25,25,Florida State,ACC,0
2011,regular,14,Coaches Poll,1,LSU,SEC,59
2011,regular,14,Coaches Poll,2,Alabama,SEC,0
2011,regular,14,Coaches Poll,3,Virginia Tech,ACC,0
2011,regular,14,Coaches Poll,4,Stanford,Pac-12,0
2011,regular,14,Coaches Poll,5,Oklahoma State,Big 12,0
2011,regular,14,Coaches Poll,6,Houston,Conference USA,0
2011,regular,14,Coaches Poll,7,Oregon,Pac-12,0
2011,regular,14,Coaches Poll,8,Boise State,Mountain West,0
2011,regular,14,Coaches Poll,9,Michigan State,Big Ten,0
2011,regular,14,Coaches Poll,10,Arkansas,SEC,0
2011,regular,14,Coaches Poll,11,Oklahoma,Big 12,0
2011,regular,14,Coaches Poll,12,Wisconsin,Big Ten,0
2011,regular,14,Coaches Poll,13,South Carolina,SEC,0
2011,regular,14,Coaches Poll,14,Georgia,SEC,0
2011,regular,14,Coaches Poll,15,Kansas State,Big 12,0
2011,regular,14,Coaches Poll,16,Michigan,Big Ten,0
2011,regular,14,Coaches Poll,17,TCU,Mountain West,0
2011,regular,14,Coaches Poll,18,Baylor,Big 12,0
2011,regular,14,Coaches Poll,19,Nebraska,Big Ten,0
2011,regular,14,Coaches Poll,20,West Virginia,Big East,0
2011,regular,14,Coaches Poll,21,Clemson,ACC,0
2011,regular,14,Coaches Poll,22,Penn State,Big Ten,0
2011,regular,14,Coaches Poll,23,Southern Miss,Conference USA,0
2011,regular,14,Coaches Poll,24,Florida State,ACC,0
2011,regular,14,Coaches Poll,25,Cincinnati,Big East,0
2011,regular,15,BCS Standings,1,LSU,SEC,0
2011,regular,15,BCS Standings,2,Alabama,SEC,0
2011,regular,15,BCS Standings,3,Oklahoma State,Big 12,0
2011,regular,15,BCS Standings,4,Stanford,Pac-12,0
2011,regular,15,BCS Standings,5,Oregon,Pac-12,0
2011,regular,15,BCS Standings,6,Arkansas,SEC,0
2011,regular,15,BCS Standings,7,Boise State,Mountain West,0
2011,regular,15,BCS Standings,8,Kansas State,Big 12,0
2011,regular,15,BCS Standings,9,South Carolina,SEC,0
2011,regular,15,BCS Standings,10,Wisconsin,Big Ten,0
2011,regular,15,BCS Standings,11,Virginia Tech,ACC,0
2011,regular,15,BCS Standings,12,Baylor,Big 12,0
2011,regular,15,BCS Standings,13,Michigan,Big Ten,0
2011,regular,15,BCS Standings,14,Oklahoma,Big 12,0
2011,regular,15,BCS Standings,15,Clemson,ACC,0
2011,regular,15,BCS Standings,16,Georgia,SEC,0
2011,regular,15,BCS Standings,17,Michigan State,Big Ten,0
2011,regular,15,BCS Standings,18,TCU,Mountain West,0
2011,regular,15,BCS Standings,19,Houston,Conference USA,0
2011,regular,15,BCS Standings,20,Nebraska,Big Ten,0
2011,regular,15,BCS Standings,21,Southern Miss,Conference USA,0
2011,regular,15,BCS Standings,22,Penn State,Big Ten,0
2011,regular,15,BCS Standings,23,West Virginia,Big East,0
2011,regular,15,BCS Standings,24,Texas,Big 12,0
2011,regular,15,BCS Standings,25,Auburn,SEC,0
2011,regular,15,AP Top 25,1,LSU,SEC,60
2011,regular,15,AP Top 25,2,Alabama,SEC,0
2011,regular,15,AP Top 25,3,Oklahoma State,Big 12,0
2011,regular,15,AP Top 25,4,Stanford,Pac-12,0
2011,regular,15,AP Top 25,5,USC,Pac-12,0
2011,regular,15,AP Top 25,6,Oregon,Pac-12,0
2011,regular,15,AP Top 25,7,Arkansas,SEC,0
2011,regular,15,AP Top 25,8,Boise State,Mountain West,0
2011,regular,15,AP Top 25,9,Wisconsin,Big Ten,0
2011,regular,15,AP Top 25,10,South Carolina,SEC,0
2011,regular,15,AP Top 25,11,Kansas State,Big 12,0
2011,regular,15,AP Top 25,12,Michigan State,Big Ten,0
2011,regular,15,AP Top 25,13,Michigan,Big Ten,0
2011,regular,15,AP Top 25,14,Clemson,ACC,0
2011,regular,15,AP Top 25,15,Baylor,Big 12,0
2011,regular,15,AP Top 25,16,TCU,Mountain West,0
2011,regular,15,AP Top 25,17,Virginia Tech,ACC,0
2011,regular,15,AP Top 25,18,Georgia,SEC,0
2011,regular,15,AP Top 25,19,Oklahoma,Big 12,0
2011,regular,15,AP Top 25,20,Houston,Conference USA,0
2011,regular,15,AP Top 25,21,Nebraska,Big Ten,0
2011,regular,15,AP Top 25,22,Southern Miss,Conference USA,0
2011,regular,15,AP Top 25,23,West Virginia,Big East,0
2011,regular,15,AP Top 25,24,Penn State,Big Ten,0
2011,regular,15,AP Top 25,25,Florida State,ACC,0
2011,regular,15,Coaches Poll,1,LSU,SEC,59
2011,regular,15,Coaches Poll,2,Alabama,SEC,0
