season,seasontype,week,poll,rank,team,conference,points
2017,regular,9,AFCA Division II Coaches Poll,17,Humboldt State,Great Northwest,295
2017,regular,9,AFCA Division II Coaches Poll,18,Winona State,Northern Sun,289
2017,regular,9,AFCA Division II Coaches Poll,19,Grand Valley State University,GLIAC,215
2017,regular,9,AFCA Division II Coaches Poll,20,Bowie State,CIAA,214
2017,regular,9,AFCA Division II Coaches Poll,21,Eastern New Mexico,Lone Star,190
2017,regular,9,AFCA Division II Coaches Poll,22,Findlay,Great Midwest Athletic,159
2017,regular,9,AFCA Division II Coaches Poll,23,West Alabama,Gulf South,100
2017,regular,9,AFCA Division II Coaches Poll,24,CSU Pueblo,Rocky Mountain,88
2017,regular,9,AFCA Division II Coaches Poll,25,West Georgia,Gulf South,48
2017,regular,9,AP Top 25,1,Alabama,SEC,1525
2017,regular,9,AP Top 25,2,Penn State,Big Ten,1444
2017,regular,9,AP Top 25,3,Georgia,SEC,1409
2017,regular,9,AP Top 25,4,TCU,Big 12,1327
2017,regular,9,AP Top 25,5,Wisconsin,Big Ten,1241
2017,regular,9,AP Top 25,6,Ohio State,Big Ten,1165
2017,regular,9,AP Top 25,7,Clemson,ACC,1113
2017,regular,9,AP Top 25,8,Miami,ACC,1101
2017,regular,9,AP Top 25,9,Notre Dame,FBS Independents,1066
2017,regular,9,AP Top 25,10,Oklahoma,Big 12,1040
2017,regular,9,AP Top 25,11,Oklahoma State,Big 12,894
2017,regular,9,AP Top 25,12,Washington,Pac-12,836
2017,regular,9,AP Top 25,13,Virginia Tech,ACC,791
2017,regular,9,AP Top 25,14,NC State,ACC,666
2017,regular,9,AP Top 25,15,Washington State,Pac-12,648
2017,regular,9,AP Top 25,16,Michigan State,Big Ten,615
2017,regular,9,AP Top 25,17,South Florida,American Athletic,604
2017,regular,9,AP Top 25,18,UCF,American Athletic,500
2017,regular,9,AP Top 25,19,Auburn,SEC,397
2017,regular,9,AP Top 25,20,Stanford,Pac-12,344
2017,regular,9,AP Top 25,21,USC,Pac-12,319
2017,regular,9,AP Top 25,22,West Virginia,Big 12,196
2017,regular,9,AP Top 25,23,LSU,SEC,182
2017,regular,9,AP Top 25,24,Memphis,American Athletic,111
2017,regular,9,AP Top 25,25,Iowa State,Big 12,98
2017,regular,9,Coaches Poll,1,Alabama,SEC,1600
2017,regular,9,Coaches Poll,2,Penn State,Big Ten,1520
2017,regular,9,Coaches Poll,3,Georgia,SEC,1463
2017,regular,9,Coaches Poll,4,TCU,Big 12,1385
2017,regular,9,Coaches Poll,5,Wisconsin,Big Ten,1343
2017,regular,9,Coaches Poll,6,Ohio State,Big Ten,1244
2017,regular,9,Coaches Poll,7,Clemson,ACC,1173
2017,regular,9,Coaches Poll,8,Miami,ACC,1172
2017,regular,9,Coaches Poll,9,Oklahoma,Big 12,1084
2017,regular,9,Coaches Poll,10,Notre Dame,FBS Independents,951
2017,regular,9,Coaches Poll,11,Washington,Pac-12,931
2017,regular,9,Coaches Poll,12,Oklahoma State,Big 12,926
2017,regular,9,Coaches Poll,13,Virginia Tech,ACC,818
2017,regular,9,Coaches Poll,14,South Florida,American Athletic,730
2017,regular,9,Coaches Poll,15,NC State,ACC,683
2017,regular,9,Coaches Poll,16,Washington State,Pac-12,636
2017,regular,9,Coaches Poll,17,UCF,American Athletic,561
2017,regular,9,Coaches Poll,18,Michigan State,Big Ten,560
2017,regular,9,Coaches Poll,19,Auburn,SEC,455
2017,regular,9,Coaches Poll,20,Stanford,Pac-12,367
2017,regular,9,Coaches Poll,21,USC,Pac-12,321
2017,regular,9,Coaches Poll,22,West Virginia,Big 12,211
2017,regular,9,Coaches Poll,23,LSU,SEC,178
2017,regular,9,Coaches Poll,24,Texas A&M,SEC,151
2017,regular,9,Coaches Poll,25,Michigan,Big Ten,121
2017,regular,9,FCS Coaches Poll,1,James Madison,CAA,650
2017,regular,9,FCS Coaches Poll,2,North Dakota State,MVFC,624
2017,regular,9,FCS Coaches Poll,3,Jacksonville State,OVC,597
2017,regular,9,FCS Coaches Poll,4,Central Arkansas,Southland,548
2017,regular,9,FCS Coaches Poll,5,Sam Houston,Southland,541
2017,regular,9,FCS Coaches Poll,6,North Carolina A&T,MEAC,463
2017,regular,9,FCS Coaches Poll,7,South Dakota,MVFC,444
2017,regular,9,FCS Coaches Poll,8,Samford,Southern,435
2017,regular,9,FCS Coaches Poll,8,South Dakota State,MVFC,435
2017,regular,9,FCS Coaches Poll,10,Wofford,Southern,421
2017,regular,9,FCS Coaches Poll,11,Elon,CAA,362
2017,regular,9,FCS Coaches Poll,12,Eastern Washington,Big Sky,278
2017,regular,9,FCS Coaches Poll,13,Grambling,SWAC,269
2017,regular,9,FCS Coaches Poll,14,Western Illinois,MVFC,266
2017,regular,9,FCS Coaches Poll,15,Villanova,CAA,257
2017,regular,9,FCS Coaches Poll,16,New Hampshire,CAA,240
2017,regular,9,FCS Coaches Poll,17,Richmond,CAA,226
2017,regular,9,FCS Coaches Poll,18,McNeese,Southland,219
2017,regular,9,FCS Coaches Poll,19,Youngstown State,MVFC,167
2017,regular,9,FCS Coaches Poll,20,Western Carolina,Southern,165
2017,regular,9,FCS Coaches Poll,21,Illinois State,MVFC,158
2017,regular,9,FCS Coaches Poll,22,Weber State,Big Sky,121
2017,regular,9,FCS Coaches Poll,23,Nicholls,Southland,118
2017,regular,9,FCS Coaches Poll,24,Northern Arizona,Big Sky,112
2017,regular,9,FCS Coaches Poll,25,Northern Iowa,MVFC,64
2017,regular,10,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,829
2017,regular,10,AFCA Division II Coaches Poll,2,Shepherd,Mountain East,799
2017,regular,10,AFCA Division II Coaches Poll,3,Indiana-Pennsylvania,Pennsylvania State Athletic,761
2017,regular,10,AFCA Division II Coaches Poll,4,Midwestern State,Lone Star,702
2017,regular,10,AFCA Division II Coaches Poll,5,Fort Hays State,Mid America,695
2017,regular,10,AFCA Division II Coaches Poll,6,Indianapolis,Great Lakes,688
2017,regular,10,AFCA Division II Coaches Poll,7,Central Washington,Great Northwest,664
2017,regular,10,AFCA Division II Coaches Poll,8,Assumption,Northeast 10,573
2017,regular,10,AFCA Division II Coaches Poll,8,East Texas A&M,Lone Star,573
2017,regular,10,AFCA Division II Coaches Poll,10,Ashland,GLIAC,555
2017,regular,10,AFCA Division II Coaches Poll,11,Ferris State,GLIAC,487
2017,regular,10,AFCA Division II Coaches Poll,12,Wingate,South Atlantic,453
2017,regular,10,AFCA Division II Coaches Poll,13,Sioux Falls,Northern Sun,452
2017,regular,10,AFCA Division II Coaches Poll,14,Colorado Mesa,Rocky Mountain,416
2017,regular,10,AFCA Division II Coaches Poll,15,Virginia St,CIAA,369
2017,regular,10,AFCA Division II Coaches Poll,16,Humboldt State,Great Northwest,312
2017,regular,10,AFCA Division II Coaches Poll,17,Winona State,Northern Sun,298
2017,regular,10,AFCA Division II Coaches Poll,18,Northwest Missouri St,Mid America,256
2017,regular,10,AFCA Division II Coaches Poll,19,Bowie State,CIAA,251
2017,regular,10,AFCA Division II Coaches Poll,20,Eastern New Mexico,Lone Star,219
2017,regular,10,AFCA Division II Coaches Poll,21,Findlay,Great Midwest Athletic,190
2017,regular,10,AFCA Division II Coaches Poll,22,West Alabama,Gulf South,155
2017,regular,10,AFCA Division II Coaches Poll,23,CSU Pueblo,Rocky Mountain,107
2017,regular,10,AFCA Division II Coaches Poll,24,West Georgia,Gulf South,91
2017,regular,10,AFCA Division II Coaches Poll,25,Shippensburg,Pennsylvania State Athletic,83
2017,regular,10,AP Top 25,1,Alabama,SEC,1523
2017,regular,10,AP Top 25,2,Georgia,SEC,1465
2017,regular,10,AP Top 25,3,Ohio State,Big Ten,1332
2017,regular,10,AP Top 25,4,Wisconsin,Big Ten,1256
2017,regular,10,AP Top 25,5,Notre Dame,FBS Independents,1254
2017,regular,10,AP Top 25,6,Clemson,ACC,1196
2017,regular,10,AP Top 25,7,Penn State,Big Ten,1189
2017,regular,10,AP Top 25,8,Oklahoma,Big 12,1147
2017,regular,10,AP Top 25,9,Miami,ACC,1075
2017,regular,10,AP Top 25,10,TCU,Big 12,942
2017,regular,10,AP Top 25,11,Oklahoma State,Big 12,936
2017,regular,10,AP Top 25,12,Washington,Pac-12,874
2017,regular,10,AP Top 25,13,Virginia Tech,ACC,837
2017,regular,10,AP Top 25,14,Iowa State,Big 12,670
2017,regular,10,AP Top 25,15,UCF,American Athletic,654
2017,regular,10,AP Top 25,16,Auburn,SEC,576
2017,regular,10,AP Top 25,17,USC,Pac-12,562
2017,regular,10,AP Top 25,18,Stanford,Pac-12,434
2017,regular,10,AP Top 25,19,LSU,SEC,338
2017,regular,10,AP Top 25,20,NC State,ACC,333
2017,regular,10,AP Top 25,21,Mississippi State,SEC,279
2017,regular,10,AP Top 25,22,Memphis,American Athletic,270
2017,regular,10,AP Top 25,23,Arizona,Pac-12,204
2017,regular,10,AP Top 25,24,Michigan State,Big Ten,136
2017,regular,10,AP Top 25,25,Washington State,Pac-12,122
2017,regular,10,Coaches Poll,1,Alabama,SEC,1625
2017,regular,10,Coaches Poll,2,Georgia,SEC,1549
2017,regular,10,Coaches Poll,3,Ohio State,Big Ten,1426
2017,regular,10,Coaches Poll,4,Wisconsin,Big Ten,1418
2017,regular,10,Coaches Poll,5,Clemson,ACC,1295
2017,regular,10,Coaches Poll,6,Miami,ACC,1238
2017,regular,10,Coaches Poll,7,Penn State,Big Ten,1221
2017,regular,10,Coaches Poll,8,Notre Dame,FBS Independents,1212
2017,regular,10,Coaches Poll,9,Oklahoma,Big 12,1192
2017,regular,10,Coaches Poll,10,Oklahoma State,Big 12,1000
2017,regular,10,Coaches Poll,11,Washington,Pac-12,977
2017,regular,10,Coaches Poll,12,TCU,Big 12,944
2017,regular,10,Coaches Poll,13,Virginia Tech,ACC,878
2017,regular,10,Coaches Poll,14,UCF,American Athletic,727
2017,regular,10,Coaches Poll,15,Auburn,SEC,622
2017,regular,10,Coaches Poll,16,Iowa State,Big 12,571
2017,regular,10,Coaches Poll,17,USC,Pac-12,560
2017,regular,10,Coaches Poll,18,Stanford,Pac-12,494
2017,regular,10,Coaches Poll,19,NC State,ACC,382
2017,regular,10,Coaches Poll,20,LSU,SEC,372
2017,regular,10,Coaches Poll,21,Memphis,American Athletic,288
2017,regular,10,Coaches Poll,22,Mississippi State,SEC,210
2017,regular,10,Coaches Poll,23,South Florida,American Athletic,193
2017,regular,10,Coaches Poll,24,Michigan,Big Ten,176
2017,regular,10,Coaches Poll,25,Arizona,Pac-12,153
2017,regular,10,FCS Coaches Poll,1,James Madison,CAA,650
2017,regular,10,FCS Coaches Poll,2,North Dakota State,MVFC,624
2017,regular,10,FCS Coaches Poll,3,Jacksonville State,OVC,595
2017,regular,10,FCS Coaches Poll,4,Central Arkansas,Southland,548
2017,regular,10,FCS Coaches Poll,5,Sam Houston,Southland,540
2017,regular,10,FCS Coaches Poll,6,South Dakota,MVFC,488
2017,regular,10,FCS Coaches Poll,7,North Carolina A&T,MEAC,485
2017,regular,10,FCS Coaches Poll,8,South Dakota State,MVFC,462
2017,regular,10,FCS Coaches Poll,9,Wofford,Southern,453
2017,regular,10,FCS Coaches Poll,10,Elon,CAA,413
2017,regular,10,FCS Coaches Poll,11,Eastern Washington,Big Sky,346
2017,regular,10,FCS Coaches Poll,12,Grambling,SWAC,344
2017,regular,10,FCS Coaches Poll,13,Illinois State,MVFC,319
2017,regular,10,FCS Coaches Poll,14,Weber State,Big Sky,261
2017,regular,10,FCS Coaches Poll,15,Samford,Southern,258
2017,regular,10,FCS Coaches Poll,16,Northern Arizona,Big Sky,201
2017,regular,10,FCS Coaches Poll,17,Nicholls,Southland,183
2017,regular,10,FCS Coaches Poll,18,Western Illinois,MVFC,177
2017,regular,10,FCS Coaches Poll,19,New Hampshire,CAA,172
2017,regular,10,FCS Coaches Poll,20,Villanova,CAA,160
2017,regular,10,FCS Coaches Poll,21,Stony Brook,CAA,148
2017,regular,10,FCS Coaches Poll,22,McNeese,Southland,125
2017,regular,10,FCS Coaches Poll,23,Southern Utah,Big Sky,89
2017,regular,10,FCS Coaches Poll,24,Monmouth,Big South,88
2017,regular,10,FCS Coaches Poll,25,Kennesaw State,Big South,79
2017,regular,10,Playoff Committee Rankings,1,Georgia,SEC,0
2017,regular,10,Playoff Committee Rankings,2,Alabama,SEC,0
2017,regular,10,Playoff Committee Rankings,3,Notre Dame,FBS Independents,0
2017,regular,10,Playoff Committee Rankings,4,Clemson,ACC,0
2017,regular,10,Playoff Committee Rankings,5,Oklahoma,Big 12,0
2017,regular,10,Playoff Committee Rankings,6,Ohio State,Big Ten,0
2017,regular,10,Playoff Committee Rankings,7,Penn State,Big Ten,0
2017,regular,10,Playoff Committee Rankings,8,TCU,Big 12,0
2017,regular,10,Playoff Committee Rankings,9,Wisconsin,Big Ten,0
2017,regular,10,Playoff Committee Rankings,10,Miami,ACC,0
2017,regular,10,Playoff Committee Rankings,11,Oklahoma State,Big 12,0
2017,regular,10,Playoff Committee Rankings,12,Washington,Pac-12,0
2017,regular,10,Playoff Committee Rankings,13,Virginia Tech,ACC,0
2017,regular,10,Playoff Committee Rankings,14,Auburn,SEC,0
2017,regular,10,Playoff Committee Rankings,15,Iowa State,Big 12,0
2017,regular,10,Playoff Committee Rankings,16,Mississippi State,SEC,0
2017,regular,10,Playoff Committee Rankings,17,USC,Pac-12,0
2017,regular,10,Playoff Committee Rankings,18,UCF,American Athletic,0
2017,regular,10,Playoff Committee Rankings,19,LSU,SEC,0
2017,regular,10,Playoff Committee Rankings,20,NC State,ACC,0
2017,regular,10,Playoff Committee Rankings,21,Stanford,Pac-12,0
2017,regular,10,Playoff Committee Rankings,22,Arizona,Pac-12,0
2017,regular,10,Playoff Committee Rankings,23,Memphis,American Athletic,0
2017,regular,10,Playoff Committee Rankings,24,Michigan State,Big Ten,0
2017,regular,10,Playoff Committee Rankings,25,Washington State,Pac-12,0
2017,regular,11,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,834
2017,regular,11,AFCA Division II Coaches Poll,2,Shepherd,Mountain East,800
2017,regular,11,AFCA Division II Coaches Poll,3,Indiana-Pennsylvania,Pennsylvania State Athletic,778
2017,regular,11,AFCA Division II Coaches Poll,4,Fort Hays State,Mid America,730
2017,regular,11,AFCA Division II Coaches Poll,5,Midwestern State,Lone Star,720
2017,regular,11,AFCA Division II Coaches Poll,6,Indianapolis,Great Lakes,672
2017,regular,11,AFCA Division II Coaches Poll,7,Central Washington,Great Northwest,661
2017,regular,11,AFCA Division II Coaches Poll,8,East Texas A&M,Lone Star,602
2017,regular,11,AFCA Division II Coaches Poll,9,Ashland,GLIAC,584
2017,regular,11,AFCA Division II Coaches Poll,10,Ferris State,GLIAC,542
2017,regular,11,AFCA Division II Coaches Poll,11,Virginia St,CIAA,514
2017,regular,11,AFCA Division II Coaches Poll,12,Winona State,Northern Sun,471
2017,regular,11,AFCA Division II Coaches Poll,13,Northwest Missouri St,Mid America,359
2017,regular,11,AFCA Division II Coaches Poll,14,Bowie State,CIAA,353
2017,regular,11,AFCA Division II Coaches Poll,15,Assumption,Northeast 10,333
2017,regular,11,AFCA Division II Coaches Poll,16,Wingate,South Atlantic,285
2017,regular,11,AFCA Division II Coaches Poll,17,West Alabama,Gulf South,272
2017,regular,11,AFCA Division II Coaches Poll,18,Sioux Falls,Northern Sun,268
2017,regular,11,AFCA Division II Coaches Poll,19,Shippensburg,Pennsylvania State Athletic,261
2017,regular,11,AFCA Division II Coaches Poll,20,CSU Pueblo,Rocky Mountain,223
2017,regular,11,AFCA Division II Coaches Poll,21,Humboldt State,Great Northwest,174
2017,regular,11,AFCA Division II Coaches Poll,22,Colorado Mesa,Rocky Mountain,147
2017,regular,11,AFCA Division II Coaches Poll,23,Minnesota Duluth,Northern Sun,108
2017,regular,11,AFCA Division II Coaches Poll,24,Eastern New Mexico,Lone Star,90
2017,regular,11,AFCA Division II Coaches Poll,25,Ouachita Baptist,Great American,72
2017,regular,11,AP Top 25,1,Alabama,SEC,1520
2017,regular,11,AP Top 25,2,Georgia,SEC,1468
2017,regular,11,AP Top 25,3,Notre Dame,FBS Independents,1357
2017,regular,11,AP Top 25,4,Clemson,ACC,1289
2017,regular,11,AP Top 25,5,Oklahoma,Big 12,1258
2017,regular,11,AP Top 25,6,Wisconsin,Big Ten,1256
2017,regular,11,AP Top 25,7,Miami,ACC,1220
2017,regular,11,AP Top 25,8,TCU,Big 12,1087
2017,regular,11,AP Top 25,9,Washington,Pac-12,1061
2017,regular,11,AP Top 25,10,Auburn,SEC,875
2017,regular,11,AP Top 25,11,Ohio State,Big Ten,781
2017,regular,11,AP Top 25,12,Oklahoma State,Big 12,766
2017,regular,11,AP Top 25,13,Michigan State,Big Ten,760
2017,regular,11,AP Top 25,14,UCF,American Athletic,736
2017,regular,11,AP Top 25,15,USC,Pac-12,718
2017,regular,11,AP Top 25,16,Penn State,Big Ten,717
2017,regular,11,AP Top 25,17,Virginia Tech,ACC,537
2017,regular,11,AP Top 25,18,Mississippi State,SEC,464
2017,regular,11,AP Top 25,19,Washington State,Pac-12,420
2017,regular,11,AP Top 25,20,Memphis,American Athletic,376
2017,regular,11,AP Top 25,21,Michigan,Big Ten,184
2017,regular,11,AP Top 25,22,South Florida,American Athletic,177
2017,regular,11,AP Top 25,23,West Virginia,Big 12,163
2017,regular,11,AP Top 25,24,Iowa State,Big 12,155
2017,regular,11,AP Top 25,25,Iowa,Big Ten,147
2017,regular,11,Coaches Poll,1,Alabama,SEC,1624
2017,regular,11,Coaches Poll,2,Georgia,SEC,1560
2017,regular,11,Coaches Poll,3,Wisconsin,Big Ten,1392
2017,regular,11,Coaches Poll,4,Clemson,ACC,1379
2017,regular,11,Coaches Poll,5,Notre Dame,FBS Independents,1367
2017,regular,11,Coaches Poll,6,Miami,ACC,1326
2017,regular,11,Coaches Poll,7,Oklahoma,Big 12,1314
2017,regular,11,Coaches Poll,8,Washington,Pac-12,1154
2017,regular,11,Coaches Poll,9,TCU,Big 12,1143
2017,regular,11,Coaches Poll,10,Auburn,SEC,900
2017,regular,11,Coaches Poll,11,Ohio State,Big Ten,881
2017,regular,11,Coaches Poll,12,UCF,American Athletic,854
2017,regular,11,Coaches Poll,13,Penn State,Big Ten,817
2017,regular,11,Coaches Poll,14,USC,Pac-12,778
2017,regular,11,Coaches Poll,15,Oklahoma State,Big 12,764
2017,regular,11,Coaches Poll,16,Michigan State,Big Ten,609
2017,regular,11,Coaches Poll,17,Virginia Tech,ACC,555
2017,regular,11,Coaches Poll,18,Mississippi State,SEC,462
2017,regular,11,Coaches Poll,19,Memphis,American Athletic,457
2017,regular,11,Coaches Poll,20,Washington State,Pac-12,376
2017,regular,11,Coaches Poll,21,South Florida,American Athletic,306
2017,regular,11,Coaches Poll,22,Michigan,Big Ten,261
2017,regular,11,Coaches Poll,23,Iowa State,Big 12,150
2017,regular,11,Coaches Poll,24,NC State,ACC,149
2017,regular,11,Coaches Poll,25,LSU,SEC,136
2017,regular,11,FCS Coaches Poll,1,James Madison,CAA,650
2017,regular,11,FCS Coaches Poll,2,Jacksonville State,OVC,619
2017,regular,11,FCS Coaches Poll,3,Central Arkansas,Southland,567
2017,regular,11,FCS Coaches Poll,4,Sam Houston,Southland,550
2017,regular,11,FCS Coaches Poll,5,South Dakota State,MVFC,538
2017,regular,11,FCS Coaches Poll,6,North Dakota State,MVFC,527
2017,regular,11,FCS Coaches Poll,7,North Carolina A&T,MEAC,478
2017,regular,11,FCS Coaches Poll,8,Wofford,Southern,466
2017,regular,11,FCS Coaches Poll,9,Elon,CAA,447
2017,regular,11,FCS Coaches Poll,10,South Dakota,MVFC,364
2017,regular,11,FCS Coaches Poll,11,Grambling,SWAC,362
2017,regular,11,FCS Coaches Poll,12,Weber State,Big Sky,346
2017,regular,11,FCS Coaches Poll,13,Western Illinois,MVFC,308
2017,regular,11,FCS Coaches Poll,14,Samford,Southern,285
2017,regular,11,FCS Coaches Poll,15,Stony Brook,CAA,238
2017,regular,11,FCS Coaches Poll,16,New Hampshire,CAA,234
2017,regular,11,FCS Coaches Poll,17,Nicholls,Southland,221
2017,regular,11,FCS Coaches Poll,18,McNeese,Southland,177
2017,regular,11,FCS Coaches Poll,19,Southern Utah,Big Sky,167
2017,regular,11,FCS Coaches Poll,20,Illinois State,MVFC,164
2017,regular,11,FCS Coaches Poll,21,Eastern Washington,Big Sky,152
2017,regular,11,FCS Coaches Poll,22,Monmouth,Big South,114
2017,regular,11,FCS Coaches Poll,23,Kennesaw State,Big South,103
2017,regular,11,FCS Coaches Poll,24,Northern Arizona,Big Sky,85
2017,regular,11,FCS Coaches Poll,25,Western Carolina,Southern,65
2017,regular,11,Playoff Committee Rankings,1,Georgia,SEC,0
2017,regular,11,Playoff Committee Rankings,2,Alabama,SEC,0
2017,regular,11,Playoff Committee Rankings,3,Notre Dame,FBS Independents,0
2017,regular,11,Playoff Committee Rankings,4,Clemson,ACC,0
2017,regular,11,Playoff Committee Rankings,5,Oklahoma,Big 12,0
2017,regular,11,Playoff Committee Rankings,6,TCU,Big 12,0
2017,regular,11,Playoff Committee Rankings,7,Miami,ACC,0
2017,regular,11,Playoff Committee Rankings,8,Wisconsin,Big Ten,0
2017,regular,11,Playoff Committee Rankings,9,Washington,Pac-12,0
2017,regular,11,Playoff Committee Rankings,10,Auburn,SEC,0
2017,regular,11,Playoff Committee Rankings,11,USC,Pac-12,0
2017,regular,11,Playoff Committee Rankings,12,Michigan State,Big Ten,0
2017,regular,11,Playoff Committee Rankings,13,Ohio State,Big Ten,0
2017,regular,11,Playoff Committee Rankings,14,Penn State,Big Ten,0
2017,regular,11,Playoff Committee Rankings,15,Oklahoma State,Big 12,0
2017,regular,11,Playoff Committee Rankings,16,Mississippi State,SEC,0
2017,regular,11,Playoff Committee Rankings,17,Virginia Tech,ACC,0
2017,regular,11,Playoff Committee Rankings,18,UCF,American Athletic,0
2017,regular,11,Playoff Committee Rankings,19,Washington State,Pac-12,0
2017,regular,11,Playoff Committee Rankings,20,Iowa,Big Ten,0
2017,regular,11,Playoff Committee Rankings,21,Iowa State,Big 12,0
2017,regular,11,Playoff Committee Rankings,22,Memphis,American Athletic,0
2017,regular,11,Playoff Committee Rankings,23,NC State,ACC,0
2017,regular,11,Playoff Committee Rankings,24,LSU,SEC,0
2017,regular,11,Playoff Committee Rankings,25,Northwestern,Big Ten,0
2017,regular,12,AP Top 25,1,Alabama,SEC,1521
2017,regular,12,AP Top 25,2,Miami,ACC,1438
2017,regular,12,AP Top 25,3,Oklahoma,Big 12,1367
2017,regular,12,AP Top 25,4,Clemson,ACC,1358
2017,regular,12,AP Top 25,5,Wisconsin,Big Ten,1322
2017,regular,12,AP Top 25,6,Auburn,SEC,1199
2017,regular,12,AP Top 25,7,Georgia,SEC,1151
2017,regular,12,AP Top 25,8,Ohio State,Big Ten,1036
2017,regular,12,AP Top 25,9,Notre Dame,FBS Independents,1001
2017,regular,12,AP Top 25,10,Oklahoma State,Big 12,898
2017,regular,12,AP Top 25,11,TCU,Big 12,875
2017,regular,12,AP Top 25,12,USC,Pac-12,866
2017,regular,12,AP Top 25,13,Penn State,Big Ten,818
2017,regular,12,AP Top 25,14,UCF,American Athletic,807
2017,regular,12,AP Top 25,15,Washington State,Pac-12,614
2017,regular,12,AP Top 25,16,Washington,Pac-12,575
2017,regular,12,AP Top 25,17,Mississippi State,SEC,492
2017,regular,12,AP Top 25,18,Memphis,American Athletic,437
2017,regular,12,AP Top 25,19,Michigan,Big Ten,315
2017,regular,12,AP Top 25,20,Stanford,Pac-12,287
2017,regular,12,AP Top 25,21,LSU,SEC,276
2017,regular,12,AP Top 25,22,Michigan State,Big Ten,259
2017,regular,12,AP Top 25,23,South Florida,American Athletic,236
2017,regular,12,AP Top 25,24,West Virginia,Big 12,222
2017,regular,12,AP Top 25,25,NC State,ACC,178
2017,regular,12,Coaches Poll,1,Alabama,SEC,1575
2017,regular,12,Coaches Poll,2,Miami,ACC,1465
2017,regular,12,Coaches Poll,3,Clemson,ACC,1406
2017,regular,12,Coaches Poll,4,Wisconsin,Big Ten,1395
2017,regular,12,Coaches Poll,5,Oklahoma,Big 12,1386
2017,regular,12,Coaches Poll,6,Auburn,SEC,1250
2017,regular,12,Coaches Poll,7,Georgia,SEC,1184
2017,regular,12,Coaches Poll,8,Ohio State,Big Ten,1076
2017,regular,12,Coaches Poll,9,Notre Dame,FBS Independents,947
2017,regular,12,Coaches Poll,10,USC,Pac-12,917
2017,regular,12,Coaches Poll,11,Penn State,Big Ten,912
2017,regular,12,Coaches Poll,12,UCF,American Athletic,910
2017,regular,12,Coaches Poll,13,Oklahoma State,Big 12,902
2017,regular,12,Coaches Poll,14,TCU,Big 12,814
2017,regular,12,Coaches Poll,15,Washington,Pac-12,642
2017,regular,12,Coaches Poll,16,Washington State,Pac-12,587
2017,regular,12,Coaches Poll,17,Memphis,American Athletic,509
2017,regular,12,Coaches Poll,18,Michigan,Big Ten,394
2017,regular,12,Coaches Poll,19,Mississippi State,SEC,373
2017,regular,12,Coaches Poll,20,South Florida,American Athletic,361
2017,regular,12,Coaches Poll,21,LSU,SEC,282
2017,regular,12,Coaches Poll,22,NC State,ACC,271
2017,regular,12,Coaches Poll,23,Stanford,Pac-12,206
2017,regular,12,Coaches Poll,24,Michigan State,Big Ten,179
2017,regular,12,Coaches Poll,25,West Virginia,Big 12,171
2017,regular,12,FCS Coaches Poll,1,James Madison,CAA,650
2017,regular,12,FCS Coaches Poll,2,Jacksonville State,OVC,618
2017,regular,12,FCS Coaches Poll,3,Central Arkansas,Southland,572
2017,regular,12,FCS Coaches Poll,4,Sam Houston,Southland,558
2017,regular,12,FCS Coaches Poll,5,South Dakota State,MVFC,544
2017,regular,12,FCS Coaches Poll,6,North Dakota State,MVFC,535
2017,regular,12,FCS Coaches Poll,7,North Carolina A&T,MEAC,473
2017,regular,12,FCS Coaches Poll,7,Wofford,Southern,473
2017,regular,12,FCS Coaches Poll,9,Weber State,Big Sky,397
2017,regular,12,FCS Coaches Poll,10,Western Illinois,MVFC,387
2017,regular,12,FCS Coaches Poll,11,Grambling,SWAC,385
2017,regular,12,FCS Coaches Poll,12,Stony Brook,CAA,318
2017,regular,12,FCS Coaches Poll,13,Samford,Southern,312
2017,regular,12,FCS Coaches Poll,14,New Hampshire,CAA,307
2017,regular,12,FCS Coaches Poll,15,Elon,CAA,269
2017,regular,12,FCS Coaches Poll,16,South Dakota,MVFC,257
2017,regular,12,FCS Coaches Poll,17,Nicholls,Southland,217
2017,regular,12,FCS Coaches Poll,18,Southern Utah,Big Sky,213
2017,regular,12,FCS Coaches Poll,19,McNeese,Southland,199
2017,regular,12,FCS Coaches Poll,20,Eastern Washington,Big Sky,138
2017,regular,12,FCS Coaches Poll,21,Kennesaw State,Big South,136
2017,regular,12,FCS Coaches Poll,22,Monmouth,Big South,135
2017,regular,12,FCS Coaches Poll,23,Northern Arizona,Big Sky,77
2017,regular,12,FCS Coaches Poll,24,Furman,Southern,73
2017,regular,12,FCS Coaches Poll,25,Illinois State,MVFC,67
2017,regular,12,Playoff Committee Rankings,1,Alabama,SEC,0
2017,regular,12,Playoff Committee Rankings,2,Clemson,ACC,0
2017,regular,12,Playoff Committee Rankings,3,Miami,ACC,0
2017,regular,12,Playoff Committee Rankings,4,Oklahoma,Big 12,0
2017,regular,12,Playoff Committee Rankings,5,Wisconsin,Big Ten,0
2017,regular,12,Playoff Committee Rankings,6,Auburn,SEC,0
2017,regular,12,Playoff Committee Rankings,7,Georgia,SEC,0
2017,regular,12,Playoff Committee Rankings,8,Notre Dame,FBS Independents,0
2017,regular,12,Playoff Committee Rankings,9,Ohio State,Big Ten,0
