TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,0,1,0.0,40.0,34.0,74.0,0.459,2.0,13.0,0.154,9.0,15.0,0.6,13.0,20.0,33.0,22.0,17.0,9.0,3.0,6.0,15.0,16.0,79.0,-5.0,1,7,7,7,1,1,3,6,9,8,10,12,10,12,2,9,6,1,6,4,6,10,1,11,5,8,08/17/2010
1611661329,Chicago Sky,1,1,0,1.0,40.0,33.0,62.0,0.532,2.0,12.0,0.167,16.0,22.0,0.727,7.0,25.0,32.0,19.0,18.0,11.0,6.0,3.0,16.0,15.0,84.0,5.0,1,1,1,1,1,2,7,1,9,9,9,5,4,8,7,5,8,3,9,1,2,7,2,12,3,5,08/17/2010
1611661323,Connecticut Sun,1,1,0,1.0,40.0,32.0,62.0,0.516,5.0,18.0,0.278,21.0,22.0,0.955,6.0,32.0,38.0,18.0,17.0,9.0,7.0,0.0,22.0,20.0,90.0,28.0,1,1,1,1,1,3,7,3,6,2,7,2,4,2,10,2,3,5,6,4,1,1,10,4,1,1,08/17/2010
1611661325,Indiana Fever,1,0,1,0.0,40.0,19.0,49.0,0.388,7.0,17.0,0.412,12.0,15.0,0.8,5.0,16.0,21.0,10.0,18.0,2.0,5.0,1.0,19.0,19.0,57.0,-21.0,1,7,7,7,1,12,12,10,1,3,2,10,10,6,12,11,12,10,9,12,4,2,4,7,12,11,08/17/2010
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,32.0,79.0,0.405,6.0,27.0,0.222,14.0,16.0,0.875,6.0,27.0,33.0,16.0,8.0,11.0,1.0,6.0,20.0,17.0,84.0,-6.0,1,7,7,7,1,3,1,8,2,1,8,6,9,3,10,4,6,7,1,1,9,10,7,10,3,9,08/17/2010
1611661324,Minnesota Lynx,1,0,1,0.0,40.0,20.0,69.0,0.29,1.0,12.0,0.083,23.0,27.0,0.852,13.0,24.0,37.0,8.0,12.0,11.0,4.0,2.0,20.0,25.0,64.0,-4.0,1,7,7,7,1,11,5,11,11,9,12,1,1,5,2,6,4,12,2,1,5,5,7,1,10,7,08/17/2010
1611661313,New York Liberty,1,1,0,1.0,40.0,31.0,63.0,0.492,6.0,15.0,0.4,10.0,10.0,1.0,12.0,20.0,32.0,19.0,14.0,8.0,1.0,5.0,19.0,19.0,78.0,21.0,1,1,1,1,1,6,6,4,2,6,3,11,12,1,4,9,8,3,4,6,9,9,4,7,6,2,08/17/2010
1611661317,Phoenix Mercury,1,1,0,1.0,40.0,32.0,71.0,0.451,6.0,16.0,0.375,20.0,23.0,0.87,11.0,33.0,44.0,22.0,16.0,4.0,6.0,1.0,17.0,20.0,90.0,6.0,1,1,1,1,1,3,4,7,2,5,4,3,2,4,5,1,1,1,5,11,2,2,3,4,1,4,08/17/2010
1611661319,San Antonio Silver Stars,1,0,1,0.0,40.0,26.0,56.0,0.464,1.0,7.0,0.143,13.0,18.0,0.722,7.0,15.0,22.0,14.0,12.0,8.0,1.0,2.0,19.0,23.0,66.0,-10.0,1,7,7,7,1,8,10,5,11,12,11,8,8,9,7,12,11,9,2,6,9,5,4,2,9,10,08/17/2010
1611661328,Seattle Storm,1,1,0,1.0,40.0,24.0,61.0,0.393,6.0,14.0,0.429,14.0,21.0,0.667,11.0,32.0,43.0,15.0,19.0,7.0,2.0,4.0,25.0,20.0,68.0,4.0,1,1,1,1,1,9,9,9,2,7,1,6,6,10,5,2,2,8,11,8,7,8,12,4,8,6,08/17/2010
1611661321,Tulsa Shock,1,0,1,0.0,40.0,22.0,76.0,0.289,5.0,17.0,0.294,13.0,20.0,0.65,16.0,21.0,37.0,9.0,17.0,6.0,0.0,7.0,20.0,22.0,62.0,-28.0,1,7,7,7,1,10,2,12,6,3,6,8,7,11,1,8,4,11,6,9,12,12,7,3,11,12,08/17/2010
1611661322,Washington Mystics,1,1,0,1.0,40.0,27.0,52.0,0.519,4.0,11.0,0.364,18.0,23.0,0.783,7.0,24.0,31.0,17.0,20.0,6.0,2.0,1.0,23.0,19.0,76.0,10.0,1,1,1,1,1,7,11,2,8,11,5,4,2,7,7,6,10,6,12,9,7,2,11,7,7,3,08/17/2010
