TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,40.0,35.0,69.0,0.507,3.0,15.0,0.2,17.0,21.0,0.81,13.0,22.0,35.0,24.0,18.0,11.0,7.0,2.0,21.0,21.0,90.0,16.0,1,1,1,1,1,2,3,2,9,8,10,6,4,5,5,5,4,2,5,3,1,1,8,2,3,2,08/01/2010
1611661329,Chicago Sky,1,0,1,0.0,40.0,35.0,73.0,0.479,8.0,19.0,0.421,18.0,27.0,0.667,16.0,23.0,39.0,22.0,16.0,15.0,3.0,5.0,20.0,20.0,96.0,-1.0,1,6,6,6,1,2,1,3,2,2,2,5,1,10,1,3,2,4,4,1,7,7,4,4,2,6,08/01/2010
1611661323,Connecticut Sun,1,0,1,0.0,40.0,22.0,57.0,0.386,4.0,7.0,0.571,19.0,20.0,0.95,9.0,23.0,32.0,14.0,21.0,9.0,3.0,4.0,20.0,19.0,67.0,-4.0,1,6,6,6,1,9,10,8,7,10,1,2,5,1,6,3,7,9,9,6,7,5,4,8,9,8,08/01/2010
1611661325,Indiana Fever,1,0,1,0.0,40.0,24.0,69.0,0.348,7.0,17.0,0.412,19.0,23.0,0.826,15.0,22.0,37.0,16.0,21.0,9.0,2.0,7.0,21.0,21.0,74.0,-16.0,1,6,6,6,1,8,3,9,3,4,3,2,3,4,2,5,3,7,9,6,10,10,8,2,5,9,08/01/2010
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,27.0,60.0,0.45,3.0,10.0,0.3,15.0,20.0,0.75,7.0,21.0,28.0,15.0,14.0,8.0,4.0,5.0,14.0,20.0,72.0,1.0,1,1,1,1,1,6,9,5,9,9,7,7,5,6,10,9,10,8,2,8,5,7,1,4,6,4,08/01/2010
1611661313,New York Liberty,1,1,0,1.0,40.0,26.0,64.0,0.406,5.0,16.0,0.313,14.0,19.0,0.737,14.0,19.0,33.0,20.0,15.0,10.0,4.0,3.0,19.0,20.0,71.0,4.0,1,1,1,1,1,7,7,7,5,7,6,8,9,8,4,10,6,6,3,4,5,2,3,4,7,3,08/01/2010
1611661317,Phoenix Mercury,1,1,0,1.0,40.0,36.0,68.0,0.529,6.0,17.0,0.353,19.0,20.0,0.95,9.0,22.0,31.0,25.0,19.0,7.0,5.0,3.0,20.0,20.0,97.0,1.0,1,1,1,1,1,1,5,1,4,4,5,2,5,1,6,5,8,1,7,10,3,2,4,4,1,4,08/01/2010
1611661328,Seattle Storm,1,0,1,0.0,40.0,28.0,62.0,0.452,5.0,18.0,0.278,10.0,12.0,0.833,9.0,22.0,31.0,23.0,18.0,10.0,5.0,4.0,20.0,14.0,71.0,-1.0,1,6,6,6,1,5,8,4,5,3,8,10,10,3,6,5,8,3,5,4,3,5,4,10,7,6,08/01/2010
1611661321,Tulsa Shock,1,0,1,0.0,40.0,22.0,65.0,0.338,4.0,17.0,0.235,14.0,20.0,0.7,9.0,25.0,34.0,11.0,19.0,8.0,6.0,3.0,22.0,18.0,62.0,-25.0,1,6,6,6,1,9,6,10,7,4,9,8,5,9,6,2,5,10,7,8,2,2,10,9,10,10,08/01/2010
1611661322,Washington Mystics,1,1,0,1.0,40.0,29.0,70.0,0.414,9.0,24.0,0.375,20.0,27.0,0.741,15.0,29.0,44.0,21.0,12.0,12.0,3.0,6.0,18.0,22.0,87.0,25.0,1,1,1,1,1,4,2,6,1,1,4,1,1,7,2,1,1,5,1,2,7,9,2,1,4,1,08/01/2010
