TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,0,1,0.0,45.0,39.0,94.0,0.415,9.0,26.0,0.346,13.0,18.0,0.722,15.0,23.0,38.0,19.0,8.0,8.0,5.0,4.0,21.0,19.0,100.0,-4.0,1,6,6,6,1,1,1,4,4,3,5,7,6,8,1,9,2,5,1,2,1,4,8,5,2,6,09/08/2024
1611661329,Chicago Sky,1,1,0,1.0,40.0,35.0,70.0,0.5,5.0,13.0,0.385,17.0,23.0,0.739,8.0,30.0,38.0,19.0,14.0,6.0,4.0,4.0,18.0,21.0,92.0,15.0,1,1,1,1,3,3,3,2,8,10,4,2,2,5,4,2,2,5,4,6,4,4,5,2,3,1,09/08/2024
1611661323,Connecticut Sun,1,1,0,1.0,40.0,32.0,69.0,0.464,6.0,18.0,0.333,9.0,16.0,0.563,8.0,25.0,33.0,22.0,14.0,9.0,5.0,2.0,16.0,20.0,79.0,12.0,1,1,1,1,3,4,5,3,7,7,7,9,8,10,4,6,8,2,4,1,1,2,4,4,4,2,09/08/2024
1611661321,Dallas Wings,1,0,1,0.0,40.0,30.0,74.0,0.405,3.0,15.0,0.2,14.0,19.0,0.737,13.0,21.0,34.0,21.0,14.0,6.0,4.0,4.0,21.0,18.0,77.0,-15.0,1,6,6,6,3,5,2,8,10,8,10,6,5,6,2,10,7,3,4,6,4,4,8,6,6,10,09/08/2024
1611661325,Indiana Fever,1,1,0,1.0,45.0,37.0,68.0,0.544,10.0,25.0,0.4,20.0,25.0,0.8,7.0,30.0,37.0,23.0,19.0,5.0,4.0,5.0,19.0,21.0,104.0,4.0,1,1,1,1,1,2,7,1,3,4,3,1,1,3,7,2,5,1,9,9,4,8,6,2,1,4,09/08/2024
1611661319,Las Vegas Aces,1,0,1,0.0,40.0,23.0,64.0,0.359,15.0,33.0,0.455,10.0,10.0,1.0,2.0,25.0,27.0,18.0,12.0,7.0,4.0,5.0,23.0,13.0,71.0,-4.0,1,6,6,6,3,9,9,10,1,1,2,8,9,1,10,6,10,9,3,4,4,8,10,9,8,6,09/08/2024
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,22.0,54.0,0.407,7.0,14.0,0.5,16.0,20.0,0.8,4.0,24.0,28.0,15.0,20.0,5.0,2.0,5.0,20.0,16.0,67.0,-12.0,1,6,6,6,3,10,10,7,5,9,1,4,4,3,9,8,9,10,10,9,9,8,7,7,10,9,09/08/2024
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,27.0,66.0,0.409,7.0,24.0,0.292,17.0,17.0,1.0,7.0,31.0,38.0,19.0,16.0,7.0,1.0,3.0,11.0,15.0,78.0,7.0,1,1,1,1,3,7,8,6,5,5,8,2,7,1,7,1,2,5,7,4,10,3,1,8,5,3,09/08/2024
1611661313,New York Liberty,1,1,0,1.0,40.0,27.0,69.0,0.391,5.0,24.0,0.208,16.0,22.0,0.727,10.0,29.0,39.0,21.0,11.0,8.0,5.0,4.0,13.0,23.0,75.0,4.0,1,1,1,1,3,7,5,9,8,5,9,4,3,7,3,4,1,3,2,2,1,4,2,1,7,4,09/08/2024
1611661322,Washington Mystics,1,0,1,0.0,40.0,29.0,70.0,0.414,11.0,32.0,0.344,2.0,3.0,0.667,8.0,27.0,35.0,19.0,16.0,6.0,3.0,1.0,15.0,11.0,71.0,-7.0,1,6,6,6,3,6,3,5,2,2,6,10,10,9,4,5,6,5,7,6,8,1,3,10,8,8,09/08/2024
