TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,40.0,40.0,77.0,0.519,6.0,15.0,0.4,19.0,25.0,0.76,14.0,30.0,44.0,22.0,18.0,10.0,3.0,3.0,27.0,20.0,105.0,16.0,1,1,1,1,1,1,1,1,7,7,5,3,4,9,2,2,1,2,9,3,6,6,12,4,1,1,07/27/2010
1611661329,Chicago Sky,1,0,1,0.0,40.0,29.0,67.0,0.433,4.0,15.0,0.267,12.0,15.0,0.8,9.0,19.0,28.0,14.0,15.0,13.0,4.0,5.0,15.0,15.0,74.0,-4.0,1,7,7,7,1,8,7,8,10,7,9,7,7,5,10,11,12,9,8,1,4,10,5,7,9,7,07/27/2010
1611661323,Connecticut Sun,1,1,0,1.0,40.0,29.0,61.0,0.475,7.0,13.0,0.538,23.0,28.0,0.821,7.0,22.0,29.0,20.0,10.0,9.0,4.0,0.0,18.0,24.0,88.0,10.0,1,1,1,1,1,8,11,3,2,11,1,1,1,4,11,9,11,4,2,4,4,1,7,2,4,3,07/27/2010
1611661325,Indiana Fever,1,1,0,1.0,40.0,30.0,60.0,0.5,7.0,15.0,0.467,11.0,14.0,0.786,12.0,25.0,37.0,18.0,21.0,12.0,5.0,4.0,15.0,15.0,78.0,4.0,1,1,1,1,1,6,12,2,2,7,2,10,8,6,4,4,5,6,11,2,2,8,5,7,6,6,07/27/2010
1611661320,Los Angeles Sparks,1,1,0,1.0,40.0,29.0,66.0,0.439,7.0,20.0,0.35,6.0,9.0,0.667,6.0,37.0,43.0,23.0,14.0,6.0,5.0,2.0,14.0,11.0,71.0,13.0,1,1,1,1,1,8,9,7,2,3,7,11,12,10,12,1,2,1,7,9,2,3,3,12,11,2,07/27/2010
1611661324,Minnesota Lynx,1,0,1,0.0,40.0,20.0,77.0,0.26,5.0,21.0,0.238,13.0,17.0,0.765,14.0,26.0,40.0,13.0,9.0,8.0,2.0,5.0,11.0,14.0,58.0,-13.0,1,7,7,7,1,12,1,12,9,1,10,6,6,8,2,3,3,11,1,8,8,10,1,9,12,11,07/27/2010
1611661313,New York Liberty,1,1,0,1.0,40.0,32.0,68.0,0.471,8.0,18.0,0.444,5.0,11.0,0.455,11.0,20.0,31.0,21.0,11.0,6.0,2.0,0.0,14.0,12.0,77.0,5.0,1,1,1,1,1,3,6,4,1,4,3,12,11,12,7,10,9,3,3,9,8,1,3,11,8,5,07/27/2010
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,31.0,72.0,0.431,7.0,17.0,0.412,16.0,19.0,0.842,10.0,25.0,35.0,19.0,13.0,3.0,6.0,2.0,24.0,19.0,85.0,-6.0,1,7,7,7,1,5,5,11,2,6,4,5,5,3,8,4,7,5,6,11,1,3,10,5,5,9,07/27/2010
1611661319,San Antonio Silver Stars,1,0,1,0.0,40.0,29.0,67.0,0.433,2.0,15.0,0.133,12.0,13.0,0.923,12.0,24.0,36.0,11.0,12.0,9.0,0.0,2.0,12.0,14.0,72.0,-5.0,1,7,7,7,1,8,7,8,11,7,12,7,10,1,4,6,6,12,5,4,11,3,2,9,10,8,07/27/2010
1611661328,Seattle Storm,1,1,0,1.0,40.0,34.0,73.0,0.466,2.0,13.0,0.154,21.0,27.0,0.778,15.0,24.0,39.0,18.0,11.0,9.0,2.0,6.0,19.0,24.0,91.0,6.0,1,1,1,1,1,2,4,5,11,11,11,2,2,7,1,6,4,6,3,4,8,12,8,2,2,4,07/27/2010
1611661321,Tulsa Shock,1,0,1,0.0,40.0,32.0,74.0,0.432,7.0,18.0,0.389,18.0,27.0,0.667,12.0,18.0,30.0,16.0,22.0,9.0,3.0,3.0,20.0,27.0,89.0,-16.0,1,7,7,7,1,3,3,10,2,4,6,4,2,10,4,12,10,8,12,4,6,6,9,1,3,12,07/27/2010
1611661322,Washington Mystics,1,0,1,0.0,40.0,30.0,65.0,0.462,6.0,21.0,0.286,12.0,14.0,0.857,10.0,24.0,34.0,14.0,18.0,3.0,0.0,4.0,24.0,18.0,78.0,-10.0,1,7,7,7,1,6,10,6,7,1,8,7,8,2,8,6,8,9,9,11,11,8,10,6,6,10,07/27/2010
