TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661329,Chicago Sky,1,0,1,0.0,40.0,31.0,69.0,0.449,5.0,18.0,0.278,4.0,8.0,0.5,6.0,25.0,31.0,18.0,13.0,6.0,5.0,7.0,15.0,12.0,71.0,-7.0,1,6,6,6,1,4,2,7,6,5,8,10,10,10,9,4,6,6,3,6,4,9,5,7,9,8,08/20/2010
1611661323,Connecticut Sun,1,1,0,1.0,40.0,29.0,68.0,0.426,10.0,24.0,0.417,10.0,14.0,0.714,9.0,30.0,39.0,20.0,12.0,5.0,7.0,5.0,12.0,15.0,78.0,7.0,1,1,1,1,1,5,3,8,1,1,4,7,6,7,5,1,1,3,2,10,2,7,3,6,3,2,08/20/2010
1611661325,Indiana Fever,1,0,1,0.0,40.0,24.0,66.0,0.364,3.0,13.0,0.231,10.0,14.0,0.714,13.0,19.0,32.0,11.0,13.0,8.0,4.0,1.0,16.0,11.0,61.0,-14.0,1,6,6,6,1,10,4,10,8,8,10,7,6,7,2,7,5,9,3,4,5,1,6,9,10,10,08/20/2010
1611661320,Los Angeles Sparks,1,1,0,1.0,40.0,33.0,66.0,0.5,10.0,20.0,0.5,22.0,24.0,0.917,11.0,18.0,29.0,24.0,11.0,6.0,1.0,1.0,10.0,20.0,98.0,7.0,1,1,1,1,1,2,4,3,1,2,1,1,1,1,3,8,7,1,1,6,8,1,1,2,1,2,08/20/2010
1611661324,Minnesota Lynx,1,0,1,0.0,40.0,37.0,65.0,0.569,6.0,17.0,0.353,11.0,12.0,0.917,6.0,23.0,29.0,20.0,14.0,6.0,1.0,1.0,20.0,10.0,91.0,-7.0,1,6,6,6,1,1,6,1,4,6,5,6,8,1,9,5,7,3,5,6,8,1,8,10,2,8,08/20/2010
1611661313,New York Liberty,1,0,1,0.0,40.0,26.0,61.0,0.426,3.0,9.0,0.333,19.0,22.0,0.864,14.0,11.0,25.0,14.0,15.0,9.0,4.0,6.0,18.0,24.0,74.0,-1.0,1,6,6,6,1,8,7,9,8,9,6,2,2,3,1,10,9,8,7,2,5,8,7,1,7,6,08/20/2010
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,26.0,55.0,0.473,6.0,19.0,0.316,15.0,19.0,0.789,7.0,27.0,34.0,16.0,21.0,6.0,8.0,4.0,12.0,20.0,73.0,-5.0,1,6,6,6,1,8,9,5,4,3,7,3,3,5,7,2,2,7,10,6,1,4,3,2,8,7,08/20/2010
1611661319,San Antonio Silver Stars,1,1,0,1.0,40.0,28.0,57.0,0.491,5.0,19.0,0.263,14.0,17.0,0.824,7.0,26.0,33.0,19.0,15.0,7.0,1.0,4.0,11.0,16.0,75.0,14.0,1,1,1,1,1,7,8,4,6,3,9,4,5,4,7,3,3,5,7,5,8,4,2,5,5,1,08/20/2010
1611661328,Seattle Storm,1,1,0,1.0,40.0,32.0,71.0,0.451,8.0,17.0,0.471,6.0,11.0,0.545,11.0,22.0,33.0,23.0,14.0,14.0,4.0,8.0,20.0,12.0,78.0,5.0,1,1,1,1,1,3,1,6,3,6,3,9,9,9,3,6,3,2,5,1,5,10,8,7,3,4,08/20/2010
1611661322,Washington Mystics,1,1,0,1.0,40.0,29.0,52.0,0.558,3.0,6.0,0.5,14.0,19.0,0.737,8.0,15.0,23.0,7.0,16.0,9.0,6.0,4.0,24.0,18.0,75.0,1.0,1,1,1,1,1,5,10,2,8,10,1,4,3,6,6,9,10,10,9,2,3,4,10,4,5,5,08/20/2010
