TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,1,0,1.0,40.0,32.0,76.0,0.421,6.0,17.0,0.353,19.0,35.0,0.543,18.0,24.0,42.0,17.0,15.0,11.0,4.0,5.0,23.0,27.0,89.0,8.0,1,1,1,1,1,2,1,6,6,5,8,3,1,10,1,6,1,5,5,3,3,9,7,1,2,4,06/27/2010
1611661329,Chicago Sky,1,0,1,0.0,40.0,19.0,57.0,0.333,9.0,23.0,0.391,17.0,24.0,0.708,10.0,27.0,37.0,13.0,21.0,9.0,3.0,4.0,14.0,21.0,64.0,-6.0,1,6,6,6,1,10,9,10,2,1,6,4,4,8,5,2,4,10,7,5,7,5,1,5,10,6,06/27/2010
1611661323,Connecticut Sun,1,0,1,0.0,40.0,23.0,60.0,0.383,8.0,22.0,0.364,14.0,19.0,0.737,13.0,27.0,40.0,14.0,21.0,4.0,7.0,4.0,17.0,20.0,68.0,-9.0,1,6,6,6,1,9,8,9,4,2,7,7,7,7,3,2,2,9,7,10,1,5,2,7,9,8,06/27/2010
1611661325,Indiana Fever,1,1,0,1.0,40.0,24.0,62.0,0.387,10.0,17.0,0.588,12.0,15.0,0.8,8.0,19.0,27.0,16.0,12.0,9.0,4.0,3.0,21.0,14.0,70.0,6.0,1,1,1,1,1,8,6,8,1,5,1,10,9,4,7,9,9,6,3,5,3,4,5,10,8,5,06/27/2010
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,28.0,63.0,0.444,3.0,11.0,0.273,22.0,26.0,0.846,7.0,29.0,36.0,16.0,24.0,6.0,5.0,4.0,27.0,23.0,81.0,-8.0,1,6,6,6,1,5,5,4,10,8,10,2,3,2,10,1,5,6,9,8,2,5,10,3,5,7,06/27/2010
1611661313,New York Liberty,1,1,0,1.0,40.0,29.0,73.0,0.397,5.0,16.0,0.313,14.0,15.0,0.933,15.0,20.0,35.0,18.0,7.0,12.0,4.0,7.0,20.0,17.0,77.0,9.0,1,1,1,1,1,4,2,7,7,7,9,7,9,1,2,8,6,3,1,2,3,10,4,9,6,3,06/27/2010
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,31.0,69.0,0.449,8.0,18.0,0.444,15.0,19.0,0.789,8.0,22.0,30.0,20.0,14.0,6.0,2.0,2.0,21.0,19.0,85.0,-10.0,1,6,6,6,1,3,3,2,4,4,2,6,7,5,7,7,8,2,4,8,8,2,5,8,3,9,06/27/2010
1611661328,Seattle Storm,1,1,0,1.0,40.0,25.0,56.0,0.446,9.0,22.0,0.409,24.0,31.0,0.774,12.0,26.0,38.0,18.0,25.0,11.0,1.0,4.0,24.0,23.0,83.0,11.0,1,1,1,1,1,7,10,3,2,2,3,1,2,6,4,5,3,3,10,3,10,5,9,3,4,1,06/27/2010
1611661321,Tulsa Shock,1,0,1,0.0,40.0,27.0,62.0,0.435,4.0,10.0,0.4,14.0,21.0,0.667,9.0,17.0,26.0,15.0,20.0,14.0,4.0,1.0,23.0,24.0,72.0,-11.0,1,6,6,6,1,6,6,5,8,9,4,7,5,9,6,10,10,8,6,1,3,1,7,2,7,10,06/27/2010
1611661322,Washington Mystics,1,1,0,1.0,40.0,37.0,68.0,0.544,4.0,10.0,0.4,17.0,21.0,0.81,8.0,27.0,35.0,21.0,10.0,8.0,2.0,2.0,19.0,21.0,95.0,10.0,1,1,1,1,1,1,4,1,8,9,4,4,5,3,7,2,6,1,2,7,8,2,3,5,1,2,06/27/2010
