TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,date
1611661330,Atlanta Dream,1,0,1,0.0,40.0,23.0,78.0,0.295,2.0,12.0,0.167,22.0,33.0,0.667,22.0,25.0,47.0,19.0,13.0,6.0,2.0,8.0,21.0,26.0,70.0,-10.0,1,6,6,6,1,10,2,10,10,7,10,1,1,8,1,7,1,3,2,7,10,10,9,1,9,9,08/10/2010
1611661329,Chicago Sky,1,1,0,1.0,40.0,37.0,79.0,0.468,5.0,15.0,0.333,12.0,20.0,0.6,10.0,31.0,41.0,23.0,9.0,7.0,5.0,4.0,19.0,20.0,91.0,9.0,1,1,1,1,1,1,1,2,3,6,4,9,7,9,4,2,3,1,1,5,3,4,4,3,1,3,08/10/2010
1611661323,Connecticut Sun,1,0,1,0.0,40.0,27.0,66.0,0.409,5.0,18.0,0.278,15.0,17.0,0.882,11.0,18.0,29.0,16.0,14.0,8.0,3.0,6.0,19.0,14.0,74.0,-10.0,1,6,6,6,1,6,5,8,3,4,7,7,8,3,3,10,10,9,4,3,8,9,4,10,7,9,08/10/2010
1611661325,Indiana Fever,1,1,0,1.0,40.0,29.0,63.0,0.46,4.0,12.0,0.333,20.0,27.0,0.741,9.0,33.0,42.0,17.0,16.0,10.0,5.0,5.0,19.0,17.0,82.0,6.0,1,1,1,1,1,3,7,3,5,7,4,2,2,5,6,1,2,7,9,1,3,5,4,8,3,5,08/10/2010
1611661320,Los Angeles Sparks,1,0,1,0.0,40.0,26.0,72.0,0.361,4.0,17.0,0.235,20.0,23.0,0.87,13.0,25.0,38.0,18.0,15.0,7.0,5.0,5.0,17.0,19.0,76.0,-6.0,1,6,6,6,1,8,3,9,5,5,8,2,4,4,2,7,6,5,6,5,3,5,3,4,6,6,08/10/2010
1611661324,Minnesota Lynx,1,1,0,1.0,40.0,25.0,58.0,0.431,4.0,8.0,0.5,19.0,26.0,0.731,8.0,31.0,39.0,10.0,15.0,8.0,3.0,5.0,15.0,19.0,73.0,7.0,1,1,1,1,1,9,10,5,5,10,2,5,3,7,7,2,4,10,6,3,8,5,2,4,8,4,08/10/2010
1611661317,Phoenix Mercury,1,0,1,0.0,40.0,28.0,66.0,0.424,11.0,20.0,0.55,15.0,16.0,0.938,6.0,30.0,36.0,20.0,17.0,5.0,4.0,5.0,20.0,19.0,82.0,-9.0,1,6,6,6,1,4,5,6,1,3,1,7,9,1,9,4,7,2,10,9,7,5,8,4,3,8,08/10/2010
1611661319,San Antonio Silver Stars,1,0,1,0.0,40.0,27.0,62.0,0.435,4.0,22.0,0.182,8.0,15.0,0.533,4.0,26.0,30.0,17.0,14.0,4.0,5.0,3.0,19.0,15.0,66.0,-7.0,1,6,6,6,1,6,8,4,5,2,9,10,10,10,10,6,9,7,4,10,3,2,4,9,10,7,08/10/2010
1611661328,Seattle Storm,1,1,0,1.0,40.0,28.0,68.0,0.412,7.0,23.0,0.304,17.0,23.0,0.739,10.0,29.0,39.0,18.0,15.0,6.0,8.0,2.0,26.0,21.0,80.0,10.0,1,1,1,1,1,4,4,7,2,1,6,6,4,6,4,5,4,5,6,7,1,1,10,2,5,1,08/10/2010
1611661322,Washington Mystics,1,1,0,1.0,40.0,30.0,61.0,0.492,4.0,11.0,0.364,20.0,22.0,0.909,8.0,25.0,33.0,19.0,13.0,9.0,6.0,3.0,14.0,19.0,84.0,10.0,1,1,1,1,1,2,9,1,5,9,3,2,6,2,7,7,8,3,2,2,2,2,1,4,2,1,08/10/2010
