season,team,conference,offense,defense
2025,Air Force,Mountain West,"{'plays': 617, 'drives': 93, 'ppa': 0.3331944303065964, 'totalPPA': 205.58096349917, 'successRate': 0.4846029173419773, 'explosiveness': 1.2505809864205342, 'powerSuccess': 0.7894736842105263, 'stuffRate': 0.12314225053078556, 'lineYards': 3.256263269639066, 'lineYardsTotal': 1534, 'secondLevelYards': 1.0828025477707006, 'secondLevelYardsTotal': 510, 'openFieldYards': 1.1443736730360934, 'openFieldYardsTotal': 539, 'totalOpportunies': 58, 'pointsPerOpportunity': 4.758620689655173, 'fieldPosition': {'averageStart': 72.3, 'averagePredictedPoints': 1.187}, 'havoc': {'total': 0.094, 'frontSeven': 0.068, 'db': 0.026}, 'standardDowns': {'rate': 0.7520259319286872, 'ppa': 0.3130171369997741, 'successRate': 0.5387931034482759, 'explosiveness': 1.0764620717843019}, 'passingDowns': {'rate': 0.2479740680713128, 'ppa': 0.39438569889722086, 'successRate': 0.3202614379084967, 'explosiveness': 2.138942795789066}, 'rushingPlays': {'rate': 0.7633711507293355, 'ppa': 0.25339630277016734, 'totalPPA': 119.34965860474883, 'successRate': 0.4819532908704883, 'explosiveness': 0.9776554014577862}, 'passingPlays': {'rate': 0.23014586709886548, 'ppa': 0.5996113083712666, 'totalPPA': 85.14480578871986, 'successRate': 0.49295774647887325, 'explosiveness': 2.101650556990118}}","{'plays': 545, 'drives': 94, 'ppa': 0.4241485677239635, 'totalPPA': 231.1609694095601, 'successRate': 0.4917431192660551, 'explosiveness': 1.4496880614359355, 'powerSuccess': 0.7027027027027027, 'stuffRate': 0.15185185185185185, 'lineYards': 3.192962962962963, 'lineYardsTotal': 862, 'secondLevelYards': 1.2037037037037037, 'secondLevelYardsTotal': 325, 'openFieldYards': 1.7185185185185186, 'openFieldYardsTotal': 0, 'totalOpportunies': 53, 'pointsPerOpportunity': 4.283018867924528, 'fieldPosition': {'averageStart': 72.3, 'averagePredictedPoints': -1.232}, 'havoc': {'total': 0.11, 'frontSeven': 0.064, 'db': 0.046}, 'standardDowns': {'rate': 0.728440366972477, 'ppa': 0.2738088097943842, 'successRate': 0.5113350125944585, 'explosiveness': 1.1791795974271329}, 'passingDowns': {'rate': 0.27155963302752295, 'ppa': 0.8274248102783079, 'totalPPA': 154.56673002067214, 'successRate': 0.4391891891891892, 'explosiveness': 2.2945068028788116}, 'rushingPlays': {'rate': 0.4954128440366973, 'ppa': 0.2604298979257457, 'totalPPA': 70.31607243995134, 'successRate': 0.42962962962962964, 'explosiveness': 1.2393663480120132}, 'passingPlays': {'rate': 0.4935779816513762, 'ppa': 0.5745975093705284, 'totalPPA': 154.56673002067214, 'successRate': 0.550185873605948, 'explosiveness': 1.565034199932973}}"
2025,Akron,Mid-American,"{'plays': 682, 'drives': 128, 'ppa': 0.07185005286121522, 'totalPPA': 49.00173605134878, 'successRate': 0.40175953079178883, 'explosiveness': 1.1465174343501257, 'powerSuccess': 0.7209302325581395, 'stuffRate': 0.19161676646706588, 'lineYards': 2.8622754491017965, 'lineYardsTotal': 956, 'secondLevelYards': 1.1167664670658684, 'secondLevelYardsTotal': 373, 'openFieldYards': 0.8263473053892215, 'openFieldYardsTotal': 276, 'totalOpportunies': 60, 'pointsPerOpportunity': 3.183333333333333, 'fieldPosition': {'averageStart': 70.3, 'averagePredictedPoints': 1.38}, 'havoc': {'total': 0.163, 'frontSeven': 0.091, 'db': 0.072}, 'standardDowns': {'rate': 0.6759530791788856, 'ppa': 0.024048488456294283, 'successRate': 0.455531453362256, 'explosiveness': 0.9318160270959835}, 'passingDowns': {'rate': 0.32404692082111436, 'ppa': 0.17156281842985122, 'successRate': 0.2895927601809955, 'explosiveness': 1.8510064269027788}, 'rushingPlays': {'rate': 0.4897360703812317, 'ppa': -0.005719013938328379, 'totalPPA': -1.9101506554016787, 'successRate': 0.4251497005988024, 'explosiveness': 0.7333649805238988}, 'passingPlays': {'rate': 0.49266862170087977, 'ppa': 0.18228186234951865, 'totalPPA': 61.24670574943827, 'successRate': 0.38392857142857145, 'explosiveness': 1.5640860338905245}}","{'plays': 670, 'drives': 125, 'ppa': 0.16534908733282183, 'totalPPA': 110.78388851299063, 'successRate': 0.4134328358208955, 'explosiveness': 1.2938909256599975, 'powerSuccess': 0.5961538461538461, 'stuffRate': 0.2138728323699422, 'lineYards': 3.0028901734104045, 'lineYardsTotal': 1039, 'secondLevelYards': 1.1445086705202312, 'secondLevelYardsTotal': 396, 'openFieldYards': 1.7109826589595376, 'openFieldYardsTotal': 0, 'totalOpportunies': 62, 'pointsPerOpportunity': 3.7419354838709675, 'fieldPosition': {'averageStart': 69.9, 'averagePredictedPoints': -1.417}, 'havoc': {'total': 0.173, 'frontSeven': 0.111, 'db': 0.063}, 'standardDowns': {'rate': 0.7194029850746269, 'ppa': 0.10082700695245554, 'successRate': 0.46265560165975106, 'explosiveness': 1.0930031724922684}, 'passingDowns': {'rate': 0.28059701492537314, 'ppa': 0.3307727189463141, 'totalPPA': 64.70844867491336, 'successRate': 0.2872340425531915, 'explosiveness': 2.1234829433711755}, 'rushingPlays': {'rate': 0.5164179104477612, 'ppa': 0.14351505297307812, 'totalPPA': 49.656208328685025, 'successRate': 0.4393063583815029, 'explosiveness': 1.057884000661599}, 'passingPlays': {'rate': 0.4791044776119403, 'ppa': 0.20158395225829706, 'totalPPA': 64.70844867491336, 'successRate': 0.3894080996884735, 'explosiveness': 1.5808753464580505}}"
2025,Alabama,SEC,"{'plays': 605, 'drives': 91, 'ppa': 0.2834129630310376, 'totalPPA': 171.46484263377772, 'successRate': 0.4479338842975207, 'explosiveness': 1.3467536457823097, 'powerSuccess': 0.6, 'stuffRate': 0.19708029197080293, 'lineYards': 2.801094890510949, 'lineYardsTotal': 768, 'secondLevelYards': 0.8613138686131386, 'secondLevelYardsTotal': 236, 'openFieldYards': 0.6459854014598541, 'openFieldYardsTotal': 177, 'totalOpportunies': 58, 'pointsPerOpportunity': 4.310344827586207, 'fieldPosition': {'averageStart': 68.6, 'averagePredictedPoints': 1.489}, 'havoc': {'total': 0.129, 'frontSeven': 0.078, 'db': 0.051}, 'standardDowns': {'rate': 0.7024793388429752, 'ppa': 0.18621500752016376, 'successRate': 0.48705882352941177, 'explosiveness': 1.0843491258547298}, 'passingDowns': {'rate': 0.2975206611570248, 'ppa': 0.5129081357650451, 'successRate': 0.35555555555555557, 'explosiveness': 2.1954682649230763}, 'rushingPlays': {'rate': 0.45289256198347105, 'ppa': 0.022816330650458974, 'totalPPA': 6.251674598225759, 'successRate': 0.3905109489051095, 'explosiveness': 0.8449365918470959}, 'passingPlays': {'rate': 0.543801652892562, 'ppa': 0.5076504635844138, 'totalPPA': 167.01700251927213, 'successRate': 0.49848024316109424, 'explosiveness': 1.674158674874187}}","{'plays': 536, 'drives': 96, 'ppa': 0.08285487043156442, 'totalPPA': 44.410210551318535, 'successRate': 0.39365671641791045, 'explosiveness': 1.2534787527265248, 'powerSuccess': 0.7209302325581395, 'stuffRate': 0.17266187050359713, 'lineYards': 2.835251798561151, 'lineYardsTotal': 788, 'secondLevelYards': 1.0755395683453237, 'secondLevelYardsTotal': 299, 'openFieldYards': 1.539568345323741, 'openFieldYardsTotal': 0, 'totalOpportunies': 37, 'pointsPerOpportunity': 3.5945945945945947, 'fieldPosition': {'averageStart': 73.8, 'averagePredictedPoints': -1.122}, 'havoc': {'total': 0.177, 'frontSeven': 0.118, 'db': 0.06}, 'standardDowns': {'rate': 0.6623134328358209, 'ppa': 0.02647249506525904, 'successRate': 0.4450704225352113, 'explosiveness': 1.0635048297264673}, 'passingDowns': {'rate': 0.3376865671641791, 'ppa': 0.19343908731022968, 'totalPPA': 17.610649583574414, 'successRate': 0.292817679558011, 'explosiveness': 1.8198161080851865}, 'rushingPlays': {'rate': 0.5186567164179104, 'ppa': 0.13677818358485885, 'totalPPA': 38.02433503659076, 'successRate': 0.4064748201438849, 'explosiveness': 1.1190524107765416}, 'passingPlays': {'rate': 0.47201492537313433, 'ppa': 0.0696073106070135, 'totalPPA': 17.610649583574414, 'successRate': 0.38735177865612647, 'explosiveness': 1.4084805551790565}}"
2025,App State,Sun Belt,"{'plays': 664, 'drives': 105, 'ppa': 0.11570044707143565, 'totalPPA': 76.82509685543327, 'successRate': 0.4141566265060241, 'explosiveness': 1.2368025979640422, 'powerSuccess': 0.7027027027027027, 'stuffRate': 0.1647940074906367, 'lineYards': 3.0580524344569286, 'lineYardsTotal': 817, 'secondLevelYards': 1.0898876404494382, 'secondLevelYardsTotal': 291, 'openFieldYards': 1.0299625468164795, 'openFieldYardsTotal': 275, 'totalOpportunies': 58, 'pointsPerOpportunity': 3.7586206896551726, 'fieldPosition': {'averageStart': 72.3, 'averagePredictedPoints': 1.228}, 'havoc': {'total': 0.167, 'frontSeven': 0.078, 'db': 0.089}, 'standardDowns': {'rate': 0.661144578313253, 'ppa': 0.013175952860626991, 'successRate': 0.45785876993166286, 'explosiveness': 0.9814414125703268}, 'passingDowns': {'rate': 0.338855421686747, 'ppa': 0.3157371268871912, 'successRate': 0.3288888888888889, 'explosiveness': 1.9304187907226473}, 'rushingPlays': {'rate': 0.40210843373493976, 'ppa': 0.08472760230020114, 'totalPPA': 22.622269814153704, 'successRate': 0.43820224719101125, 'explosiveness': 0.7741915985429763}, 'passingPlays': {'rate': 0.5858433734939759, 'ppa': 0.1802422616365512, 'totalPPA': 70.11423977661842, 'successRate': 0.40102827763496146, 'explosiveness': 1.5836253021332916}}","{'plays': 637, 'drives': 105, 'ppa': 0.1576802302382071, 'totalPPA': 100.44230666173792, 'successRate': 0.42700156985871274, 'explosiveness': 1.256192573531519, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.1993006993006993, 'lineYards': 2.6646853146853147, 'lineYardsTotal': 762, 'secondLevelYards': 0.9300699300699301, 'secondLevelYardsTotal': 266, 'openFieldYards': 0.7027972027972028, 'openFieldYardsTotal': 0, 'totalOpportunies': 54, 'pointsPerOpportunity': 3.7962962962962963, 'fieldPosition': {'averageStart': 69, 'averagePredictedPoints': -1.473}, 'havoc': {'total': 0.18, 'frontSeven': 0.109, 'db': 0.071}, 'standardDowns': {'rate': 0.6577708006279435, 'ppa': 0.02922169095383535, 'successRate': 0.477326968973747, 'explosiveness': 0.9202423141645355}, 'passingDowns': {'rate': 0.34222919937205654, 'ppa': 0.4045798997801876, 'totalPPA': 106.26409969678362, 'successRate': 0.3302752293577982, 'explosiveness': 2.1893877384398057}, 'rushingPlays': {'rate': 0.4489795918367347, 'ppa': -0.00921647802606168, 'totalPPA': -2.6359127154536406, 'successRate': 0.4160839160839161, 'explosiveness': 0.7889296492512342}, 'passingPlays': {'rate': 0.543171114599686, 'ppa': 0.3071216754242301, 'totalPPA': 106.26409969678362, 'successRate': 0.43641618497109824, 'explosiveness': 1.61339248491454}}"
2025,Arizona,Big 12,"{'plays': 598, 'drives': 110, 'ppa': 0.1761762639337553, 'totalPPA': 105.35340583238568, 'successRate': 0.42474916387959866, 'explosiveness': 1.2991117605131035, 'powerSuccess': 0.7428571428571429, 'stuffRate': 0.17562724014336917, 'lineYards': 3.303584229390681, 'lineYardsTotal': 922, 'secondLevelYards': 1.3620071684587813, 'secondLevelYardsTotal': 380, 'openFieldYards': 1.5878136200716846, 'openFieldYardsTotal': 443, 'totalOpportunies': 57, 'pointsPerOpportunity': 3.719298245614035, 'fieldPosition': {'averageStart': 66.5, 'averagePredictedPoints': 1.622}, 'havoc': {'total': 0.157, 'frontSeven': 0.094, 'db': 0.063}, 'standardDowns': {'rate': 0.7040133779264214, 'ppa': 0.1066461906704035, 'successRate': 0.49406175771971494, 'explosiveness': 1.082758770675928}, 'passingDowns': {'rate': 0.2959866220735786, 'ppa': 0.3415557037296373, 'successRate': 0.2598870056497175, 'explosiveness': 2.277403540646419}, 'rushingPlays': {'rate': 0.4665551839464883, 'ppa': 0.1828595488581647, 'totalPPA': 51.01781413142795, 'successRate': 0.44086021505376344, 'explosiveness': 1.0740820421409967}, 'passingPlays': {'rate': 0.5317725752508361, 'ppa': 0.17098311492349308, 'totalPPA': 54.3726305456708, 'successRate': 0.4119496855345912, 'explosiveness': 1.5103992060075246}}","{'plays': 609, 'drives': 108, 'ppa': 0.07520026684399232, 'totalPPA': 45.796962507991324, 'successRate': 0.3760262725779967, 'explosiveness': 1.1691436349082494, 'powerSuccess': 0.6744186046511628, 'stuffRate': 0.19811320754716982, 'lineYards': 2.8751572327044026, 'lineYardsTotal': 914, 'secondLevelYards': 1.0062893081761006, 'secondLevelYardsTotal': 320, 'openFieldYards': 0.5943396226415094, 'openFieldYardsTotal': 0, 'totalOpportunies': 39, 'pointsPerOpportunity': 3.358974358974359, 'fieldPosition': {'averageStart': 72.1, 'averagePredictedPoints': -1.211}, 'havoc': {'total': 0.205, 'frontSeven': 0.118, 'db': 0.087}, 'standardDowns': {'rate': 0.6732348111658456, 'ppa': 0.026122829362543554, 'successRate': 0.43902439024390244, 'explosiveness': 0.9323499715200484}, 'passingDowns': {'rate': 0.32676518883415434, 'ppa': 0.17631458527310787, 'totalPPA': 21.81911483189763, 'successRate': 0.24623115577889448, 'explosiveness': 2.0389979085791916}, 'rushingPlays': {'rate': 0.5221674876847291, 'ppa': 0.09220299158843905, 'totalPPA': 29.320551325123617, 'successRate': 0.44025157232704404, 'explosiveness': 0.8604522256460685}, 'passingPlays': {'rate': 0.4614121510673235, 'ppa': 0.07764809548718017, 'totalPPA': 21.81911483189763, 'successRate': 0.3096085409252669, 'explosiveness': 1.6521755152451634}}"
2025,Arizona State,Big 12,"{'plays': 669, 'drives': 107, 'ppa': 0.15342050978647317, 'totalPPA': 102.63832104715055, 'successRate': 0.40508221225710017, 'explosiveness': 1.2300642798610695, 'powerSuccess': 0.6904761904761905, 'stuffRate': 0.1834862385321101, 'lineYards': 3.136697247706422, 'lineYardsTotal': 1026, 'secondLevelYards': 1.3180428134556574, 'secondLevelYardsTotal': 431, 'openFieldYards': 1.6636085626911314, 'openFieldYardsTotal': 544, 'totalOpportunies': 60, 'pointsPerOpportunity': 3.183333333333333, 'fieldPosition': {'averageStart': 71.6, 'averagePredictedPoints': 1.309}, 'havoc': {'total': 0.174, 'frontSeven': 0.101, 'db': 0.074}, 'standardDowns': {'rate': 0.6741405082212257, 'ppa': 0.09262159604163625, 'successRate': 0.4634146341463415, 'explosiveness': 1.0420936649025472}, 'passingDowns': {'rate': 0.32585949177877427, 'ppa': 0.2792017487723514, 'successRate': 0.28440366972477066, 'explosiveness': 1.8637071593180234}, 'rushingPlays': {'rate': 0.48878923766816146, 'ppa': 0.1907500436272745, 'totalPPA': 62.37526426611876, 'successRate': 0.44954128440366975, 'explosiveness': 0.9959771242518591}, 'passingPlays': {'rate': 0.5007473841554559, 'ppa': 0.1625923455876042, 'totalPPA': 54.4684357718474, 'successRate': 0.3701492537313433, 'explosiveness': 1.5075708272365043}}","{'plays': 595, 'drives': 106, 'ppa': 0.13373982299325912, 'totalPPA': 79.57519468098918, 'successRate': 0.42016806722689076, 'explosiveness': 1.2203953201389481, 'powerSuccess': 0.7254901960784313, 'stuffRate': 0.19784172661870503, 'lineYards': 2.884892086330935, 'lineYardsTotal': 802, 'secondLevelYards': 1.0215827338129495, 'secondLevelYardsTotal': 284, 'openFieldYards': 0.9928057553956835, 'openFieldYardsTotal': 0, 'totalOpportunies': 52, 'pointsPerOpportunity': 3.75, 'fieldPosition': {'averageStart': 68, 'averagePredictedPoints': -1.565}, 'havoc': {'total': 0.191, 'frontSeven': 0.11, 'db': 0.081}, 'standardDowns': {'rate': 0.6722689075630253, 'ppa': 0.08190395570026118, 'successRate': 0.485, 'explosiveness': 0.9831498526014782}, 'passingDowns': {'rate': 0.3277310924369748, 'ppa': 0.24006980718402415, 'totalPPA': 47.95299253089916, 'successRate': 0.28717948717948716, 'explosiveness': 2.0422814041080404}, 'rushingPlays': {'rate': 0.4672268907563025, 'ppa': 0.1206355494097125, 'totalPPA': 33.53668273590007, 'successRate': 0.44244604316546765, 'explosiveness': 1.0175763175900963}, 'passingPlays': {'rate': 0.5243697478991597, 'ppa': 0.15369548888108706, 'totalPPA': 47.95299253089916, 'successRate': 0.40064102564102566, 'explosiveness': 1.4031423568212182}}"
2025,Arkansas,SEC,"{'plays': 597, 'drives': 101, 'ppa': 0.3531577141580302, 'totalPPA': 210.83515535234406, 'successRate': 0.507537688442211, 'explosiveness': 1.3194618121373856, 'powerSuccess': 0.7441860465116279, 'stuffRate': 0.1912751677852349, 'lineYards': 3.4140939597315434, 'lineYardsTotal': 1017, 'secondLevelYards': 1.563758389261745, 'secondLevelYardsTotal': 466, 'openFieldYards': 2.5738255033557045, 'openFieldYardsTotal': 767, 'totalOpportunies': 62, 'pointsPerOpportunity': 4.548387096774193, 'fieldPosition': {'averageStart': 73, 'averagePredictedPoints': 1.17}, 'havoc': {'total': 0.155, 'frontSeven': 0.089, 'db': 0.066}, 'standardDowns': {'rate': 0.7085427135678392, 'ppa': 0.2550275052292677, 'successRate': 0.5555555555555556, 'explosiveness': 1.0386902441686157}, 'passingDowns': {'rate': 0.2914572864321608, 'ppa': 0.5917156358641599, 'successRate': 0.39080459770114945, 'explosiveness': 2.2897753190882817}, 'rushingPlays': {'rate': 0.4991624790619765, 'ppa': 0.3029168894573601, 'totalPPA': 90.26923305829331, 'successRate': 0.5335570469798657, 'explosiveness': 1.0506969680001195}, 'passingPlays': {'rate': 0.49413735343383586, 'ppa': 0.423552456716246, 'totalPPA': 124.94797473129256, 'successRate': 0.4847457627118644, 'explosiveness': 1.6296253148161333}}","{'plays': 619, 'drives': 101, 'ppa': 0.26293133498816923, 'totalPPA': 162.75449635767674, 'successRate': 0.4668820678513732, 'explosiveness': 1.2842292955170147, 'powerSuccess': 0.7083333333333334, 'stuffRate': 0.20474777448071216, 'lineYards': 2.943026706231454, 'lineYardsTotal': 992, 'secondLevelYards': 1.2670623145400592, 'secondLevelYardsTotal': 427, 'openFieldYards': 1.3323442136498516, 'openFieldYardsTotal': 0, 'totalOpportunies': 60, 'pointsPerOpportunity': 4.433333333333334, 'fieldPosition': {'averageStart': 71.4, 'averagePredictedPoints': -1.279}, 'havoc': {'total': 0.162, 'frontSeven': 0.092, 'db': 0.07}, 'standardDowns': {'rate': 0.6930533117932148, 'ppa': 0.17266098465001706, 'successRate': 0.5081585081585082, 'explosiveness': 1.042290637664876}, 'passingDowns': {'rate': 0.3069466882067851, 'ppa': 0.4667522839095759, 'totalPPA': 113.08067843714005, 'successRate': 0.3736842105263158, 'explosiveness': 2.0270832027249894}, 'rushingPlays': {'rate': 0.5444264943457189, 'ppa': 0.17790929675524908, 'totalPPA': 59.95543300651894, 'successRate': 0.4836795252225519, 'explosiveness': 0.9968106700195781}, 'passingPlays': {'rate': 0.4458804523424879, 'ppa': 0.40971260303311613, 'totalPPA': 113.08067843714005, 'successRate': 0.4528985507246377, 'explosiveness': 1.661392205936501}}"
2025,Arkansas State,Sun Belt,"{'plays': 763, 'drives': 118, 'ppa': 0.08836344136365493, 'totalPPA': 67.42130576046871, 'successRate': 0.4233289646133683, 'explosiveness': 1.1542240890476831, 'powerSuccess': 0.6595744680851063, 'stuffRate': 0.21238938053097345, 'lineYards': 2.5589970501474926, 'lineYardsTotal': 868, 'secondLevelYards': 0.9085545722713865, 'secondLevelYardsTotal': 308, 'openFieldYards': 0.8761061946902655, 'openFieldYardsTotal': 297, 'totalOpportunies': 68, 'pointsPerOpportunity': 3.1911764705882355, 'fieldPosition': {'averageStart': 70.5, 'averagePredictedPoints': 1.377}, 'havoc': {'total': 0.179, 'frontSeven': 0.108, 'db': 0.071}, 'standardDowns': {'rate': 0.6985583224115334, 'ppa': -0.007999426969737978, 'successRate': 0.46904315196998125, 'explosiveness': 0.9055577461977575}, 'passingDowns': {'rate': 0.30144167758846657, 'ppa': 0.31167391450147414, 'successRate': 0.3173913043478261, 'explosiveness': 2.005821153602223}, 'rushingPlays': {'rate': 0.4442988204456094, 'ppa': -0.027077271704529768, 'totalPPA': -9.179195107835591, 'successRate': 0.39823008849557523, 'explosiveness': 0.8268459616686352}, 'passingPlays': {'rate': 0.5439056356487549, 'ppa': 0.21909068937201068, 'totalPPA': 90.92263608938444, 'successRate': 0.4433734939759036, 'explosiveness': 1.4007703720608262}}","{'plays': 684, 'drives': 119, 'ppa': 0.19939053190198708, 'totalPPA': 136.38312382095916, 'successRate': 0.44590643274853803, 'explosiveness': 1.2706530314810347, 'powerSuccess': 0.7105263157894737, 'stuffRate': 0.19444444444444445, 'lineYards': 2.7669444444444444, 'lineYardsTotal': 996, 'secondLevelYards': 1.1083333333333334, 'secondLevelYardsTotal': 399, 'openFieldYards': 1.4055555555555557, 'openFieldYardsTotal': 0, 'totalOpportunies': 58, 'pointsPerOpportunity': 3.9310344827586206, 'fieldPosition': {'averageStart': 72.9, 'averagePredictedPoints': -1.218}, 'havoc': {'total': 0.141, 'frontSeven': 0.09, 'db': 0.051}, 'standardDowns': {'rate': 0.7017543859649122, 'ppa': 0.10515625430249369, 'successRate': 0.49583333333333335, 'explosiveness': 1.016664085968091}, 'passingDowns': {'rate': 0.2982456140350877, 'ppa': 0.42111824390079505, 'totalPPA': 93.28801786103546, 'successRate': 0.3284313725490196, 'explosiveness': 2.1728824200195507}, 'rushingPlays': {'rate': 0.5263157894736842, 'ppa': 0.14082683825571568, 'totalPPA': 50.69766177205765, 'successRate': 0.4388888888888889, 'explosiveness': 1.0130839737199644}, 'passingPlays': {'rate': 0.4619883040935672, 'ppa': 0.2952152463956818, 'totalPPA': 93.28801786103546, 'successRate': 0.45569620253164556, 'explosiveness': 1.5175865050006823}}"
2025,Army,American Athletic,"{'plays': 629, 'drives': 88, 'ppa': 0.16944145670796865, 'totalPPA': 106.57867626931228, 'successRate': 0.4260731319554849, 'explosiveness': 1.096864095136384, 'powerSuccess': 0.8148148148148148, 'stuffRate': 0.1261595547309833, 'lineYards': 3.0116883116883115, 'lineYardsTotal': 1623, 'secondLevelYards': 0.7625231910946196, 'secondLevelYardsTotal': 411, 'openFieldYards': 0.6808905380333952, 'openFieldYardsTotal': 367, 'totalOpportunies': 50, 'pointsPerOpportunity': 3.56, 'fieldPosition': {'averageStart': 69.3, 'averagePredictedPoints': 1.43}, 'havoc': {'total': 0.083, 'frontSeven': 0.072, 'db': 0.011}, 'standardDowns': {'rate': 0.7297297297297297, 'ppa': 0.14715655687450607, 'successRate': 0.4749455337690632, 'explosiveness': 0.9656074833685885}, 'passingDowns': {'rate': 0.2702702702702703, 'ppa': 0.22961068625831757, 'successRate': 0.29411764705882354, 'explosiveness': 1.6691429224439713}, 'rushingPlays': {'rate': 0.8569157392686805, 'ppa': 0.1326889962683212, 'totalPPA': 71.51936898862513, 'successRate': 0.4359925788497217, 'explosiveness': 0.9002119841526718}, 'passingPlays': {'rate': 0.13513513513513514, 'ppa': 0.4147584023891239, 'totalPPA': 35.254464203075536, 'successRate': 0.36470588235294116, 'explosiveness': 2.484374409571202}}","{'plays': 538, 'drives': 83, 'ppa': 0.19298477715147203, 'totalPPA': 103.82581010749195, 'successRate': 0.45539033457249073, 'explosiveness': 1.104291358808689, 'powerSuccess': 0.6944444444444444, 'stuffRate': 0.17667844522968199, 'lineYards': 3.006713780918728, 'lineYardsTotal': 851, 'secondLevelYards': 0.9681978798586572, 'secondLevelYardsTotal': 274, 'openFieldYards': 0.734982332155477, 'openFieldYardsTotal': 0, 'totalOpportunies': 47, 'pointsPerOpportunity': 3.7872340425531914, 'fieldPosition': {'averageStart': 69.9, 'averagePredictedPoints': -1.398}, 'havoc': {'total': 0.136, 'frontSeven': 0.082, 'db': 0.054}, 'standardDowns': {'rate': 0.7211895910780669, 'ppa': 0.17623620564177372, 'successRate': 0.5180412371134021, 'explosiveness': 0.9104764415434426}, 'passingDowns': {'rate': 0.2788104089219331, 'ppa': 0.23630774878989166, 'totalPPA': 91.66323659785303, 'successRate': 0.29333333333333333, 'explosiveness': 1.9896731399521996}, 'rushingPlays': {'rate': 0.5260223048327137, 'ppa': 0.05507600609292041, 'totalPPA': 15.586509724296477, 'successRate': 0.4275618374558304, 'explosiveness': 0.8085323994114142}, 'passingPlays': {'rate': 0.46654275092936803, 'ppa': 0.36519217768068934, 'totalPPA': 91.66323659785303, 'successRate': 0.4900398406374502, 'explosiveness': 1.3993034156037505}}"
2025,Auburn,SEC,"{'plays': 693, 'drives': 111, 'ppa': 0.15480830938644016, 'totalPPA': 107.28215840480303, 'successRate': 0.4329004329004329, 'explosiveness': 1.0846334394104706, 'powerSuccess': 0.8301886792452831, 'stuffRate': 0.1671388101983003, 'lineYards': 3.1084985835694052, 'lineYardsTotal': 1097, 'secondLevelYards': 1.2577903682719547, 'secondLevelYardsTotal': 444, 'openFieldYards': 1.2804532577903682, 'openFieldYardsTotal': 452, 'totalOpportunies': 50, 'pointsPerOpportunity': 4.04, 'fieldPosition': {'averageStart': 73.9, 'averagePredictedPoints': 1.143}, 'havoc': {'total': 0.164, 'frontSeven': 0.112, 'db': 0.051}, 'standardDowns': {'rate': 0.6883116883116883, 'ppa': 0.16675508966373137, 'successRate': 0.5115303983228512, 'explosiveness': 0.9266749471903372}, 'passingDowns': {'rate': 0.3116883116883117, 'ppa': 0.12842583627408877, 'successRate': 0.25925925925925924, 'explosiveness': 1.7728811555124804}, 'rushingPlays': {'rate': 0.5093795093795094, 'ppa': 0.22296898837737558, 'totalPPA': 78.70805289721358, 'successRate': 0.46742209631728043, 'explosiveness': 0.9814979652302055}, 'passingPlays': {'rate': 0.47619047619047616, 'ppa': 0.10697051215616302, 'totalPPA': 35.3002690115338, 'successRate': 0.403030303030303, 'explosiveness': 1.1979935654859484}}","{'plays': 655, 'drives': 112, 'ppa': 0.07128994942575156, 'totalPPA': 46.69491687386728, 'successRate': 0.3801526717557252, 'explosiveness': 1.3138933032854947, 'powerSuccess': 0.6571428571428571, 'stuffRate': 0.2848101265822785, 'lineYards': 2.0572784810126583, 'lineYardsTotal': 650, 'secondLevelYards': 0.7563291139240507, 'secondLevelYardsTotal': 239, 'openFieldYards': 0.6487341772151899, 'openFieldYardsTotal': 0, 'totalOpportunies': 55, 'pointsPerOpportunity': 3.309090909090909, 'fieldPosition': {'averageStart': 71.2, 'averagePredictedPoints': -1.274}, 'havoc': {'total': 0.173, 'frontSeven': 0.121, 'db': 0.051}, 'standardDowns': {'rate': 0.6641221374045801, 'ppa': -0.035674183210388406, 'successRate': 0.4160919540229885, 'explosiveness': 1.044372855125369}, 'passingDowns': {'rate': 0.33587786259541985, 'ppa': 0.2827872116835738, 'totalPPA': 106.35358272334517, 'successRate': 0.3090909090909091, 'explosiveness': 2.031293319711711}, 'rushingPlays': {'rate': 0.48244274809160304, 'ppa': -0.14184388502905523, 'totalPPA': -44.82266766918145, 'successRate': 0.31329113924050633, 'explosiveness': 0.8996406004024657}, 'passingPlays': {'rate': 0.5083969465648855, 'ppa': 0.31938012829833384, 'totalPPA': 106.35358272334517, 'successRate': 0.44744744744744747, 'explosiveness': 1.5951054192593703}}"
