id,season,week,season_type,start_date,completed,neutral_site,conference_game,venue_id,venue,home_id,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
312440097,2011,1,,,1,,,,L&N Federal Credit Union Stadium,,,,,,,,
312442229,2011,1,,,1,,,,FIU Stadium,,,,,,,,
312440218,2011,1,,,1,,,,Lincoln Financial Field,,,,,,,,
312442649,2011,1,,,1,,,,Glass Bowl,,,,,,,,
312442117,2011,1,,,1,,,,Kelly/Shorts Stadium,,,,,,,,
312440164,2011,1,,,1,,,,High Point Solutions Stadium,,,,,,,,
312440059,2011,1,,,1,,,,Bobby Dodd Stadium,,,,,,,,
312440254,2011,1,,,1,,,,Rice-Eccles Stadium,,,,,,,,
312440183,2011,1,,,1,,,,JMA Wireless Dome,,,,,,,,
312440235,2011,1,,,1,,,,Simmons Bank Liberty Stadium,,,,,,,,
312440275,2011,1,,,1,,,,Camp Randall Stadium,,,,,,,,
312440070,2011,1,,,1,,,,Kibbie Dome,,,,,,,,
312440098,2011,1,,,1,,,,Nissan Stadium,,,,,,,,
312440009,2011,1,,,1,,,,Mountain America Stadium,,,,,,,,
312450127,2011,1,,,1,,,,Spartan Stadium,,,,,,,,
312450239,2011,1,,,1,,,,Floyd Casey Stadium,,,,,,,,
312462294,2011,1,,,1,,,,Kinnick Stadium,,,,,,,,
312460002,2011,1,,,1,,,,Jordan-Hare Stadium,,,,,,,,
312460194,2011,1,,,1,,,,Ohio Stadium,,,,,,,,
312460142,2011,1,,,1,,,,Memorial Stadium,,,,,,,,
312460103,2011,1,,,1,,,,"Alumni Stadium (Chestnut Hill, MA)",,,,,,,,
312462509,2011,1,,,1,,,,Ross-Ade Stadium,,,,,,,,
312460213,2011,1,,,1,,,,Beaver Stadium,,,,,,,,
312460041,2011,1,,,1,,,,Pratt & Whitney Stadium,,,,,,,,
312460333,2011,1,,,1,,,,Bryant-Denny Stadium,,,,,,,,
312460259,2011,1,,,1,,,,Lane Stadium,,,,,,,,
312462655,2011,1,,,1,,,,Caesars Superdome,,,,,,,,
312462005,2011,1,,,1,,,,Falcon Stadium,,,,,,,,
312460356,2011,1,,,1,,,,"Memorial Stadium (Champaign, IL)",,,,,,,,
312460087,2011,1,,,1,,,,Notre Dame Stadium,,,,,,,,
312460153,2011,1,,,1,,,,Kenan Stadium,,,,,,,,
312460130,2011,1,,,1,,,,Michigan Stadium,,,,,,,,
312460030,2011,1,,,1,,,,Los Angeles Memorial Coliseum,,,,,,,,
312460052,2011,1,,,1,,,,Doak Campbell Stadium,,,,,,,,
312460228,2011,1,,,1,,,,"Memorial Stadium (Clemson, SC)",,,,,,,,
312460248,2011,1,,,1,,,,Robertson Stadium,,,,,,,,
312462426,2011,1,,,1,,,,Navy-Marine Corps Memorial Stadium,,,,,,,,
312460158,2011,1,,,1,,,,"Memorial Stadium (Lincoln, NE)",,,,,,,,
312460204,2011,1,,,1,,,,Reser Stadium,,,,,,,,
312460145,2011,1,,,1,,,,Vaught-Hemingway Stadium,,,,,,,,
312460265,2011,1,,,1,,,,Gesa Field,,,,,,,,
312460024,2011,1,,,1,,,,Stanford Stadium,,,,,,,,
312460258,2011,1,,,1,,,,Scott Stadium,,,,,,,,
312460152,2011,1,,,1,,,,Carter-Finley Stadium,,,,,,,,
312460167,2011,1,,,1,,,,University Stadium (NM),,,,,,,,
312460221,2011,1,,,1,,,,Acrisure Stadium,,,,,,,,
312462633,2011,1,,,1,,,,Neyland Stadium,,,,,,,,
312462050,2011,1,,,1,,,,,,,,,,,,
312462306,2011,1,,,1,,,,Bill Snyder Family Stadium,,,,,,,,
312460264,2011,1,,,1,,,,Husky Stadium,,,,,,,,
312462579,2011,1,,,1,,,,,,,,,,,,
312460057,2011,1,,,1,,,,Ben Hill Griffin Stadium,,,,,,,,
312460066,2011,1,,,1,,,,Jack Trice Stadium,,,,,,,,
312462305,2011,1,,,1,,,,Memorial Stadium,,,,,,,,
312462641,2011,1,,,1,,,,Jones AT&T Stadium,,,,,,,,
312460008,2011,1,,,1,,,,Razorback Stadium,,,,,,,,
312462132,2011,1,,,1,,,,Nippert Stadium,,,,,,,,
312460150,2011,1,,,1,,,,Wallace Wade Stadium,,,,,,,,
312462116,2011,1,,,1,,,,FBC Mortgage Stadium,,,,,,,,
312460197,2011,1,,,1,,,,Boone Pickens Stadium,,,,,,,,
312460025,2011,1,,,1,,,,,,,,,,,,
312462459,2011,1,,,1,,,,Huskie Stadium,,,,,,,,
312460238,2011,1,,,1,,,,FirstBank Stadium,,,,,,,,
312460251,2011,1,,,1,,,,DKR-Texas Memorial Stadium,,,,,,,,
312460201,2011,1,,,1,,,,"Memorial Stadium (Norman, OK)",,,,,,,,
312460099,2011,1,,,1,,,,,,,,,,,,
312460061,2011,1,,,1,,,,Georgia Dome,,,,,,,,
