id,season,week,season_type,start_date,completed,neutral_site,conference_game,venue_id,venue,home_id,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
302450154,2010,1,regular,2010-09-02T22:30:00.000Z,True,False,False,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,ACC,53,2506,Presbyterian,Big South,13
302452117,2010,1,regular,2010-09-02T23:00:00.000Z,True,False,False,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,33,2261,Hampton,MEAC,0
302452084,2010,1,regular,2010-09-02T23:00:00.000Z,True,False,False,3965.0,UB Stadium,2084,Buffalo,Mid-American,31,227,Rhode Island,CAA,0
302452050,2010,1,regular,2010-09-02T23:00:00.000Z,True,False,False,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,27,2546,Southeast Missouri State,OVC,10
302452309,2010,1,regular,2010-09-02T23:00:00.000Z,True,False,False,3696.0,Dix Stadium,2309,Kent State,Mid-American,41,93,Murray State,OVC,10
302450084,2010,1,regular,2010-09-02T23:30:00.000Z,True,False,False,3830.0,"Memorial Stadium (Bloomington, IN)",84,Indiana,Big Ten,51,119,Towson,CAA,17
302450194,2010,1,regular,2010-09-02T23:30:00.000Z,True,False,False,3861.0,Ohio Stadium,194,Ohio State,Big Ten,45,276,Marshall,Conference USA,7
302452393,2010,1,regular,2010-09-02T23:30:00.000Z,True,False,False,3725.0,"Johnny ""Red"" Floyd Stadium",2393,Middle Tennessee,Sun Belt,17,135,Minnesota,Big Ten,24
302452579,2010,1,regular,2010-09-02T23:30:00.000Z,True,False,False,3994.0,Williams-Brice Stadium,2579,South Carolina,SEC,41,2572,Southern Miss,Conference USA,13
302450164,2010,1,regular,2010-09-02T23:30:00.000Z,True,True,False,3754.0,High Point Solutions Stadium,164,Rutgers,Big East,31,2450,Norfolk State,MEAC,0
302452390,2010,1,regular,2010-09-02T23:30:00.000Z,True,False,False,3948.0,Hard Rock Stadium,2390,Miami,ACC,45,50,Florida A&M,MEAC,0
302450005,2010,1,regular,2010-09-03T00:00:00.000Z,True,False,False,3803.0,Legion Field,5,UAB,Conference USA,31,2226,Florida Atlantic,Sun Belt,32
302450066,2010,1,regular,2010-09-03T00:00:00.000Z,True,False,False,3772.0,Jack Trice Stadium,66,Iowa State,Big 12,27,2459,Northern Illinois,Mid-American,10
302452655,2010,1,regular,2010-09-03T00:00:00.000Z,True,True,False,3493.0,Caesars Superdome,2655,Tulane,Conference USA,27,2545,SE Louisiana,Southland,21
302450254,2010,1,regular,2010-09-03T00:30:00.000Z,True,False,False,587.0,Rice-Eccles Stadium,254,Utah,Mountain West,27,221,Pittsburgh,Big East,24
302450070,2010,1,regular,2010-09-03T01:00:00.000Z,True,False,False,3791.0,Kibbie Dome,70,Idaho,Western Athletic,45,155,North Dakota,Great West,0
302452440,2010,1,regular,2010-09-03T01:05:00.000Z,True,False,False,3816.0,Mackay Stadium,2440,Nevada,Western Athletic,49,331,Eastern Washington,Big Sky,24
302450062,2010,1,regular,2010-09-03T03:00:00.000Z,True,False,False,3610.0,Aloha Stadium,62,Hawai'i,Western Athletic,36,30,USC,Pac-10,49
302460218,2010,1,regular,2010-09-03T21:00:00.000Z,True,False,False,3806.0,Lincoln Financial Field,218,Temple,Mid-American,31,222,Villanova,CAA,24
302462649,2010,1,regular,2010-09-04T00:00:00.000Z,True,False,False,3739.0,Glass Bowl,2649,Toledo,Mid-American,2,12,Arizona,Pac-10,41
302470213,2010,1,regular,2010-09-04T16:00:00.000Z,True,False,False,3632.0,Beaver Stadium,213,Penn State,Big Ten,44,2754,Youngstown State,MVFC,14
302470052,2010,1,regular,2010-09-04T16:00:00.000Z,True,False,False,3697.0,Doak Campbell Stadium,52,Florida State,ACC,59,2535,Samford,Southern,6
302470127,2010,1,regular,2010-09-04T16:00:00.000Z,True,False,False,3936.0,Spartan Stadium,127,Michigan State,Big Ten,38,2711,Western Michigan,Mid-American,14
302470057,2010,1,regular,2010-09-04T16:00:00.000Z,True,False,False,3634.0,Ben Hill Griffin Stadium,57,Florida,SEC,34,193,Miami (OH),Mid-American,12
302472294,2010,1,regular,2010-09-04T16:05:00.000Z,True,False,False,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,37,2197,Eastern Illinois,OVC,7
