id,season,week,season_type,start_date,completed,neutral_site,conference_game,venue_id,venue,home_id,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
401013357,2018,1,regular,2018-08-25T21:30:00.000Z,True,False,False,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,FBS Independents,63,2184,Duquesne,NEC,15
401014972,2018,1,regular,2018-08-25T23:00:00.000Z,True,False,False,3895,Rice Stadium,242,Rice,Conference USA,31,2504,Prairie View A&M,SWAC,28
401022510,2018,1,regular,2018-08-25T23:30:00.000Z,True,False,True,5388,Canvas Stadium,36,Colorado State,Mountain West,34,62,Hawai'i,Mountain West,43
401013437,2018,1,regular,2018-08-26T02:00:00.000Z,True,False,False,3601,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,7,2751,Wyoming,Mountain West,29
401020671,2018,1,regular,2018-08-30T23:00:00.000Z,True,False,False,3919,Scheumann Stadium,2050,Ball State,Mid-American,42,2115,Central Connecticut,NEC,6
401019470,2018,1,regular,2018-08-30T23:00:00.000Z,True,False,True,3892,Pratt & Whitney Stadium,41,UConn,American Athletic,17,2116,UCF,American Athletic,56
401021651,2018,1,regular,2018-08-30T23:00:00.000Z,True,False,False,4246,Center Parc Stadium,2247,Georgia State,Sun Belt,24,338,Kennesaw State,Big South,20
401013328,2018,1,regular,2018-08-30T23:00:00.000Z,True,False,False,3953,Huntington Bank Stadium,135,Minnesota,Big Ten,48,166,New Mexico State,FBS Independents,10
401021655,2018,1,regular,2018-08-31T00:00:00.000Z,True,False,False,3817,Malone Stadium,2433,UL Monroe,Sun Belt,34,2545,SE Louisiana,Southland,31
401014979,2018,1,regular,2018-08-31T00:00:00.000Z,True,True,False,3803,Legion Field,5,UAB,Conference USA,52,2542,Savannah St,MEAC,0
401013489,2018,1,regular,2018-08-31T00:00:00.000Z,True,False,False,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,58,2623,Missouri State,MVFC,17
401013342,2018,1,regular,2018-08-31T00:00:00.000Z,True,False,True,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,27,77,Northwestern,Big Ten,31
401013086,2018,1,regular,2018-08-31T00:00:00.000Z,True,False,False,4729,Yulman Stadium,2655,Tulane,American Athletic,17,154,Wake Forest,ACC,23
401012675,2018,1,regular,2018-08-31T00:00:00.000Z,True,False,False,587,Rice-Eccles Stadium,254,Utah,Pac-12,41,2692,Weber State,Big Sky,10
401012258,2018,1,regular,2018-08-31T00:30:00.000Z,True,False,False,3795,Kyle Field,245,Texas A&M,SEC,59,2466,Northwestern State,Southland,7
401022511,2018,1,regular,2018-08-31T02:00:00.000Z,True,False,False,3935,CEFCU Stadium,23,San José State,Mountain West,38,302,UC Davis,Big Sky,44
401020673,2018,1,regular,2018-08-31T22:00:00.000Z,True,False,False,3980,Waldo Stadium,2711,Western Michigan,Mid-American,42,183,Syracuse,ACC,55
401020672,2018,1,regular,2018-08-31T22:30:00.000Z,True,False,False,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,51,2405,Monmouth,Big South,17
401012880,2018,1,regular,2018-08-31T23:00:00.000Z,True,False,False,3936,Spartan Stadium,127,Michigan State,Big Ten,38,328,Utah State,Mountain West,31
401013089,2018,1,regular,2018-08-31T23:00:00.000Z,True,False,False,3982,Wallace Wade Stadium,150,Duke,ACC,34,349,Army,FBS Independents,14
401022512,2018,1,regular,2018-09-01T01:00:00.000Z,True,False,False,3940,Stanford Stadium,24,Stanford,Pac-12,31,21,San Diego State,Mountain West,10
401013354,2018,1,regular,2018-09-01T01:00:00.000Z,True,False,False,347,Camp Randall Stadium,275,Wisconsin,Big Ten,34,98,Western Kentucky,Conference USA,3
401022517,2018,1,regular,2018-09-01T01:00:00.000Z,True,False,False,3816,Mackay Stadium,2440,Nevada,Mountain West,72,2502,Portland State,Big Sky,19
401012680,2018,1,regular,2018-09-01T01:30:00.000Z,True,True,False,3937,Sports Authority Field at Mile High,36,Colorado State,Mountain West,13,38,Colorado,Pac-12,45
401012256,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3994,Williams-Brice Stadium,2579,South Carolina,SEC,49,324,Coastal Carolina,Sun Belt,15
401013072,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3616,Amon G. Carter Stadium,2628,TCU,Big 12,55,2582,Southern,SWAC,7
401012804,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,Big Ten,31,2309,Kent State,Mid-American,24
401013065,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,Big 12,63,2226,Florida Atlantic,Conference USA,14
401012253,2018,1,regular,2018-09-01T16:00:00.000Z,True,True,False,3891,NRG Stadium,2641,Texas Tech,Big 12,27,145,Ole Miss,SEC,47
401013091,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3670,Carter-Finley Stadium,152,NC State,ACC,24,256,James Madison,CAA,13
401012872,2018,1,regular,2018-09-01T16:00:00.000Z,True,True,False,3719,Northwest Stadium,120,Maryland,Big Ten,34,251,Texas,Big 12,29
401019473,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3806,Lincoln Financial Field,218,Temple,American Athletic,17,222,Villanova,CAA,19
401012820,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3754,High Point Solutions Stadium,164,Rutgers,Big Ten,35,326,Texas State,Sun Belt,7
401012682,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3861,Ohio Stadium,194,Ohio State,Big Ten,77,204,Oregon State,Pac-12,31
401014977,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,False,3895,Rice Stadium,242,Rice,Conference USA,27,248,Houston,American Athletic,45
401013088,2018,1,regular,2018-09-01T16:20:00.000Z,True,False,False,3836,"Memorial Stadium (Clemson, SC)",228,Clemson,ACC,48,231,Furman,Southern,7
