id,season,week,season_type,start_date,completed,neutral_site,conference_game,venue_id,venue,home_id,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
401238035,2020,1,,,1,,,,Legion Field,,,,,,,,
401207101,2020,1,,,1,,,,M. M. Roberts Stadium,,,,,,,,
401237353,2020,1,,,1,,,,Joan C. Edwards Stadium,,,,,,,,
401235700,2020,1,,,1,,,,Michie Stadium,,,,,,,,
401212484,2020,1,,,1,,,,Bobcat Stadium (TX),,,,,,,,
401207098,2020,1,,,1,,,,DATCU Stadium,,,,,,,,
401212553,2020,1,,,1,,,,Simmons Bank Liberty Stadium,,,,,,,,
401239884,2020,1,,,1,,,,Sun Bowl,,,,,,,,
401234576,2020,1,,,1,,,,Navy-Marine Corps Memorial Stadium,,,,,,,,
401234559,2020,2,,,1,,,,Hard Rock Stadium,,,,,,,,
401236221,2020,2,,,1,,,,Jack Trice Stadium,,,,,,,,
401234565,2020,2,,,1,,,,Kenan Stadium,,,,,,,,
401236053,2020,2,,,1,,,,Bill Snyder Family Stadium,,,,,,,,
401236081,2020,2,,,1,,,,Kidd Brewer Stadium,,,,,,,,
401236038,2020,2,,,1,,,,Milan Puskar Stadium,,,,,,,,
401240113,2020,2,,,1,,,,Michie Stadium,,,,,,,,
401234574,2020,2,,,1,,,,Notre Dame Stadium,,,,,,,,
401207113,2020,2,,,1,,,,Bobcat Stadium (TX),,,,,,,,
401234563,2020,2,,,1,,,,Doak Campbell Stadium,,,,,,,,
401240233,2020,2,,,1,,,,Acrisure Stadium,,,,,,,,
401215298,2020,2,,,1,,,,Allen E. Paulson Stadium,,,,,,,,
401240039,2020,2,,,1,,,,Raymond James Stadium,,,,,,,,
401236054,2020,2,,,1,,,,"Memorial Stadium (Norman, OK)",,,,,,,,
401234562,2020,2,,,1,,,,Allegacy Federal Credit Union Stadium,,,,,,,,
401239973,2020,2,,,1,,,,Hancock Whitney Stadium,,,,,,,,
401234564,2020,2,,,1,,,,L&N Federal Credit Union Stadium,,,,,,,,
401236039,2020,2,,,1,,,,Jones AT&T Stadium,,,,,,,,
401236222,2020,2,,,1,,,,DKR-Texas Memorial Stadium,,,,,,,,
401236658,2020,2,,,1,,,,Memorial Stadium,,,,,,,,
401240126,2020,3,,,1,,,,Brooks Stadium (SC),,,,,,,,
401212541,2020,3,,,1,,,,Nippert Stadium,,,,,,,,
401234567,2020,3,,,1,,,,Wallace Wade Stadium,,,,,,,,
401234571,2020,3,,,1,,,,Acrisure Stadium,,,,,,,,
401236041,2020,3,,,1,,,,Boone Pickens Stadium,,,,,,,,
401212522,2020,3,,,1,,,,Yulman Stadium,,,,,,,,
401215301,2020,3,,,1,,,,Center Parc Stadium,,,,,,,,
401207124,2020,3,,,1,,,,Houchens Industries-L.T. Smith Stadium,,,,,,,,
401241282,2020,3,,,1,,,,Notre Dame Stadium,,,,,,,,
401240640,2020,3,,,1,,,,"Johnny ""Red"" Floyd Stadium",,,,,,,,
401240041,2020,3,,,1,,,,Alamodome,,,,,,,,
401236939,2020,3,,,1,,,,Joan C. Edwards Stadium,,,,,,,,
401234568,2020,3,,,1,,,,Bobby Dodd Stadium,,,,,,,,
401237492,2020,3,,,1,,,,"Memorial Stadium (Clemson, SC)",,,,,,,,
401207120,2020,3,,,1,,,,DATCU Stadium,,,,,,,,
401215302,2020,3,,,1,,,,Malone Stadium,,,,,,,,
401234569,2020,3,,,1,,,,L&N Federal Credit Union Stadium,,,,,,,,
401207106,2020,3,,,1,,,,M. M. Roberts Stadium,,,,,,,,
401234570,2020,3,,,1,,,,Carter-Finley Stadium,,,,,,,,
401239885,2020,3,,,1,,,,Sun Bowl,,,,,,,,
401207132,2020,4,,,1,,,,Hancock Whitney Stadium,,,,,,,,
401207134,2020,4,,,1,,,,Alamodome,,,,,,,,
401215303,2020,4,,,1,,,,Cajun Field,,,,,,,,
401235996,2020,4,,,1,,,,"Memorial Stadium (Norman, OK)",,,,,,,,
401237034,2020,4,,,1,,,,Jordan-Hare Stadium,,,,,,,,
401236952,2020,4,,,1,,,,Vaught-Hemingway Stadium,,,,,,,,
401236253,2020,4,,,1,,,,Kidd Brewer Stadium,,,,,,,,
401234594,2020,4,,,1,,,,JMA Wireless Dome,,,,,,,,
401212536,2020,4,,,1,,,,Dowdy-Ficklen Stadium,,,,,,,,
401234595,2020,4,,,1,,,,Acrisure Stadium,,,,,,,,
401207126,2020,4,,,1,,,,Williams Stadium (VA),,,,,,,,
401235994,2020,4,,,1,,,,Amon G. Carter Stadium,,,,,,,,
401240194,2020,4,,,1,,,,Malone Stadium,,,,,,,,
401240996,2020,4,,,1,,,,Nippert Stadium,,,,,,,,
401237035,2020,4,,,1,,,,Tiger Stadium (LA),,,,,,,,
401235995,2020,4,,,1,,,,Jones AT&T Stadium,,,,,,,,
401235997,2020,4,,,1,,,,Boone Pickens Stadium,,,,,,,,
401234638,2020,4,,,1,,,,Scott Stadium,,,,,,,,
401237033,2020,4,,,1,,,,Razorback Stadium,,,,,,,,
401241303,2020,4,,,1,,,,"Alumni Stadium (Chestnut Hill, MA)",,,,,,,,
401232157,2020,4,,,1,,,,Joe Aillet Stadium,,,,,,,,
401234734,2020,4,,,1,,,,M. M. Roberts Stadium,,,,,,,,
401212485,2020,4,,,1,,,,Gerald J. Ford Stadium,,,,,,,,
401236951,2020,4,,,1,,,,Memorial Stadium,,,,,,,,
401237037,2020,4,,,1,,,,Kyle Field,,,,,,,,
401237036,2020,4,,,1,,,,Williams-Brice Stadium,,,,,,,,
401235993,2020,4,,,1,,,,McLane Stadium,,,,,,,,
401234593,2020,4,,,1,,,,Hard Rock Stadium,,,,,,,,
401234566,2020,4,,,1,,,,Lane Stadium,,,,,,,,
401236223,2020,4,,,1,,,,LaVell Edwards Stadium,,,,,,,,
401240282,2020,5,,,1,,,,Allegacy Federal Credit Union Stadium,,,,,,,,
401246275,2020,5,,,1,,,,LaVell Edwards Stadium,,,,,,,,
401215304,2020,5,,,1,,,,Brooks Stadium (SC),,,,,,,,
401212547,2020,5,,,1,,,,Center Parc Stadium,,,,,,,,
401234600,2020,5,,,1,,,,Acrisure Stadium,,,,,,,,
401236002,2020,5,,,1,,,,DKR-Texas Memorial Stadium,,,,,,,,
401237096,2020,5,,,1,,,,Ben Hill Griffin Stadium,,,,,,,,
401237099,2020,5,,,1,,,,Neyland Stadium,,,,,,,,
401235998,2020,5,,,1,,,,Milan Puskar Stadium,,,,,,,,
401207141,2020,5,,,1,,,,Legion Field,,,,,,,,
401237513,2020,5,,,1,,,,Williams Stadium (VA),,,,,,,,
401240040,2020,5,,,1,,,,Michie Stadium,,,,,,,,
401212476,2020,5,,,1,,,,Nippert Stadium,,,,,,,,
401236001,2020,5,,,1,,,,Bill Snyder Family Stadium,,,,,,,,
401234597,2020,5,,,1,,,,"Alumni Stadium (Chestnut Hill, MA)",,,,,,,,
401237093,2020,5,,,1,,,,Bryant-Denny Stadium,,,,,,,,
401236000,2020,5,,,1,,,,Memorial Stadium,,,,,,,,
401212486,2020,5,,,1,,,,Gerald J. Ford Stadium,,,,,,,,
401234599,2020,5,,,1,,,,Wallace Wade Stadium,,,,,,,,
401238034,2020,5,,,1,,,,Doak Campbell Stadium,,,,,,,,
401237097,2020,5,,,1,,,,Kroger Field,,,,,,,,
401207136,2020,5,,,1,,,,FAU Stadium,,,,,,,,
401207138,2020,5,,,1,,,,"Johnny ""Red"" Floyd Stadium",,,,,,,,
401212557,2020,5,,,1,,,,Falcon Stadium,,,,,,,,
401215305,2020,5,,,1,,,,Malone Stadium,,,,,,,,
401212531,2020,5,,,1,,,,FBC Mortgage Stadium,,,,,,,,
401237098,2020,5,,,1,,,,FirstBank Stadium,,,,,,,,
401207139,2020,5,,,1,,,,DATCU Stadium,,,,,,,,
401235999,2020,5,,,1,,,,Jack Trice Stadium,,,,,,,,
401237095,2020,5,,,1,,,,Sanford Stadium,,,,,,,,
401237094,2020,5,,,1,,,,Davis Wade Stadium,,,,,,,,
401234598,2020,5,,,1,,,,"Memorial Stadium (Clemson, SC)",,,,,,,,
401212523,2020,6,,,1,,,,TDECU Stadium,,,,,,,,
401234601,2020,6,,,1,,,,Bobby Dodd Stadium,,,,,,,,
401237102,2020,6,,,1,,,,Kyle Field,,,,,,,,
401207215,2020,6,,,1,,,,Williams Stadium (VA),,,,,,,,
401237105,2020,6,,,1,,,,Tiger Stadium (LA),,,,,,,,
401236005,2020,6,,,1,,,,Cotton Bowl,,,,,,,,
401237106,2020,6,,,1,,,,FirstBank Stadium,,,,,,,,
401234607,2020,6,,,1,,,,Kenan Stadium,,,,,,,,
401234608,2020,6,,,1,,,,Scott Stadium,,,,,,,,
401234605,2020,6,,,1,,,,JMA Wireless Dome,,,,,,,,
401240114,2020,6,,,1,,,,Michie Stadium,,,,,,,,
401236003,2020,6,,,1,,,,Jack Trice Stadium,,,,,,,,
401215308,2020,6,,,1,,,,Veterans Memorial Stadium (AL),,,,,,,,
401237103,2020,6,,,1,,,,Sanford Stadium,,,,,,,,
401246425,2020,6,,,1,,,,Centennial Bank Stadium,,,,,,,,
401240997,2020,6,,,1,,,,LaVell Edwards Stadium,,,,,,,,
401234603,2020,6,,,1,,,,"Alumni Stadium (Chestnut Hill, MA)",,,,,,,,
401207143,2020,6,,,1,,,,FIU Stadium,,,,,,,,
401236004,2020,6,,,1,,,,Amon G. Carter Stadium,,,,,,,,
401237101,2020,6,,,1,,,,Jordan-Hare Stadium,,,,,,,,
401212515,2020,6,,,1,,,,Navy-Marine Corps Memorial Stadium,,,,,,,,
401212477,2020,6,,,1,,,,Raymond James Stadium,,,,,,,,
401207146,2020,6,,,1,,,,Houchens Industries-L.T. Smith Stadium,,,,,,,,
401237100,2020,6,,,1,,,,Vaught-Hemingway Stadium,,,,,,,,
401237104,2020,6,,,1,,,,Kroger Field,,,,,,,,
401234604,2020,6,,,1,,,,"Memorial Stadium (Clemson, SC)",,,,,,,,
401234606,2020,6,,,1,,,,Notre Dame Stadium,,,,,,,,
401207145,2020,6,,,1,,,,Joe Aillet Stadium,,,,,,,,
401207142,2020,6,,,1,,,,DATCU Stadium,,,,,,,,
401215311,2020,7,,,1,,,,Cajun Field,,,,,,,,
401215310,2020,7,,,1,,,,Centennial Bank Stadium,,,,,,,,
401212487,2020,7,,,1,,,,Yulman Stadium,,,,,,,,
401212551,2020,7,,,1,,,,LaVell Edwards Stadium,,,,,,,,
401215313,2020,7,,,1,,,,Hancock Whitney Stadium,,,,,,,,
401237109,2020,7,,,1,,,,Williams-Brice Stadium,,,,,,,,
401212478,2020,7,,,1,,,,Lincoln Financial Field,,,,,,,,
401236007,2020,7,,,1,,,,Milan Puskar Stadium,,,,,,,,
401234615,2020,7,,,1,,,,JMA Wireless Dome,,,,,,,,
401212548,2020,7,,,1,,,,Dowdy-Ficklen Stadium,,,,,,,,
401234614,2020,7,,,1,,,,Hard Rock Stadium,,,,,,,,
401237111,2020,7,,,1,,,,Neyland Stadium,,,,,,,,
401234610,2020,7,,,1,,,,Bobby Dodd Stadium,,,,,,,,
401240115,2020,7,,,1,,,,Alamodome,,,,,,,,
401207153,2020,7,,,1,,,,Legion Field,,,,,,,,
401234613,2020,7,,,1,,,,Notre Dame Stadium,,,,,,,,
401212537,2020,7,,,1,,,,Simmons Bank Liberty Stadium,,,,,,,,
401239872,2020,7,,,1,,,,Veterans Memorial Stadium (AL),,,,,,,,
401234611,2020,7,,,1,,,,Carter-Finley Stadium,,,,,,,,
401237108,2020,7,,,1,,,,Razorback Stadium,,,,,,,,
401237112,2020,7,,,1,,,,Davis Wade Stadium,,,,,,,,
401250215,2020,7,,,1,,,,Allen E. Paulson Stadium,,,,,,,,
401234616,2020,7,,,1,,,,Allegacy Federal Credit Union Stadium,,,,,,,,
401207150,2020,7,,,1,,,,"Johnny ""Red"" Floyd Stadium",,,,,,,,
401207149,2020,7,,,1,,,,Joe Aillet Stadium,,,,,,,,
401234612,2020,7,,,1,,,,Doak Campbell Stadium,,,,,,,,
401234609,2020,7,,,1,,,,Lane Stadium,,,,,,,,
401237107,2020,7,,,1,,,,Bryant-Denny Stadium,,,,,,,,
401240642,2020,8,,,1,,,,Kidd Brewer Stadium,,,,,,,,
401250783,2020,8,,,1,,,,FIU Stadium,,,,,,,,
401212479,2020,8,,,1,,,,Raymond James Stadium,,,,,,,,
401238036,2020,8,,,1,,,,Legion Field,,,,,,,,
401247297,2020,8,,,1,,,,Camp Randall Stadium,,,,,,,,
401247293,2020,8,,,1,,,,Ohio Stadium,,,,,,,,
401247299,2020,8,,,1,,,,Spartan Stadium,,,,,,,,
401240116,2020,8,,,1,,,,Michie Stadium,,,,,,,,
401237115,2020,8,,,1,,,,Vaught-Hemingway Stadium,,,,,,,,
401236011,2020,8,,,1,,,,Amon G. Carter Stadium,,,,,,,,
401234619,2020,8,,,1,,,,L&N Federal Credit Union Stadium,,,,,,,,
401212516,2020,8,,,1,,,,Simmons Bank Liberty Stadium,,,,,,,,
401207154,2020,8,,,1,,,,Jerry Richardson Stadium,,,,,,,,
401215316,2020,8,,,1,,,,Brooks Stadium (SC),,,,,,,,
401236010,2020,8,,,1,,,,Bill Snyder Family Stadium,,,,,,,,
401234621,2020,8,,,1,,,,Kenan Stadium,,,,,,,,
401234618,2020,8,,,1,,,,"Memorial Stadium (Clemson, SC)",,,,,,,,
401207160,2020,8,,,1,,,,Williams Stadium (VA),,,,,,,,
401212524,2020,8,,,1,,,,FBC Mortgage Stadium,,,,,,,,
401207156,2020,8,,,1,,,,Joan C. Edwards Stadium,,,,,,,,
401234623,2020,8,,,1,,,,Allegacy Federal Credit Union Stadium,,,,,,,,
401247296,2020,8,,,1,,,,Ross-Ade Stadium,,,,,,,,
401236009,2020,8,,,1,,,,Boone Pickens Stadium,,,,,,,,
401236008,2020,8,,,1,,,,DKR-Texas Memorial Stadium,,,,,,,,
401207158,2020,8,,,1,,,,Rice Stadium,,,,,,,,
401237114,2020,8,,,1,,,,Neyland Stadium,,,,,,,,
401212552,2020,8,,,1,,,,Navy-Marine Corps Memorial Stadium,,,,,,,,
401247295,2020,8,,,1,,,,"Memorial Stadium (Bloomington, IN)",,,,,,,,
401234622,2020,8,,,1,,,,Acrisure Stadium,,,,,,,,
401215317,2020,8,,,1,,,,Veterans Memorial Stadium (AL),,,,,,,,
401207102,2020,8,,,1,,,,Houchens Industries-L.T. Smith Stadium,,,,,,,,
401237122,2020,8,,,1,,,,Memorial Stadium,,,,,,,,
401234617,2020,8,,,1,,,,"Alumni Stadium (Chestnut Hill, MA)",,,,,,,,
401236012,2020,8,,,1,,,,Jones AT&T Stadium,,,,,,,,
401248998,2020,8,,,1,,,,Mackay Stadium,,,,,,,,
401248997,2020,8,,,1,,,,Albertsons Stadium,,,,,,,,
401237118,2020,8,,,1,,,,Tiger Stadium (LA),,,,,,,,
401250784,2020,8,,,1,,,,Hancock Whitney Stadium,,,,,,,,
401247294,2020,8,,,1,,,,Huntington Bank Stadium,,,,,,,,
401247298,2020,8,,,1,,,,Ryan Field,,,,,,,,
401248994,2020,8,,,1,,,,Valley Children's Stadium,,,,,,,,
401234620,2020,8,,,1,,,,Hard Rock Stadium,,,,,,,,
401207157,2020,8,,,1,,,,Alamodome,,,,,,,,
401212488,2020,8,,,1,,,,Gerald J. Ford Stadium,,,,,,,,
401240998,2020,8,,,1,,,,LaVell Edwards Stadium,,,,,,,,
401248996,2020,8,,,1,,,,Qualcomm Stadium,,,,,,,,
401248993,2020,8,,,1,,,,CEFCU Stadium,,,,,,,,
401215321,2020,9,,,1,,,,Allen E. Paulson Stadium,,,,,,,,
401249000,2020,9,,,1,,,,Valley Children's Stadium,,,,,,,,
401247302,2020,9,,,1,,,,SECU Stadium,,,,,,,,
401212533,2020,9,,,1,,,,Chapman Stadium,,,,,,,,
401249001,2020,9,,,1,,,,War Memorial Stadium,,,,,,,,
401207162,2020,9,,,1,,,,FAU Stadium,,,,,,,,
401234629,2020,9,,,1,,,,JMA Wireless Dome,,,,,,,,
401215318,2020,9,,,1,,,,Center Parc Stadium,,,,,,,,
401236014,2020,9,,,1,,,,Memorial Stadium,,,,,,,,
401234624,2020,9,,,1,,,,"Memorial Stadium (Clemson, SC)",,,,,,,,
401236015,2020,9,,,1,,,,Milan Puskar Stadium,,,,,,,,
401212517,2020,9,,,1,,,,Yulman Stadium,,,,,,,,
401237117,2020,9,,,1,,,,Kroger Field,,,,,,,,
401247305,2020,9,,,1,,,,Michigan Stadium,,,,,,,,
401247301,2020,9,,,1,,,,"Memorial Stadium (Champaign, IL)",,,,,,,,
401212543,2020,9,,,1,,,,Nippert Stadium,,,,,,,,
401212538,2020,9,,,1,,,,TDECU Stadium,,,,,,,,
401215320,2020,9,,,1,,,,Centennial Bank Stadium,,,,,,,,
401207166,2020,9,,,1,,,,M. M. Roberts Stadium,,,,,,,,
401234626,2020,9,,,1,,,,Bobby Dodd Stadium,,,,,,,,
401247300,2020,9,,,1,,,,SHI Stadium,,,,,,,,
401237121,2020,9,,,1,,,,Jordan-Hare Stadium,,,,,,,,
401236013,2020,9,,,1,,,,McLane Stadium,,,,,,,,
401247303,2020,9,,,1,,,,Kinnick Stadium,,,,,,,,
401207163,2020,9,,,1,,,,Joe Aillet Stadium,,,,,,,,
401237123,2020,9,,,1,,,,FirstBank Stadium,,,,,,,,
