id,season,week,season_type,start_date,completed,neutral_site,conference_game,venue_id,venue,home_id,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
401282714,2021,1,,,1,,,,"Memorial Stadium (Champaign, IL)",,,,,,,,
401286187,2021,1,,,1,,,,Valley Children's Stadium,,,,,,,,
401309833,2021,1,,,1,,,,Rose Bowl,,,,,,,,
401282049,2021,1,,,1,,,,Aggie Memorial Stadium,,,,,,,,
401310693,2021,1,,,1,,,,CEFCU Stadium,,,,,,,,
401282050,2021,1,,,1,,,,Cramton Bowl,,,,,,,,
401309540,2021,1,,,1,,,,Scheumann Stadium,,,,,,,,
401300995,2021,1,,,1,,,,FBC Mortgage Stadium,,,,,,,,
401309542,2021,1,,,1,,,,UB Stadium,,,,,,,,
401328545,2021,1,,,1,,,,Brooks Stadium (SC),,,,,,,,
401300994,2021,1,,,1,,,,Chapman Stadium,,,,,,,,
401300993,2021,1,,,1,,,,Kidd Brewer Stadium,,,,,,,,
401282607,2021,1,,,1,,,,Carter-Finley Stadium,,,,,,,,
401309834,2021,1,,,1,,,,Rice-Eccles Stadium,,,,,,,,
401281952,2021,1,,,1,,,,Neyland Stadium,,,,,,,,
401310696,2021,1,,,1,,,,University Stadium (NM),,,,,,,,
401282789,2021,1,,,1,,,,Huntington Bank Stadium,,,,,,,,
401282180,2021,1,,,1,,,,Houchens Industries-L.T. Smith Stadium,,,,,,,,
401282051,2021,1,,,1,,,,FIU Stadium,,,,,,,,
401310694,2021,1,,,1,,,,Allegiant Stadium,,,,,,,,
401309835,2021,1,,,1,,,,Mountain America Stadium,,,,,,,,
401309937,2021,1,,,1,,,,Lane Stadium,,,,,,,,
401282608,2021,1,,,1,,,,Allegacy Federal Credit Union Stadium,,,,,,,,
401282052,2021,1,,,1,,,,Jerry Richardson Stadium,,,,,,,,
401309541,2021,1,,,1,,,,Rynearson Stadium,,,,,,,,
401287888,2021,1,,,1,,,,Memorial Stadium,,,,,,,,
401309836,2021,1,,,1,,,,Folsom Field,,,,,,,,
401310695,2021,1,,,1,,,,Canvas Stadium,,,,,,,,
401282782,2021,1,,,1,,,,Ryan Field,,,,,,,,
401287894,2021,1,,,1,,,,"Memorial Stadium (Norman, OK)",,,,,,,,
