season,seasonType,week,poll,rank,team,conference,points
2019,regular,4,AFCA Division II Coaches Poll,15,Midwestern State,Lone Star,364
2019,regular,4,AFCA Division II Coaches Poll,16,West Chester,Pennsylvania State Athletic,298
2019,regular,4,AFCA Division II Coaches Poll,17,Wingate,South Atlantic,280
2019,regular,4,AFCA Division II Coaches Poll,18,Pittsburg St,Mid America,221
2019,regular,4,AFCA Division II Coaches Poll,18,Central Missouri,Mid America,221
2019,regular,4,AFCA Division II Coaches Poll,20,CSU Pueblo,Rocky Mountain,185
2019,regular,4,AFCA Division II Coaches Poll,21,Indiana-Pennsylvania,Pennsylvania State Athletic,158
2019,regular,4,AFCA Division II Coaches Poll,22,Harding University,Great American,137
2019,regular,4,AFCA Division II Coaches Poll,23,Bowie State,CIAA,104
2019,regular,4,AFCA Division II Coaches Poll,24,West Alabama,Gulf South,55
2019,regular,4,AFCA Division II Coaches Poll,25,Saginaw Valley State,GLIAC,53
2019,regular,4,AFCA Division III Coaches Poll,1,Mary Hardin-Baylor,American Southwest,1288
2019,regular,4,AFCA Division III Coaches Poll,2,University of Mount Union,Ohio,1282
2019,regular,4,AFCA Division III Coaches Poll,3,Wisconsin-Whitewater,Wisconsin,1187
2019,regular,4,AFCA Division III Coaches Poll,4,Saint John's (MN),Minnesota,1159
2019,regular,4,AFCA Division III Coaches Poll,5,Wheaton,CCIW,1073
2019,regular,4,AFCA Division III Coaches Poll,6,Muhlenberg,Centennial,1049
2019,regular,4,AFCA Division III Coaches Poll,7,Berry College,Southern Athletic,979
2019,regular,4,AFCA Division III Coaches Poll,8,Ithaca College,Liberty League,858
2019,regular,4,AFCA Division III Coaches Poll,9,Wartburg,American Rivers,827
2019,regular,4,AFCA Division III Coaches Poll,10,North Central College,CCIW,790
2019,regular,4,AFCA Division III Coaches Poll,11,Salisbury,New Jersey,735
2019,regular,4,AFCA Division III Coaches Poll,12,Delaware Valley,Mid Atlantic,652
2019,regular,4,AFCA Division III Coaches Poll,13,St. Thomas (MN),Minnesota,647
2019,regular,4,AFCA Division III Coaches Poll,13,John Carroll University,Ohio,647
2019,regular,4,AFCA Division III Coaches Poll,15,Bethel (MN),Minnesota,582
2019,regular,4,AFCA Division III Coaches Poll,16,Johns Hopkins University,Centennial,454
2019,regular,4,AFCA Division III Coaches Poll,17,Hardin-Simmons,American Southwest,445
2019,regular,4,AFCA Division III Coaches Poll,18,Wesley College,New Jersey,425
2019,regular,4,AFCA Division III Coaches Poll,19,Case Western Reserve,Presidents',366
2019,regular,4,AFCA Division III Coaches Poll,20,Wisconsin-Platteville,Wisconsin,287
2019,regular,4,AFCA Division III Coaches Poll,21,Cortland,Empire 8,259
2019,regular,4,AFCA Division III Coaches Poll,22,Linfield College,Northwest,246
2019,regular,4,AFCA Division III Coaches Poll,23,Susquehanna,Centennial,197
2019,regular,4,AFCA Division III Coaches Poll,24,Chapman,So. Cal.,185
2019,regular,4,AFCA Division III Coaches Poll,25,Union (NY),Liberty League,123
2019,regular,4,AP Top 25,1,Clemson,ACC,1545
2019,regular,4,AP Top 25,2,Alabama,SEC,1488
2019,regular,4,AP Top 25,3,Georgia,SEC,1386
2019,regular,4,AP Top 25,4,LSU,SEC,1339
2019,regular,4,AP Top 25,5,Oklahoma,Big 12,1310
2019,regular,4,AP Top 25,6,Ohio State,Big Ten,1292
2019,regular,4,AP Top 25,7,Notre Dame,FBS Independents,1099
2019,regular,4,AP Top 25,8,Auburn,SEC,1079
2019,regular,4,AP Top 25,9,Florida,SEC,959
2019,regular,4,AP Top 25,10,Utah,Pac-12,929
2019,regular,4,AP Top 25,11,Michigan,Big Ten,917
2019,regular,4,AP Top 25,12,Texas,Big 12,888
2019,regular,4,AP Top 25,13,Wisconsin,Big Ten,726
2019,regular,4,AP Top 25,13,Penn State,Big Ten,726
2019,regular,4,AP Top 25,15,UCF,American Athletic,703
2019,regular,4,AP Top 25,16,Oregon,Pac-12,670
2019,regular,4,AP Top 25,17,Texas A&M,SEC,665
2019,regular,4,AP Top 25,18,Iowa,Big Ten,539
2019,regular,4,AP Top 25,19,Washington State,Pac-12,452
2019,regular,4,AP Top 25,20,Boise State,Mountain West,277
2019,regular,4,AP Top 25,21,Virginia,ACC,252
2019,regular,4,AP Top 25,22,Washington,Pac-12,183
2019,regular,4,AP Top 25,23,California,Pac-12,164
2019,regular,4,AP Top 25,24,Arizona State,Pac-12,156
2019,regular,4,AP Top 25,25,TCU,Big 12,104
2019,regular,4,Coaches Poll,1,Clemson,ACC,1622
2019,regular,4,Coaches Poll,2,Alabama,SEC,1560
2019,regular,4,Coaches Poll,3,Georgia,SEC,1463
2019,regular,4,Coaches Poll,4,Oklahoma,Big 12,1409
2019,regular,4,Coaches Poll,5,LSU,SEC,1361
2019,regular,4,Coaches Poll,6,Ohio State,Big Ten,1342
2019,regular,4,Coaches Poll,7,Notre Dame,FBS Independents,1182
2019,regular,4,Coaches Poll,8,Florida,SEC,1095
2019,regular,4,Coaches Poll,9,Auburn,SEC,1093
2019,regular,4,Coaches Poll,10,Michigan,Big Ten,928
2019,regular,4,Coaches Poll,11,Utah,Pac-12,915
2019,regular,4,Coaches Poll,12,Penn State,Big Ten,864
2019,regular,4,Coaches Poll,13,Texas,Big 12,847
2019,regular,4,Coaches Poll,14,Wisconsin,Big Ten,806
2019,regular,4,Coaches Poll,15,Texas A&M,SEC,702
2019,regular,4,Coaches Poll,16,UCF,American Athletic,697
2019,regular,4,Coaches Poll,17,Oregon,Pac-12,586
2019,regular,4,Coaches Poll,18,Iowa,Big Ten,553
2019,regular,4,Coaches Poll,19,Washington State,Pac-12,518
2019,regular,4,Coaches Poll,20,Boise State,Mountain West,322
2019,regular,4,Coaches Poll,21,Washington,Pac-12,277
2019,regular,4,Coaches Poll,22,Virginia,ACC,223
2019,regular,4,Coaches Poll,23,California,Pac-12,124
2019,regular,4,Coaches Poll,24,Arizona State,Pac-12,110
2019,regular,4,Coaches Poll,25,Kansas State,Big 12,106
2019,regular,4,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,4,FCS Coaches Poll,2,James Madison,CAA,621
2019,regular,4,FCS Coaches Poll,3,South Dakota State,MVFC,593
2019,regular,4,FCS Coaches Poll,4,UC Davis,Big Sky,570
2019,regular,4,FCS Coaches Poll,5,Towson,CAA,521
2019,regular,4,FCS Coaches Poll,6,Kennesaw State,Big South,511
2019,regular,4,FCS Coaches Poll,7,Weber State,Big Sky,450
2019,regular,4,FCS Coaches Poll,8,Northern Iowa,MVFC,449
2019,regular,4,FCS Coaches Poll,9,Nicholls,Southland,396
2019,regular,4,FCS Coaches Poll,10,Illinois State,MVFC,370
2019,regular,4,FCS Coaches Poll,11,Eastern Washington,Big Sky,367
2019,regular,4,FCS Coaches Poll,12,Central Arkansas,Southland,359
2019,regular,4,FCS Coaches Poll,13,Jacksonville State,OVC,358
2019,regular,4,FCS Coaches Poll,14,Montana State,Big Sky,340
2019,regular,4,FCS Coaches Poll,15,Furman,Southern,281
2019,regular,4,FCS Coaches Poll,16,Maine,CAA,269
2019,regular,4,FCS Coaches Poll,17,North Carolina A&T,MEAC,230
2019,regular,4,FCS Coaches Poll,18,Villanova,CAA,215
2019,regular,4,FCS Coaches Poll,19,Montana,Big Sky,189
2019,regular,4,FCS Coaches Poll,20,Delaware,CAA,153
2019,regular,4,FCS Coaches Poll,21,Youngstown State,MVFC,104
2019,regular,4,FCS Coaches Poll,22,Elon,CAA,80
2019,regular,4,FCS Coaches Poll,23,SE Louisiana,Southland,75
2019,regular,4,FCS Coaches Poll,24,Princeton,Ivy,61
2019,regular,4,FCS Coaches Poll,25,Southeast Missouri State,OVC,57
2019,regular,5,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,774
2019,regular,5,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,761
2019,regular,5,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,723
2019,regular,5,AFCA Division II Coaches Poll,4,Tarleton State,Lone Star,705
2019,regular,5,AFCA Division II Coaches Poll,5,Notre Dame College,Mountain East,636
2019,regular,5,AFCA Division II Coaches Poll,6,Ouachita Baptist,Great American,627
2019,regular,5,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,621
2019,regular,5,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,South Atlantic,581
2019,regular,5,AFCA Division II Coaches Poll,9,Grand Valley State University,GLIAC,539
2019,regular,5,AFCA Division II Coaches Poll,10,Slippery Rock,Pennsylvania State Athletic,498
2019,regular,5,AFCA Division II Coaches Poll,11,Indianapolis,Great Lakes,481
2019,regular,5,AFCA Division II Coaches Poll,12,Minnesota Duluth,Northern Sun,457
2019,regular,5,AFCA Division II Coaches Poll,13,Colorado School Of Mines,Rocky Mountain,437
2019,regular,5,AFCA Division II Coaches Poll,14,West Chester,Pennsylvania State Athletic,350
2019,regular,5,AFCA Division II Coaches Poll,15,Pittsburg St,Mid America,322
2019,regular,5,AFCA Division II Coaches Poll,16,Wingate,South Atlantic,305
2019,regular,5,AFCA Division II Coaches Poll,17,Central Missouri,Mid America,283
2019,regular,5,AFCA Division II Coaches Poll,18,CSU Pueblo,Rocky Mountain,270
2019,regular,5,AFCA Division II Coaches Poll,19,Indiana-Pennsylvania,Pennsylvania State Athletic,232
2019,regular,5,AFCA Division II Coaches Poll,20,Bowie State,CIAA,161
2019,regular,5,AFCA Division II Coaches Poll,21,East Texas A&M,Lone Star,120
2019,regular,5,AFCA Division II Coaches Poll,22,Harding University,Great American,118
2019,regular,5,AFCA Division II Coaches Poll,23,Angelo State,Lone Star,116
2019,regular,5,AFCA Division II Coaches Poll,24,Kutztown University,Pennsylvania State Athletic,90
2019,regular,5,AFCA Division II Coaches Poll,25,West Alabama,Gulf South,70
2019,regular,5,AP Top 25,1,Clemson,ACC,1543
2019,regular,5,AP Top 25,2,Alabama,SEC,1485
2019,regular,5,AP Top 25,3,Georgia,SEC,1400
2019,regular,5,AP Top 25,4,LSU,SEC,1344
2019,regular,5,AP Top 25,5,Ohio State,Big Ten,1288
2019,regular,5,AP Top 25,6,Oklahoma,Big 12,1283
2019,regular,5,AP Top 25,7,Auburn,SEC,1169
2019,regular,5,AP Top 25,8,Wisconsin,Big Ten,1071
2019,regular,5,AP Top 25,9,Florida,SEC,1022
2019,regular,5,AP Top 25,10,Notre Dame,FBS Independents,989
2019,regular,5,AP Top 25,11,Texas,Big 12,968
2019,regular,5,AP Top 25,12,Penn State,Big Ten,848
2019,regular,5,AP Top 25,13,Oregon,Pac-12,839
2019,regular,5,AP Top 25,14,Iowa,Big Ten,714
2019,regular,5,AP Top 25,15,California,Pac-12,547
2019,regular,5,AP Top 25,16,Boise State,Mountain West,524
2019,regular,5,AP Top 25,17,Washington,Pac-12,498
2019,regular,5,AP Top 25,18,Virginia,ACC,430
2019,regular,5,AP Top 25,19,Utah,Pac-12,426
2019,regular,5,AP Top 25,20,Michigan,Big Ten,287
2019,regular,5,AP Top 25,21,USC,Pac-12,257
2019,regular,5,AP Top 25,22,UCF,American Athletic,252
2019,regular,5,AP Top 25,23,Texas A&M,SEC,233
2019,regular,5,AP Top 25,24,Kansas State,Big 12,230
2019,regular,5,AP Top 25,25,Michigan State,Big Ten,104
2019,regular,5,Coaches Poll,1,Clemson,ACC,1622
2019,regular,5,Coaches Poll,2,Alabama,SEC,1558
2019,regular,5,Coaches Poll,3,Georgia,SEC,1475
2019,regular,5,Coaches Poll,4,Oklahoma,Big 12,1388
2019,regular,5,Coaches Poll,5,LSU,SEC,1378
2019,regular,5,Coaches Poll,6,Ohio State,Big Ten,1335
2019,regular,5,Coaches Poll,7,Auburn,SEC,1198
2019,regular,5,Coaches Poll,8,Florida,SEC,1138
2019,regular,5,Coaches Poll,9,Wisconsin,Big Ten,1100
2019,regular,5,Coaches Poll,10,Notre Dame,FBS Independents,980
2019,regular,5,Coaches Poll,11,Penn State,Big Ten,964
2019,regular,5,Coaches Poll,12,Texas,Big 12,959
2019,regular,5,Coaches Poll,13,Oregon,Pac-12,816
2019,regular,5,Coaches Poll,14,Iowa,Big Ten,778
2019,regular,5,Coaches Poll,15,Boise State,Mountain West,558
2019,regular,5,Coaches Poll,16,California,Pac-12,505
2019,regular,5,Coaches Poll,17,Washington,Pac-12,485
2019,regular,5,Coaches Poll,18,Virginia,ACC,450
2019,regular,5,Coaches Poll,19,Utah,Pac-12,445
2019,regular,5,Coaches Poll,20,Michigan,Big Ten,389
2019,regular,5,Coaches Poll,21,Texas A&M,SEC,270
2019,regular,5,Coaches Poll,22,Kansas State,Big 12,262
2019,regular,5,Coaches Poll,23,UCF,American Athletic,233
2019,regular,5,Coaches Poll,24,Wake Forest,ACC,143
2019,regular,5,Coaches Poll,25,USC,Pac-12,130
2019,regular,5,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,5,FCS Coaches Poll,2,James Madison,CAA,622
2019,regular,5,FCS Coaches Poll,3,South Dakota State,MVFC,600
2019,regular,5,FCS Coaches Poll,4,Kennesaw State,Big South,551
2019,regular,5,FCS Coaches Poll,5,UC Davis,Big Sky,491
2019,regular,5,FCS Coaches Poll,6,Weber State,Big Sky,462
2019,regular,5,FCS Coaches Poll,7,Northern Iowa,MVFC,455
2019,regular,5,FCS Coaches Poll,8,Illinois State,MVFC,424
2019,regular,5,FCS Coaches Poll,9,Nicholls,Southland,404
2019,regular,5,FCS Coaches Poll,10,Towson,CAA,397
2019,regular,5,FCS Coaches Poll,11,Montana State,Big Sky,378
2019,regular,5,FCS Coaches Poll,12,Jacksonville State,OVC,376
2019,regular,5,FCS Coaches Poll,13,Villanova,CAA,356
2019,regular,5,FCS Coaches Poll,14,Central Arkansas,Southland,351
2019,regular,5,FCS Coaches Poll,15,Furman,Southern,310
2019,regular,5,FCS Coaches Poll,16,Maine,CAA,252
2019,regular,5,FCS Coaches Poll,17,Montana,Big Sky,240
2019,regular,5,FCS Coaches Poll,18,North Carolina A&T,MEAC,208
2019,regular,5,FCS Coaches Poll,19,Delaware,CAA,177
2019,regular,5,FCS Coaches Poll,20,Youngstown State,MVFC,174
2019,regular,5,FCS Coaches Poll,21,Eastern Washington,Big Sky,132
2019,regular,5,FCS Coaches Poll,22,SE Louisiana,Southland,109
2019,regular,5,FCS Coaches Poll,23,Princeton,Ivy,72
2019,regular,5,FCS Coaches Poll,24,Elon,CAA,53
2019,regular,5,FCS Coaches Poll,25,North Dakota,FCS Independents,44
2019,regular,6,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,797
2019,regular,6,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,761
2019,regular,6,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,733
2019,regular,6,AFCA Division II Coaches Poll,4,Tarleton State,Lone Star,708
2019,regular,6,AFCA Division II Coaches Poll,5,Ouachita Baptist,Great American,633
2019,regular,6,AFCA Division II Coaches Poll,5,Notre Dame College,Mountain East,633
2019,regular,6,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,610
2019,regular,6,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,South Atlantic,587
2019,regular,6,AFCA Division II Coaches Poll,9,Slippery Rock,Pennsylvania State Athletic,524
2019,regular,6,AFCA Division II Coaches Poll,10,Indianapolis,Great Lakes,523
2019,regular,6,AFCA Division II Coaches Poll,11,Colorado School Of Mines,Rocky Mountain,486
2019,regular,6,AFCA Division II Coaches Poll,12,West Chester,Pennsylvania State Athletic,411
2019,regular,6,AFCA Division II Coaches Poll,13,Pittsburg St,Mid America,406
2019,regular,6,AFCA Division II Coaches Poll,14,Wingate,South Atlantic,362
2019,regular,6,AFCA Division II Coaches Poll,15,Central Missouri,Mid America,352
2019,regular,6,AFCA Division II Coaches Poll,16,Indiana-Pennsylvania,Pennsylvania State Athletic,288
2019,regular,6,AFCA Division II Coaches Poll,17,CSU Pueblo,Rocky Mountain,262
2019,regular,6,AFCA Division II Coaches Poll,18,Bowie State,CIAA,236
2019,regular,6,AFCA Division II Coaches Poll,19,Grand Valley State University,GLIAC,211
2019,regular,6,AFCA Division II Coaches Poll,20,East Texas A&M,Lone Star,174
2019,regular,6,AFCA Division II Coaches Poll,21,Kutztown University,Pennsylvania State Athletic,161
2019,regular,6,AFCA Division II Coaches Poll,22,Harding University,Great American,158
2019,regular,6,AFCA Division II Coaches Poll,23,Minnesota Duluth,Northern Sun,127
2019,regular,6,AFCA Division II Coaches Poll,24,Truman State,Great Lakes,101
2019,regular,6,AFCA Division II Coaches Poll,25,West Florida,Gulf South,53
2019,regular,6,AP Top 25,1,Alabama,SEC,1478
2019,regular,6,AP Top 25,2,Clemson,ACC,1426
2019,regular,6,AP Top 25,3,Georgia,SEC,1375
2019,regular,6,AP Top 25,4,Ohio State,Big Ten,1324
2019,regular,6,AP Top 25,5,LSU,SEC,1322
2019,regular,6,AP Top 25,6,Oklahoma,Big 12,1264
2019,regular,6,AP Top 25,7,Auburn,SEC,1186
2019,regular,6,AP Top 25,8,Wisconsin,Big Ten,1046
2019,regular,6,AP Top 25,9,Notre Dame,FBS Independents,996
2019,regular,6,AP Top 25,10,Florida,SEC,986
2019,regular,6,AP Top 25,11,Texas,Big 12,919
2019,regular,6,AP Top 25,12,Penn State,Big Ten,878
2019,regular,6,AP Top 25,13,Oregon,Pac-12,817
2019,regular,6,AP Top 25,14,Iowa,Big Ten,731
2019,regular,6,AP Top 25,15,Washington,Pac-12,603
2019,regular,6,AP Top 25,16,Boise State,Mountain West,559
2019,regular,6,AP Top 25,17,Utah,Pac-12,534
2019,regular,6,AP Top 25,18,UCF,American Athletic,352
2019,regular,6,AP Top 25,19,Michigan,Big Ten,350
2019,regular,6,AP Top 25,20,Arizona State,Pac-12,249
2019,regular,6,AP Top 25,21,Oklahoma State,Big 12,215
2019,regular,6,AP Top 25,22,Wake Forest,ACC,190
2019,regular,6,AP Top 25,23,Virginia,ACC,186
2019,regular,6,AP Top 25,24,SMU,American Athletic,151
2019,regular,6,AP Top 25,25,Texas A&M,SEC,147
2019,regular,6,AP Top 25,25,Michigan State,Big Ten,147
2019,regular,6,Coaches Poll,1,Alabama,SEC,1562
2019,regular,6,Coaches Poll,2,Clemson,ACC,1526
2019,regular,6,Coaches Poll,3,Georgia,SEC,1446
2019,regular,6,Coaches Poll,4,Oklahoma,Big 12,1373
2019,regular,6,Coaches Poll,5,Ohio State,Big Ten,1362
2019,regular,6,Coaches Poll,6,LSU,SEC,1349
2019,regular,6,Coaches Poll,7,Auburn,SEC,1198
2019,regular,6,Coaches Poll,8,Florida,SEC,1100
2019,regular,6,Coaches Poll,9,Wisconsin,Big Ten,1097
2019,regular,6,Coaches Poll,10,Notre Dame,FBS Independents,987
2019,regular,6,Coaches Poll,11,Penn State,Big Ten,978
2019,regular,6,Coaches Poll,12,Texas,Big 12,912
2019,regular,6,Coaches Poll,13,Oregon,Pac-12,813
2019,regular,6,Coaches Poll,14,Iowa,Big Ten,790
2019,regular,6,Coaches Poll,15,Boise State,Mountain West,621
2019,regular,6,Coaches Poll,16,Washington,Pac-12,608
2019,regular,6,Coaches Poll,17,Utah,Pac-12,532
2019,regular,6,Coaches Poll,18,Michigan,Big Ten,417
2019,regular,6,Coaches Poll,19,UCF,American Athletic,308
2019,regular,6,Coaches Poll,20,Wake Forest,ACC,279
2019,regular,6,Coaches Poll,21,Texas A&M,SEC,251
2019,regular,6,Coaches Poll,22,Virginia,ACC,202
2019,regular,6,Coaches Poll,23,Memphis,American Athletic,167
2019,regular,6,Coaches Poll,23,Michigan State,Big Ten,167
2019,regular,6,Coaches Poll,25,Oklahoma State,Big 12,158
2019,regular,6,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,6,FCS Coaches Poll,2,James Madison,CAA,621
2019,regular,6,FCS Coaches Poll,3,South Dakota State,MVFC,594
2019,regular,6,FCS Coaches Poll,4,Kennesaw State,Big South,551
2019,regular,6,FCS Coaches Poll,5,Weber State,Big Sky,521
2019,regular,6,FCS Coaches Poll,6,Illinois State,MVFC,484
2019,regular,6,FCS Coaches Poll,7,Montana State,Big Sky,477
2019,regular,6,FCS Coaches Poll,8,Villanova,CAA,466
2019,regular,6,FCS Coaches Poll,9,Montana,Big Sky,388
2019,regular,6,FCS Coaches Poll,10,Central Arkansas,Southland,379
2019,regular,6,FCS Coaches Poll,10,Towson,CAA,379
2019,regular,6,FCS Coaches Poll,12,UC Davis,Big Sky,356
2019,regular,6,FCS Coaches Poll,13,Northern Iowa,MVFC,340
2019,regular,6,FCS Coaches Poll,14,Furman,Southern,329
2019,regular,6,FCS Coaches Poll,15,Nicholls,Southland,267
2019,regular,6,FCS Coaches Poll,16,North Carolina A&T,MEAC,265
2019,regular,6,FCS Coaches Poll,17,Youngstown State,MVFC,248
2019,regular,6,FCS Coaches Poll,18,Delaware,CAA,189
2019,regular,6,FCS Coaches Poll,19,SE Louisiana,Southland,172
2019,regular,6,FCS Coaches Poll,20,Jacksonville State,OVC,134
2019,regular,6,FCS Coaches Poll,21,Eastern Washington,Big Sky,129
2019,regular,6,FCS Coaches Poll,22,Maine,CAA,127
2019,regular,6,FCS Coaches Poll,23,Princeton,Ivy,91
2019,regular,6,FCS Coaches Poll,24,Stony Brook,CAA,67
2019,regular,6,FCS Coaches Poll,25,Houston Christian,Southland,34
2019,regular,6,FCS Coaches Poll,25,Southeast Missouri State,OVC,34
2019,regular,7,AFCA Division II Coaches Poll,1,Valdosta State,Gulf South,797
2019,regular,7,AFCA Division II Coaches Poll,2,Ferris State,GLIAC,758
2019,regular,7,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,725
2019,regular,7,AFCA Division II Coaches Poll,4,Tarleton State,Lone Star,710
2019,regular,7,AFCA Division II Coaches Poll,5,Ouachita Baptist,Great American,635
2019,regular,7,AFCA Division II Coaches Poll,6,Notre Dame College,Mountain East,621
2019,regular,7,AFCA Division II Coaches Poll,7,Northwest Missouri St,Mid America,611
2019,regular,7,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,South Atlantic,586
2019,regular,7,AFCA Division II Coaches Poll,9,Slippery Rock,Pennsylvania State Athletic,535
2019,regular,7,AFCA Division II Coaches Poll,10,Indianapolis,Great Lakes,526
2019,regular,7,AFCA Division II Coaches Poll,11,Colorado School Of Mines,Rocky Mountain,496
2019,regular,7,AFCA Division II Coaches Poll,12,West Chester,Pennsylvania State Athletic,427
2019,regular,7,AFCA Division II Coaches Poll,13,Wingate,South Atlantic,408
2019,regular,7,AFCA Division II Coaches Poll,14,Central Missouri,Mid America,386
2019,regular,7,AFCA Division II Coaches Poll,15,CSU Pueblo,Rocky Mountain,323
2019,regular,7,AFCA Division II Coaches Poll,16,Bowie State,CIAA,270
2019,regular,7,AFCA Division II Coaches Poll,17,Grand Valley State University,GLIAC,247
2019,regular,7,AFCA Division II Coaches Poll,18,Kutztown University,Pennsylvania State Athletic,231
2019,regular,7,AFCA Division II Coaches Poll,19,Pittsburg St,Mid America,223
2019,regular,7,AFCA Division II Coaches Poll,20,East Texas A&M,Lone Star,218
2019,regular,7,AFCA Division II Coaches Poll,21,Harding University,Great American,188
2019,regular,7,AFCA Division II Coaches Poll,22,Indiana-Pennsylvania,Pennsylvania State Athletic,149
2019,regular,7,AFCA Division II Coaches Poll,23,Minnesota Duluth,Northern Sun,136
2019,regular,7,AFCA Division II Coaches Poll,24,West Florida,Gulf South,76
2019,regular,7,AFCA Division II Coaches Poll,25,Angelo State,Lone Star,37
2019,regular,7,AP Top 25,1,Alabama,SEC,1503
2019,regular,7,AP Top 25,2,Clemson,ACC,1433
2019,regular,7,AP Top 25,3,Ohio State,Big Ten,1393
2019,regular,7,AP Top 25,3,Georgia,SEC,1393
2019,regular,7,AP Top 25,5,LSU,SEC,1352
2019,regular,7,AP Top 25,6,Oklahoma,Big 12,1268
2019,regular,7,AP Top 25,7,Florida,SEC,1163
2019,regular,7,AP Top 25,8,Wisconsin,Big Ten,1105
2019,regular,7,AP Top 25,9,Notre Dame,FBS Independents,1046
2019,regular,7,AP Top 25,10,Penn State,Big Ten,958
2019,regular,7,AP Top 25,11,Texas,Big 12,947
2019,regular,7,AP Top 25,12,Auburn,SEC,920
2019,regular,7,AP Top 25,13,Oregon,Pac-12,828
2019,regular,7,AP Top 25,14,Boise State,Mountain West,654
2019,regular,7,AP Top 25,15,Utah,Pac-12,624
2019,regular,7,AP Top 25,16,Michigan,Big Ten,618
2019,regular,7,AP Top 25,17,Iowa,Big Ten,454
2019,regular,7,AP Top 25,18,Arizona State,Pac-12,388
2019,regular,7,AP Top 25,19,Wake Forest,ACC,380
2019,regular,7,AP Top 25,20,Virginia,ACC,353
2019,regular,7,AP Top 25,21,SMU,American Athletic,285
2019,regular,7,AP Top 25,22,Baylor,Big 12,260
2019,regular,7,AP Top 25,23,Memphis,American Athletic,189
2019,regular,7,AP Top 25,24,Texas A&M,SEC,165
2019,regular,7,AP Top 25,25,Cincinnati,American Athletic,118
2019,regular,7,Coaches Poll,1,Alabama,SEC,1602
2019,regular,7,Coaches Poll,2,Clemson,ACC,1531
2019,regular,7,Coaches Poll,3,Georgia,SEC,1459
2019,regular,7,Coaches Poll,4,Ohio State,Big Ten,1422
2019,regular,7,Coaches Poll,5,Oklahoma,Big 12,1378
2019,regular,7,Coaches Poll,6,LSU,SEC,1364
2019,regular,7,Coaches Poll,7,Florida,SEC,1218
2019,regular,7,Coaches Poll,8,Wisconsin,Big Ten,1164
2019,regular,7,Coaches Poll,9,Penn State,Big Ten,1051
2019,regular,7,Coaches Poll,10,Notre Dame,FBS Independents,1033
2019,regular,7,Coaches Poll,11,Texas,Big 12,971
2019,regular,7,Coaches Poll,12,Auburn,SEC,929
2019,regular,7,Coaches Poll,13,Oregon,Pac-12,866
2019,regular,7,Coaches Poll,14,Boise State,Mountain West,732
2019,regular,7,Coaches Poll,15,Utah,Pac-12,655
2019,regular,7,Coaches Poll,16,Michigan,Big Ten,648
2019,regular,7,Coaches Poll,17,Wake Forest,ACC,498
2019,regular,7,Coaches Poll,18,Iowa,Big Ten,441
2019,regular,7,Coaches Poll,19,Virginia,ACC,345
2019,regular,7,Coaches Poll,20,Memphis,American Athletic,318
2019,regular,7,Coaches Poll,21,Texas A&M,SEC,306
2019,regular,7,Coaches Poll,22,SMU,American Athletic,246
2019,regular,7,Coaches Poll,23,Baylor,Big 12,234
2019,regular,7,Coaches Poll,24,Arizona State,Pac-12,228
2019,regular,7,Coaches Poll,25,Minnesota,Big Ten,131
2019,regular,7,FCS Coaches Poll,1,North Dakota State,MVFC,650
2019,regular,7,FCS Coaches Poll,2,James Madison,CAA,621
2019,regular,7,FCS Coaches Poll,3,South Dakota State,MVFC,598
2019,regular,7,FCS Coaches Poll,4,Kennesaw State,Big South,548
2019,regular,7,FCS Coaches Poll,5,Weber State,Big Sky,536
2019,regular,7,FCS Coaches Poll,6,Montana State,Big Sky,508
2019,regular,7,FCS Coaches Poll,7,Villanova,CAA,506
2019,regular,7,FCS Coaches Poll,8,Montana,Big Sky,480
2019,regular,7,FCS Coaches Poll,9,Towson,CAA,406
2019,regular,7,FCS Coaches Poll,10,Northern Iowa,MVFC,392
2019,regular,7,FCS Coaches Poll,11,Furman,Southern,380
2019,regular,7,FCS Coaches Poll,12,Nicholls,Southland,345
2019,regular,7,FCS Coaches Poll,13,Illinois State,MVFC,340
2019,regular,7,FCS Coaches Poll,14,North Carolina A&T,MEAC,329
2019,regular,7,FCS Coaches Poll,15,Delaware,CAA,243
2019,regular,7,FCS Coaches Poll,16,Central Arkansas,Southland,231
2019,regular,7,FCS Coaches Poll,17,Youngstown State,MVFC,210
2019,regular,7,FCS Coaches Poll,18,Jacksonville State,OVC,191
2019,regular,7,FCS Coaches Poll,19,Princeton,Ivy,146
