season,seasonType,week,poll,rank,team,conference,points
2022,regular,2,AP Top 25,12,Florida,SEC,763
2022,regular,2,AP Top 25,13,Utah,Pac-12,717
2022,regular,2,AP Top 25,14,Michigan State,Big Ten,690
2022,regular,2,AP Top 25,15,Miami,ACC,679
2022,regular,2,AP Top 25,16,Arkansas,SEC,678
2022,regular,2,AP Top 25,17,Pittsburgh,ACC,535
2022,regular,2,AP Top 25,18,NC State,ACC,513
2022,regular,2,AP Top 25,19,Wisconsin,Big Ten,476
2022,regular,2,AP Top 25,20,Kentucky,SEC,373
2022,regular,2,AP Top 25,21,BYU,FBS Independents,266
2022,regular,2,AP Top 25,22,Ole Miss,SEC,254
2022,regular,2,AP Top 25,23,Wake Forest,ACC,246
2022,regular,2,AP Top 25,24,Tennessee,SEC,194
2022,regular,2,AP Top 25,25,Houston,American Athletic,143
2022,regular,2,Coaches Poll,1,Alabama,SEC,1615
2022,regular,2,Coaches Poll,2,Georgia,SEC,1542
2022,regular,2,Coaches Poll,3,Ohio State,Big Ten,1520
2022,regular,2,Coaches Poll,4,Clemson,ACC,1380
2022,regular,2,Coaches Poll,5,Michigan,Big Ten,1333
2022,regular,2,Coaches Poll,6,Texas A&M,SEC,1268
2022,regular,2,Coaches Poll,7,Oklahoma,Big 12,1160
2022,regular,2,Coaches Poll,8,Baylor,Big 12,1103
2022,regular,2,Coaches Poll,9,Notre Dame,FBS Independents,1077
2022,regular,2,Coaches Poll,10,Oklahoma State,Big 12,938
2022,regular,2,Coaches Poll,11,Michigan State,Big Ten,860
2022,regular,2,Coaches Poll,12,USC,Pac-12,849
2022,regular,2,Coaches Poll,13,NC State,ACC,642
2022,regular,2,Coaches Poll,14,Pittsburgh,ACC,624
2022,regular,2,Coaches Poll,15,Utah,Pac-12,605
2022,regular,2,Coaches Poll,16,Miami,ACC,591
2022,regular,2,Coaches Poll,17,Arkansas,SEC,554
2022,regular,2,Coaches Poll,18,Wisconsin,Big Ten,495
2022,regular,2,Coaches Poll,19,Florida,SEC,469
2022,regular,2,Coaches Poll,20,Kentucky,SEC,421
2022,regular,2,Coaches Poll,21,Wake Forest,ACC,353
2022,regular,2,Coaches Poll,22,Texas,Big 12,351
2022,regular,2,Coaches Poll,23,Ole Miss,SEC,292
2022,regular,2,Coaches Poll,24,Oregon,Pac-12,206
2022,regular,2,Coaches Poll,25,BYU,FBS Independents,170
2022,regular,2,FCS Coaches Poll,1,North Dakota State,MVFC,698
2022,regular,2,FCS Coaches Poll,2,Montana,Big Sky,666
2022,regular,2,FCS Coaches Poll,3,South Dakota State,MVFC,634
2022,regular,2,FCS Coaches Poll,4,Montana State,Big Sky,624
2022,regular,2,FCS Coaches Poll,5,Villanova,CAA,586
2022,regular,2,FCS Coaches Poll,6,Sacramento State,Big Sky,539
2022,regular,2,FCS Coaches Poll,7,Missouri State,MVFC,506
2022,regular,2,FCS Coaches Poll,8,East Tennessee State,Southern,417
2022,regular,2,FCS Coaches Poll,9,Incarnate Word,Southland,410
2022,regular,2,FCS Coaches Poll,10,Chattanooga,Southern,405
2022,regular,2,FCS Coaches Poll,11,Eastern Washington,Big Sky,390
2022,regular,2,FCS Coaches Poll,12,Stephen F. Austin,Western Athletic,368
2022,regular,2,FCS Coaches Poll,13,Delaware,CAA,354
2022,regular,2,FCS Coaches Poll,14,UT Martin,OVC,346
2022,regular,2,FCS Coaches Poll,15,Jackson State,SWAC,343
2022,regular,2,FCS Coaches Poll,16,Holy Cross,Patriot,244
2022,regular,2,FCS Coaches Poll,17,Weber State,Big Sky,225
2022,regular,2,FCS Coaches Poll,18,Kennesaw State,Atlantic Sun,216
2022,regular,2,FCS Coaches Poll,19,Southern Illinois,MVFC,175
2022,regular,2,FCS Coaches Poll,20,Rhode Island,CAA,160
2022,regular,2,FCS Coaches Poll,20,SE Louisiana,Southland,160
2022,regular,2,FCS Coaches Poll,22,William & Mary,CAA,124
2022,regular,2,FCS Coaches Poll,23,Mercer,Southern,84
2022,regular,2,FCS Coaches Poll,24,Northern Iowa,MVFC,72
2022,regular,2,FCS Coaches Poll,25,UC Davis,Big Sky,67
2022,regular,3,AFCA Division II Coaches Poll,1,Ferris State,GLIAC,749
2022,regular,3,AFCA Division II Coaches Poll,2,Northwest Missouri St,Mid America,712
2022,regular,3,AFCA Division II Coaches Poll,3,Grand Valley State University,GLIAC,692
2022,regular,3,AFCA Division II Coaches Poll,4,Shepherd,Pennsylvania State Athletic,645
2022,regular,3,AFCA Division II Coaches Poll,5,Angelo State,Lone Star,625
2022,regular,3,AFCA Division II Coaches Poll,6,West Florida,Gulf South,609
2022,regular,3,AFCA Division II Coaches Poll,7,Harding University,Great American,567
2022,regular,3,AFCA Division II Coaches Poll,8,West Georgia,Gulf South,543
2022,regular,3,AFCA Division II Coaches Poll,9,Newberry,South Atlantic,471
2022,regular,3,AFCA Division II Coaches Poll,10,Ouachita Baptist,Great American,468
2022,regular,3,AFCA Division II Coaches Poll,11,Slippery Rock,Pennsylvania State Athletic,412
2022,regular,3,AFCA Division II Coaches Poll,12,Ashland,Great Midwest Athletic,370
2022,regular,3,AFCA Division II Coaches Poll,13,Augustana University (SD),Northern Sun,341
2022,regular,3,AFCA Division II Coaches Poll,14,West Texas A&M,Lone Star,283
2022,regular,3,AFCA Division II Coaches Poll,15,Valdosta State,Gulf South,281
2022,regular,3,AFCA Division II Coaches Poll,16,Pittsburg St,Mid America,204
2022,regular,3,AFCA Division II Coaches Poll,17,Notre Dame College,Mountain East,158
2022,regular,3,AFCA Division II Coaches Poll,18,Lenoir-Rhyne,South Atlantic,144
2022,regular,3,AFCA Division II Coaches Poll,19,Indianapolis,Great Lakes,140
2022,regular,3,AFCA Division II Coaches Poll,20,Bowie State,CIAA,132
2022,regular,3,AFCA Division II Coaches Poll,21,Albany State GA,SIAC,121
2022,regular,3,AFCA Division II Coaches Poll,21,Colorado School Of Mines,Rocky Mountain,121
2022,regular,3,AFCA Division II Coaches Poll,23,Saginaw Valley State,GLIAC,120
2022,regular,3,AFCA Division II Coaches Poll,24,Minnesota State Mankato,Northern Sun,119
2022,regular,3,AFCA Division II Coaches Poll,25,New Haven,Northeast 10,114
2022,regular,3,AP Top 25,1,Georgia,SEC,1561
2022,regular,3,AP Top 25,2,Alabama,SEC,1496
2022,regular,3,AP Top 25,3,Ohio State,Big Ten,1475
2022,regular,3,AP Top 25,4,Michigan,Big Ten,1359
2022,regular,3,AP Top 25,5,Clemson,ACC,1285
2022,regular,3,AP Top 25,6,Oklahoma,Big 12,1209
2022,regular,3,AP Top 25,7,USC,Pac-12,1139
2022,regular,3,AP Top 25,8,Oklahoma State,Big 12,1004
2022,regular,3,AP Top 25,9,Kentucky,SEC,992
2022,regular,3,AP Top 25,10,Arkansas,SEC,938
2022,regular,3,AP Top 25,11,Michigan State,Big Ten,902
2022,regular,3,AP Top 25,12,BYU,FBS Independents,880
2022,regular,3,AP Top 25,13,Miami,ACC,772
2022,regular,3,AP Top 25,14,Utah,Pac-12,673
2022,regular,3,AP Top 25,15,Tennessee,SEC,658
2022,regular,3,AP Top 25,16,NC State,ACC,623
2022,regular,3,AP Top 25,17,Baylor,Big 12,562
2022,regular,3,AP Top 25,18,Florida,SEC,484
2022,regular,3,AP Top 25,19,Wake Forest,ACC,449
2022,regular,3,AP Top 25,20,Ole Miss,SEC,411
2022,regular,3,AP Top 25,21,Texas,Big 12,276
2022,regular,3,AP Top 25,22,Penn State,Big Ten,271
2022,regular,3,AP Top 25,23,Pittsburgh,ACC,160
2022,regular,3,AP Top 25,24,Texas A&M,SEC,145
2022,regular,3,AP Top 25,25,Oregon,Pac-12,89
2022,regular,3,Coaches Poll,1,Alabama,SEC,1592
2022,regular,3,Coaches Poll,2,Georgia,SEC,1574
2022,regular,3,Coaches Poll,3,Ohio State,Big Ten,1514
2022,regular,3,Coaches Poll,4,Clemson,ACC,1387
2022,regular,3,Coaches Poll,5,Michigan,Big Ten,1370
2022,regular,3,Coaches Poll,6,Oklahoma,Big 12,1253
2022,regular,3,Coaches Poll,7,Oklahoma State,Big 12,1137
2022,regular,3,Coaches Poll,8,USC,Pac-12,1133
2022,regular,3,Coaches Poll,9,Michigan State,Big Ten,1026
2022,regular,3,Coaches Poll,10,Kentucky,SEC,901
2022,regular,3,Coaches Poll,11,Arkansas,SEC,857
2022,regular,3,Coaches Poll,12,NC State,ACC,816
2022,regular,3,Coaches Poll,13,Miami,ACC,805
2022,regular,3,Coaches Poll,14,BYU,FBS Independents,739
2022,regular,3,Coaches Poll,15,Utah,Pac-12,673
2022,regular,3,Coaches Poll,16,Tennessee,SEC,556
2022,regular,3,Coaches Poll,17,Ole Miss,SEC,552
2022,regular,3,Coaches Poll,18,Wake Forest,ACC,540
2022,regular,3,Coaches Poll,19,Baylor,Big 12,531
2022,regular,3,Coaches Poll,20,Texas,Big 12,306
2022,regular,3,Coaches Poll,21,Florida,SEC,297
2022,regular,3,Coaches Poll,22,Texas A&M,SEC,285
2022,regular,3,Coaches Poll,23,Penn State,Big Ten,279
2022,regular,3,Coaches Poll,24,Oregon,Pac-12,197
2022,regular,3,Coaches Poll,25,Pittsburgh,ACC,157
2022,regular,3,FCS Coaches Poll,1,North Dakota State,MVFC,674
2022,regular,3,FCS Coaches Poll,2,Montana,Big Sky,642
2022,regular,3,FCS Coaches Poll,3,South Dakota State,MVFC,617
2022,regular,3,FCS Coaches Poll,4,Montana State,Big Sky,599
2022,regular,3,FCS Coaches Poll,5,Villanova,CAA,557
2022,regular,3,FCS Coaches Poll,6,Missouri State,MVFC,528
2022,regular,3,FCS Coaches Poll,7,Sacramento State,Big Sky,489
2022,regular,3,FCS Coaches Poll,8,Incarnate Word,Southland,487
2022,regular,3,FCS Coaches Poll,9,Chattanooga,Southern,456
2022,regular,3,FCS Coaches Poll,10,Delaware,CAA,415
2022,regular,3,FCS Coaches Poll,11,Jackson State,SWAC,367
2022,regular,3,FCS Coaches Poll,12,Holy Cross,Patriot,363
2022,regular,3,FCS Coaches Poll,13,Weber State,Big Sky,355
2022,regular,3,FCS Coaches Poll,14,Rhode Island,CAA,272
2022,regular,3,FCS Coaches Poll,15,Eastern Washington,Big Sky,262
2022,regular,3,FCS Coaches Poll,16,Stephen F. Austin,Western Athletic,233
2022,regular,3,FCS Coaches Poll,17,William & Mary,CAA,227
2022,regular,3,FCS Coaches Poll,18,UT Martin,OVC,218
2022,regular,3,FCS Coaches Poll,19,East Tennessee State,Southern,210
2022,regular,3,FCS Coaches Poll,20,Mercer,Southern,129
2022,regular,3,FCS Coaches Poll,21,Fordham,Patriot,60
2022,regular,3,FCS Coaches Poll,22,Kennesaw State,Atlantic Sun,57
2022,regular,3,FCS Coaches Poll,23,Youngstown State,MVFC,56
2022,regular,3,FCS Coaches Poll,24,Eastern Kentucky,Atlantic Sun,55
2022,regular,3,FCS Coaches Poll,25,Samford,Southern,46
2022,regular,4,AFCA Division II Coaches Poll,1,Ferris State,GLIAC,748
2022,regular,4,AFCA Division II Coaches Poll,2,Northwest Missouri St,Mid America,714
2022,regular,4,AFCA Division II Coaches Poll,3,Grand Valley State University,GLIAC,693
2022,regular,4,AFCA Division II Coaches Poll,4,Angelo State,Lone Star,628
2022,regular,4,AFCA Division II Coaches Poll,5,Shepherd,Pennsylvania State Athletic,623
2022,regular,4,AFCA Division II Coaches Poll,6,West Florida,Gulf South,607
2022,regular,4,AFCA Division II Coaches Poll,7,Harding University,Great American,572
2022,regular,4,AFCA Division II Coaches Poll,8,West Georgia,Gulf South,528
2022,regular,4,AFCA Division II Coaches Poll,9,Ouachita Baptist,Great American,490
2022,regular,4,AFCA Division II Coaches Poll,10,Newberry,South Atlantic,475
2022,regular,4,AFCA Division II Coaches Poll,11,Slippery Rock,Pennsylvania State Athletic,442
2022,regular,4,AFCA Division II Coaches Poll,12,Ashland,Great Midwest Athletic,405
2022,regular,4,AFCA Division II Coaches Poll,13,Augustana University (SD),Northern Sun,372
2022,regular,4,AFCA Division II Coaches Poll,14,Pittsburg St,Mid America,342
2022,regular,4,AFCA Division II Coaches Poll,15,Valdosta State,Gulf South,324
2022,regular,4,AFCA Division II Coaches Poll,16,Indianapolis,Great Lakes,250
2022,regular,4,AFCA Division II Coaches Poll,17,Notre Dame College,Mountain East,231
2022,regular,4,AFCA Division II Coaches Poll,18,Lenoir-Rhyne,South Atlantic,229
2022,regular,4,AFCA Division II Coaches Poll,19,Saginaw Valley State,GLIAC,192
2022,regular,4,AFCA Division II Coaches Poll,20,Albany State GA,SIAC,167
2022,regular,4,AFCA Division II Coaches Poll,21,Colorado School Of Mines,Rocky Mountain,134
2022,regular,4,AFCA Division II Coaches Poll,22,Virginia Union,CIAA,125
2022,regular,4,AFCA Division II Coaches Poll,23,New Haven,Northeast 10,88
2022,regular,4,AFCA Division II Coaches Poll,24,Henderson State,Great American,87
2022,regular,4,AFCA Division II Coaches Poll,25,Nebraska-Kearney,Mid America,59
2022,regular,4,AFCA Division III Coaches Poll,1,North Central College,CCIW,1149
2022,regular,4,AFCA Division III Coaches Poll,2,Saint John's (MN),Minnesota,1107
2022,regular,4,AFCA Division III Coaches Poll,3,University of Mount Union,Ohio,1085
2022,regular,4,AFCA Division III Coaches Poll,4,Mary Hardin-Baylor,American Southwest,951
2022,regular,4,AFCA Division III Coaches Poll,5,Wisconsin-Whitewater,Wisconsin,941
2022,regular,4,AFCA Division III Coaches Poll,6,Hardin-Simmons,American Southwest,901
2022,regular,4,AFCA Division III Coaches Poll,7,Linfield College,Northwest,827
2022,regular,4,AFCA Division III Coaches Poll,8,Trinity University TX,Southern Athletic,819
2022,regular,4,AFCA Division III Coaches Poll,9,Johns Hopkins University,Centennial,817
2022,regular,4,AFCA Division III Coaches Poll,10,Wisconsin-Lacrosse,Wisconsin,781
2022,regular,4,AFCA Division III Coaches Poll,11,Delaware Valley,Mid Atlantic,645
2022,regular,4,AFCA Division III Coaches Poll,12,Cortland,Empire 8,643
2022,regular,4,AFCA Division III Coaches Poll,13,Ithaca College,Liberty League,580
2022,regular,4,AFCA Division III Coaches Poll,14,Wheaton,CCIW,499
2022,regular,4,AFCA Division III Coaches Poll,15,Randolph-Macon,Old Dominion,375
2022,regular,4,AFCA Division III Coaches Poll,16,Wisconsin-Oshkosh,Wisconsin,358
2022,regular,4,AFCA Division III Coaches Poll,17,Wisconsin-River Falls,Wisconsin,312
2022,regular,4,AFCA Division III Coaches Poll,18,Heidelberg,Ohio,308
2022,regular,4,AFCA Division III Coaches Poll,19,Carnegie Mellon,Presidents',253
2022,regular,4,AFCA Division III Coaches Poll,20,Albion,Michigan,244
2022,regular,4,AFCA Division III Coaches Poll,21,Susquehanna,Centennial,229
2022,regular,4,AFCA Division III Coaches Poll,22,Depauw,North Coast,202
2022,regular,4,AFCA Division III Coaches Poll,23,Wartburg,American Rivers,196
2022,regular,4,AFCA Division III Coaches Poll,24,Union (NY),Liberty League,158
2022,regular,4,AFCA Division III Coaches Poll,25,Central College,American Rivers,122
2022,regular,4,AP Top 25,1,Georgia,SEC,1569
2022,regular,4,AP Top 25,2,Alabama,SEC,1492
2022,regular,4,AP Top 25,3,Ohio State,Big Ten,1473
2022,regular,4,AP Top 25,4,Michigan,Big Ten,1364
2022,regular,4,AP Top 25,5,Clemson,ACC,1268
2022,regular,4,AP Top 25,6,Oklahoma,Big 12,1257
2022,regular,4,AP Top 25,7,USC,Pac-12,1197
2022,regular,4,AP Top 25,8,Kentucky,SEC,1096
2022,regular,4,AP Top 25,9,Oklahoma State,Big 12,1071
2022,regular,4,AP Top 25,10,Arkansas,SEC,920
2022,regular,4,AP Top 25,11,Tennessee,SEC,866
2022,regular,4,AP Top 25,12,NC State,ACC,781
2022,regular,4,AP Top 25,13,Utah,Pac-12,684
2022,regular,4,AP Top 25,14,Penn State,Big Ten,666
2022,regular,4,AP Top 25,15,Oregon,Pac-12,593
2022,regular,4,AP Top 25,16,Ole Miss,SEC,585
2022,regular,4,AP Top 25,17,Baylor,Big 12,494
2022,regular,4,AP Top 25,18,Washington,Pac-12,485
2022,regular,4,AP Top 25,19,BYU,FBS Independents,381
2022,regular,4,AP Top 25,20,Florida,SEC,360
2022,regular,4,AP Top 25,21,Wake Forest,ACC,345
2022,regular,4,AP Top 25,22,Texas,Big 12,339
2022,regular,4,AP Top 25,23,Texas A&M,SEC,309
2022,regular,4,AP Top 25,24,Pittsburgh,ACC,181
2022,regular,4,AP Top 25,25,Miami,ACC,123
2022,regular,4,Coaches Poll,1,Georgia,SEC,1594
2022,regular,4,Coaches Poll,2,Alabama,SEC,1580
2022,regular,4,Coaches Poll,3,Ohio State,Big Ten,1505
2022,regular,4,Coaches Poll,4,Michigan,Big Ten,1379
2022,regular,4,Coaches Poll,5,Clemson,ACC,1362
2022,regular,4,Coaches Poll,6,Oklahoma,Big 12,1281
2022,regular,4,Coaches Poll,7,USC,Pac-12,1183
2022,regular,4,Coaches Poll,8,Oklahoma State,Big 12,1161
2022,regular,4,Coaches Poll,9,Kentucky,SEC,1063
2022,regular,4,Coaches Poll,10,Arkansas,SEC,934
2022,regular,4,Coaches Poll,11,NC State,ACC,919
2022,regular,4,Coaches Poll,12,Tennessee,SEC,826
2022,regular,4,Coaches Poll,13,Ole Miss,SEC,734
2022,regular,4,Coaches Poll,14,Utah,Pac-12,726
2022,regular,4,Coaches Poll,15,Penn State,Big Ten,579
2022,regular,4,Coaches Poll,16,Wake Forest,ACC,529
2022,regular,4,Coaches Poll,17,Baylor,Big 12,507
2022,regular,4,Coaches Poll,18,Oregon,Pac-12,468
2022,regular,4,Coaches Poll,19,Texas,Big 12,438
2022,regular,4,Coaches Poll,20,Texas A&M,SEC,385
2022,regular,4,Coaches Poll,21,Michigan State,Big Ten,305
2022,regular,4,Coaches Poll,22,Florida,SEC,297
2022,regular,4,Coaches Poll,23,BYU,FBS Independents,253
2022,regular,4,Coaches Poll,24,Washington,Pac-12,244
2022,regular,4,Coaches Poll,25,Miami,ACC,234
2022,regular,4,FCS Coaches Poll,1,North Dakota State,MVFC,642
2022,regular,4,FCS Coaches Poll,2,Montana,Big Sky,626
2022,regular,4,FCS Coaches Poll,3,South Dakota State,MVFC,595
