Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2012-11-09,1,Indiana,B10,1-0,.9427,118.4,1,90.1,9,68.3,77,+.000,1,.1333,161,92.8,146,111.4,171,.1333,161
2012-11-09,2,Ohio St.,B10,0-0,.9380,114.6,4,87.9,1,68.3,84,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,3,Kentucky,SEC,1-0,.9331,116.4,2,90.0,8,66.5,163,+.000,1,.6229,67,102.3,71,97.4,66,.6229,67
2012-11-09,4,Michigan St.,B10,0-1,.9173,112.5,18,89.0,4,65.5,217,+.000,1,.8225,36,108.3,38,93.2,37,.8225,36
2012-11-09,5,UCLA,P12,1-0,.9166,113.0,15,89.4,5,66.7,149,+.000,1,.3777,112,96.5,121,101.3,98,.3777,112
2012-11-09,6,Wisconsin,B10,0-0,.9117,114.0,8,90.8,14,58.5,347,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,7,Syracuse,BE,0-0,.9062,113.0,14,90.6,12,65.2,229,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,8,Duke,ACC,1-0,.9052,114.5,5,91.9,21,67.9,105,+.000,1,.3704,114,95.2,128,100.3,87,.3704,114
2012-11-09,9,Louisville,BE,0-0,.9037,109.9,31,88.4,3,66.9,137,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,10,Gonzaga,WCC,1-0,.8997,113.3,13,91.5,20,67.3,123,+.000,1,.1781,148,92.3,150,107.2,151,.1781,148
2012-11-09,11,Kansas,B12,1-0,.8985,109.0,36,88.2,2,67.8,106,+.000,1,.2678,132,96.5,120,106.4,144,.2678,132
2012-11-09,12,Florida,SEC,0-0,.8943,114.7,3,93.1,31,64.8,253,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,13,Michigan,B10,1-0,.8933,114.5,6,93.0,29,61.1,334,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,14,Kansas St.,B12,1-0,.8897,110.2,29,89.9,7,68.0,96,+.000,1,.2597,134,93.5,140,103.5,123,.2597,134
2012-11-09,15,Minnesota,B10,1-0,.8840,110.5,25,90.7,13,64.5,267,+.000,1,.1914,145,91.9,153,105.8,141,.1914,145
2012-11-09,16,North Carolina,ACC,1-0,.8818,109.1,35,89.7,6,72.9,10,+.000,1,.2430,137,93.1,144,104.1,129,.2430,137
2012-11-09,17,Pittsburgh,BE,1-0,.8816,114.1,7,93.8,41,63.0,307,+.000,1,.1851,147,92.7,147,107.2,150,.1851,147
2012-11-09,18,Memphis,CUSA,0-0,.8804,110.6,24,91.0,16,68.3,83,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,19,Notre Dame,BE,0-0,.8793,113.6,10,93.6,37,61.2,333,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,20,North Carolina St.,ACC,1-0,.8777,113.5,11,93.7,39,69.2,50,+.000,1,.2039,142,93.2,143,106.4,143,.2039,142
2012-11-09,21,Texas,B12,1-0,.8763,109.2,34,90.2,11,66.0,192,+.000,1,.4463,100,99.2,100,101.3,99,.4463,100
2012-11-09,22,Baylor,B12,1-0,.8760,113.4,12,93.7,38,67.4,121,+.000,1,.5633,77,104.4,59,101.9,107,.5633,77
2012-11-09,23,Nevada Las Vegas,MWC,0-0,.8739,110.3,27,91.4,18,70.0,33,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,24,New Mexico,MWC,0-0,.8646,111.1,21,92.7,27,66.3,173,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,25,Belmont,OVC,1-0,.8638,111.7,19,93.3,33,68.6,68,+.000,1,.4700,93,100.3,87,101.5,101,.4700,93
2012-11-09,26,St. Louis,A10,1-0,.8607,108.7,41,91.0,15,62.6,317,+.000,1,.5247,86,102.0,73,101.1,93,.5247,86
2012-11-09,27,Creighton,MVC,1-0,.8605,112.9,16,94.5,47,66.6,157,+.000,1,.4814,91,100.5,84,101.2,95,.4814,91
2012-11-09,28,Virginia Commonwealth,A10,1-0,.8596,109.0,37,91.4,19,66.8,144,+.000,1,.4324,103,100.1,88,102.8,115,.4324,103
2012-11-09,29,Arizona,P12,0-0,.8576,111.1,20,93.3,34,65.5,215,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,30,Cincinnati,BE,0-0,.8469,109.0,38,92.2,23,64.0,281,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,31,Missouri,SEC,0-0,.8463,113.7,9,96.3,76,66.2,179,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,32,San Diego St.,MWC,0-0,.8463,109.9,32,93.0,30,66.7,154,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,33,Marquette,BE,0-0,.8409,108.8,39,92.5,24,71.4,18,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,34,Georgetown,BE,0-0,.8403,108.1,48,92.0,22,63.0,306,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,35,Stanford,P12,1-0,.8334,108.3,45,92.6,25,68.1,91,+.000,1,.4484,99,99.4,95,101.5,102,.4484,99
2012-11-09,36,Alabama,SEC,1-0,.8325,106.4,69,91.0,17,63.3,300,+.000,1,.6888,59,109.5,29,101.3,100,.6888,59
2012-11-09,37,Connecticut,BE,1-0,.8225,108.3,46,93.2,32,64.4,268,+.000,1,.9173,14,112.5,14,89.0,13,.9173,14
2012-11-09,38,California,P12,0-0,.8216,108.8,39,93.8,40,67.0,134,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,39,Saint Joseph's,A10,0-0,.8129,110.6,22,95.9,68,65.9,195,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,40,Richmond,A10,1-0,.8112,110.1,30,95.5,65,64.9,245,+.000,1,.1432,157,90.6,160,107.9,157,.1432,157
2012-11-09,41,Davidson,SC,1-0,.8048,110.6,23,96.3,78,68.1,92,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,42,Purdue,B10,0-1,.8043,108.7,42,94.7,50,65.9,194,+.000,1,.6725,61,104.4,58,97.4,65,.6725,61
2012-11-09,43,Miami FL,ACC,1-0,.8018,110.5,26,96.4,81,65.0,241,+.000,1,.3340,123,99.6,92,106.6,145,.3340,123
2012-11-09,44,Wichita St.,MVC,0-0,.7996,107.7,51,94.1,43,66.8,140,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,45,South Dakota St.,Sum,0-1,.7972,112.7,17,98.6,124,65.6,210,+.000,1,.8982,18,109.4,30,88.5,10,.8982,18
2012-11-09,46,Drexel,CAA,0-1,.7966,106.9,62,93.6,36,61.0,338,+.000,1,.6606,63,103.3,64,96.8,58,.6606,63
2012-11-09,47,Brigham Young,WCC,1-0,.7951,105.9,76,92.7,28,74.3,3,+.000,1,.3888,110,97.2,117,101.6,103,.3888,110
2012-11-09,48,St. Mary's,WCC,0-0,.7938,110.2,28,96.6,84,64.3,271,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,49,Northern Iowa,MVC,0-0,.7923,109.2,33,95.9,67,62.7,313,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,50,Iowa,B10,1-0,.7922,108.2,47,94.9,56,69.5,40,+.000,1,.0774,174,87.6,172,111.6,172,.0774,174
2012-11-09,51,Tennessee,SEC,1-0,.7914,108.6,43,95.3,61,65.7,205,+.000,1,.1459,155,94.5,134,112.3,175,.1459,155
2012-11-09,52,Bucknell,Pat,1-0,.7848,107.5,52,94.7,53,65.3,226,+.000,1,.8795,20,111.7,20,92.0,27,.8795,20
2012-11-09,53,Oklahoma St.,B12,1-0,.7781,106.9,61,94.6,48,66.9,139,+.000,1,.1176,166,90.8,159,110.6,167,.1176,166
2012-11-09,54,Colorado,P12,1-0,.7732,107.0,60,94.9,57,66.4,169,+.000,1,.3078,127,96.3,122,104.2,130,.3078,127
2012-11-09,55,Massachusetts,A10,0-0,.7730,107.3,56,95.3,60,73.8,5,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,56,Ohio,MAC,0-0,.7722,107.8,49,95.7,66,66.7,155,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,57,Seton Hall,BE,1-0,.7704,101.5,153,90.2,10,66.5,164,+.000,1,.1220,163,89.9,167,109.0,161,.1220,163
2012-11-09,58,Illinois,B10,1-0,.7697,104.2,107,92.6,26,66.2,181,+.000,1,.0976,172,90.1,166,111.9,174,.0976,172
2012-11-09,59,West Virginia,B12,0-0,.7622,106.1,72,94.7,54,64.9,249,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,60,Temple,A10,0-0,.7554,107.1,57,96.0,70,66.8,142,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,61,Florida St.,ACC,0-1,.7499,104.5,100,93.9,42,68.3,80,+.000,1,.3690,115,99.2,101,104.5,133,.3690,115
2012-11-09,62,Iowa St.,B12,1-0,.7472,105.2,89,94.6,49,68.9,58,+.000,1,.0805,173,86.6,175,109.9,164,.0805,173
2012-11-09,63,Mississippi,SEC,1-0,.7469,105.7,77,95.1,59,67.1,129,+.000,1,.0640,178,84.6,180,109.9,165,.0640,178
2012-11-09,64,Oregon St.,P12,1-0,.7461,107.4,54,96.7,85,72.5,13,+.000,1,.4039,105,101.2,80,105.1,136,.4039,105
2012-11-09,65,Middle Tennessee,SB,1-0,.7439,105.3,83,94.9,55,67.7,112,+.000,1,.0540,179,84.2,181,111.3,170,.0540,179
2012-11-09,66,Butler,A10,0-0,.7382,104.3,106,94.3,44,65.1,233,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,67,Villanova,BE,1-0,.7350,106.0,73,96.0,70,68.3,82,+.000,1,.0000,185,0.0,185,200.0,185,.0000,185
2012-11-09,68,Rutgers,BE,0-1,.7348,104.6,99,94.7,52,66.3,172,+.000,1,.2470,136,91.3,156,101.8,105,.2470,136
