Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2013-01-02,1,Indiana,B10,13-1,.9700,119.7,2,85.3,9,70.1,53,-.025,223,.4217,288,97.4,286,100.5,261,.3761,310
2013-01-02,2,Duke,ACC,13-0,.9698,119.0,3,84.8,7,68.5,101,+.042,106,.7360,4,104.9,7,94.9,6,.7360,8
2013-01-02,3,Louisville,BE,13-1,.9686,114.9,14,82.2,1,69.1,91,+.032,126,.5959,69,101.6,57,97.9,99,.5914,94
2013-01-02,4,Florida,SEC,9-2,.9675,118.9,4,85.4,10,63.3,306,-.090,313,.5959,68,100.0,164,96.3,29,.5959,90
2013-01-02,5,Kansas,B12,11-1,.9632,116.4,10,84.7,6,69.6,68,-.010,197,.6185,48,101.6,59,96.9,45,.6185,70
2013-01-02,6,Ohio St.,B10,11-2,.9534,115.0,12,85.7,11,68.3,107,-.053,276,.4401,265,97.3,289,99.6,210,.4517,255
2013-01-02,7,Syracuse,BE,13-1,.9529,110.9,24,82.7,2,70.5,39,-.028,228,.4243,283,97.5,285,100.4,254,.4133,285
2013-01-02,8,Michigan,B10,14-0,.9511,120.9,1,90.5,38,64.8,253,+.035,118,.4938,205,100.0,160,100.3,249,.4660,245
2013-01-02,9,Kentucky,SEC,9-4,.9473,111.8,23,84.3,4,70.0,58,-.088,310,.5268,161,101.3,77,100.2,243,.5268,172
2013-01-02,10,Pittsburgh,BE,12-2,.9467,117.6,6,88.8,28,59.9,345,-.050,267,.3659,318,99.0,224,104.5,342,.3265,330
2013-01-02,11,Virginia Commonwealth,A10,11-3,.9451,113.1,18,85.7,12,69.5,74,-.090,312,.5316,156,100.3,139,99.1,171,.5316,167
2013-01-02,12,Minnesota,B10,13-1,.9421,114.7,15,87.4,19,67.1,173,+.046,100,.6018,63,102.3,38,98.3,121,.5791,103
2013-01-02,13,Arizona,P12,13-0,.9353,114.4,16,88.2,23,68.1,120,+.078,50,.5881,74,101.2,81,97.7,88,.5707,113
2013-01-02,14,Gonzaga,WCC,14-1,.9303,118.2,5,91.8,53,67.8,140,+.045,102,.5945,71,101.4,72,97.7,82,.5981,89
2013-01-02,15,Creighton,MVC,13-1,.9253,117.0,7,91.5,51,67.5,146,+.025,140,.5251,167,100.3,142,99.3,186,.4860,226
2013-01-02,16,Cincinnati,BE,13-1,.9204,107.5,53,84.6,5,69.8,61,+.018,150,.4335,273,97.6,276,100.2,242,.3622,319
2013-01-02,17,Wisconsin,B10,10-4,.9098,110.5,27,88.2,22,63.1,311,-.056,279,.4309,276,99.4,196,102.1,313,.4341,269
