Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2012-12-08,1,Indiana,B10,8-0,.9717,121.9,1,86.3,7,68.6,93,+.024,141,.4153,270,95.8,310,99.1,170,.4153,274
2012-12-08,2,Florida,SEC,7-0,.9686,117.4,3,84.0,3,64.4,275,+.010,162,.6010,91,100.7,138,96.7,58,.6010,101
2012-12-08,3,Louisville,BE,7-1,.9552,109.0,34,80.9,1,68.7,88,+.000,179,.5916,101,102.4,69,98.8,152,.5916,109
2012-12-08,4,Duke,ACC,8-0,.9533,118.4,2,88.2,12,68.7,91,+.071,66,.8053,2,106.1,5,92.3,6,.8053,2
2012-12-08,5,Syracuse,BE,7-0,.9533,111.5,18,83.1,2,70.3,39,+.013,159,.4911,206,97.7,268,98.1,112,.4911,208
2012-12-08,6,Ohio St.,B10,5-1,.9451,115.5,5,87.5,10,66.8,181,-.039,243,.5160,181,101.4,106,100.8,267,.5160,186
2012-12-08,7,Michigan,B10,8-0,.9428,117.0,4,89.0,21,62.6,327,+.073,65,.6171,78,103.3,40,98.6,143,.6171,87
2012-12-08,8,Gonzaga,WCC,9-0,.9388,114.6,8,87.8,11,68.0,124,+.038,115,.5394,152,101.2,112,99.7,210,.5394,155
2012-12-08,9,Wisconsin,B10,6-3,.9330,114.1,9,88.3,14,62.2,334,-.090,301,.4969,200,100.1,166,100.2,235,.4969,204
2012-12-08,10,Minnesota,B10,9-1,.9272,113.6,10,88.7,17,66.5,197,+.057,83,.6334,64,103.4,36,98.0,106,.6334,70
2012-12-08,11,Pittsburgh,BE,8-1,.9269,115.1,6,89.8,26,61.9,338,-.053,262,.4562,237,100.5,147,102.2,307,.4562,241
2012-12-08,12,Kansas,B12,6-1,.9115,109.6,26,87.3,9,68.2,109,-.005,191,.5337,164,99.3,196,98.0,107,.5337,169
2012-12-08,13,Kentucky,SEC,5-3,.9095,112.6,12,89.9,27,68.0,123,-.060,269,.5878,105,103.7,31,100.2,234,.5878,112
2012-12-08,14,Michigan St.,B10,7-2,.9088,107.9,44,86.2,5,65.6,234,+.013,157,.4509,242,99.0,213,100.9,272,.4509,247
2012-12-08,15,Cincinnati,BE,8-0,.9067,107.6,52,86.2,6,69.5,57,+.082,57,.3381,320,95.9,308,102.4,310,.3381,319
2012-12-08,16,Arizona,P12,6-0,.9038,112.5,13,90.4,32,67.3,159,+.047,102,.3814,298,97.9,263,102.6,317,.3814,296
2012-12-08,17,Creighton,MVC,8-1,.9023,115.0,7,92.6,45,67.9,126,+.003,175,.4342,249,99.2,203,101.8,297,.4342,257
2012-12-08,18,Virginia Commonwealth,A10,6-3,.8993,110.3,23,89.1,22,66.8,183,-.113,316,.6714,34,104.4,19,97.4,82,.6714,42
2012-12-08,19,North Carolina,ACC,6-2,.8906,109.0,35,88.8,18,74.4,4,+.021,144,.6223,72,100.9,128,96.1,39,.6223,80
2012-12-08,20,Nevada Las Vegas,MWC,6-1,.8792,107.8,45,88.8,19,71.7,17,-.032,230,.4062,280,97.0,292,100.7,265,.4062,282
2012-12-08,21,Notre Dame,BE,7-1,.8738,112.3,14,93.0,54,61.9,337,-.017,206,.4329,250,97.8,266,100.4,249,.4329,258
2012-12-08,22,Kansas St.,B12,6-1,.8734,107.4,53,89.0,20,67.6,146,+.048,100,.4619,233,99.0,215,100.5,252,.4619,237
2012-12-08,23,Mississippi,SEC,6-0,.8714,106.8,61,88.6,15,70.3,40,+.006,169,.2216,342,93.2,341,105.4,343,.2216,342
2012-12-08,24,Georgetown,BE,6-1,.8666,104.0,96,86.6,8,64.0,291,+.086,53,.6223,73,101.4,108,96.6,57,.6223,81
2012-12-08,25,Memphis,CUSA,5-2,.8631,109.3,30,91.3,35,68.7,90,-.012,199,.5739,117,102.0,81,99.0,168,.5739,123
2012-12-08,26,Oklahoma St.,B12,6-1,.8577,106.9,59,89.7,24,66.3,205,+.022,143,.6027,90,103.5,35,99.3,192,.6027,100
2012-12-08,27,Baylor,B12,5-3,.8554,110.6,21,93.0,53,68.3,107,-.148,332,.5968,95,102.4,68,98.6,140,.5968,103
2012-12-08,28,Wichita St.,MVC,8-0,.8543,107.6,51,90.5,33,67.0,172,+.046,107,.5253,170,100.3,152,99.3,191,.5253,175
