season,week,home_team,home_id,home_conference,home_points,home_pregame_elo,home_postgame_elo,away_team,away_id,away_conference,away_points,away_pregame_elo,away_postgame_elo,conference_game,margin
2021,1,Illinois,356,Big Ten,30,1392.0,1411.0,Nebraska,158,Big Ten,22,1503.0,1484.0,1,8
2021,1,Fresno State,278,Mountain West,45,1465.0,1566.0,UConn,41,FBS Independents,0,1223.0,1122.0,0,45
2021,1,Central State (OH),2119,SIAC,6,,,Kentucky State,2310,SIAC,20,,,1,-14
2021,1,UCLA,26,Pac-12,44,1517.0,1605.0,Hawai'i,62,Mountain West,10,1466.0,1378.0,0,34
2021,1,Indiana State,282,MVFC,26,,,Eastern Illinois,2197,OVC,21,,,0,5
2021,1,North Carolina Central,2428,MEAC,23,,,Alcorn State,2016,SWAC,14,,,0,9
2021,1,New Mexico State,166,FBS Independents,3,1261.0,1182.0,UTEP,2638,Conference USA,30,1222.0,1301.0,0,-27
2021,1,San José State,23,Mountain West,45,,,Southern Utah,253,Big Sky,14,,,0,31
2021,1,Jacksonville State,55,AWC,0,,,UAB,5,Conference USA,31,,,0,-31
2021,1,Stony Brook,2619,CAA,21,,,New Hampshire,160,CAA,27,,,1,-6
2021,1,Wingate,351,South Atlantic,30,,,Shaw,2551,CIAA,7,,,0,23
2021,1,Wayne State (MI),131,GLIAC,21,,,Slippery Rock,215,Pennsylvania State Athletic,24,,,0,-3
2021,1,Ouachita Baptist,2888,Great American,38,,,Oklahoma Baptist,319,Great American,31,,,1,7
2021,1,Lindenwood,2815,Great Lakes,20,,,Angelo State,2025,Lone Star,40,,,0,-20
2021,1,Northwood (MI),2886,GLIAC,21,,,Gannon,367,Pennsylvania State Athletic,28,,,0,-7
2021,1,Delta State,2170,Gulf South,48,,,Bethel University Tennessee,2064,,14,,,0,34
2021,1,Mississippi College,2401,Gulf South,0,,,Albany State GA,2013,SIAC,24,,,0,-24
2021,1,Carson-Newman College,2105,South Atlantic,7,,,West Georgia,2698,Gulf South,45,,,0,-38
2021,1,West Liberty,2699,Mountain East,6,,,Walsh,2682,Great Midwest Athletic,27,,,0,-21
2021,1,Fairmont State,2986,Mountain East,14,,,PennWest California,2858,Pennsylvania State Athletic,23,,,0,-9
2021,1,Wayne State (NE),2844,Northern Sun,34,,,University of Mary,559,Northern Sun,27,,,1,7
2021,1,Seton Hill,611,Pennsylvania State Athletic,16,,,Wheeling,112335,Mountain East,14,,,0,2
2021,1,Kentucky Wesleyan,2316,Great Midwest Athletic,13,,,Frostburg State,341,Mountain East,20,,,0,-7
2021,1,Upper Iowa University,389,Northern Sun,14,,,Minnesota Duluth,134,Northern Sun,41,,,1,-27
2021,1,Mars Hill,2369,South Atlantic,24,,,Chowan,2804,CIAA,30,,,0,-6
2021,1,Sioux Falls,2894,Northern Sun,16,,,Bemidji State,132,Northern Sun,24,,,1,-8
2021,1,Minnesota State Mankato,2364,Northern Sun,40,,,Northern State,425,Northern Sun,34,,,1,6
2021,1,Lincoln (MO),2876,Mid America,12,,,Washburn,2687,Mid America,76,,,1,-64
2021,1,Drake,2181,Pioneer,45,,,West Virginia Wesleyan,455,Mountain East,3,,,0,42
2021,1,Ohio Dominican,2477,Great Midwest Athletic,30,,,Shepherd,2974,Pennsylvania State Athletic,35,,,0,-5
2021,1,Coastal Carolina,324,Sun Belt,52,,,The Citadel,2643,Southern,14,,,0,38
2021,1,Ball State,2050,Mid-American,31,,,Western Illinois,2710,MVFC,21,,,0,10
2021,1,Maine,311,CAA,24,,,Delaware,48,CAA,34,,,1,-10
2021,1,Millersville,210,Pennsylvania State Athletic,9,,,American International,2022,Northeast 10,14,,,0,-5
2021,1,UCF,2116,American Athletic,36,1648.0,1651.0,Boise State,68,Mountain West,31,1602.0,1599.0,0,5
2021,1,Buffalo,2084,Mid-American,69,,,Wagner,2681,NEC,7,,,0,62
2021,1,Youngstown State,2754,MVFC,44,,,Incarnate Word,2916,Southland,41,,,0,3
