id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids
147732,Jason,Brown,Air Force,,,,,,,,,,,,[]
147734,Adam,Fitch,Air Force,,,,,,,,,,,,[]
147747,Donny,Heaton,Air Force,,,,,,,,,,,,[]
147780,Robert,McMenomy,Air Force,,,,,,,,,,,,[]
152498,Jacobe,Kendrick,Air Force,,,,,,,,,,,,[]
152499,Scott,Eberle,Air Force,,,,,,,,,,,,[]
152600,Andy,Gray,Air Force,,,,,,,,,,,,[]
156036,Chris,Sutton,Air Force,,,,,,,,,,,,[]
156977,Beau,Suder,Air Force,,,,,,,,,,,,[]
164361,Shaun,Carney,Air Force,,,,,,,,,,,,[]
164362,Justin,Handley,Air Force,,,,,,,,,,,,[]
164369,Greg,Kirkwood,Air Force,,,,,,,,,,,,[]
168332,Bobby,Giannini,Air Force,,,,,,,,,,,,[]
168413,Chad,Smith,Air Force,,,,,,,,,,,,[]
168537,Carson,Bird,Air Force,,,,,,,,,,,,[]
169732,Lucas,Ewing,Air Force,,,,,,,,,,,,[]
169733,Jim,Ollis,Air Force,,,,,,,,,,,,[]
169734,Kip,McCarthy,Air Force,,,,,,,,,,,,[]
169738,Ty,Paffett,Air Force,,,,,,,,,,,,[]
169742,Charles,Wells,Air Force,,,,,,,,,,,,[]
169752,Brad,Meissen,Air Force,,,,,,,,,,,,[]
169755,Ryan,Williams,Air Force,,,77.0,,?,,,USA,33.532005,131.3496745,,[]
169756,Scott,Peeples,Air Force,,,,,,,,,,,,[]
169783,Vic,Thompson,Air Force,,,,,,,,,,,,[]
169796,Christopher,Carp,Air Force,,,,,,,,,,,,[]
175929,Chad,Hall,Air Force,,,,,,,,,,,,[]
114043,Jason,Montgomery,Akron,,,,,,,,,,,,[]
114048,Jerell,Ringer,Akron,,,,,,,,,,,,[]
134939,Luke,Getsy,Akron,,,,,,,,,,,,[]
135736,Domenik,Hixon,Akron,,,,,,,,,,,,[]
135758,Billy,Sullivan,Akron,,,,,,,,,,,,[]
147331,Jabari,Arthur,Akron,,,,,,,,,,,,[]
147337,Reggie,Corner,Akron,,,,,,,,,,,,[]
147345,John,Ferguson,Akron,,,,,,,,,,,,[]
147353,Dionte,Henry,Akron,,,,,,,,,,,,[]
147359,Kris,Kasparek,Akron,,,,,,,,,,,,[]
147363,John,Mackey,Akron,,,,,,,,,,,,[]
147367,Jason,Nedd,Akron,,,,,,,,,,,,[]
147386,Josh,Smith,Akron,,73.0,47.0,,WR,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[]
147388,Jason,Swiger,Akron,,,,,,,,,,,,[]
156853,Dennis,Kennedy,Akron,,,,,,,,,,,,[]
157658,Frank,Berchie,Akron,,,,,,,,,,,,[]
157688,Chris,Brown,Akron,,,,,,,,,,,,[]
157697,Johnny,Long,Akron,,,,,,,,,,,,[]
157698,Joe,McDaniel,Akron,,,,,,,,,,,,[]
162366,Brett,Biggs,Akron,,,,,,,,,,,,[]
169494,Brandon,Anderson,Akron,,,,,,,,,,,,[]
169499,Ryan,Johnson,Akron,255.0,74.0,4.0,4.0,DL,Starkville,MS,USA,33.4503998,-88.8183872,28105,[]
169523,Merce,Poindexter,Akron,,,,,,,,,,,,[]
123216,Anthony,Madison,Alabama,,,,,,,,,,,,[]
123218,Roman,Harper,Alabama,,,,,,,,,,,,[]
123230,Brandon,Brooks,Alabama,,,,,,,,,,,,[]
128154,Brodie,Croyle,Alabama,,,,,,,,,,,,[]
128797,Rudy,Griffin,Alabama,,,,,,,,,,,,[]
132137,Jeremy,Schatz,Alabama,,,,,,,,,,,,[]
133282,Marc,Guillon,Alabama,,,,,,,,,,,,[]
134430,Matt,Miller,Alabama,,,,,,,,,,,,[]
134871,Ryan,Saxby,Alabama,,,,,,,,,,,,[]
136364,Kenneth,Darby,Alabama,,,,,,,,,,,,[]
136368,Juwan,Simpson,Alabama,,,,,,,,,,,,[]
136369,Chris,Harris,Alabama,,,,,,,,,,,,[]
136374,Ramzee,Robinson,Alabama,,,,,,,,,,,,[]
136377,DeMeco,Ryans,Alabama,,,,,,,,,,,,[]
146604,Jeff,Aul,Alabama,,,,,,,,,,,,[]
146612,Kyle,Bennett,Alabama,,,,,,,,,,,,[]
146646,Matt,Caddell,Alabama,,,,,,,,,,,,[]
146649,Tim,Castille,Alabama,,,,,,,,,,,,[]
146680,Le'Ron,McClain,Alabama,,,,,,,,,,,,[]
146683,Tyrone,Prothro,Alabama,,,,,,,,,,,,[]
154782,Jamie,Christensen,Alabama,,,,,,,,,,,,[]
164558,Keith,Brown,Alabama,,,,,,,,,,,,[]
164559,DJ,Hall,Alabama,,,,,,,,,,,,[]
164560,Ezekial,Knight,Alabama,,,,,,,,,,,,[]
164594,Simeon,Castille,Alabama,,,,,,,,,,,,[]
165947,Jeffrey,Dukes,Alabama,,,,,,,,,,,,[]
165967,Nick,Walker,Alabama,,,,,,,,,,,,[]
169602,John,Parker Wilson,Alabama,,,,,,,,,,,,[]
178772,Glen,Coffee,Alabama,,,,,,,,,,,,[]
179730,Jimmy,Johns,Alabama,,,,,,,,,,,,[]
180170,Travis,McCall,Alabama,,,,,,,,,,,,[]
121617,Richie,Williams,App State,,,,,,,,,,,,[]
121622,Brad,West,App State,,,,,,,,,,,,[]
121630,Jermane,Little,App State,,,,,,,,,,,,[]
128140,Brandon,Turner,App State,,,,,,,,,,,,[]
137348,Daniel,Bettis,App State,,,,,,,,,,,,[]
137360,Zach,Johnson,App State,,,,,,,,,,,,[]
137367,William,Mayfield,App State,,,,,,,,,,,,[]
149110,Jeremy,Wiggins,App State,,,,,,,,,,,,[]
155569,Scott,Suttle,App State,,,,,,,,,,,,[]
158714,Julian,Rauch,App State,,,,,,,,,,,,[]
160674,Dexter,Jackson,App State,,,,,,,,,,,,[]
160675,Hans,Batichon,App State,,,,,,,,,,,,[]
160678,Trey,Elder,App State,,,,,,,,,,,,[]
160686,Jerome,Touchstone,App State,,,,,,,,,,,,[]
160687,C.J.,Underwood,App State,,,,,,,,,,,,[]
164449,Kevin,Richardson,App State,,,,,,,,,,,,[]
171732,Ryan,Hennessy,App State,,,,,,,,,,,,[]
180793,Trey,Hennessee,App State,,,,,,,,,,,,[]
115590,Darrell,Brooks,Arizona,,,,,,,,,,,,[]
136708,Danny,Baugher,Arizona,,,,,,,,,,,,[]
136732,Gilbert,Harris,Arizona,,,,,,,,,,,,[]
136738,Mike,Jefferson,Arizona,,,,,,,,,,,,[]
144884,Adam,Austin,Arizona,,,,,,,,,,,,[]
144895,Ryan,Eidson,Arizona,,,,,,,,,,,,[]
144896,Wilrey,Fontenot,Arizona,,,,,,,,,,,,[]
144901,Kris,Heavner,Arizona,,,,,,,,,,,,[]
144902,Chris,Henry,Arizona,,,,,,,,,,,,[]
144903,Marcus,Hollingsworth,Arizona,,,,,,,,,,,,[]
144904,Anthony,Johnson,Arizona,,,,,,,,,,,,[]
144905,Ryan,Kilpatrick,Arizona,,,,,,,,,,,,[]
144922,Syndric,Steptoe,Arizona,,,,,,,,,,,,[]
156088,Travis,Bell,Arizona,,,,,,,,,,,,[]
156090,Antoine,Cason,Arizona,,,,,,,,,,,,[]
156097,Brandon,Lopez,Arizona,,,,,,,,,,,,[]
156098,Bobby,McCoy,Arizona,,,,,,,,,,,,[]
